time	CaI	IP3	g	CaO	CaS	CaM
0.0	0.05	0.0	0.002	1000.0	2.0	0.0
0.9900990099009901	0.05469599547368648	0.022492985802805832	0.001999016302525319	1000.0	1.9946251270672883	0.0006439034109362572
1.9801980198019802	0.0690661306047175	0.03039244184999106	0.0020337445651868536	1000.0	1.979058164459954	0.0015064724421922345
2.9702970297029703	0.10689519272591556	0.04288992153684708	0.002265704433691298	1000.0	1.9382482316011176	0.0033245027316129135
3.9603960396039604	0.4591458995382107	0.11853101384923986	0.026967181321728158	1000.0	1.5663717611393602	0.017703749130317064
4.9504950495049505	1.164411396049064	0.4700362676472533	0.8896513982448437	1000.0	0.8094435927635498	0.06774584480791647
5.9405940594059405	0.978407066945968	0.5192704401059421	0.9875873125850972	1000.0	0.9727128475023811	0.09325225210300248
6.930693069306931	0.7409199118299941	0.42594651722866517	0.9886381599852024	1000.0	1.1853522246932424	0.11372442054281316
7.920792079207921	0.5313594130209784	0.31743428850205974	0.9809316155697396	1000.0	1.3730644730009474	0.1270730567035074
8.910891089108912	0.37294913385597805	0.22627063453556634	0.96832573451495	1000.0	1.5174210028998132	0.1321199889799549
9.900990099009901	0.26306358894105325	0.15957031193553442	0.9531062749289301	1000.0	1.6188603886688104	0.13265952074519788
10.89108910891089	0.18663287801705192	0.11292871112486669	0.9369461749876912	1000.0	1.69054934726914	0.13134622726300144
11.881188118811881	0.13347937438718419	0.08032066392596025	0.9206218421939948	1000.0	1.7421552971621153	0.12889383566523877
12.871287128712872	0.09927258408595824	0.05838590719694817	0.9044368427105073	1000.0	1.7772859682788178	0.1256707764689107
13.861386138613861	0.07949494864545698	0.04487092097678239	0.8884923740617714	1000.0	1.7994529886902937	0.12204687419438694
14.85148514851485	0.06886219069534309	0.037226932988718535	0.8728153768289403	1000.0	1.8131939891007265	0.11825979342819
15.841584158415841	0.06336574897966869	0.033142837108554604	0.8574104545254858	1000.0	1.8221256541689548	0.11441659052207014
16.831683168316832	0.060632819610834075	0.03104734230426942	0.8422759962611953	1000.0	1.8284351688267597	0.11056137393090315
17.821782178217823	0.05938331887572548	0.030029135991041116	0.8274085489590145	1000.0	1.8333126634567094	0.10671391375923274
18.81188118811881	0.058942771270250244	0.02959428342415919	0.8128040545924081	1000.0	1.8373862523526374	0.10288449293507207
