time	S	I	V_L
0.0	830000000.0	0.0	33200000.0
0.9900990099009901	811586433.0301316	3837323.9968656306	77924241.52055167
1.9801980198019802	783625240.4255517	13384682.407304425	271819987.6494892
2.9702970297029703	715878589.0482016	43050454.50904905	918373469.3553578
3.9603960396039604	546760349.6051756	113883583.57359745	2805652752.2407846
4.9504950495049505	268296933.5189668	186597625.9099461	6722630256.679625
5.9405940594059405	68069250.77048631	143819654.42844087	10939891614.34888
6.930693069306931	10880914.330315415	58211280.187059976	12766052131.529127
7.920792079207921	1584212.0118750024	16937520.353965137	12666649840.418274
8.910891089108912	254729.63896041006	4304151.541787441	11886158054.893045
9.900990099009901	47710.83974375698	1035391.7672952801	10974090581.307821
10.89108910891089	10450.402335585219	243636.31355470192	10087750108.219809
11.881188118811881	2653.38008826322	56985.15534587575	9262455919.263163
12.871287128712872	772.2575841188013	13394.306992806814	8502209814.36539
13.861386138613861	254.82756443015086	3199.3106562420658	7803786951.384655
14.85148514851485	94.36152224839539	788.2508471804205	7162601639.927378
15.841584158415841	38.84180532244542	204.7933295413825	6574066129.924756
16.831683168316832	17.61914898398792	57.86252141997462	6033881457.62224
17.821782178217823	8.737472594613967	18.422891471577024	5538081228.7005825
18.81188118811881	4.702415115406765	6.793015042419048	5083020038.886775
19.801980198019802	2.7281643865545524	2.9152305393153175	4665350816.909363
20.792079207920793	1.6957219196624604	1.4312350603388155	4282001208.5660453
21.78217821782178	1.1228288376428626	0.783387996189444	3930151228.228184
22.77227722772277	0.7879337717267951	0.467384361991731	3607212581.3638573
23.762376237623762	0.5831912751132927	0.29915051583451147	3310809643.636612
24.752475247524753	0.4532894814143516	0.20324472349338182	3038761991.293725
25.742574257425744	0.3685004576222425	0.14550167545970466	2789068363.5406284
26.73267326732673	0.3121735237855957	0.1091507588495213	2559891941.56435
27.722772277227723	0.274649789305046	0.08541482669428412	2349546836.7451305
28.712871287128714	0.25017159270374895	0.06945529548992375	2156485688.9509215
29.7029702970297	0.23525208886681448	0.0584870404352409	1979288283.7968094
30.693069306930692	0.2277869263149215	0.05084738366743436	1816651105.18263
31.683168316831683	0.22655850675075917	0.045512954427815985	1667377746.2696006
32.67326732673267	0.2309566308432105	0.04183833111977864	1530370108.380627
33.663366336633665	0.2408240695176468	0.039409538650924454	1404620323.07226
34.65346534653465	0.25637866694230405	0.03795939281497656	1289203337.9641736
35.64356435643565	0.27818637916116684	0.03731733779581097	1183270111.7857919
36.633663366336634	0.3071723472211662	0.03737916743526165	1086041368.5815737
37.62376237623762	0.3446646911315311	0.03808859023728357	996801865.1296676
38.613861386138616	0.3924707588339333	0.03942609954131505	914895129.4037079
39.603960396039604	0.4529894678569639	0.04140253578803191	839718631.3724797
40.59405940594059	0.5293669637156001	0.04405581954908434	770719350.6124207
41.584158415841586	0.6257066512787405	0.04744997325139291	707389708.1274076
42.57425742574257	0.7473491929199426	0.05167593817959493	649263832.4489158
43.56435643564356	0.9012437656131422	0.05685394101076079	595914132.5489906
44.554455445544555	1.0964392452051048	0.06313733269594993	546948152.3554
45.54455445544554	1.3447336802067564	0.07071794749895643	502005683.7299636
46.53465346534654	1.661533254633582	0.07983313323093089	460756116.67224455
47.524752475247524	2.0669890060667644	0.09077469863813639	422896007.25587964
48.51485148514851	2.5875023032291864	0.10390012103583046	388146845.40679705
49.504950495049506	3.2577204191434332	0.1196464630355878	356253006.102334
50.495049504950494	4.123184032358116	0.1385475691829443	326979868.91976845
51.48514851485149	5.243842586974097	0.16125525739433022	300112092.10115397
52.475247524752476	6.698725745757475	0.18856539391013208	275452028.4380951
53.46534653465346	8.592155841355115	0.22144995115902605	252818271.3232902
54.45544554455446	11.06201552604021	0.26109640585618843	232044320.2732509
55.445544554455445	14.29075780354438	0.30895615121846964	212977356.10560185
