time	S	I	V_L
56.43564356435643	18.52007711676412	0.36680398498858596	195477116.76091126
57.42574257425743	24.070470033102193	0.4368112126942419	179414865.49948126
58.415841584158414	31.367328940008086	0.5216354926449878	164672443.88308483
59.4059405940594	40.97576774334248	0.6245312735595374	151141402.57544717
60.396039603960396	53.64712270151035	0.7494855620495379	138722203.56772387
61.386138613861384	70.38106839625088	0.9013848580838851	127323487.96076836
62.37623762376238	92.5086245248408	1.086220441625104	116861403.91837695
63.366336633663366	121.8031190479038	1.311340857687402	107258989.8484162
64.35643564356435	160.62857205698822	1.5857624918569846	98445608.27519578
65.34653465346534	212.13818006684178	1.9205516533294642	90356426.23953205
66.33663366336634	280.5398908528178	2.329294680462788	82931938.40550447
67.32673267326733	371.45183774300256	2.828676416395012	76117529.36732307
68.31683168316832	492.3781505626617	3.4391921121692786	69863071.93848294
69.3069306930693	653.3460504216013	4.186023623030204	64122558.47055216
70.29702970297029	867.7590686665473	5.1001179196278565	58853762.49246302
71.2871287128713	1153.5399163622058	6.219514755369782	54017928.18491939
72.27722772277228	1534.6615919892606	7.590981231600341	49579485.41015349
73.26732673267327	2043.1989297917585	9.272024360228032	45505788.206334844
74.25742574257426	2722.077877871029	11.33336936258517	41766874.8298221
75.24752475247524	3628.7602728890542	13.86201180911041	38335247.58858552
76.23762376237623	4840.183001595369	16.964977010793415	35185670.857702956
77.22772277227723	6459.37925583346	20.773951267440232	32294985.80403278
78.21782178217822	8624.355547521973	25.450988365556963	29641940.4731121
79.20792079207921	11519.993922065734	31.19554260047832	27207034.008084733
80.1980198019802	15394.011381570619	38.253139465395456	24972373.879076246
81.18811881188118	20578.360637433263	46.92606961634315	22921545.102892622
82.17821782178218	27517.92842573979	57.586585176773454	21039490.52830197
83.16831683168317	36809.020479527884	70.69319501377011	19312401.3525177
84.15841584158416	49250.970316891966	86.81080494514559	17727617.120991178
85.14851485148515	65915.34492677326	106.63564002934598	16273534.546544738
86.13861386138613	88238.74098040086	131.02613228006837	14939524.566725109
87.12871287128712	118147.198963583	161.04128217775565	13715857.14190767
88.11881188118812	158222.97959493677	197.9884321701455	12593633.383463925
89.10891089108911	211928.07113820384	243.48297544318504	11564724.694433106
90.0990099009901	283903.6204852228	299.5233308526366	10621718.709037999
91.08910891089108	380370.8843522138	368.5856590280415	9757871.93853686
92.07920792079207	509667.7633446575	453.7444449487556	8967069.178954827
93.06930693069307	682966.1158425019	558.827518642757	8243789.925984709
94.05940594059406	915229.583495697	688.6177784012292	7583082.297200725
95.04950495049505	1226490.436193029	849.1195822362583	6980545.318685217
96.03960396039604	1643547.8413854714	1047.9167352009658	6432320.952719574
97.02970297029702	2202219.717494738	1294.6633526544558	5935098.024484055
98.01980198019803	2950316.161189388	1601.7722385271793	5486131.414593764
99.00990099009901	3951543.292057562	1985.4040558660402	5083281.800655668
100.0	5290588.536333152	2466.925592019699	4725084.336653418
