time	S_b	I_b	S_h	I_a
0.0	244956.0	36485.0	171977.0	0.0
0.9900990099009901	0.005811112577999324	280103.9871292415	171973.56946808533	7.745212401077951
1.9801980198019802	0.005838892135872487	278771.33458740416	171970.1597014057	15.469490436866982
2.9702970297029703	0.0058668039307326215	277445.0489360825	171966.78697090535	23.15656316982672
3.9603960396039604	0.005894848585605481	276125.09975803166	171963.45109647253	30.80661071841866
4.9504950495049505	0.005923026728121441	274811.4567797475	171960.15189887336	38.41981232312249
5.9405940594059405	0.005951338987673846	273504.0898725389	171956.8891997582	45.996346340187884
6.930693069306931	0.0059797859973249766	272202.96905179485	171953.66282165694	53.53639024638055
7.920792079207921	0.006008368392772692	270908.0644761552	171950.47258797364	61.0401206443043
8.910891089108912	0.006037086812687395	269619.34644696827	171947.31832298284	68.50771326594867
9.900990099009901	0.006065941898718416	268336.78540759225	171944.19985182543	75.93934297719359
10.89108910891089	0.006094934295537633	267060.35194227385	171941.11700050088	83.33518378508712
11.881188118811881	0.006124064650693301	265790.0167758082	171938.06959586538	90.6954088400869
12.871287128712872	0.00615333361478932	264525.7507728143	171935.05746562703	98.02019044075465
13.861386138613861	0.006182741841454516	263267.5249369319	171932.08043834055	105.30970003896141
14.85148514851485	0.006212289987357431	262015.31041077606	171929.13834340713	112.56410824018344
15.841584158415841	0.006241978712168223	260769.07847428916	171926.23101106365	119.78358481416657
16.831683168316832	0.006271808678561396	259528.80054559992	171923.35827238826	126.96829868936491
17.821782178217823	0.006301780552353257	258294.44817875492	171920.51995928577	134.11841796761755
18.81188118811881	0.006331895002431358	257065.99306405493	171917.7159044897	141.23410992197154
19.801980198019802	0.006362152700783316	255843.40702686895	171914.94594155485	148.3155410043406
20.792079207920793	0.006392554322539468	254626.66202686727	171912.2099048521	155.36287685047134
21.78217821782178	0.006423100545859732	253415.7301578876	171909.50762956755	162.37628228077995
22.77227722772277	0.006453792052007918	252210.58364679595	171906.83895169548	169.35592130772565
23.762376237623762	0.0064846295254602886	251011.19485333667	171904.20370803704	176.30195713674766
24.752475247524753	0.006515613653836689	249817.53626933286	171901.60173619527	183.21455217143216
25.742574257425744	0.006546745128019336	248629.58051803234	171899.03287457087	190.09386801771237
26.73267326732673	0.006578024642157598	247447.30035362506	171896.49696235906	196.9400654869756
27.722772277227723	0.00660945289327991	246270.6686601311	171893.9938395425	203.75330460318582
28.712871287128714	0.006641030581789185	245099.65845132133	171891.52334689075	210.5337446034369
29.7029702970297	0.006672758411531162	243934.24287016786	171889.08532595664	217.28154394149738
30.693069306930692	0.006704637089739407	242774.3951881407	171886.67961907186	223.99686029232996
31.683168316831683	0.006736667325926119	241620.08880300727	171884.306069333	230.67985056592792
32.67326732673267	0.006768849833822852	240471.29724087202	171881.9645206143	237.33067089470717
33.663366336633665	0.006801185330742235	239327.9941546378	171879.6548175578	243.94947664321975
34.65346534653465	0.00683367453738675	238190.15332308746	171877.37680556762	250.53642241399837
35.64356435643565	0.006866318175411725	237057.74864857638	171875.13033079568	257.091662061728
36.633663366336634	0.006899116971695078	235930.7541595752	171872.915240157	263.61534867803283
37.62376237623762	0.006932071656644612	234809.14400880795	171870.7313813181	270.1076346029841
38.613861386138616	0.006965182963700274	233692.8924722726	171868.57860269098	276.5686714312533
39.603960396039604	0.006998451628895682	232581.97394819433	171866.4567534269	282.9986100181294
40.59405940594059	0.007031878392187032	231476.36295757207	171864.3656834189	289.3976004772792
41.584158415841586	0.00706546399692825	230376.03414310506	171862.30524329512	295.7657921871079
42.57425742574257	0.00709920918971985	229280.96226844608	171860.27528441444	302.1033337953869
43.56435643564356	0.007133114722434134	228191.12221837894	171858.27565886805	308.41037321760473
