time	ATP	NAD	AcCoA	KG	Cit	OAA	Pyr	H	He	O2	iP	H2O	ADP	NADH
0.0	3.536	0.856	0.063	0.225	0.44	0.005	0.154	1.0	1.0	1.0	2.44	1.0	0.6240000000000001	0.21400000000000008
0.9900990099009901	3.48598177863501	0.8653542837392241	0.06565274130801343	0.23255340609748704	0.4372609546852802	0.004633223811328242	0.150730902270376	1.0	1.0	1.0	2.44	1.0	0.6740182213649901	0.204645716260776
1.9801980198019802	3.448149503636116	0.8745770231529802	0.06773231315927145	0.23898269797192967	0.4348425926026671	0.004632178722587417	0.14827237478313085	1.0	1.0	1.0	2.44	1.0	0.7118504963638843	0.1954229768470198
2.9702970297029703	3.418931838185674	0.8831902769022194	0.06922871013973068	0.2444760929569761	0.4328209021660406	0.004649094786587076	0.1463878272567876	1.0	1.0	1.0	2.44	1.0	0.7410681618143262	0.18680972309778066
3.9603960396039604	3.395831219056279	0.8909263857293056	0.07026411199519987	0.24918035579664977	0.4311194064756224	0.004677062861121896	0.1449203946962139	1.0	1.0	1.0	2.44	1.0	0.764168780943721	0.17907361427069446
4.9504950495049505	3.3771233477857354	0.8976666610637609	0.0709331043594502	0.25321082660722943	0.42967690119797536	0.004711966672231006	0.14376460448690717	1.0	1.0	1.0	2.44	1.0	0.7828766522142647	0.17233333893623914
5.9405940594059405	3.361637345445619	0.9033935450102061	0.0713104939937198	0.2566599788165017	0.4284439149340959	0.004751134302711022	0.1428480722581734	1.0	1.0	1.0	2.44	1.0	0.7983626545543809	0.16660645498979398
6.930693069306931	3.3485908389393555	0.9081555709663609	0.07145677450013548	0.25960388858988165	0.4273798899253618	0.004792722817514378	0.14211966609160043	1.0	1.0	1.0	2.44	1.0	0.8114091610606446	0.16184442903363916
7.920792079207921	3.337466098751729	0.912041149373146	0.0714218528086068	0.26210690040820306	0.4264510849538204	0.004835383970701076	0.1415419165800332	1.0	1.0	1.0	2.44	1.0	0.8225339012482711	0.1579588506268541
8.910891089108912	3.327918504191918	0.9151590057073892	0.07124752317780497	0.2642247971844578	0.4256291018770259	0.004878085959894812	0.14108623226819686	1.0	1.0	1.0	2.44	1.0	0.8320814958080822	0.1548409942926109
9.900990099009901	3.319711182638561	0.9176240361773641	0.07096906428801786	0.2660068118053125	0.42488990917106634	0.00492002050253239	0.14072995115124476	1.0	1.0	1.0	2.44	1.0	0.8402888173614391	0.15237596382263596
10.89108910891089	3.3126706674366373	0.9195476978915973	0.0706162603786172	0.2674968160955383	0.42421321883719426	0.004960554290674974	0.1404545653014487	1.0	1.0	1.0	2.44	1.0	0.8473293325633628	0.15045230210840277
11.881188118811881	3.306658777640584	0.921032105166773	0.07021407898526093	0.26873398613223703	0.4235820804516737	0.004999201576633011	0.14024466737596145	1.0	1.0	1.0	2.44	1.0	0.8533412223594161	0.14896789483322703
12.871287128712872	3.301556290062706	0.922166991750376	0.06978317064481342	0.2697531796480921	0.4229825833345668	0.005035605491685226	0.14008731994001816	1.0	1.0	1.0	2.44	1.0	0.8584437099372941	0.1478330082496241
13.861386138613861	3.2972545518859615	0.9230287261910365	0.06934029530799307	0.27058518987818847	0.42240359329012417	0.0050695221902488305	0.13997165727246266	1.0	1.0	1.0	2.44	1.0	0.8627454481140386	0.14697127380896358
14.85148514851485	3.293651986204352	0.9236806715934553	0.06889873097189791	0.2712569742997472	0.4218364843766216	0.005100805528089536	0.13988860631263364	1.0	1.0	1.0	2.44	1.0	0.8663480137956481	0.1463193284065447
15.841584158415841	3.290653270226172	0.9241743233292584	0.06846868558640912	0.2717919059664881	0.42127485218366245	0.005129391794444866	0.13983066409288294	1.0	1.0	1.0	2.44	1.0	0.8693467297738282	0.14582567667074164
16.831683168316832	3.288169728189529	0.9245508160973903	0.06805771242643718	0.2722100614894898	0.42071421145144733	0.005155284766618022	0.139791701118486	1.0	1.0	1.0	2.44	1.0	0.8718302718104711	0.14544918390260975
17.821782178217823	3.286120051551003	0.9248425230251855	0.06767111909797066	0.27252853930033577	0.42015168924395024	0.005178541555999922	0.13976677799399637	1.0	1.0	1.0	2.44	1.0	0.8738799484489972	0.14515747697481451
18.81188118811881	3.2844309067927773	0.9250745867042819	0.06731235736652427	0.27276179520091637	0.4195857265036378	0.0051992596957054545	0.13975197297579225	1.0	1.0	1.0	2.44	1.0	0.8755690932072229	0.14492541329571818
19.801980198019802	3.2830372321733496	0.9252662916941334	0.06698338252566242	0.2729219787881216	0.41901579978988585	0.005217565727879178	0.13974422122479468	1.0	1.0	1.0	2.44	1.0	0.8769627678266505	0.14473370830586663
20.792079207920793	3.281882199252663	0.9254322462644421	0.06668497482627865	0.27301925671206845	0.41844217125894223	0.005233605458784346	0.1397411680135447	1.0	1.0	1.0	2.44	1.0	0.8781178007473374	0.14456775373555797
21.78217821782178	3.280916888159087	0.9255833706211252	0.06641701854828098	0.27306211364688515	0.41786567159974713	0.005247535873368252	0.13974103793197049	1.0	1.0	1.0	2.44	1.0	0.879083111840913	0.1444166293788749
22.77227722772277	3.280099749723627	0.9257277049465188	0.06617873814491897	0.2730576240943592	0.4172875174819655	0.005259518648537948	0.13974252074871812	1.0	1.0	1.0	2.44	1.0	0.8799002502763731	0.14427229505348127
23.762376237623762	3.279395935389416	0.9258710598627528	0.06596889312911214	0.2730116922911346	0.41670916259334223	0.005269715114257543	0.1397446739930674	1.0	1.0	1.0	2.44	1.0	0.8806040646105839	0.1441289401372473
24.752475247524753	3.278776562409066	0.926017533414436	0.06578593514717711	0.27292925973140664	0.4161321797209295	0.005278282489656313	0.13974684136614737	1.0	1.0	1.0	2.44	1.0	0.881223437590934	0.14398246658556402
25.742574257425744	3.278217967551772	0.9261699180558001	0.06562813161956621	0.27281448164996686	0.41555817034610215	0.005285371206308398	0.13974858562999792	1.0	1.0	1.0	2.44	1.0	0.881782032448228	0.1438300819442
26.73267326732673	3.277700986936225	0.9263300186203789	0.06549366068043944	0.27267087495480197	0.4149886978161237	0.005291123122890842	0.1397496343119826	1.0	1.0	1.0	2.44	1.0	0.8822990130637751	0.14366998137962117
27.722772277227723	3.277210285480186	0.9264988989942948	0.06538068209646379	0.2725014406386165	0.41442524014685955	0.00529567046335813	0.13974983645595676	1.0	1.0	1.0	2.44	1.0	0.8827897145198143	0.14350110100570523
28.712871287128714	3.27673375073767	0.9266770728199187	0.06528738860203842	0.272308763981777	0.4138691586646618	0.005299135313957336	0.1397491286909946	1.0	1.0	1.0	2.44	1.0	0.8832662492623302	0.14332292718008133
29.7029702970297	3.276261955507663	0.9268646499167	0.06521204150220083	0.2720950957389633	0.41332167920918145	0.005301629539313458	0.13974750899831595	1.0	1.0	1.0	2.44	1.0	0.8837380444923371	0.14313535008330003
30.693069306930692	3.2757876900333334	0.92706144831536	0.06515299397661127	0.271862417338652	0.4127838829518791	0.005303255008870138	0.13974501674349463	1.0	1.0	1.0	2.44	1.0	0.8842123099666668	0.1429385516846401
31.683168316831683	3.2753055605646506	0.9272670796602202	0.06510870494485241	0.27161249283124206	0.4122567043927016	0.005304104034416165	0.13974171771551575	1.0	1.0	1.0	2.44	1.0	0.8846944394353495	0.1427329203397799
32.67326732673267	3.274811648769158	0.9274810139140207	0.0650777458348341	0.27134690995636956	0.4117409345461417	0.005304259945016912	0.13973769312127926	1.0	1.0	1.0	2.44	1.0	0.885188351230842	0.14251898608597935
33.663366336633665	3.274303225724149	0.9277026281954729	0.06505880217811039	0.27106711240601283	0.41123722769639537	0.005303797741347193	0.1397330316509065	1.0	1.0	1.0	2.44	1.0	0.8856967742758513	0.14229737180452717
34.65346534653465	3.27377851375329	0.9279312433793103	0.06505067153363539	0.2707744250103993	0.41074611047123444	0.005302784784972885	0.1397278239006117	1.0	1.0	1.0	2.44	1.0	0.8862214862467099	0.14206875662068974
35.64356435643565	3.273236489622229	0.9281661513291756	0.06505225892063395	0.270470073294588	0.4102679922658615	0.005301281491363028	0.13972215857870557	1.0	1.0	1.0	2.44	1.0	0.8867635103777713	0.1418338486708245
36.633663366336634	3.272676722990842	0.9284066349669408	0.06506257066150199	0.2701551985955519	0.4098031762933783	0.0052993420035549205	0.1397161200397253	1.0	1.0	1.0	2.44	1.0	0.8873232770091581	0.1415933650330593
37.62376237623762	3.2720992446086457	0.9286519828792312	0.0650807073116258	0.2698308697072241	0.40935187073365203	0.0052970148319530785	0.1397097867919312	1.0	1.0	1.0	2.44	1.0	0.8879007553913545	0.14134801712076883
38.613861386138616	3.2715044393838073	0.9289014997726183	0.06510585617326102	0.26949809183311985	0.4089141996082228	0.005294343450795297	0.13970323070454074	1.0	1.0	1.0	2.44	1.0	0.8884955606161928	0.1410985002273818
39.603960396039604	3.2708929600880956	0.9291545137831532	0.06513728374944858	0.2691578134688747	0.4084902131301534	0.005291366846539077	0.1396965167064355	1.0	1.0	1.0	2.44	1.0	0.8891070399119045	0.1408454862168469
40.59405940594059	3.2702656581905662	0.9294103813991056	0.06517432838860966	0.26881093169782155	0.40807989736286704	0.005288120015833759	0.13968970282148088	1.0	1.0	1.0	2.44	1.0	0.8897343418094339	0.14058961860089447
41.584158415841586	3.2696235285039807	0.9296684906225046	0.06521639327794271	0.26845829630810636	0.4076831831118591	0.00528463441446632	0.13968284042033238	1.0	1.0	1.0	2.44	1.0	0.8903764714960194	0.1403315093774955
42.57425742574257	3.26896766437571	0.9299282628857694	0.06526293985128384	0.2681007130800622	0.40729995406879727	0.005280938362641091	0.13967597459909165	1.0	1.0	1.0	2.44	1.0	0.8910323356242902	0.1400717371142307
43.56435643564356	3.2682992240274813	0.9301891537678986	0.06531348176008432	0.26773894626113426	0.406930054029451	0.0052770573980744214	0.13966914465823932	1.0	1.0	1.0	2.44	1.0	0.8917007759725188	0.1398108462321015
44.554455445544555	3.267619403299604	0.9304506531105945	0.06536757935703792	0.26737372065175297	0.40657329336842274	0.005273014590513494	0.13966238459483973	1.0	1.0	1.0	2.44	1.0	0.8923805967003959	0.13954934688940557
