time	glc	g1p	g6p	trh	t6p	udg	adp	atp	ppi	f6p	h	pho	udp	utp	h2o	glx
0.0	0.09765	0.1	2.675	0.05	0.02	0.7	1.282	2.525	0.0	0.625	0.0	0.0	0.2815	0.6491	0.0	100.0
0.9900990099009901	0.09762637479038663	0.0999953866042947	2.674901112976523	0.04999713939793055	0.019998896154642665	0.7000309751936244	1.282	2.525	0.0	0.625	0.0	0.0	0.2815	0.6491	0.0	100.0
1.9801980198019802	0.09762682856567396	0.09999757174332206	2.67490094673269	0.049997950268026496	0.019999221957636985	0.7000500986725435	1.282	2.525	0.0	0.625	0.0	0.0	0.2815	0.6491	0.0	100.0
2.9702970297029703	0.09762716513437236	0.09999949263243323	2.6749008271955845	0.049998577081299	0.019999463307927182	0.7000643249453752	1.282	2.525	0.0	0.625	0.0	0.0	0.2815	0.6491	0.0	100.0
3.9603960396039604	0.09762741880527552	0.10000095492217402	2.6749007371518596	0.049999048997579947	0.01999964522038245	0.7000750509598637	1.282	2.525	0.0	0.625	0.0	0.0	0.2815	0.6491	0.0	100.0
4.9504950495049505	0.09762761021851639	0.10000205910083675	2.6749006692101873	0.049999405065061835	0.01999978248704746	0.7000831447239064	1.282	2.525	0.0	0.625	0.0	0.0	0.2815	0.6491	0.0	100.0
5.9405940594059405	0.09762775466272232	0.10000289246921593	2.6749006179417534	0.049999673772057204	0.01999988607107211	0.7000892525103463	1.282	2.525	0.0	0.625	0.0	0.0	0.2815	0.6491	0.0	100.0
6.930693069306931	0.09762786366602662	0.10000352133506593	2.674900579252049	0.04999987654428616	0.019999964239742957	0.7000938617176767	1.282	2.525	0.0	0.625	0.0	0.0	0.2815	0.6491	0.0	100.0
7.920792079207921	0.09762794592468449	0.10000399590936483	2.674900550055043	0.05000002956383134	0.020000023229263808	0.7000973400467341	1.282	2.525	0.0	0.625	0.0	0.0	0.2815	0.6491	0.0	100.0
8.910891089108912	0.09762800799547737	0.10000435401609362	2.6749005280236573	0.05000014503070346	0.020000067741605107	0.7000999647361912	1.282	2.525	0.0	0.625	0.0	0.0	0.2815	0.6491	0.0	100.0
9.900990099009901	0.09762805483691006	0.10000462425964766	2.674900511397698	0.05000023216620513	0.020000101332650608	0.7001019454522287	1.282	2.525	0.0	0.625	0.0	0.0	0.2815	0.6491	0.0	100.0
10.89108910891089	0.09762809018263682	0.10000482817625973	2.674900498851843	0.05000029791490056	0.02000012667989589	0.7001034400697935	1.282	2.525	0.0	0.625	0.0	0.0	0.2815	0.6491	0.0	100.0
11.881188118811881	0.09762811684000854	0.10000498195964551	2.6749004893894677	0.0500003474969428	0.02000014579658134	0.7001045672981034	1.282	2.525	0.0	0.625	0.0	0.0	0.2815	0.6491	0.0	100.0
12.871287128712872	0.09762813696247365	0.10000509806558941	2.674900482247971	0.05000038493865807	0.020000160226738672	0.7001054181882683	1.282	2.525	0.0	0.625	0.0	0.0	0.2815	0.6491	0.0	100.0
