time	s22	s36	s65	s93	s110	s113	s114	s117	s119	s123	s124	s126	s127	s128	s130	s132	s133	s150	s160	s165	s170	s173	s178	s185	s188	s189	s190	s191	s192	s193	s194	s195	s196	s197	s198	s199	s200	s201	s205	s206	s209	s212	s213	s214	s215	s108	s109	s111	s112	s118	s120	s122	s129	s131	s134	s153	s154	s156	s157	s158
0.0	0.000333333333333333	0.000333333333333333	0.000333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.66666666666667e-06	0.0	0.0	0.0	0.0	6.66666666666667e-06	0.0	0.0	0.0	6.66666666666667e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.9900990099009901	0.0003333113695177867	0.0003333113695177867	0.0003333113695177867	2.599832831812086e-14	4.3608019837470804e-14	2.1715852136752795e-11	2.807406167054149e-18	3.46444227652808e-11	8.993486098290308e-14	1.0589096389289634e-11	8.475853348881032e-15	-4.482020934277894e-43	4.480273338738571e-43	2.1838524890400914e-43	0.0	0.0	9.900372145086948e-06	-9.9009900990099e-06	-4.391612842444658e-09	4.357128443662419e-09	-4.391612842444662e-09	4.370009040334361e-09	4.327892057030694e-11	3.4709388925057623e-09	3.288430025015842e-48	0.0	7.852959992652155e-35	0.0	4.328496686278313e-53	6.644702851120337e-06	2.1963815546332202e-08	9.283851090209947e-37	3.703383623784009e-42	3.0287708819004406e-57	6.644702851120337e-06	2.1963815546332202e-08	2.0202937202865573e-47	1.5688567814376756e-64	6.644702851120337e-06	2.1963815546332202e-08	-3.5141926884387773e-09	3.703383623784009e-42	3.0287708819004406e-57	2.0202937202866818e-47	1.5688567814376756e-64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.9801980198019802	0.000333289481503769	0.000333289481503769	0.000333289481503769	4.5039241519093217e-13	4.450414244305232e-13	1.0829743107708302e-10	5.73244814208078e-17	1.722469538830855e-10	9.151874751461485e-13	9.099685346848618e-11	7.287676963396835e-14	-8.739824547369133e-41	8.736385716115215e-41	4.297270447109909e-41	0.0	0.0	1.9799519505978734e-05	-1.9801980198019806e-05	-1.0938570210901865e-08	1.0766174911286327e-08	-1.0938570210901868e-08	1.0830324580284723e-08	1.808745043797201e-10	7.269711687231308e-09	6.523538931404381e-46	0.0	1.444882467510098e-32	0.0	8.5871732911589e-51	6.622814837102687e-06	4.3851829563981896e-08	1.776277223825843e-34	7.22147049991749e-40	6.0087099731130776e-55	6.622814837102687e-06	4.3851829563981896e-08	4.007373011927321e-45	3.1124261187451768e-62	6.622814837102687e-06	4.3851829563981896e-08	-7.450787647047161e-09	7.22147049991749e-40	6.0087099731130776e-55	4.007373011927322e-45	3.1124261187451768e-62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.9702970297029703	0.0003332676689099373	0.0003332676689099373	0.0003332676689099373	1.9761647325152835e-12	1.5659639359836836e-12	2.777780649189211e-10	2.813604037349119e-16	4.408487948538344e-10	3.2131106626886083e-12	2.887141089432282e-10	2.313192027405837e-13	-1.539432380905263e-37	1.5384990497184425e-37	1.166133367044947e-37	0.0	0.0	2.969744445975291e-05	-2.97029702970297e-05	-1.9630270109080788e-08	1.9188944005875698e-08	-1.9630270109080795e-08	1.93524646832713e-08	4.195157027754603e-10	1.1387676512672118e-08	1.3810517413326689e-39	0.0	1.0722648895035797e-29	0.0	2.0856271746729604e-43	6.601002243271006e-06	6.566442339566343e-08	2.030310294988305e-31	1.2684342471074685e-36	4.756338502826298e-47	6.601002243271006e-06	6.566442339566343e-08	3.2374354510418456e-39	4.379116228381912e-51	6.601002243271006e-06	6.566442339566343e-08	-1.1807709637834858e-08	1.2684342471074685e-36	4.756338502826298e-47	3.2374354510418456e-39	4.379116228381912e-51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3.9603960396039604	0.00033324593158793535	0.00033324593158793535	0.00033324593158793535	5.357133591705475e-12	3.8146816989320055e-12	5.524927786603007e-10	7.987763927370592e-16	8.752654596522548e-10	7.81696404403465e-12	6.603073755086192e-10	5.291890951666553e-13	-6.111247901078189e-37	6.107541695717211e-37	4.630649261370814e-37	0.0	0.0	3.959414478948196e-05	-3.96039603960396e-05	-3.046278997719755e-08	2.9586981896170278e-08	-3.046278997719755e-08	2.991024611293616e-08	7.678803428897598e-10	1.5815489680340423e-08	5.4869791869761675e-39	0.0	4.25191244393865e-29	0.0	8.286293443057359e-43	6.579264921269017e-06	8.74017453976527e-08	8.056379012885547e-31	5.0354263625164466e-36	1.88971541240148e-46	6.579264921269017e-06	8.740174539765271e-08	1.2862459002274392e-38	1.7398432795877325e-50	6.579264921269017e-06	8.74017453976527e-08	-1.6584194469379583e-08	5.0354263625164466e-36	1.88971541240148e-46	1.2862459002274392e-38	1.7398432795877332e-50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4.9504950495049505	0.0003332242694964108	0.0003332242694964108	0.0003332242694964108	1.075790141229891e-11	7.2190974605817285e-12	9.299149018093617e-10	1.6520799822973884e-15	1.4713928000873812e-09	1.4780659496289115e-11	1.2031388760569516e-09	9.644052273639398e-13	-1.7613607320841184e-36	1.7602454233347202e-36	1.3934749483935599e-36	0.0	0.0	4.9489621640226376e-05	-4.9504950495049495e-05	-4.343492169572307e-08	4.1962451462032084e-08	-4.3434921695723074e-08	4.250470238890744e-08	1.224826974414649e-09	2.0553756677594298e-08	3.529800644760303e-38	0.0	1.1173099959583068e-28	0.0	5.574339861984764e-42	6.557602829744414e-06	1.0906383692225624e-07	2.219475913621811e-30	1.449130865425725e-35	1.2679365690022065e-45	6.557602829744414e-06	1.0906383692225624e-07	5.82109319977837e-38	2.344115581209471e-48	6.557602829744414e-06	1.0906383692225624e-07	-2.1780005082682822e-08	1.449130865425725e-35	1.2679365690022065e-45	5.82109319977837e-38	2.344115581209471e-48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5.9405940594059405	0.0003332026820019225	0.0003332026820019225	0.0003332026820019225	2.118024893010695e-11	1.3113327021392434e-11	1.4637152816846313e-09	3.4081535613588675e-15	2.3121032268868917e-09	2.6812382583074212e-11	2.071055615832774e-09	1.6605738473641068e-12	-5.90120536844572e-36	5.897260962473206e-36	4.928056630854735e-36	0.0	0.0	5.938387394481135e-05	-5.94059405940594e-05	-5.8529370314240726e-08	5.6212529009078884e-08	-5.8529370314240726e-08	5.706372861787581e-08	1.8104472586045574e-09	2.557787375018381e-08	2.0423979449967947e-37	0.0	3.26716141078926e-28	0.0	3.273599696456549e-41	6.536015335256149e-06	1.306513314105213e-07	6.984505039783174e-30	4.845587509489771e-35	7.439855291712861e-45	6.536015335256149e-06	1.306513314105213e-07	2.8829928792795953e-37	1.797780725563226e-47	6.536015335256149e-06	1.306513314105213e-07	-2.7391764014662672e-08	4.845587509489771e-35	7.439855291712861e-45	2.882992879279596e-37	1.797780725563226e-47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6.930693069306931	0.00033318116938955576	0.00033318116938955576	0.00033318116938955576	3.5273200717339154e-11	2.0896940895377464e-11	2.129738924201765e-09	5.811867176966391e-15	3.360099348805924e-09	4.269329273195837e-11	3.1948175196883742e-09	2.5620649746625945e-12	-1.199707606710618e-35	1.1988945902379916e-35	1.0157596853278835e-35	0.0	0.0	6.927690218352745e-05	-6.93069306930693e-05	-7.575391956350705e-08	7.238349116333062e-08	-7.575391956350705e-08	7.361977618375557e-08	2.5156987826228634e-09	3.089891401448503e-08	4.612642174651252e-37	0.0	6.3870722434936325e-28	0.0	7.408190364242375e-41	6.514502722889432e-06	1.5216394377723846e-07	1.3957595979706949e-29	9.845912689015694e-35	1.6834558134973685e-44	6.514502722889432e-06	1.5216394377723846e-07	6.360614890969905e-37	4.1970861357840366e-47	6.514502722889432e-06	1.5216394377723846e-07	-3.342099131959142e-08	9.845912689015694e-35	1.6834558134973685e-44	6.360614890969908e-37	4.1970861357840366e-47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7.920792079207921	0.00033315973081622934	0.00033315973081622934	0.00033315973081622934	5.858509182429939e-11	3.2685892099035775e-11	2.9917646642987527e-09	1.0045781023807186e-14	4.712808382260646e-09	6.669448187672403e-11	4.78335206688329e-09	3.8369978907177616e-12	-5.97037495248306e-35	5.966366489697237e-35	5.008059482331549e-35	0.0	0.0	7.916870630019788e-05	-7.920792079207921e-05	-9.508541819203308e-08	9.035947365652415e-08	-9.508541819203308e-08	9.208796493773702e-08	3.363717158583389e-09	3.649079957597729e-08	1.1948621432589189e-35	0.0	3.38056866728518e-27	0.0	3.185103888231206e-39	6.493064149562966e-06	1.7360251710370332e-07	7.100902900569224e-29	4.842395924549659e-34	8.19651737964499e-43	6.493064149562966e-06	1.7360251710370332e-07	8.913816571192659e-36	6.292366313709321e-45	6.493064149562966e-06	1.7360251710370332e-07	-3.986312263744191e-08	4.842395924549659e-34	8.19651737964499e-43	8.913816571192659e-36	6.292366313709318e-45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8.910891089108912	0.00033313836650686535	0.00033313836650686535	0.00033313836650686535	8.963570425156843e-11	4.7915674034883575e-11	4.0327772030433444e-09	1.579440462235859e-14	6.344238111917088e-09	9.76764825734913e-11	6.780920335277927e-09	5.440520728400485e-12	-1.3844188730994156e-34	1.383491258772873e-34	1.158935136171609e-34	0.0	0.0	8.905928630980985e-05	-8.910891089108912e-05	-1.165300426291174e-07	1.101713874509243e-07	-1.165300426291174e-07	1.1249093971343641e-07	4.348330129553566e-09	4.2360487651286224e-08	3.169371532099056e-35	0.0	7.929924951782314e-27	0.0	8.550639571318878e-39	6.471699840199023e-06	1.9496682646764692e-07	1.6536768451990205e-28	1.1204955153927486e-33	2.2050771959421453e-42	6.471699840199023e-06	1.9496682646764692e-07	2.3037347350323485e-35	1.7110277464185065e-44	6.471699840199023e-06	1.9496682646764692e-07	-4.671937567547349e-08	1.1204955153927486e-33	2.2050771959421453e-42	2.3037347350323488e-35	1.711027746418506e-44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
