time	TF	TF_VII	VII	TF_VIIa	VIIa	Xa	IIa	TF_VIIa_X	X	TF_VIIa_Xa	IX	TF_VIIa_IX	IXa	II	VIII	VIIIa	IXa_VIIIa	IXa_VIIIa_X	VIIIa1_L	VIIIa2	V	Va	Xa_Va	Xa_Va_II	mIIa	TFPI	Xa_TFPI	TF_VIIa_Xa_TFPI	ATIII	Xa_ATIII	mIIa_ATIII	IXa_ATIII	IIa_ATIII	TF_VIIa_ATIII
0.0	2.5e-11	0.0	1e-08	0.0	1e-10	0.0	0.0	0.0	1.6e-07	0.0	9e-08	0.0	0.0	1.4e-06	7e-10	0.0	0.0	0.0	0.0	0.0	2e-08	0.0	0.0	0.0	0.0	2.5e-09	0.0	0.0	3.4e-06	0.0	0.0	0.0	0.0	0.0
0.9900990099009901	2.422352032527316e-11	7.24044917419848e-13	9.999268230813441e-09	2.4752808442383705e-14	1.0005286888521185e-10	1.6488988170337722e-13	5.251845283710832e-15	1.2142827435703253e-14	1.5999980838775185e-07	3.4967270630964716e-15	8.999997605549791e-08	4.268315446687889e-15	1.9569036647288023e-14	1.3999999943189008e-06	6.999997510947344e-10	2.439334899092275e-16	3.301715390904666e-26	6.217724478526682e-26	4.9717754417136766e-18	4.9717754417136766e-18	1.9999992888420987e-08	7.11157830334639e-15	3.856783559686201e-22	3.237219771476038e-22	6.456000158772457e-20	2.499991676579872e-09	1.2158807202325414e-15	7.107539408071305e-15	3.3999999966607027e-06	2.7593569803740728e-15	5.296140343993287e-21	1.0715084720790504e-16	4.291837934293595e-16	4.3600359148138486e-17
1.9801980198019802	2.3479378013659555e-11	1.417736971299223e-12	9.998562807778777e-09	4.4510443086617186e-14	1.0016189660795069e-10	4.037658922385185e-13	1.3205520514501163e-14	2.3453990969840287e-14	1.5999953843980123e-07	6.9272839033056815e-15	8.999994323760852e-08	8.50797185960669e-15	4.7984895203164856e-14	1.3999999857119661e-06	6.999993722987535e-10	6.151594998222985e-16	8.329148686552183e-26	1.568528644725913e-25	1.254174638978999e-17	1.254174638978999e-17	1.999998206567867e-08	1.793431953762149e-14	9.729404239071771e-22	8.166447320670632e-22	1.6286378102410135e-19	2.499979526894269e-09	3.0579444922470546e-15	1.741516123892541e-14	3.399999991603085e-06	6.939816163340349e-15	1.3360430917663375e-20	2.695244861565844e-16	1.082336292122386e-15	1.0522389818345236e-16
2.9702970297029703	2.273523570204595e-11	2.111429025178598e-12	9.997857384744112e-09	6.426807773085067e-14	1.0027092433068953e-10	6.426419027736598e-13	2.11591957452915e-14	3.476515450397733e-14	1.5999926849185064e-07	1.0357840743514893e-14	8.999991041971915e-08	1.2747628272525494e-14	7.64007537590417e-14	1.3999999771050316e-06	6.999989935027724e-10	9.863855097353698e-16	1.33565819821997e-25	2.5152848415991583e-25	2.0111717337866306e-17	2.0111717337866306e-17	1.9999971242936356e-08	2.875706077189659e-14	1.5602024918457343e-21	1.3095674869865227e-21	2.611675604604782e-19	2.499967377208666e-09	4.900008264261569e-15	2.7722783069779523e-14	3.399999986545468e-06	1.1120275346306629e-14	2.1424721491333462e-20	4.3189812510526384e-16	1.7354887908154127e-15	1.6684743721876626e-16
3.9603960396039604	2.2031007112135434e-11	2.767349219973461e-12	9.997049085899735e-09	8.175000331026689e-14	1.0048957523355554e-10	9.35949583211455e-13	3.680760312424769e-14	4.4783904009522255e-14	1.5999893628395557e-07	1.3398477230435937e-14	8.999987079726779e-08	1.651163576502771e-14	1.1190615838347942e-13	1.3999999113258812e-06	6.99997487163642e-10	2.4263901499180945e-15	1.2425258145570792e-20	2.3895076444320328e-20	8.64099056615618e-17	8.64099056615618e-17	1.9999928204675424e-08	7.160270660213859e-14	1.0466998284727214e-16	8.79486131320985e-17	3.9371227475128525e-14	2.4999505913496872e-09	8.799509147777393e-15	4.060914111466328e-14	3.3999999665824336e-06	1.9982531489388996e-14	8.074446714270262e-15	7.849004649683191e-16	4.332892875149189e-15	2.428178791441617e-16
4.9504950495049505	2.1464669487648145e-11	3.2927779974623206e-12	9.99588537933804e-09	9.136997799709681e-14	1.0108694416860477e-10	1.417303759746725e-12	7.903920042662469e-14	5.0337717384711185e-14	1.599983889850223e-07	1.509204580038761e-14	8.999980766692036e-08	1.8632406645152487e-14	1.719040009488941e-13	1.3999996480323996e-06	6.99992085472066e-10	7.558731932898421e-15	6.777560789411118e-20	1.3033964317228533e-19	3.5559798362646386e-16	3.5559798362646386e-16	1.9999773870630118e-08	2.2507870815919823e-13	5.709370801795379e-16	4.797280352726449e-16	2.1475774850790077e-13	2.4999177887827848e-09	1.980689116833454e-14	6.240432577234768e-14	3.399999895125271e-06	4.501911253126932e-14	4.404376977113663e-14	1.7964727022214655e-15	1.3647153136513123e-14	3.683529370946675e-16
5.9405940594059405	2.089833186316086e-11	3.818206774951179e-12	9.994721672776345e-09	1.0098995268392672e-13	1.01684313103654e-10	1.8986579362819947e-12	1.2127079772900163e-13	5.589153075990011e-14	1.5999784168608902e-07	1.6785614370339282e-14	8.999974453657295e-08	2.075317752527726e-14	2.319018435143087e-13	1.399999384738918e-06	6.9998668378049e-10	1.2691073715878741e-14	1.2312595764265162e-19	2.3678420990025023e-19	6.247860615913657e-16	6.247860615913657e-16	1.9999619536584815e-08	3.785547097162579e-13	1.0372041775118033e-15	8.715074574131917e-16	3.901442695406732e-13	2.4998849862158827e-09	3.0814273188891675e-14	8.419951043003207e-14	3.3999998236681086e-06	7.005569357314967e-14	8.001309282800295e-14	2.8080449394746104e-15	2.2961413397877045e-14	4.938879950451735e-16
6.930693069306931	2.033199423867357e-11	4.343635552440038e-12	9.99355796621465e-09	1.1060992737075663e-13	1.0228168203870323e-10	2.3800121128172642e-12	1.635023950313786e-13	6.144534413508905e-14	1.599972943871557e-07	1.8479182940290956e-14	8.999968140622552e-08	2.2873948405402035e-14	2.9189968607972333e-13	1.3999991214454362e-06	6.999812820889141e-10	1.7823415498859065e-14	1.78476307391192e-19	3.4322877662821523e-19	8.939741395562678e-16	8.939741395562678e-16	1.9999465202539513e-08	5.320307112733176e-13	1.5034712748440691e-15	1.263286879553738e-15	5.655307905734457e-13	2.4998521836489803e-09	4.182165520944881e-14	1.0599469508771649e-13	3.399999752210946e-06	9.509227461503e-14	1.1598241588486932e-13	3.819617176727756e-15	3.227567365924098e-14	6.194230529956794e-16
7.920792079207921	1.9765656614186283e-11	4.8690643299288966e-12	9.992394259652955e-09	1.2022990205758653e-13	1.0287905097375246e-10	2.861366289352534e-12	2.0573399233375557e-13	6.699915751027797e-14	1.5999674708822243e-07	2.017275151024263e-14	8.999961827587809e-08	2.499471928552681e-14	3.51897528645138e-13	1.3999988581519546e-06	6.999758803973381e-10	2.2955757281839388e-14	2.3382665713973245e-19	4.496733433561801e-19	1.1631622175211696e-15	1.1631622175211696e-15	1.9999310868494207e-08	6.855067128303773e-13	1.969738372176335e-15	1.6550663016942849e-15	7.409173116062179e-13	2.499819381082078e-09	5.282903723000595e-14	1.2778987974540089e-13	3.3999996807537837e-06	1.2012885565691035e-13	1.519517389417357e-13	4.831189413980902e-15	4.1589933920604907e-14	7.449581109461854e-16
8.910891089108912	1.9199318989698994e-11	5.394493107417756e-12	9.99123055309126e-09	1.2984987674441645e-13	1.034764199088017e-10	3.3427204658878042e-12	2.479655896361326e-13	7.25529708854669e-14	1.5999619978928913e-07	2.1866320080194305e-14	8.999955514553066e-08	2.711549016565159e-14	4.1189537121055273e-13	1.3999985948584729e-06	6.999704787057622e-10	2.8088099064819718e-14	2.8917700688827293e-19	5.561179100841452e-19	1.432350295486072e-15	1.432350295486072e-15	1.9999156534448904e-08	8.389827143874371e-13	2.436005469508601e-15	2.046845723834832e-15	9.163038326389906e-13	2.4997865785151754e-09	6.38364192505631e-14	1.495850644030853e-13	3.399999609296621e-06	1.4516543669879073e-13	1.8792106199860208e-13	5.842761651234049e-15	5.0904194181968853e-14	8.704931688966915e-16
9.900990099009901	1.8632981365211704e-11	5.9199218849066155e-12	9.990066846529565e-09	1.3946985143124637e-13	1.0407378884385092e-10	3.824074642423074e-12	2.901971869385096e-13	7.810678426065583e-14	1.5999565249035585e-07	2.355988865014598e-14	8.999949201518323e-08	2.923626104577636e-14	4.718932137759675e-13	1.3999983315649912e-06	6.999650770141861e-10	3.322044084780005e-14	3.445273566368134e-19	6.625624768121103e-19	1.7015383734509741e-15	1.7015383734509741e-15	1.9999002200403598e-08	9.924587159444969e-13	2.9022725668408677e-15	2.4386251459753792e-15	1.091690353671763e-12	2.499753775948273e-09	7.484380127112025e-14	1.7138024906076975e-13	3.3999995378394587e-06	1.7020201774067105e-13	2.2389038505546848e-13	6.8543338884871955e-15	6.02184544433328e-14	9.960282268471975e-16
10.89108910891089	1.806664374072442e-11	6.445350662395473e-12	9.98890313996787e-09	1.4908982611807626e-13	1.0467115777890015e-10	4.3054288189583426e-12	3.3242878424088646e-13	8.366059763584474e-14	1.5999510519142257e-07	2.5253457220097647e-14	8.99994288848358e-08	3.135703192590113e-14	5.318910563413819e-13	1.3999980682715096e-06	6.999596753226102e-10	3.8352782630780355e-14	3.9987770638535366e-19	7.690070435400749e-19	1.9707264514158754e-15	1.9707264514158754e-15	1.9998847866358295e-08	1.1459347175015563e-12	3.368539664173132e-15	2.8304045681159244e-15	1.267076874704535e-12	2.4997209733813705e-09	8.585118329167736e-14	1.931754337184541e-13	3.3999994663822965e-06	1.9523859878255133e-13	2.5985970811233474e-13	7.865906125740338e-15	6.953271470469669e-14	1.1215632847977032e-15
11.881188118811881	1.7500306116237132e-11	6.970779439884333e-12	9.987739433406175e-09	1.5870980080490618e-13	1.0526852671394939e-10	4.7867829954936126e-12	3.7466038154326346e-13	8.921441101103368e-14	1.5999455789248927e-07	2.694702579004932e-14	8.999936575448838e-08	3.347780280602591e-14	5.918888989067966e-13	1.3999978049780279e-06	6.999542736310342e-10	4.348512441376068e-14	4.552280561338941e-19	8.7545161026804e-19	2.2399145293807774e-15	2.2399145293807774e-15	1.999869353231299e-08	1.299410719058616e-12	3.834806761505398e-15	3.2221839902564712e-15	1.4424633957373075e-12	2.4996881708144685e-09	9.685856531223451e-14	2.1497061837613852e-13	3.399999394925134e-06	2.202751798244317e-13	2.958290311692011e-13	8.877478362993485e-15	7.884697496606064e-14	1.2470983427482092e-15
