time	M	N	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	A36	A37	A38	A39	A40	A41	A42	A43	A44	A45	A46	A47	A48	A49	A50	A51	A52	A53	A54	soluble_obs	insoluble_obs
0.0	1.04389999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04389999999997	0.0
0.9900990099009901	1.067590933168865	0.425979380628689	0.07251555434426275	0.008480112414682193	0.0007529150121858505	5.3808776468680385e-05	3.2159658672422524e-06	1.651170579905047e-07	7.429416464720314e-09	2.9699531166525933e-10	1.1207500118937039e-11	3.850031754970971e-13	1.2141346363060843e-14	3.5403102711434816e-16	9.605207138722489e-18	2.4381573104755875e-19	5.8189792303608094e-21	1.311566166331306e-22	2.8031221893786625e-24	5.701645103704872e-26	1.107465742651608e-27	2.060541927312222e-29	3.6829749653345183e-31	6.340650552408152e-33	1.0540311664297538e-34	1.6956934809396203e-36	2.6456641054818074e-38	4.01116164804826e-40	5.920374600225766e-42	8.521438267495913e-44	1.1979881882905893e-45	1.647454575762163e-47	2.2192121490101034e-49	2.932061089794822e-51	3.8042112861024033e-53	4.85254178821614e-55	6.091891071904823e-57	7.534425189808014e-59	9.189123571116982e-61	1.106141166619669e-62	1.3152957220447227e-64	1.5461634143528222e-66	1.7981646017463194e-68	2.0703791281201187e-70	2.3615844704872843e-72	2.6703025217935714e-74	2.9948518438994226e-76	3.3334023061304666e-78	3.684029308576249e-80	4.0893857790684757e-82	4.20626877731224	1.7448551553906938e-10
1.9801980198019802	1.0657498167646646	0.7189200166483501	0.2296503329305665	0.051967349806514296	0.009045611385925155	0.001275819918552859	0.00015105620551567823	1.5400150773677985e-05	1.3779754006061598e-06	1.0946082737697944e-07	8.214615514268292e-09	5.613868992538547e-10	3.521696820136824e-11	2.041742611553087e-12	1.1003841868933995e-13	5.541036236744179e-15	2.6187056325709634e-16	1.1661697490313571e-17	4.910980749402703e-19	1.9620434671323287e-20	7.458629204296959e-22	2.7051247072141693e-23	9.38356551836391e-25	3.120281734372107e-26	9.96750352650989e-28	3.064809392627e-29	9.087533698516652e-31	2.602938771877701e-32	7.213743928088868e-34	1.937303043060652e-35	5.0489018451663335e-37	1.2786320369857282e-38	3.1506289995603355e-40	7.562668855229142e-42	1.770409051404764e-43	4.0463258030340185e-45	9.038156397965775e-47	1.9749240877357774e-48	4.225425194292229e-50	8.859663920503572e-52	1.8220024146543373e-53	3.6779463908999255e-55	7.293052655290883e-57	1.4215673716332917e-58	2.725656481131015e-60	5.143958570616286e-62	9.561147889441378e-64	1.7512963103033844e-65	3.162896530771896e-67	5.736101281550283e-69	7.498595613481447	1.3283907024682178e-07
2.9702970297029703	1.0639311489227377	0.9190820485435144	0.4119586760010984	0.1349317722518305	0.034469215039031754	0.007186212681721766	0.0012628556884174127	0.00019158275477311362	2.5551788521036565e-05	3.023848208572654e-06	3.3844255886858456e-07	3.4521640574960896e-08	3.2339999943845837e-09	2.8008281728323734e-10	2.255209539235736e-11	1.6965878245170478e-12	1.1976457430600347e-13	7.963447541729706e-15	5.004645694250439e-16	2.981761925400686e-17	1.6888851157697961e-18	9.116867087833885e-20	4.701174211180477e-21	2.320585876150383e-22	1.0986613973558532e-23	4.997894130050076e-25	2.1882367007174678e-26	9.235575358619737e-28	3.762971507397059e-29	1.4821466656229551e-30	5.650743677637094e-32	2.0878696350016253e-33	7.484879619146962e-35	2.6062971370273836e-36	8.824102561786077e-38	2.9077180881154736e-39	9.334181715059273e-41	2.921665023291928e-42	8.924524493728423e-44	2.662526640450637e-45	7.764174017418602e-47	2.214688417960794e-48	6.183808530672627e-50	1.691307154766069e-51	4.534159596557833e-53	1.1922085482579445e-54	3.0764584467819208e-56	7.79552082276358e-58	1.940780606864186e-59	4.8669298807865066e-61	10.94023832513022	5.689469246935664e-06
3.9603960396039604	1.0621344443808265	1.0548701656474577	0.5885002062839313	0.24743522412596522	0.08232699150106651	0.02252692259034955	0.005218832849226698	0.0010466340469786244	0.00018487207350606169	2.8963405077667502e-05	4.296645958459053e-06	5.813975095372758e-07	7.230145363643706e-08	8.316442163901552e-09	8.897080589636861e-10	8.895469577742755e-11	8.34716266537181e-12	7.378763696663558e-13	6.16527376459526e-14	4.883657062332482e-15	3.677348748481498e-16	2.6386700915107374e-17	1.808279345970381e-18	1.1859428538072028e-19	7.457545687437818e-21	4.504174865718937e-22	2.617094841572978e-23	1.4650656731495151e-24	7.912847702639003e-26	4.1286879831314684e-27	2.0836516722778986e-28	1.0182877337568097e-29	4.824119969863104e-31	2.2177455337388056e-32	9.903107559617241e-34	4.299282239902833e-35	1.8162004809466673e-36	7.471975979421571e-38	2.996088934388672e-39	1.1717897114930733e-40	4.4733638916013765e-42	1.6680490119090598e-43	6.079410068648973e-45	2.167047923445335e-46	7.559543089385776e-48	2.5822472335851888e-49	8.64213432745834e-51	2.8353177172255553e-52	9.123637560076652e-54	2.9730969626564913e-55	14.529326419205812	7.514974681613638e-05
4.9504950495049505	1.060359219869242	1.145982442232879	0.7449206561348083	0.376123755872784	0.15256985701843598	0.051312810244651896	0.01468128435427797	0.0036470792109797676	0.0007995296990556102	0.0001554188477075185	2.8642832162756233e-05	4.819431348785437e-06	7.457859959721601e-07	1.0680441711456768e-07	1.423223621885878e-08	1.773045958984247e-09	2.0736602357345132e-10	2.2852237973675407e-11	2.3808047777991445e-12	2.3518356526386776e-13	2.20870476250152e-14	1.9768232854553315e-15	1.6898823946606803e-16	1.3825521935194124e-17	1.0845511442204648e-18	8.171589953047978e-20	5.9229828523168396e-21	4.1361098068153786e-22	2.786492361396836e-23	1.8134067262402645e-24	1.141369605301669e-25	6.955710466926374e-27	4.108681476341084e-28	2.354750201632973e-29	1.3106311370647335e-30	7.090871443939188e-32	3.732266374724451e-33	1.912721536073316e-34	9.55151857915629e-36	4.651089415204233e-37	2.2100611401017427e-38	1.0254482315992037e-39	4.649039860391177e-41	2.0607326721938558e-42	8.93607907655313e-44	3.793040031426597e-45	1.5768184267566864e-46	6.423322986626684e-48	2.56533071131047e-49	1.0451033916880931e-50	18.263774157189328	0.0005216650173160409
5.9405940594059405	1.0586049777374558	1.206087624325952	0.8761796253449933	0.5090265202782855	0.24128689772818998	0.09565043320135246	0.03242158193435441	0.009572222554302736	0.002499287895553432	0.0005785340952969345	0.00012713116366755453	2.5530860629972173e-05	4.718891111937886e-06	8.076473337249989e-07	1.286798603443573e-07	1.9174354929879804e-08	2.6830553416689597e-09	3.53847336135979e-10	4.412560660585253e-11	5.218217798939094e-12	5.867545081772643e-13	6.28830816933844e-14	6.437291408919372e-15	6.307152779250483e-16	5.925473362661817e-17	5.3469864125692784e-18	4.641661298712085e-19	3.881945175625124e-20	3.132035217359728e-21	2.4409328614961813e-22	1.8397234585316252e-23	1.3424577828825038e-24	9.494132296346584e-26	6.513967543550304e-27	4.33987242617771e-28	2.810173457784456e-29	1.7700192163598923e-30	1.0853185441783556e-31	6.483355135582677e-33	3.7758894035745944e-34	2.1454324288524358e-35	1.1900702071054483e-36	6.448612430847473e-38	3.415531563719595e-39	1.7692957015037439e-40	8.968802759280716e-42	4.451363045044319e-43	2.164212573837871e-44	1.0312664145684912e-45	5.049784038386021e-47	22.14078096680752	0.00241311371587494
6.930693069306931	1.0568711859413398	1.2446762786696808	0.9821883311645627	0.6371835179964416	0.34262023852463114	0.15546942061798413	0.06064939818707596	0.020678833691181737	0.006249330455557087	0.0016743029978198995	0.0004264217981968784	9.93523108645169e-05	2.1321374522779022e-05	4.239573101119897e-06	7.851333371348513e-07	1.3603547726449863e-07	2.214084440875209e-08	3.3972184339882553e-09	4.929823877009248e-10	6.785318675687236e-11	8.8812207124639e-12	1.1080715057624715e-12	1.3206711018523417e-13	1.5066540978634684e-14	1.6482206523123912e-15	1.7319276371194447e-16	1.750782031916525e-17	1.7050978626137613e-18	1.6020094732561507e-19	1.453865334789869e-20	1.2759580891178456e-21	1.084126448230545e-22	8.926974510853138e-24	7.1307130316851685e-25	5.530516452587575e-26	4.168507259532008e-27	3.0558765482719844e-28	2.1805769667420747e-29	1.5156908917001698e-30	1.0269782388228563e-31	6.78760735501886e-33	4.378822262289387e-34	2.7589959103867996e-35	1.6988480139433146e-36	1.0228541459348858e-37	6.025105932651685e-39	3.4740357920410497e-40	1.9617365609759766e-41	1.0854102893121917e-42	6.217400706761333e-44	26.15596259522816	0.008442930790934881
7.920792079207921	1.055157259941939	1.268341611999966	1.0652513550637575	0.7547696161929303	0.4503104826880962	0.22886326510759125	0.10057367106559514	0.03877014495240258	0.013279157007313223	0.004032532391732152	0.0011657705844599442	0.0003086353019184736	7.532345134221388e-05	1.7043511258800194e-05	3.5935127752701356e-06	7.091541679696405e-07	1.3150323994646768e-07	2.2995095006483702e-08	3.8037167733596975e-09	5.968860830165911e-10	8.908497809149314e-11	1.2675507809247514e-11	1.7230736163415846e-12	2.2421880831064637e-13	2.7980393772332612e-14	3.354073125318952e-15	3.8681004318957444e-16	4.297848293693717e-17	4.606925577495053e-18	4.769997166611206e-19	4.776140248786373e-20	4.629795083775849e-21	4.349280027581295e-22	3.963355624817761e-23	3.506664797457803e-24	3.0149825535892155e-25	2.5210916493720268e-26	2.051830340494062e-27	1.6265302975083833e-28	1.2567653279991925e-29	9.471236097803893e-31	6.966191932685222e-32	5.003617228181182e-33	3.5117592646121305e-34	2.4096774781400406e-35	1.6174029019525795e-36	1.0624902853167605e-37	6.834281112883774e-39	4.306529094337423e-40	2.830878672954979e-41	30.30218695792995	0.024097837180455457
8.910891089108912	1.0534625519236704	1.2816662843036413	1.1286133483072538	0.8586017505885277	0.5586908399737822	0.3127020447170797	0.1522514783228753	0.0652807397340772	0.024934005398092693	0.008445676263402388	0.002727457710610453	0.0008075423594011659	0.00022059459989506102	5.5905679105462485e-05	1.3209152798723139e-05	2.9223821278317104e-06	6.07744195950505e-07	1.1921437493508626e-07	2.2126407969568763e-08	3.8966126943740285e-09	6.52775147995552e-10	1.0426705688307384e-10	1.5913226549477354e-11	2.325098504823049e-12	3.258168602708209e-13	4.386037134599724e-14	5.680701531662358e-15	7.088910002004222e-16	8.534520348095127e-17	9.925147583122474e-18	1.116232034584348e-18	1.2153511772598835e-19	1.282391386805454e-20	1.3125828323840354e-21	1.3044046972615655e-22	1.2596446816372179e-23	1.1829994942577314e-24	1.0813203072541431e-25	9.626605350127219e-27	8.352975347512263e-28	7.068777959616923e-29	5.83788051266005e-30	4.7079742638508355e-31	3.7096233870222444e-32	2.8574629617684986e-33	2.1528545634317966e-34	1.5872708056317613e-35	1.1457764645085116e-36	8.101462814374869e-38	6.022047260854066e-39	34.56832238376275	0.05891438268392222
