time	ADPi	ATPi	Cri	PCri	PCr	ADP	ATP	Cr	Pi	P
0.0	0.0	0.0	0.0	0.0	0.0	0.0	7275.0	19500.0	2000.0	0.0
1.0	3602.8656280973332	34.63408281109645	9749.80037692362	0.1995298770024883	0.10912011249374798	3637.438674320979	0.061615183733941474	9749.890973088397	4612.2953531453295	4627.700298872113
2.0	3602.8591452904097	34.64085285040239	9749.80014740046	0.19983638341386173	0.10933830004949471	3637.438374501573	0.06162777078998992	9749.890677917605	4612.290698914434	4627.697645782682
3.0	3602.859127245401	34.640872596548434	9749.800163040733	0.19983718025654687	0.10933886020719479	3637.438372763919	0.06162780730067341	9749.89066092034	4612.290686042589	4627.697637514865
4.0	3602.8591288243306	34.640871214028486	9749.800163093221	0.1998370257640091	0.10933874778442676	3637.4383725702564	0.06162780455041654	9749.890661134767	4612.290687072739	4627.697638136903
5.0	3602.8591295877013	34.64087069903235	9749.800162874983	0.19983707915342983	0.10933878797581932	3637.4383723226892	0.061627803743393716	9749.890661259426	4612.2906873523025	4627.697638279561
6.0	3602.8591295272117	34.64087068483659	9749.800162943136	0.1998370567921552	0.10933877144975321	3637.4383723974433	0.06162780367442468	9749.890661230162	4612.290687382861	4627.6976383021565
7.0	3602.8591294858625	34.64087071120728	9749.800162955831	0.19983704817696973	0.10933876500895445	3637.438372412392	0.06162780370413472	9749.890661232523	4612.290687374533	4627.697638299141
8.0	3602.85912948162	34.64087071396129	9749.800162957394	0.19983704706603805	0.10933876417922858	3637.438372413878	0.06162780370682115	9749.890661232901	4612.290687373877	4627.6976382989815
9.0	3602.8591294917865	34.64087070803591	9749.800162954474	0.19983704843393651	0.10933876520321281	3637.438372409644	0.06162780369902374	9749.890661233429	4612.290687376329	4627.697638300071
10.0	3602.859129487615	34.6408707103798	9749.800162955806	0.19983704780716433	0.10933876473459578	3637.4383724114696	0.06162780370193964	9749.890661233192	4612.290687375443	4627.697638299705
11.0	3602.8591295022384	34.640870701458226	9749.800162951326	0.1998370503418024	0.10933876663027906	3637.438372405778	0.061627803691137364	9749.890661233243	4612.29068737865	4627.697638301
12.0	3602.8591295086744	34.64087069746949	9749.800162949352	0.1998370515020219	0.10933876749800114	3637.438372403336	0.0616278036863613	9749.890661233188	4612.290687380056	4627.69763830156
13.0	3602.859129509557	34.64087069683186	9749.800162949074	0.1998370517307368	0.10933876766900917	3637.4383724030913	0.06162780368568343	9749.890661233067	4612.290687380235	4627.697638301619
