time	Uninfected_Tumor_Cell_U	Infected_Cancer_Cell_I	Oncolytic_Adenovirus_V	Tumor_targeting_T_cells_T	Naive_T_cells_A	Dendritic_Cells_D	Total_cells_N	total_tumor_cells
0.0	57.414042	0.0	2.5	0.0	0.0	0.0	57.414042	57.414042
0.9900990099009901	76.43180251322721	0.7941017916841662	1.0376060662233	0.689204810560565	0.0	0.0	77.91510911547195	77.22590430491138
1.9801980198019802	100.4552372460386	0.9592045226715447	1.1701836855570256	1.5452917399359205	0.0	0.0	102.95973350864607	101.41444176871015
2.9702970297029703	130.64252883431135	1.1197750649070282	1.3681524596624226	2.338684786665089	0.0	0.0	134.10098868588346	131.76230389921838
3.9603960396039604	169.1791211824836	1.3022400129934546	1.5929377442944517	3.1045492003288024	0.0	0.0	173.58591039580585	170.48136119547706
4.9504950495049505	218.90230430694376	1.5143476438374632	1.8523453427221555	3.8821554473310074	0.0	0.0	224.29880739811222	220.41665195078122
5.9405940594059405	283.50267017164003	1.7636922307799796	2.1559514267986626	4.708227984611219	0.0	0.0	289.9745903870312	285.26636240242
6.930693069306931	367.80245514845643	2.0586544548929715	2.5142133554096557	5.618267360916326	0.0	0.0	375.4793769642657	369.8611096033494
7.920792079207921	478.1161174942464	2.408760675971758	2.9388891791114276	6.6480823813939205	0.0	0.0	487.17296055161205	480.52487817021813
8.910891089108912	622.7165297251316	2.8250151569353665	3.443474188243182	7.835279048272675	0.0	0.0	633.3768239303397	625.541544882067
9.900990099009901	812.4362332213508	3.320237521562689	4.043637418759347	9.220712281025538	0.0	0.0	824.977183023939	815.7564707429135
10.89108910891089	1061.4401190751005	3.909417144073122	4.75767398794552	10.849925490265155	0.0	0.0	1076.1994617094388	1065.3495362191736
11.881188118811881	1388.213981434951	4.610092222984194	5.606985284962662	12.774607009875554	0.0	0.0	1405.5986806678106	1392.824073657935
12.871287128712872	1816.822581047	5.442758294190402	6.616594929687386	15.054091237237857	0.0	0.0	1837.3194305784282	1822.2653393411904
13.861386138613861	2378.5009645986534	6.431308055231621	7.815704604005733	17.756928039935293	0.0	0.0	2402.68920069382	2384.932272653885
14.85148514851485	3113.6534115224235	7.603501320021049	9.23828998161884	20.96253742428577	0.0	0.0	3142.2194502667307	3121.2569128424448
15.841584158415841	4074.344832601106	8.991460486773642	10.923732724909767	24.76295794867967	0.0	0.0	4108.0992510365595	4083.3362930878798
16.831683168316832	5327.378636581249	10.63218291309295	12.91747963454264	29.264686904114534	0.0	0.0	5367.275506398457	5338.010819494342
17.821782178217823	6958.061412747941	12.5680569300981	15.271714343715939	34.59059770469784	0.0	0.0	7005.220067382737	6970.62946967804
18.81188118811881	9074.756110279053	14.847362838553352	18.046020334233706	40.8819050082966	0.0	0.0	9130.485378125903	9089.603473117606
19.801980198019802	11814.318726065469	17.524734131913206	21.308006498709776	48.300130636973165	0.0	0.0	11880.143590834356	11831.843460197382
