time	G3P	Gly	DHAP
0.0	0.0	15.1	0.59
0.9900990099009901	0.45608942056448826	15.1	0.59
1.9801980198019802	0.4565019764067151	15.1	0.59
2.9702970297029703	0.4565023976602992	15.1	0.59
3.9603960396039604	0.45650239813363036	15.1	0.59
4.9504950495049505	0.4565023981255023	15.1	0.59
5.9405940594059405	0.4565023981636241	15.1	0.59
6.930693069306931	0.45650239803950216	15.1	0.59
7.920792079207921	0.4565023981419807	15.1	0.59
8.910891089108912	0.45650239814527543	15.1	0.59
9.900990099009901	0.45650239813208726	15.1	0.59
10.89108910891089	0.45650239812685256	15.1	0.59
11.881188118811881	0.4565023981337829	15.1	0.59
12.871287128712872	0.4565023981371666	15.1	0.59
13.861386138613861	0.4565023981407466	15.1	0.59
14.85148514851485	0.4565023981333993	15.1	0.59
15.841584158415841	0.4565023981309138	15.1	0.59
16.831683168316832	0.45650239812745574	15.1	0.59
17.821782178217823	0.4565023981259501	15.1	0.59
18.81188118811881	0.4565023981259136	15.1	0.59
19.801980198019802	0.456502398123438	15.1	0.59
20.792079207920793	0.4565023981217254	15.1	0.59
21.78217821782178	0.45650239812209675	15.1	0.59
22.77227722772277	0.45650239812587323	15.1	0.59
23.762376237623762	0.45650239812538074	15.1	0.59
24.752475247524753	0.4565023981250481	15.1	0.59
25.742574257425744	0.4565023981252298	15.1	0.59
26.73267326732673	0.4565023981261531	15.1	0.59
27.722772277227723	0.4565023981267245	15.1	0.59
28.712871287128714	0.4565023981268492	15.1	0.59
29.7029702970297	0.45650239812692034	15.1	0.59
30.693069306930692	0.45650239812691834	15.1	0.59
31.683168316831683	0.4565023981269135	15.1	0.59
32.67326732673267	0.45650239812700427	15.1	0.59
33.663366336633665	0.4565023981270814	15.1	0.59
34.65346534653465	0.45650239812713433	15.1	0.59
35.64356435643565	0.4565023981271527	15.1	0.59
36.633663366336634	0.45650239812712606	15.1	0.59
37.62376237623762	0.4565023981270439	15.1	0.59
38.613861386138616	0.45650239812689575	15.1	0.59
39.603960396039604	0.4565023981270654	15.1	0.59
40.59405940594059	0.4565023981272352	15.1	0.59
41.584158415841586	0.45650239812738785	15.1	0.59
42.57425742574257	0.45650239812752336	15.1	0.59
43.56435643564356	0.4565023981276417	15.1	0.59
44.554455445544555	0.45650239812774285	15.1	0.59
45.54455445544554	0.4565023981278269	15.1	0.59
46.53465346534654	0.4565023981278937	15.1	0.59
47.524752475247524	0.4565023981279434	15.1	0.59
48.51485148514851	0.45650239812797594	15.1	0.59
49.504950495049506	0.45650239812799126	15.1	0.59
50.495049504950494	0.4565023981279895	15.1	0.59
51.48514851485149	0.4565023981279705	15.1	0.59
52.475247524752476	0.45650239812793436	15.1	0.59
53.46534653465346	0.456502398127881	15.1	0.59
54.45544554455446	0.45650239812781057	15.1	0.59
55.445544554455445	0.4565023981277229	15.1	0.59
56.43564356435643	0.45650239812761817	15.1	0.59
57.42574257425743	0.4565023981274962	15.1	0.59
58.415841584158414	0.45650239812735705	15.1	0.59
59.4059405940594	0.4565023981272008	15.1	0.59
60.396039603960396	0.4565023981270273	15.1	0.59
61.386138613861384	0.4565023981269083	15.1	0.59
62.37623762376238	0.4565023981269834	15.1	0.59
63.366336633663366	0.4565023981270547	15.1	0.59
64.35643564356435	0.4565023981271221	15.1	0.59
65.34653465346534	0.45650239812718574	15.1	0.59
66.33663366336634	0.45650239812724547	15.1	0.59
67.32673267326733	0.4565023981273014	15.1	0.59
68.31683168316832	0.45650239812735355	15.1	0.59
69.3069306930693	0.45650239812740184	15.1	0.59
70.29702970297029	0.45650239812744625	15.1	0.59
71.2871287128713	0.4565023981274869	15.1	0.59
72.27722772277228	0.45650239812752363	15.1	0.59
73.26732673267327	0.4565023981275566	15.1	0.59
74.25742574257426	0.4565023981275857	15.1	0.59
75.24752475247524	0.45650239812761095	15.1	0.59
76.23762376237623	0.4565023981276324	15.1	0.59
77.22772277227723	0.45650239812765003	15.1	0.59
78.21782178217822	0.4565023981276638	15.1	0.59
79.20792079207921	0.45650239812767374	15.1	0.59
80.1980198019802	0.45650239812767984	15.1	0.59
81.18811881188118	0.4565023981276821	15.1	0.59
82.17821782178218	0.45650239812768056	15.1	0.59
83.16831683168317	0.4565023981276752	15.1	0.59
84.15841584158416	0.4565023981276659	15.1	0.59
85.14851485148515	0.45650239812765286	15.1	0.59
86.13861386138613	0.456502398127636	15.1	0.59
87.12871287128712	0.4565023981276152	15.1	0.59
88.11881188118812	0.4565023981275907	15.1	0.59
89.10891089108911	0.45650239812756227	15.1	0.59
90.0990099009901	0.4565023981275301	15.1	0.59
91.08910891089108	0.456502398127494	15.1	0.59
92.07920792079207	0.45650239812745413	15.1	0.59
93.06930693069307	0.4565023981274104	15.1	0.59
94.05940594059406	0.4565023981273628	15.1	0.59
95.04950495049505	0.4565023981273114	15.1	0.59
96.03960396039604	0.4565023981272562	15.1	0.59
97.02970297029702	0.4565023981271971	15.1	0.59
98.01980198019803	0.4565023981271342	15.1	0.59
99.00990099009901	0.4565023981270675	15.1	0.59
100.0	0.45650239812699694	15.1	0.59
