time	Pneumococci___P	Susceptible_epithelial_cells__EU	Epithelial_cells_with_bacteria_attached__Ea	proinflammatory_cytokine__C	Neutrophils__N	Debris__D
0.0	100000.0	100000000.0	0.0	0.0	0.0	0.0
0.9900990099009901	301740.67371944414	99620373.56889187	355121.04862527223	5495.154648564459	2796.8914683195785	5.342950126194151
1.9801980198019802	849544.8665056756	98518472.83782889	1330704.9746775823	19254.526975063985	15840.956019652293	131.56409300596235
2.9702970297029703	1971358.0706013876	95770586.84995964	3688537.7206012225	42520.413838431115	40448.872693694706	1109.4793668588347
3.9603960396039604	3532625.513779428	90482585.9849102	8035140.224889117	75490.0318770342	64670.626479356	4643.749367847959
4.9504950495049505	5175865.156765893	82644763.88445881	14063308.772053843	120613.60992073144	79860.06580237827	11929.220187677527
5.9405940594059405	6712440.365960648	73015209.41182856	20812070.875796802	176601.34128204736	89090.31927252315	22826.482830758257
6.930693069306931	8018577.800352293	62616215.99208734	27228160.97022473	236542.8242507057	95805.33817127396	36681.93864810339
7.920792079207921	9003098.749317015	52429554.78749793	32459605.318570517	292117.17645447206	100912.8100511313	52562.17850220691
8.910891089108912	9650143.345905576	43163369.42399294	36038677.838362426	336982.33680207626	104673.95412655472	69342.86998862725
9.900990099009901	10008706.644042306	35169704.137889594	37897066.919364095	367914.4471938265	107257.27847277958	85949.59564422333
10.89108910891089	10164640.032884883	28508321.72355584	38244910.01385406	384626.1230664454	108767.9295443606	101546.58365840044
11.881188118811881	10218739.862325747	23062400.39486489	37421612.71334705	388891.942499103	109244.80024433335	115619.40855661647
12.871287128712872	10276758.344751686	18638561.218243666	35784376.459169954	383542.98086298973	108652.7118284678	127978.17376667044
13.861386138613861	10452313.592908656	15029936.004057834	33647829.060217425	371688.11194446415	106866.9163084422	138720.97868111485
14.85148514851485	10884441.037445081	12047025.684528558	31262405.83135167	356269.26891427935	103647.79087199968	148191.7256900091
15.841584158415841	11778192.894471657	9528214.144335147	28814626.210668012	339913.24904291733	98605.68471122942	156955.8120798041
16.831683168316832	13494069.802822003	7340525.286753349	26436203.484235305	325003.4290427679	91170.44757770952	165807.1355942483
17.821782178217823	16755886.712400045	5379448.184442942	24212510.34357805	313897.4229298113	80637.06867597003	175803.4467253887
18.81188118811881	23150348.162616786	3579956.1857282417	22179224.7511044	309137.5959029729	66517.30707966068	188275.0064594048
19.801980198019802	36236811.57186304	1962827.8496246256	20286560.50289234	313006.11413038877	49576.65787278886	204616.0148586099
20.792079207920793	63107830.22537479	721598.0533059433	18332146.080876425	324686.9510987287	32945.41296791147	225565.8286498437
21.78217821782178	112526212.79336564	121396.87649735337	16082955.007427637	335710.64183702384	20423.392335954937	250115.20943089022
22.77227722772277	181559369.83127904	5810.826435646851	13735215.4055694	334445.3582621805	13050.079747730306	275084.729275038
23.762376237623762	246316370.0767022	65.90007034425876	11647031.045327878	318319.33484764694	9307.606716860364	296620.23344784736
24.752475247524753	287889770.80859053	0.24451594299197585	9872080.102803638	292565.1995002863	7383.844912531384	312238.95163166395
25.742574257425744	308965485.9355601	0.0004806644517329195	8367574.621001492	263094.92470556026	6223.0362866100795	321220.31668818183
26.73267326732673	318945242.04992956	6.942539665285066e-07	7092355.667140964	233821.37334421062	5381.727045741326	323994.59265038866
27.722772277227723	324013548.1680391	8.704939721019562e-10	6011480.170139513	206702.24812239467	4700.768751555666	321514.65939328267
28.712871287128714	327016859.9334451	1.008741859800264e-12	5095330.17406462	182468.3894981926	4124.743488118551	314866.81139016745
29.7029702970297	329103857.7765219	1.2035974545579809e-15	4318801.501141478	161223.90162325007	3631.320575657443	305080.74734461494
30.693069306930692	330720823.71665514	2.493491126060136e-19	3660615.851985358	142795.49624827603	3207.9834737016304	293054.96488272917
31.683168316831683	332046251.30229336	5.516727883508942e-20	3102737.7415943504	126907.3079845448	2845.2702820586646	279538.80587503023
32.67326732673267	333159713.3476467	5.8588819509664996e-21	2629880.2941119955	113261.04657184669	2535.0468288568823	265139.24130639236
33.663366336633665	334104003.9058773	5.3502850792972005e-22	2229086.3544907398	101570.15675265675	2270.1233220713048	250336.9475316806
34.65346534653465	334907347.3206724	4.307749101586517e-23	1889373.43912611	91572.88152775646	2044.1626915718646	235504.69977029006
35.64356435643565	335591258.3621605	-5.159058157939501e-23	1601432.7958453724	83035.97846753309	1851.623624783246	220925.13184280766
36.633663366336634	336173391.5772428	-6.508491539966188e-25	1357374.3270707184	75754.4200578088	1687.693660903593	206806.73864939116
37.62376237623762	336668675.91315186	6.460353289022155e-25	1150510.3857447682	69549.45621317976	1548.2142017576584	193297.80388465867
38.613861386138616	337089865.2221133	-1.139016038538972e-25	975172.5233830961	64266.095908131654	1429.6045868812841	180498.2795452715
39.603960396039604	337447882.3463893	5.591418270140563e-28	826556.163372905	59770.47853816438	1328.78998651879	168469.78279579466
40.59405940594059	337752079.9836554	5.783240880379737e-27	700588.9469071806	55947.34358863573	1243.1353851349472	157243.92205087325
41.584158415841586	338010458.22046554	-1.6308406906266178e-27	593819.1429431866	52697.68788188396	1170.3864151559765	146829.17070176647
42.57425742574257	338229852.20021605	1.554875193392628e-28	503321.06448789925	49936.64354315971	1108.6170164457462	137216.4954363567
43.56435643564356	338416095.3841034	4.0046936786295567e-29	426614.8994483817	47591.58257811484	1056.1835282250786	128383.92744490661
44.554455445544555	338574161.5291754	-1.8563917188341747e-29	361598.75926617015	45600.44037696734	1011.6846659216644	120300.24379939375
45.54455445544554	338708287.81895757	3.0603300952153435e-30	306491.0833444854	43910.2437372015	973.9267880189198	112927.905299803
46.53465346534654	338822081.320408	1.318238720873228e-31	259781.82104471757	42475.82592097098	941.8938633371381	106225.3772353285
47.524752475247524	338918610.76566756	-1.8294098411528737e-31	220191.05355002065	41258.71023520136	914.721580304816	100148.94134024672
48.51485148514851	339000485.4877218	4.1447970899543783e-32	186633.92175976082	40226.14378221041	891.675082960716	94654.09093845387
49.504950495049506	339069923.1652775	-2.5542119380146403e-33	158190.89917527296	39350.263879212245	872.129866365268	89696.58689398922
50.495049504950494	339128807.8587104	-1.402193225685633e-33	134082.59519988642	38607.380879213124	855.5554127915124	85233.2394436092
51.48514851485149	339178739.65178245	5.309764037045832e-34	113648.39841776922	37977.36254872897	841.5011971983834	81222.47015312278
52.475247524752476	339221077.0569844	-7.938414300269353e-35	96328.3746385519	37443.10664130689	829.5847347847989	77624.69895576657
53.46534653465346	339256973.19816685	-4.611329062538569e-36	81647.923681205	36990.08977000314	819.4813841911591	74402.59333289386
54.45544554455446	339287406.6534641	5.362676320324027e-36	69204.77446511263	36605.98207511514	810.9156568749078	71521.21002007178
55.445544554455445	339313207.72453207	-1.2870473710812694e-36	58657.96205016743	36280.31847707895	803.6538162906832	68948.0540087353
56.43564356435643	339335080.79429704	8.961817625402189e-38	49718.484576716975	36004.218483863726	797.4975798834367	66653.0749199535
