time	Susceptible	Exposed	Infectious	Asymptomatic	Hospitalized	Recovered	Deceased	Cumulative_Cases
0.0	9900000.0	36600.0	732.0	2196.0	0.0	0.0	0.0	0.0
0.9900990099009901	9886476.802100824	34984.68997995663	902.44715156637	7497.934826894576	385.20816823456227	9276.943323118769	3.9744493976133897	802.34091971823
1.9801980198019802	9866169.125711948	39204.759881663136	1022.6802576521308	9125.184139033712	778.4590177455071	23216.351726807785	11.439265139470448	1654.984063538066
2.9702970297029703	9842422.195534712	44706.20180623176	1160.1357140410219	10488.449314349053	1176.9512155777652	39551.65309415508	22.413320927420212	2621.994940929666
3.9603960396039604	9815251.330893066	51049.66513159	1320.9707661252492	11988.275720220272	1589.9201336015212	58290.799924037514	37.03743135201417	3725.847210692837
4.9504950495049505	9784261.307713505	58262.14591983954	1506.4192616133105	13688.348388393184	2026.5049978473335	79727.73943831635	55.53428047625458	4986.056957432257
5.9405940594059405	9748973.107439259	66426.61682207923	1718.1412932289627	15615.561030776484	2495.231616864154	104221.14141280504	78.20038497554384	6423.614614148457
6.930693069306931	9708860.951358734	75634.3512115672	1958.3468803051358	17793.423404139605	3004.3647104257393	132171.15807618984	105.40435863406022	8061.548963773802
7.920792079207921	9663358.397372216	85977.2340446947	2229.554630193109	20245.336412036668	3562.1404195023756	164017.7499824703	137.5871388815014	9925.011534903451
8.910891089108912	9611863.002298469	97543.71980844447	2534.4001962746565	22994.283355160293	4176.865632222749	200240.46586425335	175.26284516979038	12041.243728333282
9.900990099009901	9553743.38255086	110414.23190561155	2875.477944981838	26061.891063364135	4856.924380083422	241357.07262892884	219.0195261628223	14439.446433806612
10.89108910891089	9488349.648020184	124655.43166218937	3255.1826447084654	29467.1644386717	5610.711052690987	287920.3429846245	269.5191969225019	17150.530776833755
11.881188118811881	9415027.838700833	140313.24984356217	3675.53167931395	33224.909373786686	6446.495376996692	340512.47844458657	327.4965809144321	20206.7223071467
12.871287128712872	9333138.859887246	157404.72027643633	4137.9583429926215	37343.84466188578	7372.216952225689	399736.6439426054	393.75593660432264	23640.990251324616
13.861386138613861	9242082.207018187	175908.81036452053	4643.073802906854	41824.430349939656	8395.204796759688	466205.10836570733	469.1653019739574	27486.276078716208
14.85148514851485	9141324.441779729	195756.64561430068	5190.401525378796	46656.48286567598	9521.818343266094	540523.5624133422	554.6474583055344	31774.5023681163
15.841584158415841	9030431.90839894	216821.77251249753	5778.09455519856	51816.70293079483	10757.010101545495	623271.3445805953	651.1669204246907	36535.3549116936
16.831683168316832	8909106.566962143	238911.37649336824	6402.653380287511	57266.30738681122	12103.816703757515	714977.566745754	759.7123278743326	41794.848996857654
17.821782178217823	8777223.10394873	261759.63112373522	7058.669891756256	62949.02358110392	13562.794178036878	816093.5035132746	881.2737633612712	47573.71504115922
18.81188118811881	8705513.665407637	225392.43447119492	7261.151349920592	61830.58977613586	15063.96072675028	923449.913530243	1016.2847381149489	53301.776706421704
19.801980198019802	8654117.894278439	187221.93947330982	6675.489284337529	53125.88135259974	16237.408328101212	1020988.0231988564	1161.3640843589537	58048.78881115746
20.792079207920793	8610763.023133084	156022.1175881526	5852.023684598394	44561.970213631794	16909.364337601804	1104107.89786963	1311.6031733054247	62000.18754177468
21.78217821782178	8574604.543062473	130040.37129408884	5012.139049059921	37197.742365712365	17098.92751568348	1174111.567632126	1462.7090808641565	65293.6195391026
22.77227722772277	8544509.700135393	108350.59597327828	4240.04250785235	31009.976630272147	16887.88362938164	1232918.538407389	1611.2627164419841	68038.20430624086
23.762376237623762	8519468.88136378	90250.78825438897	3562.3966580468477	25837.14592868833	16370.280804285245	1282283.7930961829	1754.7138946438156	70324.65751023793
24.752475247524753	8498631.486249506	75158.20607246972	2981.448934784023	21520.210522707865	15633.009241530332	1323712.365033971	1891.2739450432096	72228.94630693593
25.742574257425744	8481288.438919254	62581.835183182935	2489.6878730355347	17921.009918889762	14749.403424478873	1358477.8442490734	2019.7804320972114	73814.67547257149
26.73267326732673	8466850.061805129	52107.89727878046	2076.3884449265647	14922.268882106819	13778.337980860408	1387653.4795811553	2139.5660270558164	75135.02816855362
27.722772277227723	8454826.329827521	43388.4913082459	1730.4673379595029	12425.095110181283	12765.49315601674	1412141.7797845097	2250.343475579513	76234.41447980517
28.712871287128714	8444810.150849551	36131.796778754186	1441.6477536263803	10346.378119743285	11745.317364505958	1432700.599521141	2352.1096126866696	77149.87677570037
29.7029702970297	8436463.372383779	30093.53841780302	1200.856729182552	8616.442514095417	10743.054451165335	1449965.6679000512	2445.067603930685	77912.28372751661
30.693069306930692	8429505.113815289	25069.59143216477	1000.2832544123434	7176.992479739827	9776.58555533856	1464469.8682545747	2529.565208485945	78547.34062188526
31.683168316831683	8423702.055200227	20889.622240977948	833.2954562778466	5979.332892384772	8858.006824870226	1476659.6408490483	2606.0465362222503	79076.44109561661
32.67326732673267	8418860.363521742	17411.65622133871	694.3077190228157	4982.84228911417	7994.938243040675	1486908.8771140794	2675.014891672139	79517.3829536173
33.663366336633665	8414818.985371431	14517.46346384967	578.6384119876495	4153.670555893758	7191.588191992143	1495530.6494231396	2737.0045817152495	79884.96821173067
34.65346534653465	8411444.07773279	12108.657579757622	482.375489460484	3463.634196894974	6449.60759549566	1502787.0875201037	2792.5598855069156	80191.50502843554
35.64356435643565	8408624.38543794	10103.409926693372	402.2563922492684	2889.283327437816	5768.767944756093	1508897.6772791753	2842.2196917562796	80447.2268456749
