time	T	L	N	C	I	M
0.0	10000000.0	2000.0	500000.0	41700000000.0	2000.0	0.0
0.9900990099009901	9030375.701169647	1940.5248309793851	201738.49006405877	41699606303.81648	120.4082654431606	0.0
1.9801980198019802	8657118.794179102	1899.9855172897996	91480.04505845887	41699217257.53353	117.3439872467636	0.0
2.9702970297029703	8492700.734456081	1881.8466660576164	47184.982136392086	41698832806.23169	116.05279021596796	0.0
3.9603960396039604	8410175.176865138	1872.6721393395248	28786.35290331242	41698452895.640144	115.41008029672736	0.0
4.9504950495049505	8361294.400412931	1867.213509536858	21039.60146705518	41698077472.12911	115.03523848062164	0.0
5.9405940594059405	8326514.79429877	1863.3176535791113	17766.44160543786	41697706482.70218	114.77289818713004	0.0
6.930693069306931	8297691.5347113535	1860.0815871773834	16391.404029544097	41697339874.988884	114.55805154405792	0.0
7.920792079207921	8271384.158141185	1857.12251595633	15826.434357042031	41696977597.23732	114.36317326170283	0.0
8.910891089108912	8246128.971881785	1854.2771833167913	15608.603805835884	41696619598.3068	114.17653279317274	0.0
9.900990099009901	8221300.502527936	1851.4756746562232	15540.08858997171	41696265827.66066	113.99310934938588	0.0
10.89108910891089	8196630.581774604	1848.6879422587274	15536.079831493505	41695916235.359116	113.81074627324813	0.0
11.881188118811881	8172003.898557004	1845.901021903942	15560.120515104067	41695570772.05222	113.62851367434331	0.0
12.871287128712872	8147370.724815992	1843.1092900481885	15596.500216185499	41695229388.97289	113.44600858808747	0.0
13.861386138613861	8122709.544013805	1840.3102853117248	15638.433523571743	41694892037.93003	113.26305495155809	0.0
14.85148514851485	8098011.005286481	1837.5029117015388	15682.983993689682	41694558671.3017	113.0795746413067	0.0
15.841584158415841	8073271.016716885	1834.6866640739056	15728.879094584245	41694229242.02845	112.89553190212595	0.0
16.831683168316832	8048487.765287807	1831.861293453993	15775.567359694396	41693903703.606636	112.71090934327275	0.0
17.821782178217823	8023660.427969819	1829.0266620674627	15822.810567360259	41693582010.08184	112.52569754489927	0.0
18.81188118811881	7998788.612905437	1826.182680393226	15870.506915884675	41693264116.042435	112.33989054667329	0.0
19.801980198019802	7973872.116560272	1823.3292797643353	15918.614173803962	41692949976.613144	112.1534838848366	0.0
20.792079207920793	7948910.817989774	1820.4664004177396	15967.116217667717	41692639547.44868	111.96647373638703	0.0
21.78217821782178	7923904.632630329	1817.5939862603125	16016.008406289446	41692332784.72753	111.77885654440536	0.0
22.77227722772277	7898853.492073279	1814.7119825708698	16065.291177810595	41692029645.14576	111.59062885363636	0.0
23.762376237623762	7873757.335237595	1811.8203349921075	16114.967254292456	41691730085.91088	111.40178723840948	0.0
24.752475247524753	7848616.104459365	1808.9189890796679	16165.040402536044	41691434064.73583	111.21232827042815	0.0
25.742574257425744	7823429.743784105	1806.0078901010666	16215.514892116427	41691141539.83298	111.02224850443562	0.0
26.73267326732673	7798198.198203373	1803.0869829420496	16266.395252320512	41690852469.90826	110.83154447156133	0.0
27.722772277227723	7772921.413343368	1800.156212064082	16317.686172146143	41690566814.15532	110.64021267632057	0.0
28.712871287128714	7747599.335342853	1797.2155214841587	16369.392460194893	41690284532.2498	110.44824959516184	0.0
29.7029702970297	7722231.910727088	1794.264854749038	16421.519003311754	41690005584.343575	110.25565167498429	0.0
30.693069306930692	7696819.086411347	1791.3041549378047	16474.07076620755	41689729931.05908	110.06241533265612	0.0
31.683168316831683	7671360.809816297	1788.3333646573044	16527.052826402174	41689457533.483986	109.86853695552155	0.0
32.67326732673267	7645857.028685007	1785.3524260199538	16580.47031477609	41689188353.16546	109.67401289941559	0.0
33.663366336633665	7620307.69120814	1782.361280648944	16634.328453604237	41688922352.104836	109.47883948910194	0.0
34.65346534653465	7594712.746013692	1779.3598696692113	16688.63255167383	41688659492.7523	109.28301301781207	0.0
35.64356435643565	7569072.14215483	1776.3481336982336	16743.387998780054	41688399738.00147	109.08652974654426	0.0
36.633663366336634	7543385.829124942	1773.3260128399613	16798.600268808266	41688143051.184265	108.88938590368316	0.0
37.62376237623762	7517653.756873339	1770.2934466789823	16854.274922966837	41687889396.065674	108.69157768463143	0.0
38.613861386138616	7491875.875822093	1767.2503742734746	16910.417613350433	41687638736.83865	108.4931012513604	0.0
39.603960396039604	7466052.136876204	1764.1967341484258	16967.0340843631	41687391038.11907	108.29395273195041	0.0
40.59405940594059	7440182.491429211	1761.1324642881225	17024.130172645473	41687146264.94076	108.09412822011497	0.0
41.584158415841586	7414266.89138218	1758.0575021290128	17081.71181125346	41686904382.75044	107.89362377474258	0.0
42.57425742574257	7388305.28914471	1754.9717845516907	17139.785028037546	41686665357.40298	107.69243541936048	0.0
43.56435643564356	7362297.63765287	1751.8752478737815	17198.35594934014	41686429155.15652	107.49055914166878	0.0
44.554455445544555	7336243.890383924	1748.7678278426101	17257.43080268595	41686195742.667725	107.28799089307567	0.0
45.54455445544554	7310144.001368263	1745.6494596275268	17317.01591851221	41685965086.987114	107.08472658819025	0.0
46.53465346534654	7283997.925205045	1742.5200778120332	17377.117733014467	41685737155.55432	106.88076210431639	0.0
47.524752475247524	7257805.617071824	1739.3796163855181	17437.74278908453	41685511916.1936	106.67609328090455	0.0
48.51485148514851	7231567.0327396775	1736.2280087354366	17498.897738967255	41685289337.109184	106.47071591904583	0.0
49.504950495049506	7205282.128585036	1733.0651876387035	17560.58934573571	41685069386.880844	106.26462578090555	0.0
50.495049504950494	7178950.8616073225	1729.8910852536712	17622.824486613168	41684852034.45947	106.05781858920429	0.0
51.48514851485149	7152573.189442461	1726.7056331116094	17685.61015496561	41684637249.16267	105.85029002665834	0.0
52.475247524752476	7126149.07037969	1723.5087621081368	17748.95346322824	41684425000.670395	105.64203573542092	0.0
53.46534653465346	7099678.463375408	1720.30040249426	17812.861644866472	41684215259.02077	105.43305131649389	0.0
54.45544554455446	7073161.328069449	1717.0804838673141	17877.34205693179	41684007994.60589	105.22333232913317	0.0
55.445544554455445	7046597.624799915	1713.848935162874	17942.40218262678	41683803178.167336	105.01287429032222	0.0
56.43564356435643	7019987.3146224525	1710.6056846438596	18008.049634296236	41683600780.79251	104.80167267405757	0.0
57.42574257425743	6993330.35932446	1707.3506598925883	18074.292155785242	41683400773.91008	104.58972291082992	0.0
58.415841584158414	6966626.721443002	1704.0837878011644	18141.13762542423	41683203129.28597	104.3770203869924	0.0
59.4059405940594	6939876.364288176	1700.8049945589444	18208.594059785482	41683007819.02018	104.16356044393507	0.0
60.396039603960396	6913079.251949657	1697.5142056484353	18276.66961472004	41682814815.54123	103.94933837781923	0.0
61.386138613861384	6886235.349330353	1694.2113458302936	18345.372590627812	41682624091.60451	103.73434943854649	0.0
62.37623762376238	6859344.622149086	1690.8963391377667	18414.711433193897	41682435620.28601	103.51858882945213	0.0
63.366336633663366	6832407.036978445	1687.5691088574813	18484.694739502367	41682249374.98083	103.30205170608633	0.0
64.35643564356435	6805422.561246804	1684.2295775294153	18555.33125819962	41682065329.39744	103.08473317612285	0.0
65.34653465346534	6778391.163272589	1680.8776669296474	18626.629895285787	41681883457.55537	102.86662829821823	0.0
66.33663366336634	6751312.812278271	1677.513298062008	18698.599716318655	41681703733.78082	102.64773208148631	0.0
67.32673267326733	6724187.478412312	1674.136391147362	18771.249950008903	41681526132.70313	102.42803948481507	0.0
68.31683168316832	6697015.132776126	1670.7468656117383	18844.58999270395	41681350629.251595	102.20754541605672	0.0
69.3069306930693	6669795.747437072	1667.344640076012	18918.629410456073	41681177198.65107	101.98624473135362	0.0
70.29702970297029	6642529.295466291	1663.9296323366173	18993.377945439246	41681005816.41972	101.76413223392021	0.0
71.2871287128713	6615215.750943841	1660.5017593653838	19068.845516558766	41680836458.36406	101.54120267396375	0.0
72.27722772277228	6587855.089004941	1657.0609372876781	19145.04222741743	41680669100.57721	101.31745074718542	0.0
73.26732673267327	6560447.285842605	1653.6070813767067	19221.97836646433	41680503719.43387	101.09287109452235	0.0
74.25742574257426	6532992.3187515335	1650.140106039891	19299.66441446227	41680340291.5883	100.86745830114917	0.0
75.24752475247524	6505490.1661435915	1646.6599248071814	19378.111046984086	41680178793.970314	100.64120689572991	0.0
76.23762376237623	6477940.807577254	1643.1664503140219	19457.329139328143	41680019203.78211	100.4141113493409	0.0
77.22772277227723	6450344.223789905	1639.6595942862616	19537.32977192146	41679861498.49547	100.1861660744968	0.0
78.21782178217822	6422700.396714947	1636.1392675350394	19618.124233139042	41679705655.847755	99.95736542470569	0.0
79.20792079207921	6395009.309528344	1632.605379930627	19699.724027302018	41679551653.83988	99.72770369273502	0.0
80.1980198019802	6367270.946655744	1629.0578404005541	19782.140875560253	41679399470.7319	99.49717511058205	0.0
81.18811881188118	6339485.293830036	1625.4965569181945	19865.38672600729	41679249085.04138	99.2657738484853	0.0
82.17821782178218	6311652.338094384	1621.9214364805719	19949.473753775495	41679100475.538895	99.03349401365648	0.0
83.16831683168317	6283772.067858833	1618.332385091667	20034.414370864364	41678953621.246284	98.80032964922172	0.0
84.15841584158416	6255844.472917117	1614.7293077549637	20120.221228850194	41678808501.43291	98.56627473361432	0.0
85.14851485148515	6227869.544486647	1611.1121084481497	20206.907225680865	41678665095.61296	98.33132317891375	0.0
86.13861386138613	6199847.2752469005	1607.4806901015024	20294.485512193773	41678523383.54282	98.09546882946482	0.0
87.12871287128712	6171777.659362515	1603.8349546032186	20382.96949600126	41678383345.21758	97.85870546211204	0.0
88.11881188118812	6143660.692541059	1600.1748027839126	20472.372851549557	41678244960.86912	97.62102678486177	0.0
89.10891089108911	6115496.3720425535	1596.500134384433	20562.70952138984	41678108210.96218	97.38242643523411	0.0
90.0990099009901	6087284.696753646	1592.8108480582937	20653.993729578026	41677973076.19291	97.14289798030336	0.0
91.08910891089108	6059025.667189013	1589.1068413495357	20746.239981152336	41677839537.48479	96.90243491498083	0.0
92.07920792079207	6030719.285561822	1585.3880106293827	20839.46307415321	41677707575.98713	96.6610306584489	0.0
93.06930693069307	6002365.555804853	1581.6542511224716	20933.678103509257	41677577173.071594	96.41867855547741	0.0
94.05940594059406	5973964.483627143	1577.905456886421	21028.900471106754	41677448310.329926	96.17537187469956	0.0
95.04950495049505	5945516.076559041	1574.1415207858493	21125.145893510442	41677320969.57141	95.93110380687403	0.0
96.03960396039604	5917020.34398159	1570.3623344854486	21222.430406665928	41677195132.81989	95.68586746485416	0.0
97.02970297029702	5888477.2972037215	1566.567788489256	21320.770380223268	41677070782.31197	95.43965588540094	0.0
98.01980198019803	5859886.949470841	1562.7577720368101	21420.18251804318	41676947900.493515	95.19246202290792	0.0
99.00990099009901	5831249.316054263	1558.9321730165661	21520.683873893573	41676826470.018295	94.94427874538383	0.0
100.0	5802564.414261634	1555.0908780995976	21622.291853639814	41676706473.744385	94.69509884071404	0.0
