time	U	X	Y	M	P	Z
0.0	0.0	1.95185	0.066	0.0	0.0	2.0
0.9900990099009901	1054.9963198123617	0.1344003223963462	0.07791763387416832	299.8130730103989	0.9513068293011454	7.011573436929013
1.9801980198019802	2458.376764301595	0.06573760376038877	0.09915131616508382	1281.2268984120367	1.8307069004782184	11.944406359641034
2.9702970297029703	4156.867930208561	0.04436305644199604	0.12682713901143505	3140.0110201510847	2.643167345370429	16.73174035662231
3.9603960396039604	6025.6118829850075	0.0341158209492761	0.16222266044075867	5996.456482978308	3.3937677681404366	21.26843912979831
4.9504950495049505	7929.08312197215	0.02814973999558198	0.2071585467588357	9896.287357121551	4.0872135320280085	25.403900774847063
5.9405940594059405	9702.578684436186	0.02426778503944323	0.2638417792361178	14799.459270065296	4.727854787070778	28.93666393996839
6.930693069306931	11149.55375701596	0.021553720251789567	0.33482626596004894	20563.18393217659	5.319711504444843	31.618557368804865
7.920792079207921	12057.801056895283	0.01955882698146417	0.42294183501576277	26928.75651427907	5.866497980040457	33.176862932698164
8.910891089108912	12240.248531894269	0.018037929244304047	0.5311483756864465	33524.63751147612	6.371645845849446	33.36295114665636
9.900990099009901	11598.52026288945	0.016846028724311353	0.6622841257181609	39899.70745488788	6.8383254461545375	32.029367776673986
10.89108910891089	10188.893564215612	0.015892181150498945	0.8186894844504734	45594.52145170416	7.269465608717764	29.22056035947669
11.881188118811881	8249.26150045373	0.015116878840910468	1.0017154982726473	50240.330829472376	7.667771874750368	25.237967350467546
12.871287128712872	6146.1337754704955	0.014480220672820168	1.2111740329465583	53650.565624425064	8.035743241810263	20.625005207671684
13.861386138613861	4245.131848024524	0.013955521704857662	1.4448473181736272	55857.13518054391	8.375687456170729	16.03960050138619
14.85148514851485	2776.0376295054293	0.013525799069429505	1.6982227067693443	57066.22633868016	8.689734933398782	12.051143796793504
15.841584158415841	1781.9883461870659	0.013181404985346356	1.9646147632614521	57558.540988003755	8.979851648194666	8.969768550199479
16.831683168316832	1173.0691064438556	0.012917113135925886	2.2357514313906686	57593.22909391012	9.247851876673659	6.809517793551018
17.821782178217823	819.6918016545842	0.012727986082517819	2.5027479585883694	57359.144501597766	9.49541166706142	5.388252265989503
