time	A	R	E	G	A_im
0.0	1.0	0.0	0.0	100000000.0	0.0
0.9900990099009901	2.542084774489064	479.451888652667	2190.7369397390767	1406595.6629174706	0.0
1.9801980198019802	1.7757645743613382	831.7185676232878	3560.2189945772543	1343039.965643064	0.0
2.9702970297029703	1.3653969080755441	1003.5667802107158	4130.336941001745	1617673.9437303378	0.0
3.9603960396039604	1.146670417859806	1075.054574293931	4312.883933323417	1715469.8024864858	0.0
4.9504950495049505	1.0219700791552664	1093.4409005817295	4311.312596697056	1726580.081037515	0.0
5.9405940594059405	0.9437591978419444	1084.0007215903152	4224.283984131006	1697170.1165014594	0.0
6.930693069306931	0.8888959940310754	1059.9887365781808	4099.543474994978	1649610.854898994	0.0
7.920792079207921	0.846091783177103	1028.4053595419778	3960.0994277594805	1594695.8141837348	0.0
8.910891089108912	0.8098229135028785	993.0326110455957	3816.9463015978745	1537594.9067156068	0.0
9.900990099009901	0.77737118622706	955.9808779575636	3675.249940268578	1480748.9097819286	0.0
10.89108910891089	0.7473843834034399	918.4714501810823	3537.3540498902044	1425276.4611195512	0.0
11.881188118811881	0.7191760993646706	881.235653195687	3404.2409451137933	1371657.7471075826	0.0
12.871287128712872	0.69238519115474	844.722561645357	3276.2408141419437	1320066.5249525323	0.0
13.861386138613861	0.6668101364999919	809.2105423634314	3153.3757403926875	1270531.2115230416	0.0
14.85148514851485	0.6423284372554973	774.8697193109117	3035.5262717032274	1223012.9176500393	0.0
15.841584158415841	0.6188573672318506	741.798745995724	2922.5118039749786	1177443.140257114	0.0
16.831683168316832	0.5963348127092789	710.047638466027	2814.1291359429288	1133741.8723623615	0.0
17.821782178217823	0.5747098812771224	679.6326877360856	2710.170733324245	1091826.2119730304	0.0
18.81188118811881	0.5539382601629839	650.5466277077052	2610.4331679666125	1051614.36856275	0.0
19.801980198019802	0.5339798877323166	622.7657984839547	2514.720810314668	1013027.4442660892	0.0
20.792079207920793	0.514797752891305	596.2553094979985	2422.847244274297	975990.1456235136	0.0
21.78217821782178	0.4963572479833267	570.9728118583827	2334.635599612485	940430.9854111824	0.0
22.77227722772277	0.478625795288241	546.8712726266161	2249.918382608787	906282.2465040303	0.0
23.762376237623762	0.4615726109381467	523.9010165294798	2168.5370857187463	873479.8393311468	0.0
24.752475247524753	0.4451685397527089	502.01122215896925	2090.34171143615	841963.116354768	0.0
25.742574257425744	0.4293859283444662	481.1510085221288	2015.1902747943282	811674.6738976327	0.0
26.73267326732673	0.41419852030646054	461.2702126882138	1942.9483145656372	782560.1555537925	0.0
27.722772277227723	0.39958136528572663	442.3199348729647	1873.4884264135835	754568.0635592847	0.0
28.712871287128714	0.38551073775721256	424.2529073497709	1806.689823395123	727649.5807991396	0.0
29.7029702970297	0.371964063110364	407.02373246017333	1742.4379249931276	701758.4041748113	0.0
30.693069306930692	0.35891984974684465	390.58902231921604	1680.6239742763046	676850.5892847573	0.0
31.683168316831683	0.3463576263108623	374.90746616646	1621.144681837093	652884.4059309309	0.0
32.67326732673267	0.3342578834556128	359.939844814271	1563.9018948615387	629820.203812129	0.0
33.663366336633665	0.3226020196860447	345.64900710590837	1508.802289575898	607620.2877061242	0.0
34.65346534653465	0.3113722909058193	331.9998196692128	1455.7570853468537	586248.8014478805	0.0
35.64356435643565	0.3005517633586999	318.9590984769083	1404.6817788288665	565671.6200545743	0.0
36.633663366336634	0.2901242696615139	306.495528699784	1355.495896460725	545856.249308885	0.0
37.62376237623762	0.28007436769601124	294.5795775249085	1308.1227639843898	526771.732262052	0.0
38.613861386138616	0.27038730219973145	283.18340339513946	1262.4892919848116	508388.5622492185	0.0
39.603960396039604	0.26104896872214556	272.2807645686879	1218.5257754727738	490678.601612845	0.0
40.59405940594059	0.2520458798771499	261.84692846947627	1176.1657070782567	473615.00595832575	0.0
41.584158415841586	0.24336513367697632	251.8585833325107	1135.3456025165226	457172.1533970795	0.0
42.57425742574257	0.23499438380153578	242.29375295831125	1096.0048374385788	441325.57841571985	0.0
43.56435643564356	0.2269218116682875	233.13171514379803	1058.0854948249296	426051.91002888273	0.0
44.554455445544555	0.21913610017025886	224.35292414064227	1021.5322221057886	411328.81388322724	0.0
45.54455445544554	0.21162640896746943	215.9389372876106	986.2920972997887	397134.9380244823	0.0
46.53465346534654	0.20438235122143844	207.87234586807088	952.3145034962172	383449.8620528598	0.0
47.524752475247524	0.19739397167610323	200.1367101333687	919.551011076318	370254.04942077596	0.0
48.51485148514851	0.19065172599176716	192.71649838750162	887.9552671141219	357528.802645249	0.0
49.504950495049506	0.18414646124819495	185.59702997908582	857.482891441788	345256.22122550616	0.0
50.495049504950494	0.17786939753963557	178.76442201939432	828.0913789086541	333419.1620741647	0.0
51.48514851485149	0.17181211058932716	172.2055396339725	799.7400073997482	322001.20228546776	0.0
52.475247524752476	0.16596651531744291	165.90794954515817	772.3897512145886	310986.6040781805	0.0
53.46534653465346	0.16032485030085997	159.85987678340248	746.0031994387382	300360.2817637495	0.0
54.45544554455446	0.15487966306795276	154.05016432762332	720.5444789692272	290107.77060193324	0.0
55.445544554455445	0.14962379617568233	148.46823548105812	695.9791818814593	280215.1974169421	0.0
56.43564356435643	0.14455037402010634	143.10405879698456	672.2742968491726	270669.25285686424	0.0
57.42574257425743	0.13965279033495423	137.94811537775607	649.3981443510587	261457.1651881341	0.0
58.415841584158414	0.13492469633615992	132.9913683805249	627.3203154179179	252566.67552505067	0.0
59.4059405940594	0.13035998947313676	128.2252345727525	606.0116136921544	243986.01440165253	0.0
60.396039603960396	0.12595280275028317	123.64155779060368	585.4440005881719	235703.87960007702	0.0
61.386138613861384	0.12169749458524323	119.23258416483853	565.5905433604796	227709.41515695082	0.0
62.37623762376238	0.11758863917181228	114.99093898513466	546.4253658953144	219992.191473034	0.0
63.366336633663366	0.11362101731835186	110.9096050856288	527.9236020591603	212542.18645847158	0.0
64.35643564356435	0.10978960773420338	106.98190264185747	510.06135144758343	205349.7676501066	0.0
65.34653465346534	0.10608957873848084	103.20147027757301	492.81563738916606	198405.6752419167	0.0
66.33663366336634	0.10251628036731665	99.56224738748354	476.164367069486	191701.00597377858	0.0
67.32673267326733	0.0990652368572017	96.0584575890257	460.08629364943243	185227.1978275579	0.0
68.31683168316832	0.09573213948351104	92.6845932228422	444.5609802607781	178976.01548303393	0.0
69.3069306930693	0.0925128397346507	89.4354008277201	429.56876576987725	172939.5364893961	0.0
70.29702970297029	0.08940334280350994	86.30586752138095	415.09073220771364	167110.13811103982	0.0
71.2871287128713	0.08639980137905784	83.29120822371435	401.1086737712988	161480.48480914356	0.0
72.27722772277228	0.08349850972199908	80.38685366385216	387.60506730770334	156043.5163230579	0.0
73.26732673267327	0.0806958980094015	77.58843911690938	374.56304419780906	150792.43631789874	0.0
74.25742574257426	0.07798852693414718	74.89179382025897	361.96636356224485	145720.7015669174	0.0
75.24752475247524	0.07537308254588437	72.29293102328218	349.79938671710835	140822.01163931136	0.0
76.23762376237623	0.07284637132094973	69.78803862701871	338.0470528107667	136090.2990656313	0.0
77.22772277227723	0.0704053154497012	67.37347037491412	326.69485557949685	131519.71995556803	0.0
78.21782178217822	0.06804694832997801	65.04573755746024	315.7288211610926	127104.64504346694	0.0
79.20792079207921	0.06576841025643312	62.80150119664225	305.13548691086	122839.6511390501	0.0
80.1980198019802	0.06356694429590018	60.63756467882599	294.9018811674975	118719.51296208652	0.0
81.18811881188118	0.06143989233959374	58.55086680673966	285.01550391946694	114739.19534100726	0.0
82.17821782178218	0.059384691323436996	56.53847524344277	275.46430832549896	110893.84575669572	0.0
83.16831683168317	0.05739886960832221	54.59758032308802	266.23668304562545	107178.78721379908	0.0
84.15841584158416	0.05548004351256737	52.72548920508495	257.3214353417266	103589.51142295795	0.0
85.14851485148515	0.05362591398926465	50.91962034993701	248.70777490898138	100121.67227832705	0.0
86.13861386138613	0.05183426344162371	49.177498296549764	240.38529840186268	96771.07961567093	0.0
87.12871287128712	0.05010295266979006	47.49674872222423	232.34397462041136	93533.69323716886	0.0
88.11881188118812	0.04842991794297587	45.875093767853876	224.57413032448548	90405.61718985843	0.0
89.10891089108911	0.04681316819107346	44.31034761205056	217.06643664551268	87383.0942853885	0.0
90.0990099009901	0.045250782310234806	42.80041227904118	209.81189606698584	84462.50084944782	0.0
91.08910891089108	0.04374090657719928	41.34327366621907	202.8018299465737	81640.3416898954	0.0
92.07920792079207	0.04228175216740582	39.9369977781459	196.02786655410694	78913.24527318265	0.0
93.06930693069307	0.04087159277220029	38.57972715471808	189.48192960118803	76277.95909925923	0.0
94.05940594059406	0.03950876231074746	37.26967748213454	183.15622723975832	73731.34526579698	0.0
95.04950495049505	0.038191652732353656	36.00513437580553	177.04324150754005	71270.37621280327	0.0
96.03960396039604	0.036918711905244865	34.784450325288546	171.13571820003725	68892.13063941024	0.0
97.02970297029702	0.03568844158799336	33.6060417918827	165.4266571496006	66593.78958495882	0.0
98.01980198019803	0.03449939547998643	32.468386450138425	159.90930289312655	64372.63266692797	0.0
99.00990099009901	0.03335017734751082	31.370020565102998	154.57713571092464	62226.03446865005	0.0
100.0	0.032239439222196555	30.30953649764591	149.42386302018926	60151.46107011757	0.0
