time	T	E	I
0.0	1.0	1.0	1.0
0.9900990099009901	1.1950819267092352	0.992100635751139	0.00010700652544666118
1.9801980198019802	1.4282208369489984	0.9886007328275375	6.770699283949827e-05
2.9702970297029703	1.7068409453361624	0.9901846917825027	8.099127218881868e-05
3.9603960396039604	2.0398147808041416	0.9976755150359325	9.745287239430392e-05
4.9504950495049505	2.437745714724487	1.012061696094237	0.00011804575594005645
5.9405940594059405	2.9133056043253838	1.034529358888278	0.00014407120751615293
6.930693069306931	3.481638294517158	1.066500670561907	0.00017731242434487318
7.920792079207921	4.160841825852389	1.1096797515669317	0.000220228406079605
8.910891089108912	4.972544697881834	1.1661075452801637	0.0002762287141156042
9.900990099009901	5.942594529254303	1.2382273944878246	0.00035006308284659337
10.89108910891089	7.101881031804992	1.3289634128849894	0.0004483743460864942
11.881188118811881	8.487319487015082	1.441814146856295	0.0005804835161480651
12.871287128712872	10.143026016636021	1.5809645093332874	0.0007595047956711548
13.861386138613861	12.121722034183177	1.7514195486906836	0.0010039292820738094
14.85148514851485	14.486412546064235	1.9591643101713663	0.0013398740735806013
15.841584158415841	17.31239166774572	2.2113548770054923	0.001804275273728097
16.831683168316832	20.689639105898795	2.5165466695211656	0.0024494185592284817
17.821782178217823	24.725683757643033	2.8849672644158018	0.0033493626864158606
18.81188118811881	29.549025383176314	3.328842410516759	0.004609037635629861
19.801980198019802	35.313222980488504	3.862785606361453	0.006377114554402049
20.792079207920793	42.20177957596786	4.504263621476537	0.008864182207180382
21.78217821782178	50.433978301458474	5.27415275116933	0.012368367880844264
22.77227722772277	60.27185462722143	6.197403468886155	0.017311366518501674
23.762376237623762	72.0285253866297	7.303834571069427	0.024288962253102696
24.752475247524753	86.07813782927533	8.629082001710087	0.034141630230747295
25.742574257425744	102.86775267901359	10.215732426162022	0.04805279809709487
26.73267326732673	122.93153553637677	12.114677443970397	0.0676849394798109
27.722772277227723	146.90770274681222	14.386731268614371	0.09536697883739782
28.712871287128714	175.55875306810185	17.104562962594805	0.13435058944719627
29.7029702970297	209.79561758083614	20.355004152771652	0.18915787750210042
30.693069306930692	250.70647999548854	24.241804846626202	0.2660485404957486
31.683168316831683	299.5911610745172	28.888923872593704	0.3736405221194068
32.67326732673267	358.0021277725422	34.4444569594863	0.5237237717970046
33.663366336633665	427.79338400285803	41.0853250168343	0.7323108588961756
34.65346534653465	511.178730673356	49.022868364061395	1.0209693113345901
35.64356435643565	610.8011502630634	58.5095198628351	1.4184766945548006
36.633663366336634	729.8153848770112	69.84676222355135	1.9628287384802876
37.62376237623762	871.9861364687335	83.39461247886534	2.7036120145333986
38.613861386138616	1041.8047311864036	99.58292087630119	3.7047264577009567
39.603960396039604	1244.6275583046213	118.92482298646365	5.04741315788142
40.59405940594059	1486.8401187874983	142.03274354975957	6.833517044189019
41.584158415841586	1776.051096069797	169.6374193269944	9.188903721851498
42.57425742574257	2121.321483047101	202.6104866695773	12.266967386559887
43.56435643564356	2533.4344464976425	241.9912680943635	16.252221684259574
44.554455445544555	3025.2122522436616	289.01849076803865	21.3640579597345
45.54455445544554	3611.88716196381	345.1677776303941	27.860873155269836
46.53465346534654	4311.533671242416	412.19586689994526	36.04488849068716
47.524752475247524	5145.56968029867	492.1926341905499	46.2680707999262
48.51485148514851	6139.334022841266	587.6421072955753	58.93960766892404
49.504950495049506	7322.74702055278	701.4937674734333	74.53536710038328
50.495049504950494	8731.059114845248	837.2455090924642	93.609702176284
51.48514851485149	10405.689821880276	999.0396626418111	116.80986347357019
52.475247524752476	12395.154868909469	1191.7734487129749	144.89318131049203
53.46534653465346	14756.072969853405	1421.2250896290327	178.74709222806715
54.45544554455446	17554.23486797213	1694.196520793167	219.41201188303776
55.445544554455445	20865.70569780185	2018.6731666320773	268.10698891613873
56.43564356435643	24777.917317979744	2404.0005357237324	326.2579939342464
57.42574257425743	29390.690370998887	2861.076382247256	395.5285827463899
58.415841584158414	34817.10742001267	3402.555868278071	477.85251015730387
59.4059405940594	41184.14036303826	4043.0655194544847	575.4676504994158
60.396039603960396	48632.92012699075	4799.419845067484	690.9503062812286
61.386138613861384	57318.527835091154	5690.832388053786	827.2486724484411
62.37623762376238	67409.18792596983	6739.110847614027	987.7138956804465
63.366336633663366	79084.75819035943	7968.824007124563	1176.126863828274
64.35643564356435	92534.44072538313	9407.426770963053	1396.7186234425064
65.34653465346534	107953.67988724897	11085.32892617915	1654.182196281981
66.33663366336634	125540.26355156116	13035.89348897619	1953.6735816740377
67.32673267326733	145489.69457064182	15295.35173059796	2300.7999034794134
68.31683168316832	167989.9412509315	17902.624092179987	2701.5929747041364
69.3069306930693	193215.7013081442	20899.03891954314	3162.466968943258
70.29702970297029	221322.31916455322	24327.94389494217	3690.1593485581957
71.2871287128713	252439.48281485023	28234.207815267433	4291.654639591148
72.27722772277228	286664.79956388153	32663.612649066432	4974.0910126497365
73.26732673267327	324057.3181617869	37662.13743316331	5744.649896767755
74.25742574257426	364631.03667102824	43275.13655331204	6610.429018111292
75.24752475247524	408348.4170622223	49546.41544715428	7578.299339104015
76.23762376237623	455113.9220943266	56517.207013226674	8654.746412854585
77.22772277227723	504767.59747885866	64225.052270538676	9845.69670417682
78.21782178217822	557078.740586353	72702.5893182436	11156.329498852789
79.20792079207921	611739.7230484922	81976.25559174745	12590.875159147126
80.1980198019802	668360.0657211824	92064.9098701566	14152.400698193513
81.18811881188118	726460.8991397842	102978.38250435208	15842.583945932154
82.17821782178218	785469.978288783	114715.96516086764	17661.47800487543
83.16831683168317	844717.4592933943	127264.85458571142	19607.26817782591
84.15841584158416	903432.6864697031	140598.5689798594	21676.024167722768
85.14851485148515	960742.283746877	154675.36030371985	23861.45106249611
86.13861386138613	1015669.8968757357	169436.65138278896	26154.643452861033
87.12871287128712	1067137.995911899	184805.53319747446	28543.848002384122
