time	Pi	RasGTP	RasGTP_minus_NF1	RasGTP_minus_NF1_star_	RasGDP_minus_NF1_Pi	RasGDP_NF1	RasGDP	NF1
0.0	5.236e-13	5.236e-13	0.0	0.0	0.0	0.0	0.0	5.235666666666665e-12
0.9900990099009901	3.3171568033207777e-12	-1.1951897340701414e-12	8.788232095124968e-15	1.376290598452321e-13	6.39237453686371e-14	5.165693850980741e-13	2.276987418222704e-12	7.863399868009102e-12
1.9801980198019802	5.116225050583931e-12	-2.2735524279518856e-12	8.651891398066485e-15	1.4452027275447036e-13	6.951580983428428e-14	6.127397862574969e-13	3.9798826882492634e-12	9.624564385726677e-12
2.9702970297029703	5.850161066156229e-12	-2.969065226098262e-12	7.141294941007789e-15	1.1956843451035674e-13	5.756060313997275e-14	3.305284535472739e-13	4.996025183223362e-12	9.945194082554292e-12
3.9603960396039604	6.584097081728527e-12	-3.664578024244639e-12	5.630698483949094e-15	9.461659626624313e-14	4.5605396445661203e-14	4.8317120837051096e-14	6.01216767819746e-12	1.0265823779381905e-11
4.9504950495049505	7.318033097300825e-12	-4.360090822391016e-12	4.120102026890398e-15	6.966475802212953e-14	3.365018975134967e-14	-2.338942118731717e-13	7.02831017317156e-12	1.0586453476209519e-11
5.9405940594059405	8.051969112873124e-12	-5.055603620537392e-12	2.609505569831703e-15	4.471291977801596e-14	2.169498305703813e-14	-5.161055445833945e-13	8.04445266814566e-12	1.0907083173037131e-11
6.930693069306931	8.363817809914841e-12	-5.353273706742754e-12	2.0582757763586385e-15	3.551284416117187e-14	1.7266430797971473e-14	-5.977129514471711e-13	8.437908652139755e-12	1.1002869070825607e-11
7.920792079207921	8.507407863902426e-12	-5.492349890877776e-12	1.889482805598584e-15	3.2591967394939926e-14	1.5838264019379582e-14	-5.993526765721048e-13	8.583140198237082e-12	1.1009024432787594e-11
8.910891089108912	8.650997917890008e-12	-5.631426075012797e-12	1.72068983483853e-15	2.9671090628707974e-14	1.4410097240787687e-14	-6.009924016970383e-13	8.728371744334408e-12	1.1015179794749582e-11
9.900990099009901	8.794587971877593e-12	-5.7705022591478185e-12	1.5518968640784762e-15	2.6750213862476025e-14	1.2981930462195793e-14	-6.026321268219719e-13	8.873603290431735e-12	1.1021335156711569e-11
10.89108910891089	8.938178025865174e-12	-5.9095784432828405e-12	1.3831038933184223e-15	2.3829337096244082e-14	1.1553763683603903e-14	-6.042718519469054e-13	9.018834836529063e-12	1.1027490518673556e-11
11.881188118811881	9.08176807985276e-12	-6.048654627417862e-12	1.2143109225583682e-15	2.0908460330012136e-14	1.0125596905012011e-14	-6.05911577071839e-13	9.16406638262639e-12	1.1033645880635543e-11
12.871287128712872	9.225358133840344e-12	-6.187730811552883e-12	1.045517951798314e-15	1.798758356378019e-14	8.697430126420117e-15	-6.075513021967726e-13	9.309297928723717e-12	1.103980124259753e-11
13.861386138613861	9.368948187827928e-12	-6.326806995687905e-12	8.767249810382599e-16	1.5066706797548244e-14	7.269263347828224e-15	-6.091910273217062e-13	9.454529474821043e-12	1.1045956604559517e-11
14.85148514851485	9.51253824181551e-12	-6.4658831798229256e-12	7.079320102782065e-16	1.2145830031316305e-14	5.841096569236335e-15	-6.108307524466398e-13	9.59976102091837e-12	1.1052111966521506e-11
15.841584158415841	9.656128295803094e-12	-6.604959363957948e-12	5.391390395181522e-16	9.224953265084356e-15	4.4129297906444415e-15	-6.124704775715733e-13	9.744992567015698e-12	1.1058267328483491e-11
16.831683168316832	9.740794893432863e-12	-6.6866422613484805e-12	4.2741307611409595e-16	7.293453443936515e-15	3.4695041267947297e-15	-6.019392553946116e-13	9.819129139861681e-12	1.1050721003938722e-11
17.821782178217823	9.727769021129525e-12	-6.673169641968229e-12	4.10301672766464e-16	7.002296593730597e-15	3.3297576716072863e-15	-5.712291439120461e-13	9.77539340911135e-12	1.1020457892568595e-11
18.81188118811881	9.714743148826186e-12	-6.6596970225879776e-12	3.9319026941883206e-16	6.71113974352468e-15	3.190011216419843e-15	-5.405190324294805e-13	9.731657678361022e-12	1.0990194781198463e-11
19.801980198019802	9.701717276522847e-12	-6.6462244032077265e-12	3.760788660712002e-16	6.419982893318764e-15	3.0502647612324002e-15	-5.098089209469154e-13	9.687921947610689e-12	1.0959931669828333e-11
20.792079207920793	9.688691404219508e-12	-6.6327517838274754e-12	3.589674627235682e-16	6.128826043112846e-15	2.910518306044957e-15	-4.790988094643499e-13	9.644186216860359e-12	1.0929668558458203e-11
21.78217821782178	9.675665531916169e-12	-6.6192791644472235e-12	3.418560593759363e-16	5.837669192906929e-15	2.770771850857514e-15	-4.4838869798178445e-13	9.60045048611003e-12	1.0899405447088072e-11
22.77227722772277	9.662639659612828e-12	-6.605806545066973e-12	3.247446560283044e-16	5.546512342701012e-15	2.6310253956700708e-15	-4.176785864992191e-13	9.5567147553597e-12	1.0869142335717943e-11
