time	s1	s2	s16	s22	s23	s24	s25	s26	s27	s28	s39	s40	s41	s42	s65	s29	s30	s31	s32	s62	s36	s45	s3	s5	s6	s7	s33	s11	s15	s34	s35	s66	s67	s68	s69	s70	s71
0.0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.9900990099009901	0.06485664221658305	0.21553788729946782	0.006644433194263568	0.020777184627021394	0.00027998011451609565	0.00036093626454802705	0.00023717995225191736	0.008859435684140764	0.007746839227820404	0.0008719445011604711	0.010069009981667314	0.048295303262217586	0.054715770337258246	0.05066291907551136	0.005355662015718783	2.1022843568047476e-05	0.008168175398314622	7.593461322571525e-06	3.12882025271103e-05	0.016325173935457418	0.012428721890021577	0.00016473049139397418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.9801980198019802	0.05357477572818914	0.42866236408742775	0.006378257161280174	0.021817730807265595	0.0010220615547630537	0.001061615680197394	0.0005986629917976048	0.007381109327891451	0.001761100374957889	0.00046967450935347227	0.01007008614223904	0.08603559950508971	0.09216457238707729	0.08916264628623215	0.009930048309589427	9.413546894352105e-06	0.002007979989417707	5.077359177902882e-06	2.5966757932127e-05	0.016014725079025127	0.011708250441185532	0.00014601299399371188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.9702970297029703	0.04363366587643966	0.6333322188013022	0.006126800335538442	0.022790053069437845	0.002232762390728054	0.0020682571090020257	0.0010627458168837192	0.0035392079579160828	0.0007525481033793393	0.0006378697891302641	0.010052872387703252	0.12186981514536924	0.12503799062960422	0.12582651690544508	0.012743106436810333	6.132326843390751e-06	0.0010791682592787032	4.224973953230634e-06	2.4217801654366826e-05	0.015746455835192602	0.011049936337372534	0.000137859727217332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3.9603960396039604	0.03547581561272358	0.8281812425603117	0.005890969988712093	0.02370891750951258	0.003128202418142824	0.002939999379013877	0.001492721112943608	0.0017598590889565191	0.0005613444208082976	0.0008010835358808893	0.01001912089060262	0.15591347365411293	0.15379437248801006	0.1607328660269232	0.01400716541508688	3.8283524084394e-06	0.000979193892574029	4.4791346490647445e-06	2.5304235691524213e-05	0.015491715994076888	0.010447029030083375	0.00013038294721865818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4.9504950495049505	0.02929263690898348	1.0135035799089136	0.005675446526730002	0.024578492361447386	0.003580060813732915	0.00354377668530194	0.0018499717511870075	0.001315493075542417	0.0005146278930443491	0.0009439997669218375	0.009970881631594725	0.18825766191802668	0.17887279140997098	0.1939603323467039	0.014348681886817831	3.37071848546646e-06	0.001081229545909032	4.949732265681349e-06	2.655137153082392e-05	0.015228943368987719	0.009889889415395474	0.0001234622965852953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5.9405940594059405	0.024918380202954962	1.1897613843217183	0.005481425042664166	0.025402358836370684	0.003744334822532265	0.0038821397265146446	0.002098144286599824	0.0012580446797655872	0.0005069599912146361	0.0010686706606651824	0.009910318468706202	0.2189758264902611	0.2006875056393963	0.22558726524266615	0.01436605225438217	3.648836539976503e-06	0.001216164971541149	5.341762973691586e-06	2.735832006249899e-05	0.014949824071342538	0.009372933314451921	0.00011703737274201329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6.930693069306931	0.021872318087165485	1.3574595315199203	0.005307821273045128	0.026183793603083504	0.003766052434163155	0.004027573480891793	0.0022376437267791916	0.0012588594447707248	0.0005117997815741264	0.001177064729400481	0.009839491263147284	0.2481327621122855	0.21961886837099534	0.2556902798738327	0.014361667788277221	4.021648725770689e-06	0.001327202705262221	5.594989261036512e-06	2.7781349128861465e-05	0.014654933700262659	0.008893168415647013	0.00011107560659288885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7.920792079207921	0.01972110294909422	1.517058275903171	0.0051527558199535315	0.02692588845330814	0.0037349457124935294	0.0040623361854532376	0.002296803296838967	0.0012457171468786144	0.000519122664780137	0.0012710185425746938	0.009760254821090384	0.27578970738120445	0.23600985455904927	0.2843433411689034	0.01443060468948232	4.297516075244973e-06	0.0013987417238228146	5.724170135396739e-06	2.7947101601131444e-05	0.014348277616574747	0.008448606102290927	0.00010555353702493041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8.910891089108912	0.018156628553795587	1.6689728200770642	0.005014318052533773	0.027631581036416625	0.0036983964244170393	0.0040494600542579536	0.0023098016723999	0.0012126889617826567	0.0005244802143613918	0.0013522351189799394	0.009674242747495237	0.30200621700528374	0.2501671558095897	0.31161742995882813	0.014578703826840627	4.451059576718135e-06	0.001433829317436271	5.76500784740199e-06	2.795977636223586e-05	0.014034379563279973	0.008037473396265432	0.00010044896085571777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
