time	T	Th	Tc	B	A
0.0	9.0	7.0	1.0	1.0	1.0
0.9900990099009901	0.20055647574268048	8.490899908511649	3.601196976300379	20.634211773440907	2.686929910687069
1.9801980198019802	0.07769060726313727	7.407866129392075	5.550704541023326	225.2508358598937	29.309901345108006
2.9702970297029703	0.01676046105465356	6.218589926981064	7.642088823994706	1684.1112641388363	254.52295742015377
3.9603960396039604	2.336607225160296e-05	5.113578031737552	9.725247404991702	8776.551316711426	1562.731814111422
4.9504950495049505	-3.30203196317429e-11	4.194946161798615	11.746943911022562	33795.78811514967	7031.829312383523
5.9405940594059405	-3.8557438540963895e-10	3.4413392206523863	13.615417224815802	101600.00902787104	24533.11245874466
6.930693069306931	9.87495083842538e-11	2.823115047257227	15.255906420091577	249304.9666674003	69403.86542289605
7.920792079207921	9.766367300404722e-11	2.3159526157883135	16.625958897944983	517866.55276062887	165076.40005174125
8.910891089108912	1.879145484996427e-12	1.899900085158848	17.711007100935845	938322.2259640837	340035.8625746822
9.900990099009901	-1.5605005936801615e-10	1.55858989033298	18.51760286462298	1519832.9955257033	621529.4725837114
10.89108910891089	-1.4891052418102925e-11	1.2785948405260252	19.066416121339213	2245414.332131372	1028425.818609788
11.881188118811881	9.948364103492367e-11	1.0488998912357446	19.386173917135977	3076305.967229229	1566029.6103103503
12.871287128712872	6.537343828758964e-11	0.8604688108524708	19.508998452255412	3961699.7676117183	2224493.6430062554
13.861386138613861	-6.58117885386586e-11	0.7058886942412671	19.467156591471614	4849329.139699226	2980794.9166933163
14.85148514851485	3.1560138349668756e-11	0.579078337366522	19.291011811931934	5693658.084432952	3803056.0651808823
15.841584158415841	1.2318589082630621e-10	0.4750490035718822	19.007897153066796	6460417.660538339	4655644.749587587
16.831683168316832	-8.958427554591146e-15	0.3897081641066073	18.641637667833056	7127797.33525678	5503775.852815273
17.821782178217823	-2.4009321309768417e-11	0.3196984989687071	18.212496880516472	7685333.603977694	6316896.668255604
18.81188118811881	-1.0221142216041012e-14	0.2622658174978403	17.737376705004763	8131617.339598209	7070657.556161159
19.801980198019802	-4.394979801395437e-13	0.21515070950937212	17.230150567308733	8471685.870188972	7747621.877272631
20.792079207920793	1.4788120516891605e-11	0.17649966085516783	16.702050095769124	8714629.208097659	8337036.144269972
21.78217821782178	-1.6640081546113234e-14	0.1447921338829567	16.162056030389564	8871655.791679334	8834010.49663269
22.77227722772277	1.6910212877183723e-14	0.11878074901569566	15.617265135376522	8954673.343531493	9238411.185363399
23.762376237623762	6.772994341598716e-13	0.09744221540735598	15.073219046158343	8975336.130701799	9553687.609317409
24.752475247524753	3.79304234741876e-14	0.07993707248136972	14.534189968691656	8944466.996843982	9785776.486744948
25.742574257425744	-3.380397438334227e-14	0.06557666560706522	14.00342335859869	8871756.182975208	9942160.28595915
26.73267326732673	-4.4174422676325625e-13	0.053796054408167295	13.48334066882428	8765650.357099706	10031109.186849501
27.722772277227723	-3.614498043128973e-12	0.04413178741179772	12.975706603259377	8633363.250354767	10061105.162910113
28.712871287128714	-2.7632977133335833e-11	0.03620367109656176	12.481765711706394	8480957.444371972	10040429.53767268
29.7029702970297	-5.6318320036416787e-11	0.02969981225955984	12.002353093909392	8313462.324337735	9976887.395520698
30.693069306930692	-1.7742288821944836e-10	0.024364348179695416	11.537983531488637	8135005.310407476	9877640.730461491
31.683168316831683	-2.1548313243522368e-12	0.01998738094439897	11.088922877765203	7948942.28585473	9749123.950725703
32.67326732673267	-3.398566769142618e-14	0.01639672003829621	10.655244978159123	7757979.255781598	9597018.963367345
33.663366336633665	1.8081108243813085e-14	0.013451108220923921	10.236876880702392	7564281.325093923	9426271.197430525
34.65346534653465	-7.829469562836735e-15	0.011034665177466435	9.833634610055691	7369567.620678374	9241131.973820945
35.64356435643565	2.172829984891458e-13	0.009052327537002773	9.445251398014902	7175192.3742679255	9045216.275769824
36.633663366336634	4.3584264310668047e-13	0.007426109726091311	9.071399869089154	6982213.097934953	8841567.891970214
37.62376237623762	1.1206984785646183e-12	0.006092036048448637	8.711709427478164	6791447.291528999	8632726.436972354
38.613861386138616	9.245262882513718e-13	0.004997623857213179	8.365779832402767	6603519.187463254	8420792.536287747
39.603960396039604	6.1085019417020876e-12	0.004099818856662181	8.03319175424164	6418898.015012703	8207488.906971281
40.59405940594059	1.95128565021214e-11	0.0033633012739905568	7.713514944177703	6237929.149267235	7994216.062999689
41.584158415841586	3.577367770411141e-11	0.0027590964934586047	7.406314519924868	6060859.3509420715	7782102.0852077305
42.57425742574257	-1.5511001933573528e-10	0.0022634348086117014	7.111155769129864	5887857.146092157	7572046.3814432975
43.56435643564356	-2.289980224497601e-10	0.0018568168195570555	6.827607786007763	5719029.228452109	7364757.664294167
44.554455445544555	1.0494019012124863e-11	0.0015232463844496386	6.555246193816435	5554433.629726442	7160786.563018331
45.54455445544554	-6.016809260669585e-12	0.0012496006606165712	6.293655150267184	5394090.267397988	6960553.373594803
46.53465346534654	4.840845125283933e-12	0.0010251143636832512	6.042428793673041	5237989.379898846	6764371.502262198
47.524752475247524	7.814498228550092e-12	0.0008409562304423128	5.801172252335823	5086098.254997411	6572467.127252323
48.51485148514851	-1.6717713542487576e-11	0.0006898814085134409	5.569502315742037	4938366.594135565	6384995.614934957
49.504950495049506	-6.186608584501619e-11	0.0005659467050709263	5.347047842976722	4794730.772912644	6202055.128740441
50.495049504950494	-1.0244998672181331e-10	0.00046427638891537295	5.133449969952718	4655117.231485754	6023697.901569431
51.48514851485149	2.292381427073692e-12	0.00038087088683713704	4.928362161561837	4519445.152710968	5849939.485442028
52.475247524752476	-2.406250298331219e-13	0.0003124487978342044	4.731450146525376	4387628.584381317	5680766.3518474335
53.46534653465346	-3.695439897665543e-15	0.0002563184712949379	4.542391764709886	4259578.111742477	5516142.098167057
54.45544554455446	-5.082821393541423e-13	0.00021027174048093977	4.360876748170969	4135202.173177406	5356012.501990151
55.445544554455445	-9.563623494358591e-13	0.00017249718794104838	4.18660645544856	4014408.0903051416	5200309.6230301
56.43564356435643	1.1543374096571632e-12	0.00014150871325476104	4.019293570728914	3897102.874213223	5048955.132337181
57.42574257425743	8.730749182009681e-12	0.00011608722423748095	3.858661781656151	3783193.847853885	4901862.984889076
58.415841584158414	-2.174764035243337e-11	9.523259022356276e-05	3.7044454414689967	3672589.127956354	4758941.578314389
59.4059405940594	4.35243337945455e-11	7.81244369296405e-05	3.5563892230848504	3565197.9907626356	4620095.474416799
60.396039603960396	-4.202797528377931e-11	6.408961514631335e-05	3.414247770058651	3460931.1505349367	4485226.782481024
61.386138613861384	-1.6519142579820744e-10	5.257633721145519e-05	3.2777853482849073	3359700.9646249595	4354236.252614724
62.37623762376238	5.121763754237624e-10	4.313059482020771e-05	3.1467754994743196	3261421.5829840475	4227024.143297905
63.366336633663366	-7.149429016512185e-12	3.538232976017327e-05	3.021000703991734	3166009.0526688695	4103490.9018927864
64.35643564356435	8.39156847741678e-12	2.902593441554305e-05	2.9002520448346063	3073381.388557384	3983537.6970692626
65.34653465346534	3.3332300279286135e-12	2.381152671523406e-05	2.7843288851202845	2983458.6140664537	3867066.830389869
66.33663366336634	-1.7464613763605188e-13	1.9533850534103292e-05	2.6730385510415173	2896162.7827553363	3753982.0515544373
67.32673267326733	4.79630536799323e-12	1.602465698473277e-05	2.5661960275600992	2811417.98181474	3644188.7946300404
