time	Tumor_Cell_Population__T	Effector_immune_cell_population__N	Circulating_lymphocyte_population__C	Chemotherapeutic_drug_concentration__M
0.0	10000000.0	300000.0	62500000000.0	0.45
0.9900990099009901	10632038.056466153	232463.53931482998	47603927845.695045	0.4694250072155105
1.9801980198019802	11194262.442484818	181149.81243794077	36148747457.04388	0.47656353673753127
2.9702970297029703	11745938.261191722	143065.33921866457	27534833181.96382	0.47884593904471034
3.9603960396039604	12313512.932133466	115058.52341432324	21112300749.779636	0.47919538733995426
4.9504950495049505	12909652.187378226	94538.22714295787	16338703392.816887	0.47875698009724854
5.9405940594059405	13541503.1553552	79526.11119913952	12794426000.005405	0.47797654556532154
6.930693069306931	14214178.922351459	68551.90295842061	10163529803.509047	0.47702542574935525
7.920792079207921	14932229.98127868	60534.28532871867	8210539020.463278	0.4759672577316788
8.910891089108912	15700288.128831752	54681.25903894931	6760613157.560804	0.4748232807163687
9.900990099009901	16523378.105451353	50413.6403004887	5684103897.475088	0.47359781910406396
10.89108910891089	17407102.73809363	47308.104108820175	4884905962.135813	0.4722881665065596
11.881188118811881	18357788.021059304	45055.28652472454	4291774702.177353	0.47088836609070817
12.871287128712872	19382626.12855036	43429.11295248849	3851884303.466848	0.46939060019286744
13.861386138613861	20489835.257054493	42264.38781825295	3526056345.48853	0.4677856362825994
14.85148514851485	21688848.3537746	41440.43252239952	3285227427.662544	0.46606289000805873
15.841584158415841	22990541.259052552	40869.14247892734	3107834270.320482	0.4642103196416925
16.831683168316832	24407511.84420945	40486.270816277975	2977877791.894807	0.4622142305886632
17.821782178217823	25954424.400108546	40245.06812416582	2883489657.130219	0.46005901489543843
18.81188118811881	27648437.652951233	40111.643288624255	2815870769.2673388	0.45772682855492625
19.801980198019802	29509740.59580761	40061.58261628416	2768505205.555331	0.4551971991654515
20.792079207920793	31562228.380058162	40077.49013459638	2736578260.032359	0.45244655042692566
21.78217821782178	33834361.69887915	40147.203745795094	2716545869.479053	0.4494476249425371
22.77227722772277	36360268.76115175	40262.50903589525	2705816471.607854	0.44616878150912564
23.762376237623762	39181171.063691564	40418.22172585193	2702516542.4429946	0.4425731369228927
24.752475247524753	42347245.92236094	40611.546042450806	2705318643.611889	0.43861751480741945
25.742574257425744	45920084.41421811	40841.643095670785	2713316425.8516836	0.4342511551569319
26.73267326732673	49975970.58024853	41109.36367679157	2725935271.2799315	0.42941412797418116
27.722772277227723	54610307.30448919	41417.11546902668	2742870437.365361	0.42403538338923047
28.712871287128714	59943664.16021831	41768.8471779572	2764047018.947536	0.4180303604959476
29.7029702970297	66130151.208978266	42170.14267157852	2789597983.452173	0.4112980717582392
30.693069306930692	73369176.89625521	42628.42779246931	2819858136.39157	0.4037175872047819
31.683168316831683	81922204.93523762	43153.30171167123	2855373277.964037	0.39514387893460384
32.67326732673267	92137013.12928458	43757.01376708605	2896925122.009566	0.3854030834147083
33.663366336633665	104483396.69563268	44455.11511194498	2945573827.525011	0.3742874559408386
34.65346534653465	119606617.06277704	45267.319739589846	3002721202.696719	0.3615507406901639
35.64356435643565	138408822.17267817	46218.605299411945	3070198561.217247	0.3469055539734141
36.633663366336634	162175230.2074037	47340.555565674644	3150383146.49981	0.33002600090129114
37.62376237623762	192772896.1249194	48672.8613464294	3246344376.3830876	0.31056157025198466
38.613861386138616	232968265.50845045	50264.69013946821	3362012441.412514	0.2881727877036824
39.603960396039604	286939675.8142296	52175.189990033105	3502340587.3871217	0.2626047115811555
40.59405940594059	361107553.57258093	54471.53909805086	3673389282.6055436	0.23381746758704883
41.584158415841586	465471614.5205888	57221.568506268166	3882189380.741715	0.2021818910370957
42.57425742574257	615727596.4339768	60476.40014779049	4136164982.7765226	0.16869957745643382
43.56435643564356	836526229.5068916	64238.3403006113	4441917385.701177	0.13510442443644263
44.554455445544555	1166349520.2176414	68413.40725596066	4803478819.737374	0.10361807022364664
45.54455445544554	1664723768.1415086	72756.83214175377	5220758575.989228	0.07628355817888118
46.53465346534654	2423044055.956893	76825.23862828795	5689215773.254563	0.05425137978567925
47.524752475247524	3581167601.6670094	79942.61641420882	6201055107.766258	0.037569508493534035
48.51485148514851	5353026510.556361	81184.88315858913	6747114096.85601	0.025522352558899283
49.504950495049506	8066030803.034519	79418.5229596444	7318445338.513335	0.017108846836245237
50.495049504950494	12221484648.587242	73492.75006563889	7907216612.528471	0.011365867496921504
51.48514851485149	18587097086.16405	62734.765931716836	8507034128.245864	0.007505343954304841
52.475247524752476	28338549293.881252	47790.88395528001	9112918959.4199	0.004936446060221215
53.46534653465346	43275982589.46891	31342.784264078222	9721122378.322094	0.003238425522160035
54.45544554455446	66154710852.86022	17444.50305618634	10328892934.180191	0.0021209705250493874
55.445544554455445	101189653449.61711	8804.662434960605	10934252489.785755	0.0013876978915116128
56.43564356435643	154822998857.54922	4700.621830325245	11535804693.18171	0.0009074330798362689
57.42574257425743	236888254809.05487	2805.083519778356	12132581494.101284	0.0005932659501140659
58.415841584158414	362365250250.9541	1760.8404744861361	12723925068.194637	0.0003879177387826218
59.4059405940594	554002655834.7946	1125.6751211789265	13309399464.290405	0.0002537669389364536
60.396039603960396	846182602097.933	726.7553782054609	13888725801.084616	0.00016615851481593453
61.386138613861384	1290490010567.8855	472.370040312156	14461735437.856869	0.00010895782901185085
62.37623762376238	1963449490845.9993	308.7338846196144	15028336522.590092	7.161595403310323e-05
63.366336633663366	2976614056735.9126	202.916136218777	15588490313.48762	4.724088525964914e-05
64.35643564356435	4488228848576.633	134.261720255788	16142194544.597715	3.1330951385394897e-05
65.34653465346534	6713340897233.517	89.62558514332231	16689471811.189697	2.0946700964210568e-05
66.33663366336634	9924619237044.627	60.56616017496684	17230361504.844353	1.4169182322716233e-05
67.32673267326733	14429343462459.37	41.63125125050222	17764914239.16855	9.745750847794983e-06
68.31683168316832	20503015604618.14	29.28648460938131	18293188012.11583	6.858675747940769e-06
69.3069306930693	28268899046020.906	21.235283192953812	18815245575.24823	4.974515540734375e-06
70.29702970297029	37551687177018.76	15.983081588007432	19331152635.864223	3.7448185118980333e-06
71.2871287128713	47794596540273.57	12.55627886549287	19840976632.933853	2.942259612867541e-06
72.27722772277228	58145678019974.69	10.32023408811152	20344785906.929157	2.4184850407767213e-06
73.26732673267327	67717173313888.29	8.861082630665686	20842649138.79941	2.07664534424001e-06
74.25742574257426	75867855456456.69	7.908859276332645	21334634972.907673	1.8535093965948383e-06
75.24752475247524	82335657698668.53	7.28743329782209	21820811764.799145	1.7079408845812449e-06
76.23762376237623	87186553799549.83	6.881880043325783	22301247413.861523	1.6129658139706301e-06
77.22772277227723	90673020927294.81	6.617205882530263	22776009253.451824	1.5508977479669053e-06
78.21782178217822	93102831353952.38	6.444471586585797	23245163980.305458	1.510419007720152e-06
79.20792079207921	94760101162735.02	6.331739436794651	23708777609.523212	1.4840063297185775e-06
80.1980198019802	95873893119850.47	6.2581664403773605	24166915447.661346	1.4667662612632153e-06
81.18811881188118	96615026881506.73	6.210149994087784	24619642077.55817	1.4555147845373976e-06
82.17821782178218	97104930752710.2	6.178812648076282	25067021351.075153	1.4481715791622111e-06
83.16831683168317	97427349580396.56	6.158360695942076	25509116387.160324	1.4433790492853319e-06
84.15841584158416	97638930007554.52	6.1450129591042595	25945989573.427254	1.4402512990762396e-06
85.14851485148515	97777512048066.23	6.136301704992264	26377702570.063602	1.4382100042479233e-06
86.13861386138613	97868168510924.28	6.1306163990934275	26804316315.26179	1.4368777749661127e-06
87.12871287128712	97927425216419.98	6.126905944864965	27225891031.63763	1.4360083095655252e-06
88.11881188118812	97966137197982.22	6.124484356244279	27642486233.2755	1.4354408620073061e-06
89.10891089108911	97991418677949.38	6.122903931972041	28054160733.159565	1.4350705232838123e-06
90.0990099009901	98007925408242.45	6.121872484771745	28460972650.830326	1.4348288256317988e-06
91.08910891089108	98018701336977.44	6.121199322551142	28862979420.159676	1.4346710844008305e-06
