time	S_a	I_a	S_h	I_h	R_h
0.0	100000.0	1000.0	1000000.0	0.0	0.0
0.9900990099009901	99506.63852760369	1001.240961635115	999985.0461487311	4.808846733552903	0.2554056114545887
1.9801980198019802	99020.50990879041	1002.4737415522922	999970.0856178798	7.9113631276802785	0.8962687499045328
2.9702970297029703	98541.46199653097	1003.698447988405	999955.1184562426	9.915052728410622	1.7859072204189417
3.9603960396039604	98069.3468751431	1004.9151870821075	999940.144711976	11.21111657944955	2.8363009525066434
4.9504950495049505	97604.02071417341	1006.1240629288322	999925.164432608	12.051468207902161	3.9907657913400745
5.9405940594059405	97145.34362829209	1007.3251776339774	999910.1776650491	12.598327265604379	5.212796320393669
6.930693069306931	96693.1795429151	1008.5186313643496	999895.1844556057	12.956155208187601	6.478881229094553
7.920792079207921	96247.39606528156	1009.7045223979361	999880.1848499912	13.192220231462613	7.773876777882142
8.910891089108912	95807.86436073016	1010.8829471720692	999865.1788933364	13.349840004964737	9.088027553060977
9.900990099009901	95374.45903393171	1012.0540003300432	999850.1666302007	13.456909304446468	10.415047986858292
10.89108910891089	94947.05801484702	1013.2177747662485	999835.1481045828	13.531391366582218	11.750886954660865
11.881188118811881	94525.54244919341	1014.3743616698741	999820.123359931	13.584854013818784	13.09293224404466
12.871287128712872	94109.79659321228	1015.5238505672396	999805.0924391531	13.624746755396009	14.439498268818294
13.861386138613861	93699.70771254227	1016.6663293627994	999790.0553846267	13.655867113653423	15.789496184632918
14.85148514851485	93295.16598501259	1017.8018843788791	999775.0122382076	13.68130485836613	17.142221460657684
15.841584158415841	92896.06440717966	1018.9306003941834	999759.9630412407	13.703050060747236	18.497217082428914
16.831683168316832	92502.2987044412	1020.0525606811258	999744.907834568	13.722384622938963	19.854185466676107
17.821782178217823	92113.76724456772	1021.1678470420198	999729.8466585375	13.740134420377593	21.212931734380973
18.81188118811881	91730.37095450152	1022.2765398441783	999714.7795530129	13.756831664754893	22.573327181725418
19.801980198019802	91352.01324027985	1023.3787180539551	999699.7065573807	13.772819456667204	23.93528575678038
20.792079207920793	90978.59990994692	1024.474459269771	999684.6277105595	13.788319109128482	25.298748911748486
21.78217821782178	90610.03909932198	1025.563839754159	999669.5430510076	13.8034735151271	26.663675844666717
22.77227722772277	90246.24120050804	1026.6469344648644	999654.4526167306	13.818375048792863	28.03003722065433
23.762376237623762	89887.1187930158	1027.7238170850335	999639.3564452899	13.833083553485764	29.397811123365734
24.752475247524753	89532.58657739677	1028.7945600525204	999624.2545738099	13.847637917548383	30.766980449078556
25.742574257425744	89182.56131127832	1029.8592345883471	999609.147038985	13.862063529204857	32.137531227896794
26.73267326732673	88836.96174770322	1030.9179107243426	999594.0338770872	13.876377075790758	33.50945154244238
27.722772277227723	88495.7085756595	1031.9706573299961	999578.9151239727	13.890589642248377	34.882730829200646
28.712871287128714	88158.72436274448	1033.0175421385388	999563.7908150892	13.90470869384113	36.25735943092094
29.7029702970297	87825.93349984662	1034.0586317722923	999548.6609854827	13.918739360815891	37.633328306093674
30.693069306930692	87497.26214776526	1035.0939917673043	999533.5256698035	13.932685266043668	39.01062884127793
31.683168316831683	87172.63818570285	1036.1236865972953	999518.384902313	13.946549055590467	40.389252730294096
32.67326732673267	86851.9911615521	1037.1477796969368	999503.2387168899	13.960332741354495	41.76919189572816
33.663366336633665	86535.25224387953	1038.166333484493	999488.0871470363	13.974037922432347	43.15043843774906
34.65346534653465	86222.35417552291	1039.1794093838557	999472.930225884	13.987665929131763	44.53298460035761
35.64356435643565	85913.23122888702	1040.1870678459318	999457.7679861999	14.001217910103504	45.91682275046343
36.633663366336634	85607.81916268353	1041.189368369481	999442.600460392	14.014694893595415	47.30194536281063
37.62376237623762	85306.05518008252	1042.1863695214058	999427.4276805149	14.028097827419433	48.68834500971905
38.613861386138616	85007.877888394	1043.1781289564528	999412.2496782758	14.041427601647387	50.07601435474051
39.603960396039604	84713.2272600322	1044.1647034364082	999397.0664850391	14.0546850649675	51.464946147765936
40.59405940594059	84422.0445946078	1045.1461488488542	999381.8781318322	14.06787103599746	52.855133221289336
41.584158415841586	84134.27248241831	1046.1225202253663	999366.6846493509	14.080986309745185	54.246568487791215
42.57425742574257	83849.85476930096	1047.0938717591714	999351.4860679638	14.094031661179422	55.63924493779948
43.56435643564356	83568.73652253221	1048.0602568223871	999336.2824177173	14.107007848189811	57.03315563810901
44.554455445544555	83290.8639980337	1049.021727982731	999321.0737283413	14.119915613991777	58.4282937301534
45.54455445544554	83016.1846081303	1049.9783370200078	999305.8600292531	14.132755688914049	59.82465242852702
46.53465346534654	82744.6468909336	1050.930134941929	999290.6413495623	14.145528790987155	61.22222501981112
47.524752475247524	82476.20047752697	1051.8771720008283	999275.4177180758	14.15823562811314	62.62100486099822
48.51485148514851	82210.79606942537	1052.8194977061498	999260.1891633011	14.170876894797642	64.02098537935723
49.504950495049506	81948.38539928196	1053.7571608438195	999244.9557134528	14.183453278144238	65.42216006986088
50.495049504950494	81688.92121856278	1054.690209484509	999229.7173964544	14.195965451344927	66.82452249599945
51.48514851485149	81432.3572571338	1055.6186910034867	999214.4742399444	14.208414079311458	68.22806628726498
52.475247524752476	81178.6482096632	1056.5426520893802	999199.2262712792	14.220799816032832	69.63278513907328
53.46534653465346	80927.7497020905	1057.4621387611598	999183.9735175379	14.233123306208912	71.0386728112946
54.45544554455446	80679.6182725586	1058.3771963791253	999168.7160055263	14.245385185667605	72.44572312737421
55.445544554455445	80434.21134613537	1059.2878696584387	999153.4537617799	14.257586080940436	73.85392997350766
56.43564356435643	80191.48721105937	1060.1942026820611	999138.1868125692	14.269726610081314	75.26328729756784
57.42574257425743	79951.40500098534	1061.0962389110555	999122.9151839018	14.281807381820911	76.67378910854853
58.415841584158414	79713.92466750839	1061.9940211991222	999107.6389015274	14.293828996618538	78.0854294753532
59.4059405940594	79479.00696701137	1062.8875918008916	999092.3579909409	14.305792046021956	79.49820252630198
60.396039603960396	79246.61343395716	1063.7769923861201	999077.0724773858	14.317697113287617	80.91210244803587
61.386138613861384	79016.70636701005	1064.6622640482713	999061.7823858577	14.32954477361768	82.32712348481311
62.37623762376238	78789.24880644263	1065.5434473169048	999046.4877411078	14.341335594147047	83.74325993765402
63.366336633663366	78564.20451763862	1066.4205821673877	999031.1885676467	14.35307013437732	85.16050616353245
64.35643564356435	78341.5379739264	1067.2937080308552	999015.8848897466	14.364748946004239	86.57885657469143
65.34653465346534	78121.2143365567	1068.1628638055001	999000.5767314455	14.376372573323122	87.99830563775323
66.33663366336634	77903.19944241409	1069.0280878643093	998985.2641165501	14.387941553033981	89.41884787316539
67.32673267326733	77687.45978291753	1069.8894180668415	998969.9470686388	14.399456414628643	90.84047785428747
68.31683168316832	77473.96249302334	1070.746891766353	998954.6256110645	14.410917680386413	92.26319020682976
69.3069306930693	77262.67533196483	1071.600545820732	998939.2997669581	14.422325865564932	93.68697960803223
70.29702970297029	77053.56667127433	1072.450416600056	998923.9695592312	14.43368147858848	95.11184078603634
71.2871287128713	76846.6054788793	1073.2965399959605	998908.6350105789	14.444985021100985	96.53776851918481
72.27722772277228	76641.76130494158	1074.1389514302086	998893.2961434829	14.45623698815978	97.96475763533458
73.26732673267327	76439.00427001462	1074.9776858621326	998877.9529802139	14.467437868248787	99.39280301127779
74.25742574257426	76238.30504863108	1075.812777798271	998862.6055428348	14.478588143494218	100.82189957198767
75.24752475247524	76039.63486022154	1076.6442612984777	998847.2538532029	14.489688289671218	102.25204229011985
76.23762376237623	75842.9654529809	1077.4721699854242	998831.8979329731	14.500738776388365	103.68322618527299
77.22772277227723	75648.26909472822	1078.296537050721	998816.5378035998	14.51174006717355	105.11544632347261
78.21782178217822	75455.51855883104	1079.1173952634238	998801.17348634	14.522692619585857	106.54869781650731
79.20792079207921	75264.68711389675	1079.9347769767082	998785.805002256	14.533596885336495	107.98297582137187
80.1980198019802	75075.74851261635	1080.7487141349407	998770.4323722168	14.544453310362863	109.41827553969887
81.18811881188118	74888.67697950553	1081.5592382813127	998755.0556169018	14.555262334958007	110.8545922171422
82.17821782178218	74703.44720260413	1082.3663805634787	998739.6747568026	14.566024393823206	112.29192114290058
83.16831683168317	74520.03432040702	1083.1701717415979	998724.2898122251	14.576739916203806	113.73025764907513
84.15841584158416	74338.41391454957	1083.9706421934625	998708.900803292	14.587409325948007	115.16959711022314
85.14851485148515	74158.56199765815	1084.7678219220775	998693.5077499456	14.598033041621557	116.6099349427489
86.13861386138613	73980.45500560253	1085.561740560996	998678.110671949	14.608611476589031	118.0512666044402
87.12871287128712	73804.06978721592	1086.3524273809421	998662.7095888891	14.619145039102124	119.49358759392442
88.11881188118812	73629.38359535587	1087.1399112957533	998647.3045201787	14.629634132390725	120.9368934501655
89.10891089108911	73456.37407903722	1087.9242208677488	998631.895485058	14.640079154730909	122.38117975200343
90.0990099009901	73285.01927303406	1088.7053843144292	998616.4825025973	14.650480499547509	123.82644211760103
91.08910891089108	73115.29759181033	1089.483429512897	998601.0655916989	14.660838555468604	125.27267620404692
92.07920792079207	72947.18781919364	1090.2583840065188	998585.6447710991	14.671153706425786	126.71987770680512
93.06930693069307	72780.66910233028	1091.030275009322	998570.2200593698	14.68142633171518	128.16804235931878
94.05940594059406	72615.72094254242	1091.7991294120309	998554.7914749213	14.691656806083326	129.61716593250287
95.04950495049505	72452.32318865291	1092.5649737867907	998539.3590360034	14.701845499796367	131.06724423432544
96.03960396039604	72290.45602953556	1093.3278343922934	998523.9227607073	14.711992778710709	132.518273109363
97.02970297029702	72130.09998631729	1094.0877371791034	998508.482666969	14.722099004350454	133.97024843834066
98.01980198019803	71971.2359066846	1094.844707793825	998493.0387725681	14.732164533964035	135.42316613775364
99.00990099009901	71813.84495646889	1095.598771584765	998477.5910951329	14.742189720606714	136.8770221593844
100.0	71657.90861471024	1096.3499536056768	998462.1396521401	14.752174913191931	138.33181248995342
