time	Fat_Mass	Lean_Mass	Body_Mass
46.53465346534654	47.99592263735623	49.580975017130605	97.57689765448683
47.524752475247524	47.955244577147376	49.57229130577041	97.52753588291779
48.51485148514851	47.91464603891696	49.56361729042998	97.47826332934694
49.504950495049506	47.87412688864844	49.55495297324107	97.4290798618895
50.495049504950494	47.83368699246884	49.54629835630041	97.37998534876925
51.48514851485149	47.79332621669128	49.53765344167579	97.33097965836707
52.475247524752476	47.75304442780201	49.529018231404244	97.28206265920625
53.46534653465346	47.71284149244684	49.52039272749004	97.23323421993689
54.45544554455446	47.67271727743815	49.51177693190575	97.18449420934391
55.445544554455445	47.632671649752396	49.50317084659092	97.13584249634332
56.43564356435643	47.592704476507194	49.49457447344048	97.08727894994767
57.42574257425743	47.5528156250297	49.48598781433944	97.03880343936913
58.415841584158414	47.51300496279649	49.47741087113236	96.99041583392885
59.4059405940594	47.47327235745075	49.46884364563212	96.94211600308287
60.396039603960396	47.4336176768023	49.46028613961985	96.89390381642215
61.386138613861384	47.39404078882757	49.45173835484501	96.84577914367259
62.37623762376238	47.354541561669606	49.44320029302534	96.79774185469495
63.366336633663366	47.315119863638095	49.43467195584687	96.74979181948497
64.35643564356435	47.27577556320932	49.42615334496392	96.70192890817324
65.34653465346534	47.2365085290262	49.41764446199912	96.65415299102531
66.33663366336634	47.197318629588324	49.40914530848737	96.60646393807569
67.32673267326733	47.15820573404791	49.4006558860197	96.5588616200676
68.31683168316832	47.11916971156511	49.392176196126734	96.51134590769183
69.3069306930693	47.08021043143846	49.38370624030232	96.46391667174078
70.29702970297029	47.04132776313319	49.37524602000857	96.41657378314176
71.2871287128713	47.002521576281154	49.36679553667592	96.36931711295708
72.27722772277228	46.96379174068087	49.358354791703114	96.32214653238398
73.26732673267327	46.925138126297504	49.34992378645716	96.27506191275467
74.25742574257426	46.886560603262865	49.3415025222734	96.22806312553627
75.24752475247524	46.84805904187542	49.333091000455454	96.18115004233087
76.23762376237623	46.8096333126003	49.324689222275246	96.13432253487554
77.22772277227723	46.77128328606924	49.316297188972996	96.08758047504224
78.21782178217822	46.73300883308068	49.30791490175722	96.0409237348379
79.20792079207921	46.69480982459969	49.299542361804754	95.99435218640444
80.1980198019802	46.656686131757965	49.291179570260695	95.94786570201866
81.18811881188118	46.61863762548761	49.282826528198946	95.90146415368656
82.17821782178218	46.58066417714982	49.27448323669001	95.85514741383983
83.16831683168317	46.54276565859826	49.266149696807865	95.80891535540613
84.15841584158416	46.504941941595725	49.25782590956698	95.7627678511627
85.14851485148515	46.46719289806952	49.249511875949906	95.71670477401943
86.13861386138613	46.42951840011146	49.24120759690726	95.67072599701872
87.12871287128712	46.3919183199779	49.232913073357714	95.62483139333561
88.11881188118812	46.35439253008967	49.22462830618803	95.57902083627769
89.10891089108911	46.316940903032155	49.216353296253025	95.53329419928518
90.0990099009901	46.27956331155525	49.20808804437558	95.48765135593084
91.08910891089108	46.24225962857336	49.19983255134665	95.44209217992001
92.07920792079207	46.20502972676606	49.19158681791419	95.39661654468026
93.06930693069307	46.16787347957685	49.18335084481084	95.35122432438769
94.05940594059406	46.13079076043776	49.17512463273242	95.30591539317018
95.04950495049505	46.09378144289761	49.1669081823415	95.26068962523911
96.03960396039604	46.056845400668394	49.1587014942687	95.21554689493709
97.02970297029702	46.01998250762532	49.15050456911264	95.17048707673797
98.01980198019803	45.9831926378068	49.142317407440004	95.12551004524681
99.00990099009901	45.94647566541445	49.13414000978547	95.08061567519991
100.0	35.90983146481306	49.12597237665178	85.03580384146484
