time	Fat_Mass	Lean_Mass	Body_Mass
0.0	50.0	50.0	100.0
0.9900990099009901	49.95543015046603	49.99086356430493	99.94629371477096
1.9801980198019802	49.910946293413396	49.98173668771337	99.89268298112677
2.9702970297029703	49.86654830406156	49.972619374931234	99.8391676789928
3.9603960396039604	49.82223604769611	49.963511629384755	99.78574767708086
4.9504950495049505	49.77800938174457	49.95441345465118	99.73242283639576
5.9405940594059405	49.733868160580094	49.94532485434979	99.6791930149299
6.930693069306931	49.68981224201124	49.9362458319906	99.62605807400183
7.920792079207921	49.64584148474129	49.92717639102898	99.57301787577026
8.910891089108912	49.60195574728614	49.918116534913594	99.52007228219973
9.900990099009901	49.55815488924157	49.90906626702784	99.4672211562694
10.89108910891089	49.51443877015483	49.90002559072803	99.41446436088286
11.881188118811881	49.47080724987918	49.89099450929373	99.36180175917292
12.871287128712872	49.42726018796367	49.881973026079635	99.3092332140433
13.861386138613861	49.38379744449886	49.872961144320996	99.25675858881985
14.85148514851485	49.340418879523675	49.863958867264465	99.20437774678814
15.841584158415841	49.297124353221626	49.8549661981342	99.15209055135583
16.831683168316832	49.253913726616766	49.8459831399854	99.09989686660217
17.821782178217823	49.2107868597082	49.83700969607802	99.04779655578622
18.81188118811881	49.1677436128032	49.82804586961127	98.99578948241447
19.801980198019802	49.1247838477639	49.81909166348869	98.9438755112526
20.792079207920793	49.081907425359184	49.81014708082297	98.89205450618215
21.78217821782178	49.03911420641392	49.801212124716876	98.8403263311308
22.77227722772277	48.99640405227812	49.79228679817419	98.78869085045231
23.762376237623762	48.95377682525746	49.783371104018634	98.73714792927609
24.752475247524753	48.911232386681085	49.77446504525913	98.68569743194021
25.742574257425744	48.8687705984429	49.76556862479842	98.63433922324131
26.73267326732673	48.8263913227964	49.75668184547127	98.58307316826767
27.722772277227723	48.78409442210411	49.74780471009258	98.53189913219668
28.712871287128714	48.74187975881442	49.73893722146187	98.48081698027629
29.7029702970297	48.699747195601454	49.730079382336164	98.42982657793762
30.693069306930692	48.65769659519869	49.7212311954597	98.3789277906584
31.683168316831683	48.61572782065535	49.71239266351988	98.32812048417523
32.67326732673267	48.57384073514727	49.70356378917974	98.27740452432701
33.663366336633665	48.532035201915754	49.69474457508804	98.2267797770038
34.65346534653465	48.49031108437168	49.68593502386175	98.17624610823344
35.64356435643565	48.448668246232266	49.677135138063235	98.1258033842955
36.633663366336634	48.4071065513268	49.6683449202327	98.07545147155949
37.62376237623762	48.36562586365762	49.65956437287804	98.02519023653565
38.613861386138616	48.32422604740015	49.65079349847481	97.97501954587497
39.603960396039604	48.282906966684436	49.6420322994969	97.92493926618133
40.59405940594059	48.24166848608718	49.63328077834744	97.87494926443462
41.584158415841586	48.200510470275646	49.62453893740885	97.8250494076845
42.57425742574257	48.1594327840741	49.61580677903344	97.77523956310753
43.56435643564356	48.1184352924761	49.60708430554174	97.72551959801784
44.554455445544555	48.07751786061142	49.5983715192251	97.67588937983652
45.54455445544554	48.03668035372727	49.589668422347174	97.62634877607445
