time	R	O	I1	S	A	I2
0.0	1.0	0.0	0.0	0.0	0.0	0.0
0.9900990099009901	0.0007019153007828882	8.278061156891067e-05	0.009784941235377856	2.627595776155427e-07	0.38447912178139354	0.6049509782784741
1.9801980198019802	0.000354067744425838	6.599174053313263e-05	0.004357977425516607	2.066425132633377e-07	0.3281760361013016	0.667045720312885
2.9702970297029703	0.00020688276161692055	6.242898442691632e-05	0.0019506480200328006	1.9503946485213674e-07	0.32388554538526565	0.6738942997763677
3.9603960396039604	0.0001421489823177965	6.114632525962768e-05	0.0008832272164142143	1.9091015419531204e-07	0.3235666969684121	0.6753465895646171
4.9504950495049505	0.00011348825156725116	6.0600381526731116e-05	0.0004099614261906222	1.891571061053733e-07	0.32354661084561914	0.6758691499051653
5.9405940594059405	0.00010078410979989773	6.036007040521466e-05	0.0002001306454788372	1.8838581835198378e-07	0.3235469946866218	0.6760915420690511
6.930693069306931	9.515175422030081e-05	6.025365793980441e-05	0.00010709866937549095	1.880443113381469e-07	0.3235478763620874	0.6761894314792409
7.920792079207921	9.265456914987896e-05	6.020648833840031e-05	6.585131711458659e-05	1.8789293318728155e-07	0.32354832176964254	0.676232777929997
8.910891089108912	9.154741163942271e-05	6.018557587828056e-05	4.756377646176454e-05	1.878258204345357e-07	0.32354852343306834	0.6762519919443074
9.900990099009901	9.105652747874669e-05	6.017630390815365e-05	3.945556610475391e-05	1.8779606462516915e-07	0.32354861316448014	0.6762605106091393
10.89108910891089	9.083888299396932e-05	6.017219297712818e-05	3.586060934107266e-05	1.8778287173637613e-07	0.3235486529740272	0.6762642875249647
11.881188118811881	9.074239226046182e-05	6.0170370433020434e-05	3.4266817438904076e-05	1.8777702278846846e-07	0.32354867062517834	0.6762659619848421
12.871287128712872	9.06996079510725e-05	6.016956231098372e-05	3.356012485347383e-05	1.8777442934578356e-07	0.32354867845192226	0.6762667044457086
13.861386138613861	9.068063657303569e-05	6.016920397427563e-05	3.324676389503759e-05	1.8777327936388512e-07	0.3235486819224593	0.6762670336669947
14.85148514851485	9.067222837484826e-05	6.016904515786965e-05	3.310788094003578e-05	1.877727696868467e-07	0.3235486834606118	0.6762671795793214
15.841584158415841	9.06685025603717e-05	6.0168974783641566e-05	3.3046339559470794e-05	1.8777254384035497e-07	0.3235486841421978	0.6762672442355304
16.831683168316832	9.06668448102116e-05	6.016894347159189e-05	3.301895756443807e-05	1.8777244335304933e-07	0.32354868444546014	0.6762672730034257
17.821782178217823	9.066611927246798e-05	6.016892976743139e-05	3.300697344803948e-05	1.8777239937336158e-07	0.32354868457818586	0.6762672855941023
18.81188118811881	9.066579665992047e-05	6.016892367383529e-05	3.300164467450834e-05	1.8777237981766154e-07	0.32354868463720404	0.6762672911925833
19.801980198019802	9.066564464094354e-05	6.016892080245829e-05	3.299913369126318e-05	1.8777237060277645e-07	0.32354868466501396	0.6762672938306561
20.792079207920793	9.066557674600988e-05	6.016891952003972e-05	3.2998012232325204e-05	1.8777236648721107e-07	0.3235486846774342	0.6762672950088765
