time	R	O	I1	S	A	I2
21.78217821782178	9.066554760735494e-05	6.016891896966067e-05	3.299753093271508e-05	1.8777236472092278e-07	0.3235486846827649	0.6762672955145362
22.77227722772277	9.06655340420643e-05	6.016891871343572e-05	3.299730686715103e-05	1.8777236389864017e-07	0.32354868468524695	0.6762672957499422
23.762376237623762	9.066552688291777e-05	6.016891857821176e-05	3.299718861548655e-05	1.877723634646765e-07	0.32354868468655673	0.6762672958741789
24.752475247524753	9.066552066456707e-05	6.016891846075785e-05	3.2997085903475654e-05	1.8777236308774088e-07	0.32354868468769493	0.6762672959820889
25.742574257425744	9.066551307731447e-05	6.0168918317447825e-05	3.299696058053643e-05	1.8777236262782724e-07	0.3235486846890843	0.6762672961137534
26.73267326732673	9.066551259889653e-05	6.016891830841137e-05	3.299695267824046e-05	1.877723625988272e-07	0.3235486846891707	0.6762672961220567
27.722772277227723	9.066551323155277e-05	6.016891832036106e-05	3.299696312818398e-05	1.8777236263717644e-07	0.3235486846890542	0.6762672961110787
28.712871287128714	9.06655172457798e-05	6.0168918396182675e-05	3.299702943344287e-05	1.8777236288050484e-07	0.3235486846883189	0.6762672960414184
29.7029702970297	9.06655202770648e-05	6.016891845343842e-05	3.299707950288841e-05	1.8777236306425117e-07	0.3235486846877642	0.676267295988815
30.693069306930692	9.066552252760877e-05	6.0168918495947354e-05	3.2997116676393207e-05	1.877723632006717e-07	0.32354868468735265	0.6762672959497599
31.683168316831683	9.066552359963602e-05	6.0168918516196164e-05	3.299713438367109e-05	1.8777236326565467e-07	0.32354868468715686	0.676267295931156
32.67326732673267	9.066552602390025e-05	6.0168918561986427e-05	3.2997174426609525e-05	1.8777236341260565e-07	0.32354868468671377	0.6762672958890859
33.663366336633665	9.06655275030498e-05	6.016891858992506e-05	3.299719885855607e-05	1.877723635022669e-07	0.32354868468644343	0.6762672958634172
34.65346534653465	9.066552693959962e-05	6.016891857928242e-05	3.2997189551732284e-05	1.8777236346811235e-07	0.32354868468654635	0.6762672958731952
35.64356435643565	9.06655262307788e-05	6.016891856589397e-05	3.299717784373934e-05	1.8777236342514594e-07	0.32354868468667586	0.676267295885496
36.633663366336634	9.066552649665373e-05	6.01689185709159e-05	3.299718223534512e-05	1.8777236344126239e-07	0.3235486846866273	0.676267295880882
37.62376237623762	9.066552606892257e-05	6.016891856283679e-05	3.299717517026841e-05	1.877723634153347e-07	0.32354868468670545	0.6762672958883047
38.613861386138616	9.066552471592928e-05	6.016891853728103e-05	3.299715282211574e-05	1.8777236333332066e-07	0.32354868468695275	0.6762672959117841
39.603960396039604	9.066552378407374e-05	6.016891851967986e-05	3.2997137430132916e-05	1.8777236327683463e-07	0.3235486846871231	0.6762672959279554
40.59405940594059	9.066552311963017e-05	6.016891850712966e-05	3.299712645514377e-05	1.877723632365582e-07	0.32354868468724457	0.676267295939486
41.584158415841586	9.066552253992035e-05	6.016891849617993e-05	3.299711687975e-05	1.8777236320141812e-07	0.3235486846873506	0.676267295949546
42.57425742574257	9.066552211338569e-05	6.016891848812342e-05	3.299710983443637e-05	1.87772363175563e-07	0.3235486846874286	0.676267295956948
43.56435643564356	9.066552169933834e-05	6.016891848030278e-05	3.2997102995382726e-05	1.8777236315046483e-07	0.3235486846875043	0.6762672959641332
44.554455445544555	9.066552143542468e-05	6.01689184753179e-05	3.299709863617171e-05	1.8777236313446726e-07	0.3235486846875526	0.676267295968713
45.54455445544554	9.066552136294036e-05	6.01689184739488e-05	3.299709743890694e-05	1.8777236313007352e-07	0.32354868468756587	0.6762672959699709
46.53465346534654	9.066552141063137e-05	6.01689184748496e-05	3.299709822664594e-05	1.8777236313296442e-07	0.3235486846875572	0.6762672959691433
47.524752475247524	9.066552124533395e-05	6.0168918471727416e-05	3.2997095496335004e-05	1.8777236312294462e-07	0.32354868468758746	0.6762672959720117
48.51485148514851	9.066552111826787e-05	6.016891846932736e-05	3.2997093397512945e-05	1.8777236311524232e-07	0.32354868468761067	0.6762672959742169
49.504950495049506	9.06655210458985e-05	6.016891846796042e-05	3.2997092202147124e-05	1.877723631108555e-07	0.32354868468762393	0.6762672959754727
50.495049504950494	9.066552104469116e-05	6.016891846793762e-05	3.299709218220491e-05	1.8777236311078232e-07	0.32354868468762416	0.6762672959754936
51.48514851485149	9.06655211311112e-05	6.016891846956995e-05	3.299709360965369e-05	1.8777236311602082e-07	0.32354868468760833	0.6762672959739939
52.475247524752476	9.066552132162399e-05	6.016891847316841e-05	3.2997096756460804e-05	1.8777236312756905e-07	0.3235486846875735	0.6762672959706879
53.46534653465346	9.066552140885504e-05	6.016891847481606e-05	3.299709819730544e-05	1.877723631328567e-07	0.32354868468755754	0.6762672959691741
54.45544554455446	9.066552144424064e-05	6.016891847548443e-05	3.2997098781789236e-05	1.8777236313500166e-07	0.3235486846875511	0.6762672959685601
55.445544554455445	9.066552148543872e-05	6.016891847626259e-05	3.299709946228113e-05	1.8777236313749895e-07	0.32354868468754355	0.6762672959678451
56.43564356435643	9.066552153103072e-05	6.016891847712375e-05	3.2997100215350005e-05	1.877723631402626e-07	0.3235486846875352	0.6762672959670539
57.42574257425743	9.066552157959812e-05	6.0168918478041104e-05	3.299710101756473e-05	1.877723631432066e-07	0.32354868468752634	0.676267295966211
58.415841584158414	9.066552162972231e-05	6.016891847898787e-05	3.29971018454942e-05	1.87772363146245e-07	0.3235486846875172	0.6762672959653413
59.4059405940594	9.066552167180105e-05	6.0168918479782665e-05	3.299710254053229e-05	1.8777236314879567e-07	0.3235486846875095	0.676267295964611
60.396039603960396	9.066552168769317e-05	6.016891848008284e-05	3.2997102803031356e-05	1.87772363149759e-07	0.3235486846875066	0.6762672959643352
61.386138613861384	9.066552170219644e-05	6.0168918480356784e-05	3.299710304259037e-05	1.877723631506381e-07	0.3235486846875039	0.6762672959640835
62.37623762376238	9.06655217153109e-05	6.016891848060449e-05	3.2997103259209346e-05	1.8777236315143307e-07	0.32354868468750153	0.6762672959638559
63.366336633663366	9.066552172703652e-05	6.0168918480825966e-05	3.299710345288826e-05	1.877723631521438e-07	0.32354868468749937	0.6762672959636524
64.35643564356435	9.066552173737333e-05	6.016891848102121e-05	3.299710362362713e-05	1.877723631527704e-07	0.3235486846874975	0.676267295963473
65.34653465346534	9.06655217463213e-05	6.0168918481190224e-05	3.299710377142596e-05	1.877723631533128e-07	0.32354868468749587	0.6762672959633178
66.33663366336634	9.066552175388044e-05	6.0168918481333e-05	3.2997103896284726e-05	1.8777236315377099e-07	0.3235486846874945	0.6762672959631866
67.32673267326733	9.066552176005076e-05	6.0168918481449545e-05	3.299710399820345e-05	1.87772363154145e-07	0.3235486846874933	0.6762672959630796
68.31683168316832	9.066552176483225e-05	6.016891848153986e-05	3.2997104077182124e-05	1.8777236315443485e-07	0.3235486846874925	0.6762672959629965
69.3069306930693	9.066552176822493e-05	6.016891848160394e-05	3.299710413322075e-05	1.877723631546405e-07	0.3235486846874918	0.6762672959629377
70.29702970297029	9.066552177022876e-05	6.0168918481641794e-05	3.299710416631933e-05	1.8777236315476196e-07	0.3235486846874915	0.6762672959629029
71.2871287128713	9.066552177084379e-05	6.016891848165341e-05	3.299710417647786e-05	1.8777236315479926e-07	0.3235486846874914	0.6762672959628923
72.27722772277228	9.066552177006997e-05	6.016891848163879e-05	3.299710416369634e-05	1.8777236315475235e-07	0.3235486846874915	0.6762672959629057
73.26732673267327	9.066552176790734e-05	6.016891848159794e-05	3.2997104127974766e-05	1.8777236315462125e-07	0.32354868468749187	0.6762672959629432
74.25742574257426	9.066552176435587e-05	6.016891848153086e-05	3.299710406931315e-05	1.8777236315440597e-07	0.32354868468749254	0.6762672959630048
75.24752475247524	9.066552175941558e-05	6.0168918481437544e-05	3.2997103987711484e-05	1.8777236315410652e-07	0.3235486846874934	0.6762672959630905
76.23762376237623	9.066552175308645e-05	6.0168918481318e-05	3.299710388316977e-05	1.877723631537229e-07	0.3235486846874946	0.6762672959632005
77.22772277227723	9.066552174536851e-05	6.016891848117222e-05	3.2997103755688004e-05	1.8777236315325504e-07	0.323548684687496	0.6762672959633343
78.21782178217822	9.066552174413893e-05	6.0168918481149e-05	3.2997103735378214e-05	1.877723631531805e-07	0.3235486846874962	0.6762672959633557
79.20792079207921	9.066552175162391e-05	6.016891848129037e-05	3.299710385901198e-05	1.8777236315363422e-07	0.3235486846874948	0.6762672959632258
80.1980198019802	9.06655217586678e-05	6.016891848142342e-05	3.2997103975360103e-05	1.877723631540612e-07	0.32354868468749354	0.6762672959631035
81.18811881188118	9.066552176527062e-05	6.016891848154813e-05	3.299710408442258e-05	1.8777236315446142e-07	0.3235486846874923	0.676267295962989
82.17821782178218	9.066552177143235e-05	6.016891848166452e-05	3.2997104186199404e-05	1.8777236315483494e-07	0.3235486846874912	0.676267295962882
83.16831683168317	9.066552177715299e-05	6.0168918481772576e-05	3.299710428069058e-05	1.877723631551817e-07	0.32354868468749015	0.6762672959627828
84.15841584158416	9.066552178243256e-05	6.0168918481872295e-05	3.299710436789611e-05	1.877723631555017e-07	0.3235486846874892	0.6762672959626912
85.14851485148515	9.066552178727102e-05	6.016891848196369e-05	3.2997104447815986e-05	1.87772363155795e-07	0.3235486846874883	0.6762672959626072
86.13861386138613	9.066552179166843e-05	6.0168918482046743e-05	3.299710452045022e-05	1.8777236315606157e-07	0.3235486846874875	0.6762672959625309
87.12871287128712	9.066552179562472e-05	6.016891848212147e-05	3.29971045857988e-05	1.877723631563014e-07	0.32354868468748677	0.6762672959624623
88.11881188118812	9.066552179913995e-05	6.0168918482187866e-05	3.2997104643861734e-05	1.8777236315651445e-07	0.32354868468748615	0.6762672959624012
89.10891089108911	9.066552180221408e-05	6.016891848224593e-05	3.299710469463902e-05	1.877723631567008e-07	0.3235486846874856	0.6762672959623479
90.0990099009901	9.066552180484713e-05	6.016891848229567e-05	3.2997104738130654e-05	1.877723631568604e-07	0.3235486846874851	0.6762672959623022
91.08910891089108	9.06655218070391e-05	6.016891848233707e-05	3.299710477433664e-05	1.8777236315699328e-07	0.3235486846874847	0.6762672959622642
92.07920792079207	9.066552180878998e-05	6.016891848237014e-05	3.2997104803256984e-05	1.877723631570994e-07	0.3235486846874844	0.6762672959622338
93.06930693069307	9.066552181009978e-05	6.016891848239488e-05	3.2997104824891676e-05	1.877723631571788e-07	0.32354868468748416	0.676267295962211
94.05940594059406	9.06655218109685e-05	6.016891848241129e-05	3.299710483924071e-05	1.8777236315723146e-07	0.323548684687484	0.6762672959621959
95.04950495049505	9.066552181139612e-05	6.016891848241937e-05	3.2997104846304106e-05	1.8777236315725737e-07	0.3235486846874839	0.6762672959621886
96.03960396039604	9.066552181138266e-05	6.016891848241911e-05	3.299710484608185e-05	1.8777236315725658e-07	0.3235486846874839	0.6762672959621888
97.02970297029702	9.066552181092813e-05	6.016891848241053e-05	3.299710483857395e-05	1.8777236315722902e-07	0.323548684687484	0.6762672959621967
98.01980198019803	9.066552181003251e-05	6.0168918482393614e-05	3.2997104823780396e-05	1.8777236315717473e-07	0.32354868468748416	0.6762672959622122
99.00990099009901	9.06655218086958e-05	6.0168918482368365e-05	3.2997104801701195e-05	1.877723631570937e-07	0.3235486846874844	0.6762672959622354
100.0	9.0665521806918e-05	6.016891848233478e-05	3.2997104772336344e-05	1.8777236315698595e-07	0.3235486846874847	0.6762672959622663
