time	A1	A1_2	A2	A2_2	A3	A3_2	DUSPmRNA	ERK_c	pERK_c	ppERK_c	F	c_FOS_c	pc_FOS_c	c_FOSmRNA	FmRNA	Kin	Kin_2	pMEK	MEK	DUSP_c	pDUSP_c	RSK_c	pRSK_c	RsD	RsT	CREB_n	pCREB_n	ERK_n	pERK_n	ppERK_n	Elk1_n	pElk1_n	FOSn	FOSn_2	Fn	DUSP_n	pDUSP_n	pDUSP_n_ERK_n	pDUSP_n_pERK_n	pDUSP_n_ppERK_n	DUSP_n_ERK_n	DUSP_n_pERK_n	DUSP_n_ppERK_n	PreDUSPmRNA	PreFOSmRNA	PreFmRNA	pRSK_n	EGF	HRG
0.0	171411.256	0.0	23863.7988	0.0	12307.0628	0.0	0.0	536192.826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77705.7956	0.0	0.0	599081.928	0.0	0.0	331820.0	0.0	232559.29	0.0	220000.0	0.0	357478.0	0.0	0.0	332200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
0.9900990099009901	171411.256	0.0	23801.809916424332	61.988883575656104	12304.811752892885	2.251047107121737	8.653687073632463e-61	536192.6715771653	0.4374149155886165	1.0059872406649564e-07	4.3825605102886025e-138	7.182733522067689e-73	7.537781173297497e-88	2.5676525134553544e-67	5.237061665828223e-134	77685.46058599821	20.33501400178911	7.97215752540431	599073.9558424742	4.329744550332482e-65	1.843403187725673e-82	331820.0	3.738414454023809e-11	232264.82898696463	294.46101303539274	220000.0	1.9139919546733372e-13	357477.71586215147	0.0011456670158466612	1.4473978278260462e-10	332200.0	5.631075868802115e-13	1.4444062176853912e-74	1.335745769345936e-89	2.9412133263992834e-141	2.3565198367485743e-68	9.315086515677015e-86	6.643656637662919e-86	1.2206621236765326e-93	9.51721595824186e-103	1.8087640229625054e-68	4.3172381190006896e-76	3.5391495835187497e-85	1.6860667760076033e-55	2.0809802756611059e-63	5.65793294772839e-129	1.2762032521828274e-13	0.0	10.0
1.9801980198019802	171411.256	0.0	23740.04924145145	123.74955854854471	12302.561549268734	4.501250731271884	4.093128384211764e-52	536189.9050486538	3.478647240843862	6.372054950372437e-06	1.2907890954991426e-125	1.1054097193325981e-62	1.5696253942769522e-75	2.4787816545685885e-57	1.0298639348130155e-121	77665.13044454195	40.66515545802734	31.80857819994959	599050.1194217996	3.448001538996878e-56	1.4060698860626971e-71	331819.9999999972	2.918505113071968e-09	231970.74242374173	588.5475762583709	219999.99999999997	5.881787970878162e-11	357477.4260635576	0.01623415879277606	1.7027638200074234e-08	332199.99999999994	1.218853591112269e-10	3.524003369842562e-64	4.0502896483906236e-77	1.2711700187439005e-128	2.6499037826704905e-59	9.697246857566485e-75	9.446268498686308e-75	4.0341334406615314e-81	2.9476753018398464e-89	2.8561684810859685e-59	1.2473805116590556e-65	9.21214730205514e-74	4.659716576952702e-47	1.2258888138630246e-53	7.310445076172386e-117	2.007464242903906e-11	0.0	10.0
2.9702970297029703	171411.256	0.0	23678.51594787028	185.28285212971545	12300.312188806894	6.750611193107984	5.149208554090576e-47	536181.979480644	11.670820186636858	7.183450026763708e-05	2.0387179928413247e-118	1.0840489484259064e-56	2.1789148807398964e-68	1.6791320827367606e-51	1.1141989054347174e-114	77644.80519296383	60.990407036152156	71.38574168203422	599010.5422583175	6.396105877135034e-51	3.1037833642820118e-65	331819.99999996426	3.5585885667241587e-08	231677.13115488688	882.1588451133813	219999.99999999846	1.5559901316855617e-09	357477.10217492277	0.07345214336372212	2.685747139068248e-07	332199.9999999974	2.6669525375920635e-09	5.02874887856734e-58	7.868865604616913e-70	2.8858477308754226e-121	6.400328634920004e-54	2.7622521951972276e-68	3.37703891283747e-68	6.6279483547829034e-74	1.7657166885743004e-81	8.587747699181092e-54	1.6370713599005019e-59	4.4315251718967366e-67	3.954500889775868e-42	5.623702201229866e-48	5.374443799941478e-110	3.656015514788182e-10	0.0	10.0
3.9603960396039604	171411.256	0.0	23617.20921137481	246.5895886251935	12298.06367118684	8.999128813162189	2.0365426648465955e-43	536166.4094540174	27.499385348252222	0.0003994385115265707	2.4563089423172232e-113	1.7772529185836195e-52	2.1995588071368692e-63	2.081484920563342e-47	1.1572637095898998e-109	77624.48484857495	81.31075142501943	126.57592428215555	598955.3520757175	3.383078578594978e-47	9.171343531760806e-61	331819.99999979127	2.0617322514097376e-07	231384.08758266395	1175.2024173364819	219999.99999998466	1.5347433763752368e-08	357476.7075975131	0.20916181828020383	1.864482052295058e-06	332199.9999999771	2.2931019831366217e-08	1.1005222864581606e-53	1.0388581913420874e-64	4.2568605974100926e-116	4.1593475239275805e-50	1.0037158525235158e-63	1.4331374410267186e-63	7.569183866555923e-69	5.142662719510078e-76	6.427195212278036e-50	3.283333978366341e-55	2.2614549531850584e-62	1.166816731044472e-38	5.180602517011039e-44	5.250126455638947e-105	2.8004323299883775e-09	0.0	10.0
4.9504950495049505	171411.256	0.0	23556.128210554492	307.67058944550865	12295.815996088162	11.246803911841296	1.195544903100177e-40	536140.7708821803	53.38813947075793	0.001507895410796543	6.843632715453626e-109	3.0321923701143408e-49	1.5044175193096872e-59	2.847547896226066e-44	2.213562985811254e-105	77604.16942866505	101.62617133491959	197.24764430286885	598884.6803556966	2.501809304800825e-44	2.5663952041813055e-57	331819.9999991885	7.982315562757126e-07	231091.69645824502	1467.593541755395	219999.99999991132	8.868432191012993e-08	357476.20205373183	0.46340845434761524	8.267005266721484e-06	332199.99999988155	1.1853564928959708e-07	2.3696258006292593e-50	8.671449382748238e-61	1.5865549488864984e-111	3.6478025227485314e-47	3.302576513264658e-60	5.235872566351437e-60	5.808595505567734e-65	8.105432126303725e-72	6.216136650067933e-47	6.700267125158173e-52	9.486040082939169e-59	5.436145661679619e-36	5.601320885712994e-41	6.262387842934872e-101	1.3413375459050093e-08	0.0	10.0
5.9405940594059405	171411.256	0.0	23495.2721268848	368.52667311520173	12293.569163190576	13.493636809426807	2.0965718565280433e-38	536102.7009095037	91.69910278004855	0.004455496566230132	8.229920880880979e-106	1.2281076125743765e-46	1.8901610087089914e-56	9.69284130171302e-42	2.1680969637014525e-102	77583.85895050237	121.93664949759369	283.2660659726746	598798.6619340264	5.282909167954299e-42	1.6090611309147632e-54	331819.999997553	2.3993274044282962e-06	230800.03558834002	1759.2544116604709	219999.99999963358	3.6636682294459185e-07	357475.54389497504	0.8776096125729715	2.7631429234427265e-05	332199.999999555	4.450582147455191e-07	1.1535270222326144e-47	1.2765437872785479e-57	2.336793887835555e-108	8.870383533468283e-45	2.3747563236590792e-57	4.0613148203686203e-57	8.302262625259719e-62	2.0879083185723184e-68	1.6196396153100025e-44	3.2055470942808103e-49	8.175938773946503e-56	7.905977429849312e-34	1.577429125648233e-38	4.9742855578611786e-98	4.783792167289987e-08	0.0	10.0
6.930693069306931	171411.256	0.0	23434.6401447177	429.1586552823036	12291.323172173928	15.739627826074976	1.6099520456277415e-36	536049.8978581561	144.7322959968452	0.011117068338369295	5.945884991519052e-104	1.8814790469882268e-44	7.469221942906796e-54	1.2813369988598302e-39	1.0947681811624433e-100	77563.55343133371	142.24216866624934	384.4933663173049	598697.4346336816	4.754803513519177e-40	3.615823799869211e-52	331819.99999379966	6.061160786566246e-06	230509.17646710586	2050.113532894629	219999.99999879766	1.2023263800645357e-06	357474.6912818234	1.4933709102418666	7.604442611057393e-05	332199.99999865773	1.3422534099792168e-06	2.0693076080619608e-45	5.7904471157048065e-55	2.736920451310964e-106	9.037303612939463e-43	6.0398179015088044e-55	1.0964820273895987e-54	3.715116901248405e-59	1.5364037625146307e-65	1.739573962287505e-42	5.706716165195165e-47	2.3925682957162546e-53	5.173499516714623e-32	1.7716783188981285e-36	2.500457391829143e-96	1.3933337961727824e-07	0.0	10.0
7.920792079207921	171411.256	0.0	23374.231451272215	489.56734872778765	12289.078022718186	17.98477728181686	6.769699785241407e-35	535980.1212049602	214.72543918638218	0.024509320760987555	2.5048099950189622e-101	1.4221647959272488e-42	1.2712642684143043e-51	8.50750707844612e-38	5.533373020363385e-98	77543.25288838439	162.54271161557662	500.78906881145184	598581.1389311872	2.3000036963543996e-38	3.851681109244193e-50	331819.99998616165	1.348841455170044e-05	230219.18484200301	2340.105157997436	219999.99999666322	3.3368213807647424e-06	357473.6027803438	2.3518845556536463	0.00018163263069876075	332199.99999654765	3.4523588789272646e-06	1.8002033676970788e-43	1.1075510424315445e-52	7.987209164363526e-104	4.88996408552999e-41	7.177878073316148e-53	1.3659849767429432e-52	7.068876654078065e-57	4.4910388194497694e-63	9.817408635694857e-41	4.9463276955818057e-45	3.185488791107834e-51	1.889795201249848e-30	1.0180861786019632e-34	9.91677162006542e-94	3.5010721659180357e-07	0.0	10.0
8.910891089108912	171411.256	0.0	23314.045236625007	549.7535633749966	12286.833714503442	20.229085496558366	1.789529132684636e-33	535891.1915770207	303.85358835380725	0.0491599656618723	2.5415654143571994e-99	6.190526876867772e-41	1.1337100503930216e-49	3.3179646298038e-36	4.386269914944841e-96	77522.95733885819	182.8382611417639	632.0103472138782	598449.9176527846	6.866023826839626e-37	2.3103678295359172e-48	331819.99997196044	2.725361407141303e-05	229930.12122121154	2629.1687787889355	219999.99999184752	8.15248552714373e-06	357472.2376548626	3.493630304961769	0.00038949168320017455	332199.99999212986	7.870154341835905e-06	8.838887525393959e-42	1.0899628489666446e-50	1.065181629307681e-101	1.6122479399970113e-39	4.743679208286334e-51	9.369372561323457e-51	7.07418158098148e-55	6.571061089880056e-61	3.3465897174936726e-39	2.4612280976261635e-43	2.3139558693825128e-49	4.420129930552407e-29	3.5057862350657806e-33	6.603039694785238e-92	7.861459272962895e-07	0.0	10.0
9.900990099009901	171411.256	0.0	23254.080693700966	609.7181062990423	12284.590247209919	22.472552790080304	3.2958094400637554e-32	535780.9907585639	414.2287218642867	0.09151611371093278	1.2923978586623383e-97	1.7631576727361748e-39	6.112836070368719e-48	8.572444066122916e-35	1.977685170382764e-94	77502.66679993746	203.12880006251345	778.0123025956983	598303.9156974027	1.410066574694327e-35	8.842604581495301e-47	331819.99994734913	5.103535353277647e-05	229642.0413292834	2917.2486707170488	219999.9999819799	1.802012164386999e-05	357470.556001878	4.958234202796038	0.0007673766505109502	332199.9999836767	1.6323398859579302e-05	2.803002551233157e-40	6.413256056038607e-49	6.085025729690692e-100	3.62371576377839e-38	1.9841498739058044e-49	4.041681651831846e-49	4.264898730050772e-53	5.55519731031172e-59	7.730324672400509e-38	7.951343530534881e-42	1.0471866708807348e-47	7.293348966516978e-28	8.097063354204025e-32	2.646466357990229e-90	1.6157257053019484e-06	0.0	10.0
