time	N	S	I_1	I_2	R_1	R_2	I_1p	I_2p	R_p
0.0	1.0	0.0588912	0.003775	1e-06	0.93733	0.0	0.0	0.0	0.0
0.9900990099009901	1.0	0.03527517613363383	0.0033682570644686634	1.4927536252454354e-05	0.010174269203271663	0.044237547968394325	0.0036436451287337325	2.4138335207221847e-06	0.9032810141563227
1.9801980198019802	1.0	0.05103509526315979	0.0017867795762904455	0.00021505321558007158	0.058409307200295184	0.013447768403483105	0.00040027090317176057	0.00019847378995860172	0.8745045565724004
2.9702970297029703	1.0	0.02839665505856041	0.002052366156402871	0.0006293672366371771	0.024341836151750895	0.04512547009826027	0.002835482091129526	0.000431197263853206	0.8961849837106503
3.9603960396039604	1.0	0.03285259514984623	0.001531696238836858	0.003655257418397093	0.04285543962357925	0.028820130733023197	0.0009571544589025972	0.00386155808644704	0.8854635778650208
4.9504950495049505	1.0	0.031043856399588142	0.0029882555498269873	0.0009532730195917114	0.03632467843159062	0.03370843071403568	0.0027307617348806073	0.0008426778080575561	0.8914055267075036
5.9405940594059405	1.0	0.02937670281509723	0.0012590254406598172	0.0026228687349493245	0.03055636326888637	0.040514031753284094	0.0013464965052511443	0.0022692420209234096	0.8920527796211756
6.930693069306931	1.0	0.03072956127188324	0.002152905649231387	0.0016472314361116662	0.04096630226565545	0.030236857441473766	0.0017175873468103444	0.001746682204400339	0.8908004313634689
7.920792079207921	1.0	0.030832236090133545	0.0020274040953103057	0.0017809837116693026	0.03186903571409369	0.039027788678387666	0.0020759633473680914	0.001461140186454143	0.8909230550172259
8.910891089108912	1.0	0.03058179492665413	0.0016509314602702729	0.002265771889855229	0.036502625852126845	0.03425452357138192	0.001450565128583787	0.002198149294195829	0.8910932916407499
9.900990099009901	1.0	0.03053045008437028	0.002250921164318082	0.0016571259112910307	0.03618521761471459	0.03457131861340296	0.0020691823147653133	0.0015456237358929675	0.8911878603282051
10.89108910891089	1.0	0.03055346249619236	0.0017609776228087457	0.002108520990394167	0.03373922153591787	0.03705676641578786	0.0016958167826778396	0.0018789806312763154	0.8912039983930546
11.881188118811881	1.0	0.03059530929477534	0.001965103238140365	0.00190187518068008	0.036922769098776044	0.03387364473246936	0.0017420645465671852	0.001836108926014307	0.8911609140675282
