time	UbE	UbE2	Wee1	Cdc25	G2K	R	G1K	IE	PG2	G1R	G2R	PG2R	SPF	MPF	Rum1Total	Cdc13Total	Cig2Total	IEB	UbEB	UbE2B	Wee1B	Cdc25B
12.0	1.194626162584666e-06	0.00024199578415543552	0.9994537310677137	0.0005462052003265611	0.001531865297644486	0.3302196263295434	0.0020550761964510766	6.0717933863416625e-05	4.059475301853731e-05	0.018412731013055433	0.12601866459109845	0.0028215367424976757	0.002047664084408182	0.0015338950352954128	0.477472558676195	0.13041266138425917	0.02046780720950651	0.9999392820661366	0.9999988053738375	0.9997580042158446	0.0005462689322862646	0.9994537947996734
13.0	1.2735125838931625e-06	0.00025792322706374895	0.999417441897517	0.000582658049723074	0.0016310978818505435	0.32205351868875154	0.0022352747476082654	6.47044558871893e-05	4.601784091653147e-05	0.019898108919340612	0.13290916779125145	0.003194992796859137	0.0021922174607984365	0.00163339877389637	0.47805578819620276	0.13778127631087767	0.022133383666948878	0.9999352955441128	0.9999987264874161	0.9997420767729363	0.0005825581024829773	0.9994173419502769
14.0	1.353153559603143e-06	0.000274000307164955	0.9993805569167473	0.0006194540678355155	0.0017311861799360815	0.3139685287447956	0.002422722916970933	6.87291454003849e-05	5.183214295878706e-05	0.021368723265634437	0.13937935793858192	0.0035808823298484407	0.002339458516326754	0.0017337777870840207	0.47829749227886037	0.14474325859132522	0.02379144618260537	0.9999312708545997	0.9999986468464404	0.999725999692835	0.0006194430832526798	0.9993805459321645
15.0	1.433574598302112e-06	0.0002902320808656	0.999343389760508	0.0006566053331326525	0.0018321587034823665	0.30599424394525787	0.0026175490668669844	7.279327828142186e-05	5.805461060035046e-05	0.02282410923494042	0.14545240274517318	0.003978774712199113	0.00248944870072913	0.001835061434012384	0.4782495306375706	0.151321390771455	0.025441658301807404	0.9999272067217185	0.9999985664254017	0.9997097679191344	0.0006566102394920392	0.9993433946668674
16.0	1.5148001586556592e-06	0.00030662339389619236	0.9993058832633795	0.0006941231534504967	0.0019340428164386363	0.29815251084970135	0.0028198755175878843	7.689808461568786e-05	6.470275468618296e-05	0.024263799696006658	0.15115016808596632	0.004388271418517663	0.0026422468335699162	0.0019372779541729454	0.477954750050192	0.1575371850756088	0.027083675213594543	0.9999231019153844	0.9999984851998414	0.9996933766061038	0.0006941167366204537	0.9993058768465495
17.0	1.5968554638914872e-06	0.000323179265970515	0.9992679796835592	0.0007320190235279227	0.0020368674847305677	0.2904589033164252	0.0030298214333270047	8.104484753845242e-05	7.179485103772129e-05	0.025687322351798218	0.15649328803162882	0.004809004269781354	0.0027979125856142048	0.0020404572272824536	0.4774485179696336	0.16341095463717845	0.028717143785125222	0.9999189551524615	0.9999984031445361	0.9996768207340295	0.0007320203164408179	0.9992679809764721
18.0	1.6797691870051044e-06	0.0003399054141773587	0.9992296879973956	0.0007703057653258007	0.0021406661952268085	0.28292396633954114	0.003247506098021137	8.523503326764586e-05	7.934968820343584e-05	0.027094196354883204	0.16150123261803864	0.005240635094911976	0.0029565102041422646	0.0021446336796369803	0.47676003040737497	0.1689618835963809	0.03034170245290434	0.9999147649667324	0.999998320230813	0.9996600945858226	0.0007703120026043564	0.9992296942346742
19.0	1.763573512612542e-06	0.00035680824884610124	0.9991909986562949	0.0008089977987073455	0.002245476302168896	0.27555408054111985	0.003473049896523258	8.947027922333042e-05	8.738776122092165e-05	0.028483931145765973	0.16619236436112594	0.005682854258832594	0.0031181081643607564	0.002249845690229942	0.47591323030684435	0.17420808268334834	0.03195698104228923	0.9999105297207767	0.9999982364264874	0.9996431917511539	0.0008090013437050958	0.9991910022012926
20.0	1.8483085364504521e-06	0.0003738958598786163	0.9991518874199802	0.0008481128062161164	0.002351347930892381	0.2683523136682963	0.0037065834911214467	9.375267516468762e-05	9.593044931553001e-05	0.02985601688946728	0.1705839889431509	0.006135382597635877	0.0032827903261385192	0.0023561444533581576	0.4749277020985504	0.1791666499209947	0.033562600380588725	0.9999062473248354	0.9999981516914636	0.9996261041401214	0.0008481125800198219	0.9991518871937839
21.0	1.9340232978536463e-06	0.00039117802993200035	0.9991123280403568	0.0008876724080908409	0.002458338840531592	0.2613191717783334	0.003948243027048924	9.808471921068536e-05	0.00010500003468202005	0.031209928676225924	0.17469242193234288	0.006597972994943237	0.0034506495990279237	0.002463588842265693	0.4738194953818455	0.18385373380249975	0.03515817170327485	0.9999019152807893	0.9999980659767022	0.999608821970068	0.0008876719596432325	0.9991123275919092
22.0	2.020770145309837e-06	0.00040866518944362144	0.9990722991496993	0.0009277004496982751	0.0025665102772448804	0.25445313226226074	0.00419817203342073	0.00010246904567676434	0.00011462146030048566	0.0325451241292754	0.17853304597458652	0.007070409084281999	0.003621784358615087	0.0025722413502599047	0.47260171145040464	0.18828458679641388	0.03674329616269613	0.9998975309543232	0.9999979792298547	0.9995913348105564	0.0009277008503006945	0.9990722995503017
23.0	2.1086117604939264e-06	0.0004263700495561741	0.9990317748671863	0.0009682248882151639	0.0026759423218009498	0.24775106406826242	0.004456533330119389	0.00010690893481427167	0.00012482278630001223	0.03386103074494884	0.1821203422885034	0.007552506605414976	0.0037963167936457976	0.0026821834611159504	0.47128494370712964	0.19247361400201937	0.03831756407506823	0.9998930910651858	0.9999978913882395	0.9995736299504439	0.0009682251328136937	0.9990317751117849
24.0	2.197633570075341e-06	0.0004443098222432688	0.9989907175576335	0.001009282592257655	0.0027867419839179594	0.24120855471866468	0.004723510931289624	0.00011140882669193108	0.0001356329087244642	0.03515704276429037	0.18546792496338457	0.008044121016837156	0.003974401362176588	0.0027935236293541825	0.46987764346317673	0.19643442087286414	0.03988055369557999	0.9998885911733081	0.9999978023664299	0.9995556901777567	0.0010092824423665325	0.9989907174077424
25.0	2.2879272148795154e-06	0.00046250261989702596	0.9989490849765477	0.0010509151322325473	0.0028990122353272983	0.23482016557119242	0.004999300861492387	0.00011597324266107126	0.00014708236555894134	0.03643252923127198	0.18858861531358828	0.008545148994333706	0.004156191568978342	0.0029063663536052454	0.4683864591103864	0.2001798589088082	0.04143183009276437	0.9998840267573389	0.9999977120727851	0.999537497380103	0.0010509150234523368	0.9989490848677675
26.0	2.3795798040279754e-06	0.0004809660088990729	0.998906836399157	0.001093163568320073	0.0030128604894513918	0.2285797166215791	0.005284119721654241	0.00012060662895840179	0.00015920837921015954	0.037686824517663885	0.1914944780147001	0.009055521475965948	0.00434185083882546	0.0030208209084118995	0.46681654062990907	0.2037220683593276	0.042970944239318125	0.9998793933710416	0.999997620420196	0.999519033991101	0.0010931636008429946	0.9989068364316799
27.0	2.4727193074838493e-06	0.0004997261399006207	0.9988639174151795	0.001136082549098123	0.003128458200038027	0.22248050341267092	0.005578220743091678	0.00012531584535590965	0.0001720521375227261	0.0389192105270849	0.19419679465585163	0.009575214794104347	0.004531615992687083	0.0031370608069141636	0.4651717233897118	0.2070725197875167	0.04449743127017658	0.9998746841546441	0.9999975272806925	0.9995002738600994	0.0011360825848204525	0.9988639174509019
28.0	2.567501034310399e-06	0.0005188136891391758	0.998820259757866	0.0011797402506660902	0.0032459817686747118	0.21651533470473844	0.005881884532322054	0.00013010859454464513	0.00018565579992349204	0.04012892383002431	0.19670615381733628	0.01010426237825579	0.0047257356917514	0.0032552645586708864	0.46345467473035484	0.21024205376419028	0.04601080836234636	0.9998698914054553	0.9999974324989657	0.9994811863108608	0.0011797402421339642	0.9988202597493339
29.0	2.6640452460400027e-06	0.0005382523120069447	0.9987758033837301	0.0012241966281548013	0.0033655585751248412	0.21067665813917774	0.006195421347275797	0.00013499060827972374	0.00020006814125122835	0.041315151969457155	0.19903254570149598	0.010642741081939012	0.004924417319006352	0.0033755619821874026	0.46166709689206986	0.21324091349981106	0.04751057331673295	0.9998650093917203	0.9999973359547539	0.999461747687993	0.0012241966162699347	0.9987758033718452
30.0	2.762523451610747e-06	0.0005580781560813623	0.998730474535455	0.0012695254608895681	0.003487452198442298	0.20495682039392912	0.0065191852708076665	0.00013997166118108806	0.00021534806672250583	0.042477017136077974	0.20118520433173764	0.011190775007235426	0.0051280159194803405	0.0034982196017784234	0.45980981686898015	0.21607877960413785	0.04899620240688564	0.9998600283388189	0.9999972374765483	0.9994419218439187	0.0012695254645449516	0.9987304745391105
31.0	2.863193218774389e-06	0.0005783407608917368	0.998684164543716	0.0013158354569841138	0.0036119165388690103	0.19934787013494817	0.006853577333091618	0.00014506395967045597	0.0002315561538022045	0.04361356904504122	0.20317277146492554	0.011748569787825921	0.0053368886798320254	0.0036234943465591205	0.4578827804327409	0.2187648139454227	0.050467146378132835	0.9998549360403295	0.9999971368067813	0.9994216592391083	0.001315835456283998	0.9986841645430159
32.0	2.9661965803078003e-06	0.0005990707193700751	0.9986367937368669	0.0013632062631660476	0.0037391779723254213	0.193841735782253	0.007199049818492352	0.0001502753808594659	0.00024876400759303065	0.04472377895397793	0.20500335498266975	0.012316379798693596	0.005551378627328161	0.003751616172705073	0.4558852495175943	0.2213076767612818	0.05192282877247028	0.9998497246191406	0.9999970338034196	0.99940092928063	0.001363206263133132	0.998636793736834
33.0	3.0718825953466815e-06	0.0006203350727320131	0.9985882243670094	0.0014117756328998002	0.0038695869159299846	0.18843021133636245	0.007556111473577097	0.00015562281840698442	0.00026705339435322955	0.045806530014454803	0.20668437695657843	0.012894547447866446	0.00577196745404192	0.003882939585647646	0.4538156657552621	0.2237155647147281	0.0533626414880319	0.999844377181593	0.9999969281174047	0.999379664927268	0.0014117756329905529	0.9985882243671002
34.0	3.1804916796679095e-06	0.0006421868073988807	0.9985383367862506	0.0014616632139971776	0.004003556319054159	0.18310507545483326	0.007925344384432716	0.0001611206835219688	0.0002865211799445045	0.04686059685563665	0.20822267755632198	0.0134834804026044	0.005999218474159563	0.004017882378051384	0.4516718302693963	0.22599623545792508	0.054785941240069365	0.9998388793164781	0.9999968195083203	0.9993578131926011	0.001461663213749409	0.9985383367860028
35.0	3.292336251441121e-06	0.0006646826530429708	0.9984869882527057	0.001513011747347861	0.004141331785545213	0.17785774019287212	0.008307410894566469	0.00016678166901945527	0.0003072636036059045	0.04788463336332705	0.20962474886874025	0.014083692207502404	0.006233547689367125	0.004156694965725508	0.44945081463244185	0.2281570364653938	0.05619204425789352	0.9998332183309806	0.9999967076637486	0.999335317346957	0.001513011747294346	0.9984869882526521
36.0	3.4078298016789513e-06	0.0006879097967355317	0.9984340031906622	0.0015659968093464074	0.004283480410448444	0.17267976925460687	0.008703060394754018	0.00017262966097101855	0.00032940974194042876	0.04887716074255811	0.2108962669275257	0.014695773639155382	0.00647571599623397	0.004299950897545466	0.44714897056384606	0.23020493071906994	0.05758022113731213	0.999827370339029	0.9999965921701983	0.9993120902032645	0.0015659968093377774	0.9984340031906536
37.0	3.527426295388175e-06	0.0007119591103030546	0.9983791745939773	0.0016208254060170466	0.004430580947167537	0.1675624192240684	0.009113150356525032	0.00017868737599815348	0.0003531099558298932	0.04983653920829714	0.21204239678199277	0.015320436750331548	0.00672652403409029	0.004448236444959032	0.44476179196468985	0.23214652443532174	0.058949689564822175	0.9998213126240019	0.9999964725737046	0.9992880408896969	0.0016208254060227079	0.998379174593983
38.0	3.6516154289891794e-06	0.0007369266559764454	0.9983222826286504	0.0016777173713489525	0.0045831798915106	0.1624966100359315	0.009538669968884224	0.00018497903478083557	0.0003785209134237973	0.05076093654669518	0.21306785349502383	0.0159585342668132	0.0069867734294028466	0.00460210593718179	0.44228393434446367	0.23398808856677145	0.060299606515579404	0.9998150209652191	0.999996348384571	0.9992630733440235	0.0016777173713495852	0.9983222826286511
39.0	3.7809892079427322e-06	0.0007629318620930254	0.9982630646093744	0.001736935390625476	0.0047420099091881095	0.15747306736929603	0.009980754542584019	0.00019153531488116522	0.00040584144655420875	0.051648303989572264	0.21397668383643867	0.016611047534049853	0.007257490617161825	0.00476230198151582	0.4397091027293568	0.23573558272623082	0.061629058532156285	0.9998084646851189	0.999996219010792	0.999237068137907	0.0017369353906255824	0.9982630646093745
40.0	3.916233674785891e-06	0.0007901125139747323	0.9982012141268566	0.001798785873143691	0.004907904581353791	0.15248211157080777	0.01044071573216438	0.00019839149125383738	0.0004353030898072138	0.052496336681605055	0.2147723569920747	0.01727912267860833	0.007539848668885246	0.0049296697358441515	0.43702992792309586	0.23739468734184405	0.06293705241376943	0.9998016085087461	0.9999960837663252	0.9992098874860252	0.0017987858731434159	0.9982012141268564
41.0	4.058157842306132e-06	0.0008186304852630681	0.998136371618602	0.0018636283813982162	0.005081842292143954	0.1475135601485983	0.010920079901091654	0.00020558895455568624	0.00046718074885584494	0.053302419684301064	0.21545769799917308	0.01796409802081034	0.00783522130485966	0.005105201329586746	0.43423777585288276	0.23897081906098322	0.06422249958539272	0.9997944110454443	0.9999959418421577	0.9991813695147369	0.0018636283813979748	0.9981363716186018
42.0	4.2077215653046275e-06	0.0008486780281700322	0.9980681106873494	0.0019318893126508076	0.005264984728215498	0.14255656853335222	0.011420636511143863	0.00021317693828798014	0.000501805625476692	0.05406355963084744	0.2160348205188404	0.018667541644116527	0.008145234137275298	0.005290075009489332	0.43132249032715664	0.2404691525166491	0.0654841961419913	0.9997868230617121	0.9999957922784347	0.99915132197183	0.0019318893126506476	0.9980681106873492
43.0	4.366062806147747e-06	0.0008804831123729915	0.9979959270192865	0.0020040729807136778	0.005458711726912798	0.13759952385197521	0.011944475382921269	0.00022121389948831253	0.0005395761498670445	0.054776336116244155	0.21650510353563013	0.019391271271092674	0.008471809380136468	0.00548569053440615	0.4282722347749422	0.24189466268350263	0.06672081149916542	0.9997787861005117	0.9999956339371938	0.999119516887627	0.0020040729807134783	0.9979959270192863
44.0	4.534559398620554e-06	0.0009143216942632102	0.9979192122972345	0.002080787702766326	0.005664692842061982	0.13262982579689053	0.012494073828148194	0.00022977069483870593	0.0005809814304815964	0.05543678623521563	0.21686906157724595	0.020137407282748196	0.008817260370623109	0.005693741913586061	0.42507308089210033	0.24325214313253773	0.06793086006336382	0.9997702293051612	0.9999954654406014	0.9990856783057368	0.002080787702765541	0.9979192122972337
45.0	4.714897049856754e-06	0.0009505312070126494	0.9978372223991399	0.002162777600861242	0.005884966019029715	0.12763350781946525	0.0130724114937158	0.00023893397433119714	0.0006266271745780308	0.056040246290163645	0.21712616897185966	0.020908462762423956	0.009184400251187566	0.005916297377758616	0.4217083858439125	0.24454622492789135	0.06911265778387944	0.9997610660256688	0.9999952851029501	0.9990494687929874	0.002162777600860144	0.9978372223991387
46.0	4.909153792924641e-06	0.0009895278337578436	0.9977490431361715	0.0022509568638296967	0.006122050970218825	0.12259494794954587	0.013683069805938766	0.0002488108512425367	0.0006772738706686231	0.056581218864044866	0.21727469804943936	0.02170740170748574	0.009576682115236948	0.0061559146637522565	0.4181582665705158	0.24578142459781255	0.07026428866998363	0.9997511891487575	0.9999950908462071	0.9990104721662422	0.0022509568638284794	0.9977490431361703
47.0	5.11992714844603e-06	0.0010318315524865066	0.9976535358403761	0.002346464159624975	0.006379093778343407	0.11749640803889343	0.014330396346087583	0.00025953530043074574	0.0007338858905439047	0.05705315617246592	0.21731146637320406	0.02253774195719444	0.009998387159392498	0.006415788072870602	0.41439877254175783	0.24696218799928582	0.0713835525185535	0.9997404646995692	0.9999948800728515	0.9989681684475135	0.0023464641596239177	0.997653535840375
48.0	5.350519288000717e-06	0.0010781033350836596	0.9975492571704707	0.0024507428295296218	0.006660093387359316	0.11231740290225498	0.015019756364563215	0.0002712778724293407	0.0007977082935575857	0.057448134108428674	0.21723144000555006	0.023403698285596578	0.010454917893178	0.006699978802037196	0.41040067530183033	0.24809293997206353	0.07246789047299189	0.9997287221275707	0.999994649480712	0.9989218966649164	0.0024507428295292844	0.9975492571704704
49.0	5.605188654881784e-06	0.0011291959607555575	0.9974343536834049	0.0025656463165957964	0.006970225693375319	0.1070339503668157	0.015757819054332326	0.0002842591614729073	0.00087038138119855	0.05775647644296919	0.21702719736494494	0.024310340447901292	0.010953199526018328	0.007013744762435247	0.4061279646226311	0.2491781448874201	0.07351429549730151	0.9997157408385271	0.9999943948113451	0.9988708040392444	0.0025656463165950605	0.9974343536834042
50.0	5.889574791204528e-06	0.0011862376317839105	0.9973063806260589	0.002693619373942008	0.007316317325050597	0.10161724768065136	0.016553059886581182	0.00029877130081799777	0.0009541084577926478	0.05796610715183351	0.21668809948889395	0.02526388005691425	0.011502287719585525	0.007364022747940229	0.40153533437829314	0.2502224053286514	0.07451916703841469	0.999701228699182	0.9999941104252088	0.9988137623682161	0.0026936193739410808	0.997306380626058
51.0	6.211305704484029e-06	0.0012507562196086266	0.9971620513862531	0.002837948613748254	0.0077076689056267845	0.09603230530475189	0.01741636430216748	0.00031521149717964086	0.0010519561661702006	0.05806177313474223	0.21619901637793287	0.026271937449038652	0.012114357789477163	0.007760266713935295	0.3965650322664656	0.25123057889876854	0.0754781374369097	0.9996847885028204	0.9999937886942956	0.9987492437803914	0.0028379486137468657	0.9971620513862517
52.0	6.580913715882669e-06	0.0013248592439095745	0.9969968468239391	0.0030031531760614243	0.008157080542676729	0.09023551534134719	0.018362000010741432	0.00033412836802129	0.0011682367858890756	0.05802380602077874	0.21553859391931685	0.02734404623108349	0.01280599238465654	0.008215492381971182	0.3911419615125262	0.2522079574789661	0.07638580603152018	0.9996658716319787	0.9999934190862841	0.9986751407560904	0.0030031531760609242	0.9969968468239385
53.0	7.013563501323894e-06	0.0014115809063612345	0.996804313602344	0.0031956863976558042	0.008683016696694829	0.08417140140143962	0.019409100544467497	0.00035631470614526844	0.0013093356902879583	0.05782623171470354	0.2146759570325489	0.028492238619519984	0.013600758617326101	0.008748483481209227	0.3851658287682121	0.2531605480390517	0.07723533225917104	0.9996436852938547	0.9999929864364987	0.9985884190936387	0.0031956863976559946	0.9968043136023442
54.0	7.531829008597069e-06	0.0015154411649800227	0.9965749237013873	0.003425076298613121	0.009313104082111709	0.07776775800670593	0.02058392838615843	0.00038295710602005755	0.0014850742015878307	0.05743389681527825	0.21356544116835322	0.029731888732965003	0.014533339888730706	0.0093873577921911	0.3784989847233024	0.25409550818501775	0.07801782520143669	0.9996170428939799	0.9999924681709914	0.99848455883502	0.0034250762986126615	0.9965749237013869
55.0	8.170911731940428e-06	0.0016434823274484223	0.99629395877056	0.0037060412294400297	0.010090355663643457	0.07092781461464422	0.02192363831976478	0.00041591187026957253	0.0017113459744540415	0.05679770370248379	0.21213734637045573	0.0310828426951593	0.015656832542307354	0.01017592296236616	0.370945707382743	0.25502189070371256	0.07872134202224856	0.9995840881297304	0.9999918290882681	0.9983565176725516	0.0037060412294399603	0.9962939587705599
56.0	8.989135291564572e-06	0.0018073758109597665	0.9959373454342436	0.004062654565756982	0.011086469267490526	0.06351886227745498	0.023482511949648757	0.00045827588551588394	0.0020156516671627402	0.055846664425222424	0.21027923812022034	0.03257062560421087	0.01705787983826085	0.011187251850848663	0.3622153904271086	0.2559519846590845	0.07932917637487118	0.9995417241144842	0.9999910108647084	0.9981926241890402	0.004062654565756385	0.9959373454342431
57.0	1.0090248588979825e-05	0.002027870110427459	0.9954628978714936	0.004537102128506195	0.012429094331678	0.05535341088492134	0.02534293494374579	0.0005155958447638907	0.0024497578918943625	0.05447377684890576	0.20779826934697526	0.034226815247139636	0.018887315962209165	0.012551582226272718	0.351852272327942	0.25690393681768725	0.07981671179265155	0.9994844041552361	0.999989909751411	0.9979721298895725	0.004537102128506443	0.9954628978714938
58.0	1.1677508831961209e-05	0.0023455981902005866	0.994789632878068	0.005210367121932825	0.01436951478161994	0.04616390929948613	0.02763493717766957	0.0005988533305696698	0.003122281912678104	0.05251016538078524	0.2043315896751805	0.036084007643922195	0.021434363171671238	0.014525628877253846	0.339089671999374	0.25790739401340074	0.0801451025584548	0.9994011466694304	0.9999883224911681	0.9976544018097994	0.005210367121932014	0.9947896328780672
59.0	1.420120080237019e-05	0.002850368450010985	0.9937429139942242	0.006257086005778948	0.01746346795850469	0.035582598134999435	0.03057034596721425	0.0007326762543533701	0.00429678475243691	0.049676707746666986	0.1991139566600636	0.038143035031920555	0.0253208936879301	0.017678307196126536	0.3225162975736506	0.25901724440292573	0.08024705371388123	0.9992673237456466	0.9999857987991976	0.997149631549989	0.0062570860057757915	0.9937429139942211
60.0	1.8827952051297093e-05	0.0037732759993954804	0.9918871299481572	0.008112870051845213	0.02312671292167289	0.02325809083362678	0.034485957259688414	0.0009818043252439491	0.0067425556749478414	0.04550393433501572	0.19028487109893127	0.04019817451347521	0.03208533002034239	0.023463840705420284	0.29924507078104895	0.2603523142090272	0.07998989159470413	0.999018195674756	0.9999811720479487	0.9962267240006045	0.008112870051842802	0.9918871299481548
61.0	2.905686376454033e-05	0.0057894583177029646	0.9879858947051119	0.012014105294888854	0.035212178525102264	0.009976026599768978	0.03974065166739518	0.0015413810594115062	0.013120828383267483	0.03932440285527053	0.1729222130610789	0.040963062950619425	0.04580338286111443	0.03586821994426564	0.26318570546673786	0.2622182829200681	0.07906505452266571	0.9984586189405885	0.9999709431362355	0.994210541682297	0.012014105294888111	0.9879858947051111
62.0	5.2526903072343216e-05	0.01018051725333237	0.9794784607122343	0.020521539287765178	0.057521025150952816	0.002296811796577218	0.04537345550381589	0.0027916072407004077	0.029786662313961435	0.03135192688821258	0.14104269041059647	0.03701866379960266	0.07035372214260487	0.05901035826665089	0.21171009289498896	0.2653690416751134	0.07672538239202847	0.9972083927592996	0.9999474730969277	0.9898194827466676	0.020521539287765678	0.9794784607122349
63.0	8.237920252267167e-05	0.015335122658112058	0.9680989038138818	0.0319010961861181	0.0759992384415947	0.0011031853945025858	0.04806276299859189	0.004262215249626866	0.054597849794097576	0.0241335169064955	0.10840423354524571	0.031440600233778856	0.09074482168094757	0.07872913093129959	0.16508153608002266	0.27044192201471684	0.0721962799050874	0.9957377847503731	0.9999176207974774	0.9846648773418879	0.03190109618611825	0.9680989038138819
64.0	0.00010450124912428875	0.018962867939887308	0.9586018789913205	0.04139812100867922	0.08554848583382585	0.0008091000564330289	0.047465766510214495	0.0053094659840278915	0.08092727949908579	0.018488591717628275	0.08312244302441829	0.02755979493338024	0.10146129143633377	0.08959484980878014	0.12997992973185984	0.27715800329071016	0.06595435822784276	0.9946905340159721	0.9998954987508757	0.9810371320601127	0.041398121008679456	0.9586018789913208
65.0	0.00011715311799513194	0.020970761191253275	0.9522627488208993	0.04773725117910133	0.08928047733762336	0.0006956719208644799	0.044867974410890445	0.005890864345188465	0.10599332104845546	0.014167159426939621	0.06437418252671633	0.025413472376892433	0.10579713699276874	0.09458014339004613	0.10465048625141285	0.2850614532896876	0.059035133837830066	0.9941091356548115	0.9998828468820049	0.9790292388087467	0.04773725117910066	0.9522627488208987
