time	TrkA	pTrkA	pTrkA_Akt	Akt	pAkt	S6	pAkt_S6	pS6	NGF_TrkA	pro_TrkA	NGF
0.0	8.52065090518276	0.0	0.0	1.15594897919397	0.0	3.552336039555	0.0	0.0	0.0	8.52065090518276	0.0
0.9900990099009901	8.52055758927745	2.4640417976815353e-07	6.312402449596237e-09	1.1559489728557515	1.0366100585625603e-12	3.5523360395301964	2.477996981377009e-11	2.4135493200368053e-14	9.309302550130716e-05	8.52065090518276	0.00825082508250825
1.9801980198019802	8.52027941044148	1.8794946155684332e-06	9.637220133066364e-08	1.1559488820363044	2.4110761706370375e-11	3.5523360387921614	7.613539372463069e-10	1.4847905960236698e-12	0.0003697249607100934	8.52065090518276	0.0165016501650165
2.9702970297029703	8.519818992452622	6.066373315845973e-06	4.671702330635399e-07	1.1559485063590094	1.5600886891472047e-10	3.5523360340303927	5.5087189816513205e-09	1.588809127701807e-11	0.0008259741193328876	8.52065090518276	0.024752475247524754
3.9603960396039604	8.519178916238506	1.3767026559441799e-05	1.4181505811139806e-06	1.1559475381678945	5.93103233969668e-10	3.5523360171872453	2.2282391171292584e-08	8.536364343691754e-11	0.0014579913654453468	8.52065090518276	0.033003300330033
4.9504950495049505	8.518361720884002	2.5768869726713084e-05	3.33036380028698e-06	1.1559455816500084	1.6759359101234624e-09	3.5523359737364006	6.550422553944017e-08	3.1437401908464797e-10	0.0022619982329354056	8.52065090518276	0.041254125412541254
5.9405940594059405	8.517369904776135	4.271716033528428e-05	6.648213100741741e-06	1.1559421698831993	3.91311412445329e-09	3.5523358814613886	1.571845562021145e-07	9.09055486172723e-10	0.0032342849776887637	8.52065090518276	0.04950495049504951
6.930693069306931	8.516205926137474	6.513705152209196e-05	1.1866052514443084e-05	1.1559367773470075	7.998969395385437e-09	3.552335709538709	3.2779547893477197e-07	2.220812212456459e-09	0.004371209662835097	8.52065090518276	0.05775577557755776
7.920792079207921	8.514872203799978	9.345460234437952e-05	1.9515594993715767e-05	1.1559288318487473	1.4826549779209849e-08	3.5523354178343336	6.169236791999309e-07	4.79698701538346e-09	0.005669196837298233	8.52065090518276	0.066006600660066
8.910891089108912	8.513371117911317	0.00012801340958242143	3.0156010329403193e-05	1.1559177240302525	2.5495141550924767e-08	3.5523349564629094	1.0736582467642257e-06	9.433843558230115e-09	0.0071247363296075795	8.52065090518276	0.07425742574257427
9.900990099009901	8.511705010606779	0.00016908741146089685	4.436639379597925e-05	1.155902814733536	4.131315348971483e-08	3.5523342655731893	1.7567534847802345e-06	1.7228325332300334e-08	0.008734382100936989	8.52065090518276	0.08250825082508252
10.89108910891089	8.509876186704156	0.00021689293706803585	6.273872404459072e-05	1.1558834419623365	6.379925149439475e-08	3.552333275213713	2.734708337703065e-06	2.9632948757513914e-08	0.010494751058960694	8.52065090518276	0.09075907590759076
11.881188118811881	8.507886914377645	0.0002715985932585297	8.587215630798796e-05	1.155858926638425	9.468086654729159e-08	3.552331905326393	4.085718370657074e-06	4.851023609817463e-08	0.012402521907867154	8.52065090518276	0.09900990099009901
