time	TGF_beta_ex	T1R_surf	T1R_endo	T2R_surf	T2R_endo	LRC_surf	LRC_endo	Smad2c	Smad2n	Smad4c	Smad4n	PSmad2c	PSmad2_PSmad2_c	PSmad2_Smad4_c	PSmad2n	PSmad2_PSmad2_n	PSmad2_Smad4_n	TGF_beta_endo	TGF_beta_ns	AA	empty_degraded
51.48514851485149	1.8169000016830114e-10	1.7457728358472823e-11	8.802261337935771e-11	1.5409479172486517e-11	6.579802126255786e-11	-1.6264852140651618e-12	-1.3422378229187515e-12	1.280244723392484e-10	2.6155961808873575e-11	1.0953473599656595e-10	4.704219709268725e-11	-2.4708077472903427e-13	-4.752510045757883e-14	-1.874843966855317e-12	1.3206473871553799e-12	9.116778857302101e-13	1.2762159939514777e-11	-4.676189677543483e-14	4.480712523787723e-12	0.0	0.0
52.475247524752476	1.8423820720676936e-10	1.749574415163478e-11	9.032500961142816e-11	1.5393417556503677e-11	6.750901024223324e-11	-1.9454814569879167e-12	-1.8447004604931143e-12	1.3184736289953832e-10	2.675612381727804e-11	1.1190209080445918e-10	4.766275864278656e-11	-4.5396491036003834e-13	-1.6183660520965307e-13	-2.0922480772323753e-12	9.873006905914252e-13	5.785366599115492e-13	9.99164769472114e-12	-9.117394888202221e-14	4.545496247898209e-12	0.0	0.0
53.46534653465346	1.8491468958706186e-10	1.7313406592689156e-11	9.09133039836304e-11	1.515495063278663e-11	6.753308507835913e-11	-1.8692697104008188e-12	-1.8274293824465283e-12	1.3984222386721386e-10	2.7962144795881856e-11	1.2171785894679422e-10	4.9196866773906144e-11	-4.3218632920957156e-13	-5.201401847895092e-14	-3.5266589974173903e-12	2.3005727682275425e-13	1.9109436078712552e-12	7.618239919097329e-14	-9.458142936627304e-14	4.563403755723757e-12	0.0	0.0
54.45544554455446	1.8559117196735434e-10	1.713106903374353e-11	9.150159835583266e-11	1.4916483709069584e-11	6.755715991448503e-11	-1.793057963813721e-12	-1.810158304399942e-12	1.478370848348894e-10	2.9168165774485674e-11	1.3153362708912924e-10	5.073097490502572e-11	-4.104077480591049e-13	5.780856825175082e-14	-4.961069917602412e-12	-5.271861369459167e-13	3.243350555830958e-12	-9.839282896339194e-12	-9.798890985052389e-14	4.581311263549306e-12	0.0	0.0
55.445544554455445	1.862676543476468e-10	1.6948731474797902e-11	9.208989272803492e-11	1.4678016785352538e-11	6.758123475061092e-11	-1.7168462172266224e-12	-1.7928872263533556e-12	1.55831945802565e-10	3.0374186753089496e-11	1.4134939523146434e-10	5.226508303614531e-11	-3.886291669086379e-13	1.6763115498245378e-13	-6.395480837787441e-12	-1.284429550714591e-12	4.5757575037906736e-12	-1.9754748191869465e-11	-1.0139639033477475e-13	4.5992187713748555e-12	0.0	0.0
56.43564356435643	1.869441367279393e-10	1.6766393915852277e-11	9.267818710023717e-11	1.4439549861635492e-11	6.760530958673682e-11	-1.6406344706395245e-12	-1.7756161483067692e-12	1.6382680677024055e-10	3.158020773169331e-11	1.5116516337379936e-10	5.3799191167264886e-11	-3.668505857581711e-13	2.774537417131555e-13	-7.829891757972452e-12	-2.041672964483262e-12	5.9081644517503795e-12	-2.967021348739963e-11	-1.048038708190256e-13	4.617126279200403e-12	0.0	0.0
57.42574257425743	1.8762061910823177e-10	1.6584056356906654e-11	9.326648147243941e-11	1.4201082937918449e-11	6.762938442286271e-11	-1.5644227240524267e-12	-1.758345070260183e-12	1.7182166773791606e-10	3.278622871029713e-11	1.6098093151613438e-10	5.533329929838446e-11	-3.4507200460770444e-13	3.872763284438573e-13	-9.264302678157467e-12	-2.7989163782519312e-12	7.240571399710082e-12	-3.9585678782929773e-11	-1.0821135130327643e-13	4.635033787025951e-12	0.0	0.0
58.415841584158414	1.8829710148852425e-10	1.6401718797961025e-11	9.385477584464169e-11	1.39626160142014e-11	6.765345925898862e-11	-1.4882109774653283e-12	-1.7410739922135967e-12	1.7981652870559167e-10	3.399224968890095e-11	1.7079669965846946e-10	5.686740742950405e-11	-3.2329342345723746e-13	4.970989151745602e-13	-1.0698713598342495e-11	-3.5561597920206086e-12	8.572978347669798e-12	-4.9501144078460044e-11	-1.1161883178752729e-13	4.6529412948515e-12	0.0	0.0
59.4059405940594	1.8897358386881672e-10	1.62193812390154e-11	9.444307021684395e-11	1.3724149090484353e-11	6.767753409511452e-11	-1.4119992308782304e-12	-1.7238029141670103e-12	1.878113896732672e-10	3.5198270667504764e-11	1.8061246780080445e-10	5.840151556062363e-11	-3.0151484230677073e-13	6.06921501905262e-13	-1.2133124518527511e-11	-4.313403205789278e-12	9.9053852956295e-12	-5.941660937399021e-11	-1.1502631227177813e-13	4.670848802677049e-12	0.0	0.0
60.396039603960396	1.896500662491092e-10	1.6037043680069774e-11	9.503136458904619e-11	1.3485682166767307e-11	6.77016089312404e-11	-1.3357874842911324e-12	-1.706531836120424e-12	1.9580625064094272e-10	3.640429164610858e-11	1.904282359431395e-10	5.993562369174319e-11	-2.7973626115630395e-13	7.16744088635964e-13	-1.3567535438712528e-11	-5.070646619557949e-12	1.1237792243589206e-11	-6.93320746695204e-11	-1.1843379275602897e-13	4.688756310502597e-12	0.0	0.0
61.386138613861384	1.903265486294017e-10	1.585470612112415e-11	9.561965896124847e-11	1.3247215243050262e-11	6.772568376736631e-11	-1.259575737704034e-12	-1.689260758073838e-12	2.0380111160861834e-10	3.76103126247124e-11	2.002440040854746e-10	6.146973182286278e-11	-2.5795768000583707e-13	8.265666753666665e-13	-1.500194635889755e-11	-5.827890033326623e-12	1.2570199191548919e-11	-7.924753996505062e-11	-1.2184127324027982e-13	4.706663818328146e-12	0.0	0.0
62.37623762376238	1.9100303100969418e-10	1.5672368562178523e-11	9.620795333345071e-11	1.3008748319333216e-11	6.77497586034922e-11	-1.1833639911169363e-12	-1.6719896800272516e-12	2.117959725762939e-10	3.881633360331621e-11	2.100597722278096e-10	6.300383995398236e-11	-2.3617909885537034e-13	9.363892620973684e-13	-1.6436357279082568e-11	-6.585133447095294e-12	1.3902606139508625e-11	-8.916300526058079e-11	-1.2524875372453066e-13	4.724571326153695e-12	0.0	0.0
63.366336633663366	1.9167951338998666e-10	1.5490031003232898e-11	9.679624770565297e-11	1.277028139561617e-11	6.77738334396181e-11	-1.1071522445298377e-12	-1.6547186019806652e-12	2.1979083354396951e-10	4.002235458192004e-11	2.1987554037014472e-10	6.453794808510194e-11	-2.1440051770490341e-13	1.0462118488280712e-12	-1.7870768199267596e-11	-7.34237686086397e-12	1.523501308746834e-11	-9.907847055611106e-11	-1.2865623420878153e-13	4.742478833979243e-12	0.0	0.0
64.35643564356435	1.9235599577027916e-10	1.5307693444287272e-11	9.738454207785522e-11	1.2531814471899123e-11	6.779790827574399e-11	-1.03094049794274e-12	-1.637447523934079e-12	2.2778569451164502e-10	4.122837556052386e-11	2.296913085124797e-10	6.607205621622153e-11	-1.9262193655443668e-13	1.156034435558773e-12	-1.9305179119452608e-11	-8.09962027463264e-12	1.6567420035428043e-11	-1.0899393585164122e-10	-1.3206371469303237e-13	4.760386341804791e-12	0.0	0.0
65.34653465346534	1.930324781505716e-10	1.5125355885341647e-11	9.797283645005748e-11	1.2293347548182077e-11	6.782198311186989e-11	-9.54728751355642e-13	-1.6201764458874927e-12	2.3578055547932054e-10	4.243439653912767e-11	2.395070766548147e-10	6.76061643473411e-11	-1.708433554039699e-13	1.2658570222894749e-12	-2.0739590039637623e-11	-8.856863688401309e-12	1.7899826983387746e-11	-1.1890940114717137e-10	-1.354711951772832e-13	4.77829384963034e-12	0.0	0.0
66.33663366336634	1.9370896053086409e-10	1.494301832639602e-11	9.856113082225974e-11	1.2054880624465033e-11	6.784605794799578e-11	-8.785170047685442e-13	-1.6029053678409067e-12	2.437754164469961e-10	4.3640417517731485e-11	2.4932284479714975e-10	6.914027247846067e-11	-1.490647742535032e-13	1.3756796090201766e-12	-2.2174000959822638e-11	-9.61410710216998e-12	1.9232233931347452e-11	-1.2882486644270156e-10	-1.3887867566153406e-13	4.796201357455889e-12	0.0	0.0
67.32673267326733	1.943854429111566e-10	1.4760680767450393e-11	9.914942519446199e-11	1.1816413700747983e-11	6.787013278412168e-11	-8.023052581814452e-13	-1.5856342897943202e-12	2.5177027741467177e-10	4.4846438496335313e-11	2.591386129394849e-10	7.067438060958027e-11	-1.272861931030361e-13	1.4855021957508802e-12	-2.360841188000768e-11	-1.0371350515938662e-11	2.0564640879307177e-11	-1.387403317382319e-10	-1.4228615614578493e-13	4.8141088652814365e-12	0.0	0.0
68.31683168316832	1.9506192529144907e-10	1.4578343208504767e-11	9.973771956666426e-11	1.1577946777030937e-11	6.789420762024757e-11	-7.260935115943474e-13	-1.568363211747734e-12	2.597651383823473e-10	4.605245947493913e-11	2.6895438108181995e-10	7.220848874069984e-11	-1.0550761195256934e-13	1.5953247824815821e-12	-2.5042822800192694e-11	-1.1128593929707331e-11	2.189704782726688e-11	-1.4865579703376203e-10	-1.4569363663003578e-13	4.832016373106986e-12	0.0	0.0
69.3069306930693	1.9573840767174154e-10	1.4396005649559143e-11	1.003260139388665e-10	1.1339479853313892e-11	6.791828245637347e-11	-6.498817650072495e-13	-1.5510921337011476e-12	2.6775999935002284e-10	4.7258480453542944e-11	2.7877014922415495e-10	7.374259687181942e-11	-8.37290308021026e-14	1.7051473692122839e-12	-2.647723372037771e-11	-1.1885837343476e-11	2.3229454775226586e-11	-1.5857126232929222e-10	-1.491011171142866e-13	4.849923880932535e-12	0.0	0.0
70.29702970297029	1.9641489005203402e-10	1.4213668090613516e-11	1.0091430831106875e-10	1.1101012929596846e-11	6.794235729249936e-11	-5.736700184201516e-13	-1.5338210556545615e-12	2.7575486031769835e-10	4.846450143214676e-11	2.8858591736648994e-10	7.5276705002939e-11	-6.195044965163583e-14	1.8149699559429856e-12	-2.7911644640562727e-11	-1.2643080757244671e-11	2.456186172318629e-11	-1.684867276248224e-10	-1.5250859759853744e-13	4.867831388758083e-12	0.0	0.0
71.2871287128713	1.970913724323265e-10	1.4031330531667894e-11	1.0150260268327099e-10	1.0862546005879801e-11	6.796643212862526e-11	-4.974582718330536e-13	-1.5165499776079753e-12	2.837497212853739e-10	4.9670522410750575e-11	2.98401685508825e-10	7.681081313405858e-11	-4.0171868501169075e-14	1.9247925426736877e-12	-2.934605556074774e-11	-1.3400324171013342e-11	2.5894268671145994e-11	-1.7840219292035258e-10	-1.5591607808278828e-13	4.885738896583631e-12	0.0	0.0
72.27722772277228	1.97767854812619e-10	1.3848992972722263e-11	1.0209089705547327e-10	1.0624079082162752e-11	6.799050696475115e-11	-4.212465252459547e-13	-1.4992788995613885e-12	2.917445822530496e-10	5.08765433893544e-11	3.0821745365116014e-10	7.834492126517817e-11	-1.8393287350702005e-14	2.034615129404391e-12	-3.078046648093278e-11	-1.4157567584782023e-11	2.722667561910572e-11	-1.8831765821588288e-10	-1.5932355856703918e-13	4.90364640440918e-12	0.0	0.0
73.26732673267327	1.9844433719291147e-10	1.3666655413776638e-11	1.0267919142767553e-10	1.0385612158445706e-11	6.801458180087705e-11	-3.4503477865885676e-13	-1.4820078215148025e-12	2.997394432207251e-10	5.208256436795822e-11	3.1803322179349513e-10	7.987902939629775e-11	3.3852937997647494e-15	2.144437716135093e-12	-3.2214877401117795e-11	-1.4914810998550694e-11	2.8559082567065422e-11	-1.9823312351141307e-10	-1.6273103905129002e-13	4.9215539122347295e-12	0.0	0.0
74.25742574257426	1.9912081957320395e-10	1.3484317854831014e-11	1.0326748579987778e-10	1.0147145234728661e-11	6.803865663700295e-11	-2.6882303207175895e-13	-1.4647367434682162e-12	3.0773430418840066e-10	5.3288585346562034e-11	3.278489899358302e-10	8.141313752741733e-11	2.5163874950231497e-14	2.254260302865795e-12	-3.364928832130281e-11	-1.5672054412319362e-11	2.9891489515025125e-11	-2.0814858880694324e-10	-1.6613851953554086e-13	4.939461420060277e-12	0.0	0.0
75.24752475247524	1.9979730195349643e-10	1.3301980295885388e-11	1.0385578017208005e-10	9.908678311011615e-12	6.806273147312884e-11	-1.9261128548466108e-13	-1.44746566542163e-12	3.1572916515607617e-10	5.449460632516584e-11	3.376647580781651e-10	8.29472456585369e-11	4.694245610069825e-14	2.3640828895964967e-12	-3.5083699241487825e-11	-1.6429297826088033e-11	3.122389646298483e-11	-2.180640541024734e-10	-1.695460000197917e-13	4.957368927885826e-12	0.0	0.0
76.23762376237623	1.9972091005368558e-10	1.3059615413601199e-11	1.0376249470070479e-10	9.621594340588807e-12	6.753514309826059e-11	-1.477239575634648e-13	-1.4337466461233295e-12	3.232671091568914e-10	5.583409337689137e-11	3.4442312985516183e-10	8.454895183783116e-11	3.8548636304874157e-14	2.3879499403278548e-12	-3.5710006377586574e-11	-1.6762648759445166e-11	3.111222517525518e-11	-2.257978251278337e-10	-1.71304789678548e-13	4.956505153589748e-12	0.0	0.0
77.22772277227723	1.9856801774693978e-10	1.2731420214478045e-11	1.026946494676797e-10	9.264995084618525e-12	6.621875679680526e-11	-1.47625979381e-13	-1.4251065527347593e-12	3.3015172854062313e-10	5.736441744593117e-11	3.4680987077900133e-10	8.62473133662205e-11	-1.2987315922979793e-14	2.288913111982741e-12	-3.518084297178404e-11	-1.6489895274416467e-11	2.8935732642533418e-11	-2.3041209156695265e-10	-1.7070619193351204e-13	4.928801183823255e-12	0.0	0.0
78.21782178217822	1.9741512544019398e-10	1.2403225015354884e-11	1.0162680423465459e-10	8.908395828648235e-12	6.490237049534989e-11	-1.475280011985352e-13	-1.4164664593461888e-12	3.3703634792435495e-10	5.889474151497099e-11	3.4919661170284077e-10	8.794567489460987e-11	-6.452326815083475e-14	2.1898762836376254e-12	-3.465167956598149e-11	-1.6217141789387765e-11	2.6759240109811613e-11	-2.350263580060717e-10	-1.7010759418847607e-13	4.901097214056764e-12	0.0	0.0
79.20792079207921	1.9626223313344821e-10	1.2075029816231727e-11	1.0055895900162947e-10	8.551796572677952e-12	6.358598419389455e-11	-1.474300230160704e-13	-1.4078263659576186e-12	3.4392096730808666e-10	6.042506558401079e-11	3.515833526266802e-10	8.964403642299919e-11	-1.160592203786889e-13	2.0908394552925113e-12	-3.4122516160178956e-11	-1.594438830435907e-11	2.458274757708984e-11	-2.3964062444519063e-10	-1.6950899644344008e-13	4.873393244290272e-12	0.0	0.0
80.1980198019802	1.9510934082670242e-10	1.174683461710857e-11	9.949111376860437e-11	8.19519731670767e-12	6.226959789243922e-11	-1.4733204483360558e-13	-1.3991862725690483e-12	3.5080558669181837e-10	6.195538965305058e-11	3.539700935505197e-10	9.134239795138853e-11	-1.6759517260654283e-13	1.991802626947397e-12	-3.359335275437642e-11	-1.567163481933037e-11	2.240625504436808e-11	-2.442548908843096e-10	-1.6891039869840416e-13	4.84568927452378e-12	0.0	0.0
81.18811881188118	1.9395644851995665e-10	1.1418639417985416e-11	9.842326853557927e-11	7.838598060737387e-12	6.095321159098387e-11	-1.4723406665114077e-13	-1.3905461791804783e-12	3.576902060755501e-10	6.348571372209038e-11	3.563568344743591e-10	9.304075947977786e-11	-2.191311248343968e-13	1.8927657986022835e-12	-3.306418934857388e-11	-1.539888133430167e-11	2.0229762511646308e-11	-2.488691573234286e-10	-1.6831180095336816e-13	4.817985304757288e-12	0.0	0.0
82.17821782178218	1.9280355621321088e-10	1.1090444218862256e-11	9.735542330255416e-11	7.481998804767103e-12	5.963682528952853e-11	-1.4713608846867596e-13	-1.381906085791908e-12	3.645748254592818e-10	6.501603779113017e-11	3.587435753981986e-10	9.473912100816721e-11	-2.7066707706225096e-13	1.7937289702571692e-12	-3.2535025942771344e-11	-1.5126127849272976e-11	1.8053269978924542e-11	-2.534834237625475e-10	-1.677132032083322e-13	4.790281334990796e-12	0.0	0.0
83.16831683168317	1.9165066390646505e-10	1.0762249019739096e-11	9.628757806952905e-11	7.125399548796814e-12	5.832043898807318e-11	-1.4703811028621115e-13	-1.3732659924033376e-12	3.714594448430136e-10	6.654636186017e-11	3.611303163220381e-10	9.643748253655657e-11	-3.222030292901057e-13	1.6946921419120537e-12	-3.2005862536968796e-11	-1.4853374364244273e-11	1.5876777446202744e-11	-2.580976902016665e-10	-1.6711460546329622e-13	4.762577365224304e-12	0.0	0.0
84.15841584158416	1.9049777159971928e-10	1.043405382061594e-11	9.521973283650394e-11	6.7688002928265316e-12	5.7004052686617834e-11	-1.4694013210374635e-13	-1.3646258990147676e-12	3.7834406422674533e-10	6.80766859292098e-11	3.635170572458776e-10	9.813584406494593e-11	-3.737389815179599e-13	1.5956553135669396e-12	-3.147669913116626e-11	-1.4580620879215574e-11	1.3700284913480971e-11	-2.6271195664078547e-10	-1.6651600771826023e-13	4.734873395457812e-12	0.0	0.0
85.14851485148515	1.8934487929297349e-10	1.0105858621492782e-11	9.415188760347882e-11	6.412201036856249e-12	5.5687666385162494e-11	-1.4684215392128151e-13	-1.3559858056261971e-12	3.8522868361047704e-10	6.960700999824961e-11	3.65903798169717e-10	9.983420559333525e-11	-4.2527493374581397e-13	1.4966184852218255e-12	-3.0947535725363726e-11	-1.4307867394186875e-11	1.1523792380759205e-11	-2.6732622307990456e-10	-1.6591740997322428e-13	4.70716942569132e-12	0.0	0.0
86.13861386138613	1.8819198698622772e-10	9.777663422369626e-12	9.308404237045374e-11	6.055601780885965e-12	5.4371280083707154e-11	-1.4674417573881676e-13	-1.3473457122376269e-12	3.921133029942088e-10	7.11373340672894e-11	3.6829053909355646e-10	1.0153256712172459e-10	-4.768108859736681e-13	1.3975816568767114e-12	-3.0418372319561184e-11	-1.4035113909158178e-11	9.347299848037432e-12	-2.7194048951902343e-10	-1.6531881222818829e-13	4.679465455924828e-12	0.0	0.0
87.12871287128712	1.8703909467948195e-10	9.449468223246469e-12	9.201619713742864e-11	5.699002524915682e-12	5.30548937822518e-11	-1.4664619755635195e-13	-1.3387056188490566e-12	3.9899792237794047e-10	7.26676581363292e-11	3.7067728001739596e-10	1.0323092865011392e-10	-5.283468382015221e-13	1.2985448285315973e-12	-2.988920891375865e-11	-1.376236042412948e-11	7.170807315315663e-12	-2.765547559581424e-10	-1.6472021448315234e-13	4.6517614861583365e-12	0.0	0.0
88.11881188118812	1.8588620237273615e-10	9.121273024123312e-12	9.094835190440352e-11	5.342403268945398e-12	5.1738507480796474e-11	-1.4654821937388714e-13	-1.3300655254604862e-12	4.0588254176167224e-10	7.419798220536899e-11	3.730640209412354e-10	1.0492929017850327e-10	-5.798827904293762e-13	1.1995080001864834e-12	-2.936004550795611e-11	-1.3489606939100782e-11	4.994314782593897e-12	-2.811690223972614e-10	-1.6412161673811637e-13	4.624057516391845e-12	0.0	0.0
89.10891089108911	1.8473331006599038e-10	8.79307782500015e-12	8.988050667137842e-11	4.98580401297511e-12	5.0422121179341114e-11	-1.4645024119142236e-13	-1.321425432071916e-12	4.1276716114540405e-10	7.572830627440882e-11	3.754507618650749e-10	1.0662765170689263e-10	-6.31418742657231e-13	1.100471171841368e-12	-2.883088210215357e-11	-1.321685345407208e-11	2.817822249872095e-12	-2.8578328883638047e-10	-1.6352301899308035e-13	4.596353546625353e-12	0.0	0.0
90.0990099009901	1.8358041775924458e-10	8.464882625876995e-12	8.881266143835331e-11	4.629204757004826e-12	4.9105734877885774e-11	-1.4635226300895753e-13	-1.3127853386833457e-12	4.196517805291357e-10	7.725863034344862e-11	3.7783750278891434e-10	1.0832601323528197e-10	-6.82954694885085e-13	1.001434343496254e-12	-2.8301718696351027e-11	-1.2944099969043382e-11	6.413297171503289e-13	-2.9039755527549934e-10	-1.6292442124804443e-13	4.568649576858861e-12	0.0	0.0
91.08910891089108	1.8242752545249876e-10	8.136687426753836e-12	8.77448162053282e-11	4.272605501034543e-12	4.7789348576430435e-11	-1.4625428482649272e-13	-1.3041452452947755e-12	4.265363999128675e-10	7.878895441248841e-11	3.8022424371275383e-10	1.1002437476367132e-10	-7.344906471129391e-13	9.023975151511399e-13	-2.777255529054849e-11	-1.2671346484014683e-11	-1.5351628155714405e-12	-2.950118217146183e-10	-1.6232582350300844e-13	4.540945607092369e-12	0.0	0.0
92.07920792079207	1.8127463314575301e-10	7.808492227630681e-12	8.66769709723031e-11	3.9160062450642596e-12	4.647296227497509e-11	-1.461563066440279e-13	-1.295505151906205e-12	4.3342101929659914e-10	8.031927848152821e-11	3.8261098463659327e-10	1.1172273629206065e-10	-7.860265993407933e-13	8.033606868060258e-13	-2.724339188474595e-11	-1.2398592998985986e-11	-3.71165534829321e-12	-2.996260881537373e-10	-1.6172722575797247e-13	4.513241637325877e-12	0.0	0.0
93.06930693069307	1.8012174083900722e-10	7.480297028507524e-12	8.5609125739278e-11	3.559406989093977e-12	4.5156575973519755e-11	-1.460583284615631e-13	-1.286865058517635e-12	4.403056386803308e-10	8.1849602550568e-11	3.8499772556043277e-10	1.1342109782044999e-10	-8.375625515686472e-13	7.043238584609119e-13	-2.6714228478943412e-11	-1.2125839513957288e-11	-5.888147881014977e-12	-3.0424035459285623e-10	-1.611286280129365e-13	4.485537667559385e-12	0.0	0.0
94.05940594059406	1.7896884853226142e-10	7.152101829384363e-12	8.454128050625288e-11	3.2028077331236884e-12	4.384018967206439e-11	-1.459603502790983e-13	-1.2782249651290648e-12	4.471902580640626e-10	8.337992661960783e-11	3.8738446648427226e-10	1.1511945934883935e-10	-8.890985037965021e-13	6.052870301157963e-13	-2.6185065073140867e-11	-1.1853086028928586e-11	-8.064640413736778e-12	-3.0885462103197526e-10	-1.6053003026790053e-13	4.457833697792893e-12	0.0	0.0
95.04950495049505	1.7781595622551565e-10	6.823906630261206e-12	8.347343527322778e-11	2.8462084771534054e-12	4.252380337060905e-11	-1.4586237209663347e-13	-1.2695848717404947e-12	4.540748774477944e-10	8.491025068864763e-11	3.897712074081117e-10	1.1681782087722868e-10	-9.406344560243561e-13	5.062502017706823e-13	-2.565590166733833e-11	-1.1580332543899887e-11	-1.0241132946458545e-11	-3.1346888747109424e-10	-1.5993143252286456e-13	4.430129728026401e-12	0.0	0.0
96.03960396039604	1.7666306391876985e-10	6.495711431138049e-12	8.240559004020267e-11	2.489609221183122e-12	4.120741706915371e-11	-1.4576439391416868e-13	-1.2609447783519243e-12	4.6095949683152605e-10	8.644057475768743e-11	3.9215794833195114e-10	1.1851618240561804e-10	-9.921704082522103e-13	4.072133734255682e-13	-2.5126738261535794e-11	-1.130757905887119e-11	-1.2417625479180313e-11	-3.180831539102132e-10	-1.5933283477782859e-13	4.402425758259908e-12	0.0	0.0
97.02970297029702	1.7551017161202408e-10	6.167516232014892e-12	8.133774480717757e-11	2.1330099652128386e-12	3.989103076769837e-11	-1.4566641573170388e-13	-1.252304684963354e-12	4.678441162152578e-10	8.797089882672722e-11	3.9454468925579064e-10	1.2021454393400738e-10	-1.0437063604800642e-12	3.081765450804542e-13	-2.4597574855733255e-11	-1.1034825573842492e-11	-1.4594118011902083e-11	-3.2269742034933214e-10	-1.5873423703279262e-13	4.374721788493417e-12	0.0	0.0
98.01980198019803	1.7435727930527831e-10	5.839321032891735e-12	8.026989957415247e-11	1.7764107092425554e-12	3.857464446624303e-11	-1.4556843754923907e-13	-1.2436645915747838e-12	4.747287355989895e-10	8.950122289576703e-11	3.9693143017963013e-10	1.2191290546239671e-10	-1.0952423127079184e-12	2.0913971673534014e-13	-2.4068411449930717e-11	-1.0762072088813793e-11	-1.6770610544623852e-11	-3.273116867884511e-10	-1.5813563928775665e-13	4.347017818726925e-12	0.0	0.0
99.00990099009901	1.7320438699853252e-10	5.511125833768574e-12	7.920205434112735e-11	1.4198114532722667e-12	3.725825816478767e-11	-1.4547045936677426e-13	-1.2350244981862133e-12	4.816133549827213e-10	9.103154696480683e-11	3.993181711034696e-10	1.2361126699078608e-10	-1.1467782649357732e-12	1.1010288839022468e-13	-2.3539248044128172e-11	-1.0489318603785091e-11	-1.894710307734565e-11	-3.3192595322757015e-10	-1.5753704154272068e-13	4.3193138489604326e-12	0.0	0.0
100.0	1.711351842668995e-10	5.148356582316805e-12	7.734220239523384e-11	1.059084524937088e-12	3.5467585306161636e-11	-1.4137960045548705e-13	-1.2144432697215673e-12	4.874042690714304e-10	9.232837039410783e-11	4.049982829527499e-10	1.2716486725068164e-10	-1.1626953765743907e-12	8.995292332358676e-14	-2.31786817451033e-11	-1.028641756025619e-11	-1.7947456684555005e-11	-3.4152022981562254e-10	-1.5527803691626423e-13	4.268619491064392e-12	0.0	0.0
