time	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48	s49	s50	s51	s52	s26	s27
0.0	0.5	0.5	0.8	0.8	0.8	0.8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.2	1.2	1.5	1.5	1.2	1.2	1.2	1.2	1.5	1.5	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.5	1.8	2.0	2.2	2.5	1.0	1.0
0.9900990099009901	0.7798197568689259	0.7989653011761169	0.7917221792542146	0.7825549782319897	0.8449641999805079	0.8638077425507817	0.8411236014565329	0.9512926061071942	1.0152578502396925	0.9776672605169967	0.9317280367280618	0.9776672605169965	0.9100076655319306	1.0012742083521693	1.0670494442134681	1.0939125620856291	1.1188173142464415	1.107946918897879	0.9933822038501248	1.1469493125532435	1.291396236148378	1.1626561532881363	1.1998581563338335	1.2052818482557688	1.2170277629329305	1.2048050639141736	1.2945302927079365	1.4055971601953088	1.4411474024470312	1.2185342366600027	1.2986869607703213	1.2343875672958236	1.307059603121271	1.3544966308424573	1.4218779166904187	1.2343875672958236	1.307059603121271	1.2326625451247843	1.3067864295534313	1.225420831389323	1.3027112717902831	1.225420831389323	1.3027112717902831	1.225420831389323	1.3027112717902831	1.384214610779244	1.425627180746022	1.4532355607238752	1.4808439407017284	1.3658569379736456	1.1858379597393378	1.1858379597393378
1.9801980198019802	0.8371637671335702	0.8640257724010222	0.8356531526799301	0.8432435507366838	0.8802467812183714	0.9189157557017822	0.8797820097047994	0.9610578100201879	1.059364826995196	0.9636602722579779	0.9440860369937627	0.9636602722579779	0.9118586772407686	1.0223436307135194	1.1061518377335422	1.1404924599675423	1.1585567824383913	1.1491937806639465	1.0133503165733502	1.178148703836289	1.2630917000050355	1.1942486936100052	1.2238275482602485	1.2294649060865837	1.2307430691647034	1.2300883347229938	1.2761325180081418	1.3369644580339528	1.3543498739724398	1.2400095705730492	1.2815919126956827	1.2562939803998516	1.2896188720083914	1.3022542422593004	1.3341321379251885	1.2562939803998516	1.2896188720083914	1.2533226051738218	1.2884491407471663	1.2450482913089314	1.2845601196231065	1.2450482913089314	1.2845601196231065	1.2450482913089314	1.2845601196231065	1.308700352555551	1.3144170231115588	1.3182281368155633	1.322039250519569	1.3050549439231698	1.2406412234775372	1.2406412234775372
2.9702970297029703	0.8803583620033991	0.9073443195678577	0.8784334724831022	0.8880473953773419	0.9148281009133087	0.9577868524126739	0.916936804268798	0.9803758215523919	1.082488250819887	0.9689281210468609	0.9685215945075537	0.9689281210468609	0.9346333229473694	1.042788185102515	1.1237424280567723	1.1574500134654173	1.1710438171835726	1.1630927417228545	1.0356942620806726	1.1846482439296093	1.247993393871832	1.2016902891118337	1.225418695667391	1.2316987275040938	1.2281841004705807	1.232339038884069	1.2609706097997946	1.2929184942592644	1.3036369029827144	1.2389273000080874	1.265016458008576	1.255394477314723	1.2732402936827256	1.2712722327322594	1.2898194532753666	1.255394477314723	1.2732402936827256	1.251711065255905	1.271587280137888	1.2424892602891748	1.2671699000311494	1.2424892602891748	1.2671699000311494	1.2424892602891748	1.2671699000311494	1.274209567627546	1.2749987081597074	1.2755248018478151	1.2760508955359227	1.2758560093915883	1.2489293610115444	1.2489293610115444
3.9603960396039604	0.9173688863451297	0.9420567696073118	0.9156792538754948	0.9247643423807194	0.946343155185909	0.9869930137788353	0.9489045619440333	1.0006782892927988	1.0962536827839708	0.9835662031664764	0.9927096109557905	0.9835662031664764	0.9605885560842323	1.059267881536055	1.1328125835353764	1.1634266111882807	1.1742142065056815	1.167268435482044	1.054331760843503	1.1851684284682773	1.2366842791415777	1.2010858257932115	1.2204205355314557	1.2268579726473698	1.2215253717499386	1.2275532526983843	1.2484673589756592	1.2659700162483836	1.273683897217155	1.2319878922734755	1.2512221551662153	1.2475967249152535	1.2592351430700577	1.2513366605720857	1.2645796269924827	1.2475967249152535	1.2592351430700577	1.2435218963803973	1.2572975046252721	1.23448812412437	1.252739660779882	1.23448812412437	1.252739660779882	1.23448812412437	1.252739660779882	1.255012561540916	1.255121496493014	1.2551941197944128	1.2552667430958118	1.257710688313032	1.244095308969992	1.244095308969992
4.9504950495049505	0.9492939297739225	0.9711689580165547	0.9478189667764011	0.9559401480371632	0.9740539920292228	1.0106030453239387	0.9764764936246073	1.0198422176506439	1.1059076861101624	1.0014028860217092	1.0142983220318254	1.0014028860217092	0.9851437071506676	1.0727726477874424	1.138176613034337	1.165297406284801	1.174200578283571	1.1680951577914185	1.0693824709434043	1.183654486920818	1.2271243194776718	1.1978268392120195	1.2139623176253955	1.2201489934748662	1.2144036660810924	1.220872627586087	1.2376588859142001	1.2482219870947382	1.254335626566959	1.2240139211154129	1.2395628459113124	1.2383008314682162	1.2470313337233994	1.2372729100508835	1.247886025562898	1.2383008314682162	1.2470313337233994	1.2341511678163406	1.2449771520969342	1.2258412883627559	1.240649274611521	1.2258412883627559	1.240649274611521	1.2258412883627559	1.240649274611521	1.241616161069821	1.241631198819356	1.2416412239857118	1.2416512491520684	1.2442230640550587	1.2358745992053999	1.2358745992053999
5.9405940594059405	0.9768678401913771	0.9960301572554063	0.9755803255454271	0.9827170900893464	0.9981819753220582	1.0304530430494252	1.0003470290889516	1.0372366406211804	1.1134801562143974	1.019441781578319	1.033147135692991	1.019441781578319	1.007219870353319	1.0841908508270106	1.1418191290045734	1.1656435872557118	1.1731751152605312	1.167813504785956	1.081768436371118	1.181469735333174	1.2188052392273083	1.193912444833428	1.2076291031797632	1.2133415298472336	1.2078054053376845	1.2140422085602678	1.228149513727186	1.2353188316615136	1.2404171915357836	1.2164100918090133	1.2295351161523234	1.2292340986372698	1.2363115728568477	1.2264877990202498	1.235439752253495	1.2292340986372698	1.2363115728568477	1.2252407810894739	1.2342777727333067	1.2178162901131395	1.2303474149977274	1.2178162901131395	1.2303474149977274	1.2178162901131395	1.2303474149977274	1.230941724122611	1.2309438000574808	1.23094518401406	1.230946567970639	1.2332439693899246	1.2272791648689185	1.2272791648689185
6.930693069306931	1.000730368593156	1.0174506480718066	0.999609205361841	1.0058431348348884	1.0191563885551895	1.0474539776707048	1.0210634406331625	1.052742436738531	1.1197789814257497	1.0363850504855296	1.0495517683549207	1.0363850504855296	1.0267234125107505	1.0940337911549258	1.1445817367008972	1.1654438048984663	1.1719061984556023	1.1672073550443562	1.0922040731548868	1.179186605387651	1.2115306055626054	1.1900710119258635	1.2018675936406333	1.2070184608265846	1.201938019561742	1.2076642613761714	1.219769777936487	1.2251570695158525	1.2295142779952135	1.2095474618753503	1.2208378099827228	1.2209276183934237	1.2268900899567377	1.2177224614903837	1.2254313677942428	1.2209276183934237	1.2268900899567377	1.2172243259188618	1.2249672020915816	1.210678754603053	1.2214747765855178	1.210678754603053	1.2214747765855178	1.210678754603053	1.2214747765855178	1.2219420543219026	1.2219423409003056	1.221942531952574	1.2219427230048427	1.2239423064446908	1.219246448548409	1.219246448548409
7.920792079207921	1.0214241377813342	1.0359972185693238	1.020449279523055	1.0258837166675259	1.0373991233440574	1.0621432850007693	1.0390720795318293	1.0664368558678161	1.1251628951127526	1.0517566805784575	1.0638395400448069	1.0517566805784575	1.04383742064379	1.102597086457833	1.1468302684147833	1.1650718091100531	1.1706603219319607	1.1665490902810849	1.101144299406106	1.1770360048793365	1.2051701027829655	1.1865478871872146	1.196761005016617	1.2013415401277852	1.196789137526436	1.2019204329810989	1.212404833903257	1.2167427096215397	1.2205090768468079	1.2034761533709422	1.2132676333365209	1.213506417717971	1.218622656486161	1.2103510635909627	1.2170441364163667	1.213506417717971	1.218622656486161	1.2101520771466727	1.2168587196753915	1.2044157618113136	1.213786942692003	1.2044157618113136	1.213786942692003	1.2044157618113136	1.213786942692003	1.214190435603287	1.2141904751800394	1.2141905015645411	1.2141905279490424	1.215927293338048	1.2120301005955654	1.2120301005955654
8.910891089108912	1.0394017432211902	1.0521018110631815	1.0385542887298014	1.0432896458577499	1.0532796570565663	1.074890804837385	1.0547449310140045	1.0784702256040637	1.129820287067111	1.065458939199587	1.0762957264875024	1.065458939199587	1.0588110070975856	1.1100738996428663	1.1487317677700237	1.164669279471667	1.1695223789989349	1.1659292494785172	1.1088775709298417	1.1750956255399017	1.1996130663893974	1.1834046054213616	1.1922791768593959	1.196319827720082	1.1922904147392333	1.1968312926964915	1.2059491205515747	1.209583862641171	1.2128564431972617	1.1981474817264381	1.2066688833204542	1.2069518885680848	1.211380398793294	1.2040375700450405	1.2098673013606207	1.2069518885680848	1.211380398793294	1.2039580824429943	1.209793234345755	1.1989440463325016	1.2071038912448877	1.1989440463325016	1.2071038912448877	1.1989440463325016	1.2071038912448877	1.2074603365470025	1.2074603420124197	1.2074603456560313	1.207460349299643	1.2089711929739255	1.2056504521658615	1.2056504521658615
