time	T	N	L	R	C	I	S
0.0	4662000000.0	250000000.0	526800.0	352000000.0	2140000000.0	1173.0	0.0
0.9900990099009901	4170341795.739827	249973946.91897088	618742.7744213623	351920278.1802756	2140000000.0	637.8643049978094	0.0
1.9801980198019802	3800912152.73657	249948733.51438957	607122.0887167215	351814332.04494905	2140000000.0	598.6820700497532	0.0
2.9702970297029703	3514001488.211212	249926906.6452991	597515.4228138977	351695844.20713	2140000000.0	567.6628272262224	0.0
3.9603960396039604	3285404975.4929404	249907735.2755067	589443.2628351466	351566278.9442963	2140000000.0	542.5468710609337	0.0
4.9504950495049505	3099527099.6586614	249890698.8441276	582566.4356684533	351426901.12130034	2140000000.0	521.8511753819639	0.0
5.9405940594059405	2945865742.906565	249875413.74817818	576643.3959112003	351278811.9260625	2140000000.0	504.55247855743835	0.0
6.930693069306931	2817089244.4465904	249861589.2668593	571496.3834445323	351122975.9166423	2140000000.0	489.9211455510741	0.0
7.920792079207921	2707923518.4894586	249848999.88290834	566990.966104808	350960242.3338181	2140000000.0	477.42243098362167	0.0
8.910891089108912	2614477237.5345907	249837467.195252	563023.1226976722	350791362.19052655	2140000000.0	466.6551922883396	0.0
9.900990099009901	2533816291.9412656	249826847.69644642	559510.7803876192	350617002.1728049	2140000000.0	457.3124310896049	0.0
10.89108910891089	2463686324.470078	249817024.2732887	556388.092685645	350437756.0843138	2140000000.0	449.155081283447	0.0
11.881188118811881	2402326526.5984178	249807900.14850312	553601.4626493229	350254154.3659679	2140000000.0	441.99412081021796	0.0
12.871287128712872	2348341493.470427	249799394.4679229	551106.7121106442	350066672.08631074	2140000000.0	435.67807161201205	0.0
13.861386138613861	2300611060.1081753	249791439.02440792	548867.023191223	349875735.7013716	2140000000.0	430.0840811331745	0.0
14.85148514851485	2258225603.8849077	249783975.7841874	546851.4133429662	349681728.8138839	2140000000.0	425.11144022499417	0.0
15.841584158415841	2220438797.6670623	249776954.99057734	545033.585935584	349484997.11105084	2140000000.0	420.6767933260852	0.0
16.831683168316832	2186632557.652137	249770333.69036594	543391.0512740687	349285852.6221108	2140000000.0	416.7105456801659	0.0
17.821782178217823	2156290664.4343176	249764074.57445675	541904.4443964756	349084577.40836847	2140000000.0	413.1541319231646	0.0
18.81188118811881	2128978651.284204	249758145.05544215	540556.989679112	348881426.77639264	2140000000.0	409.9579136292416	0.0
19.801980198019802	2104328287.3008337	249752516.52612594	539334.0753357636	348676632.0878939	2140000000.0	407.0795426552637	0.0
20.792079207920793	2082025477.5296516	249747163.75798145	538222.9119954538	348470403.2264196	2140000000.0	404.4826741619835	0.0
21.78217821782178	2061800728.4194605	249742064.40873665	537212.2559943208	348262930.7708649	2140000000.0	402.1359443803385	0.0
22.77227722772277	2043421567.4338443	249737198.61617312	536292.1831665401	348054387.9166786	2140000000.0	400.0121517845451	0.0
23.762376237623762	2026686463.537858	249732548.66053054	535453.902412685	347844932.1792818	2140000000.0	398.0875956947734	0.0
24.752475247524753	2011419912.2525485	249728098.68200576	534689.6008854567	347634706.9085899	2140000000.0	396.34153794135045	0.0
25.742574257425744	1997468432.416419	249723834.44284502	533992.3145312499	347423842.6390438	2140000000.0	394.7557615492208	0.0
26.73267326732673	1984697282.6647944	249719743.1258016	533355.8191306398	347212458.2958624	2140000000.0	393.31420652540226	0.0
27.722772277227723	1972987750.513144	249715813.16245407	532774.5380369482	347000662.27518237	2140000000.0	392.0026673815123	0.0
28.712871287128714	1962234900.3456316	249712034.08620548	532243.4636134917	346788553.413222	2140000000.0	390.8085404355057	0.0
29.7029702970297	1952345691.725509	249708396.40580767	531758.0899838664	346576221.8574883	2140000000.0	389.7206115189632	0.0
30.693069306930692	1943237398.4877794	249704891.49605274	531314.3551834493	346363749.8512779	2140000000.0	388.7288766870891	0.0
31.683168316831683	1934836273.6348016	249701511.50290355	530908.5911798675	346151212.4412229	2140000000.0	387.82439004613565	0.0
32.67326732673267	1927076416.2726274	249698249.26083016	530537.480455321	345938678.1163682	2140000000.0	386.99913398204717	0.0
33.663366336633665	1919898805.539748	249695098.22051364	530198.018278791	345726209.3861862	2140000000.0	386.24590801211997	0.0
34.65346534653465	1913250473.2730148	249692052.385401	529887.4795372155	345513863.30405056	2140000000.0	385.5582331385213	0.0
35.64356435643565	1907083792.530268	249689106.2558434	529603.3898201628	345301691.94180703	2140000000.0	384.9302692936034	0.0
36.633663366336634	1901355863.3064115	249686254.77976406	529343.4998268249	345089742.82053506	2140000000.0	384.35674372590967	0.0
37.62376237623762	1896027980.168843	249683493.30896837	529105.7628083213	344878059.3018999	2140000000.0	383.83288870405056	0.0
