time	T	N	L	R	C	I	S
38.613861386138616	1891065169.2360058	249680817.56034654	528888.3145813121	344666680.944038	2140000000.0	383.35438712451094	0.0
39.603960396039604	1886435784.1281133	249678223.58133882	528689.4557918106	344455643.8254471	2140000000.0	382.91732486937707	0.0
40.59405940594059	1882111152.137302	249675707.7191143	528507.6360503652	344244980.84006417	2140000000.0	382.5181489475466	0.0
41.584158415841586	1878065263.498668	249673266.59300917	528341.4399310426	344034721.96622336	2140000000.0	382.1536305894151	0.0
42.57425742574257	1874274497.9399526	249670897.06984675	528189.5742797169	343824894.511873	2140000000.0	381.820832678415	0.0
43.56435643564356	1870717382.8806887	249668596.24175742	528050.8569314291	343615523.3385736	2140000000.0	381.5170808519579	0.0
44.554455445544555	1867374379.732157	249666361.4062614	527924.2065707747	343406631.0657941	2140000000.0	381.2399379045861	0.0
45.54455445544554	1864227693.4490368	249664190.04826388	527808.6335829243	343198238.2581579	2140000000.0	380.98718086776285	0.0
46.53465346534654	1861261103.6480653	249662079.82385516	527703.2318315321	342990363.5961986	2140000000.0	380.7567806731001	0.0
47.524752475247524	1858459814.6168728	249660028.54572108	527607.171257927	342783024.032117	2140000000.0	380.5468840141906	0.0
48.51485148514851	1855810320.1370506	249658034.16984472	527519.69116314	342576234.9331801	2140000000.0	380.35579696132135	0.0
49.504950495049506	1853300283.030674	249656094.78350526	527440.0941279152	342370010.2125662	2140000000.0	380.18197035018113	0.0
50.495049504950494	1850918427.241041	249654208.59440097	527367.740533809	342164362.44910824	2140000000.0	380.02398661073477	0.0
51.48514851485149	1848654440.5938327	249652373.92074746	527302.043556968	341959302.9972109	2140000000.0	379.8805479348101	0.0
52.475247524752476	1846498887.5060763	249650589.1822955	527242.464656986	341754842.0874011	2140000000.0	379.75046556565866	0.0
53.46534653465346	1844443130.24797	249648852.892151	527188.5094479996	341550988.91856116	2140000000.0	379.63265018377905	0.0
54.45544554455446	1842479257.8187711	249647163.64931938	527139.7239650472	341347751.74255735	2140000000.0	379.5261031386595	0.0
55.445544554455445	1840600021.781841	249645520.13191998	527095.6912454074	341145137.94174623	2140000000.0	379.42990859011616	0.0
56.43564356435643	1838798778.1358256	249643921.09098867	527056.0282337044	340943154.1001512	2140000000.0	379.34322630859754	0.0
57.42574257425743	1837069434.6303134	249642365.3448177	527020.3829316379	340741806.0687888	2140000000.0	379.2652852033207	0.0
58.415841584158414	1835406403.0595825	249640851.77379122	526988.4318318772	340541099.025557	2140000000.0	379.19537739446525	0.0
59.4059405940594	1833804555.9012947	249639379.3156583	526959.8775407573	340341037.5302604	2140000000.0	379.1328528662418	0.0
60.396039603960396	1832259186.8978877	249637946.96120715	526934.4466303049	340141625.5751477	2140000000.0	379.07711455690554	0.0
61.386138613861384	1830765975.2534432	249636553.75030994	526911.8876602644	339942866.63126415	2140000000.0	379.0276139263518	0.0
62.37623762376238	1829320953.0055404	249635198.7682965	526891.9693778002	339744763.69106567	2140000000.0	378.9838468842281	0.0
63.366336633663366	1827920475.2905934	249633881.14262953	526874.4790622134	339547319.30757475	2140000000.0	378.945350095184	0.0
64.35643564356435	1826561193.2695389	249632600.03985977	526859.2210156998	339350535.6303135	2140000000.0	378.9116975940082	0.0
65.34653465346534	1825240029.4018383	249631354.66282952	526846.0151771132	339154414.4383504	2140000000.0	378.88249770297494	0.0
66.33663366336634	1823954154.865533	249630144.24810523	526834.6958525119	338958957.1706786	2140000000.0	378.8573902036575	0.0
67.32673267326733	1822700968.9588716	249628968.06362236	526825.1105526141	338764164.95410293	2140000000.0	378.8360437612346	0.0
68.31683168316832	1821478080.3186255	249627825.40652648	526817.1189291154	338570038.6288143	2140000000.0	378.8181535678128	0.0
69.3069306930693	1820283289.5784805	249626715.60117066	526810.5917908492	338376578.77211535	2140000000.0	378.8034391683548	0.0
70.29702970297029	1819114573.5064423	249625637.99727413	526805.4101956377	338183785.7202272	2140000000.0	378.7916424649507	0.0
71.2871287128713	1817970070.7465053	249624591.96825647	526801.4646449152	337991659.58800685	2140000000.0	378.78252592783923	0.0
72.27722772277228	1816848068.685472	249623576.90969595	526798.6543209988	337800200.28717786	2140000000.0	378.77587094093394	0.0
73.26732673267327	1815746991.252274	249622592.23789153	526796.8863925636	337609407.54331195	2140000000.0	378.77147625986186	0.0
74.25742574257426	1814665387.7582695	249621637.3885402	526796.075374848	337419280.9114207	2140000000.0	378.76915661200877	0.0
75.24752475247524	1813601922.759134	249620711.81552818	526796.142537997	337229819.79017925	2140000000.0	378.7687414141221	0.0
76.23762376237623	1812555366.7688441	249619814.9898174	526797.0153757121	337041023.4349951	2140000000.0	378.7700735948072	0.0
77.22772277227723	1811524587.6997623	249618946.39841363	526798.6271091161	336852890.9700824	2140000000.0	378.77300851765443	0.0
78.21782178217822	1810508542.9837606	249618105.54341167	526800.9162270769	336665421.3996042	2140000000.0	378.77741298172197	0.0
79.20792079207921	1809506272.3807778	249617291.9411182	526803.8260714161	336478613.61787	2140000000.0	378.78316430922644	0.0
80.1980198019802	1808516891.3690479	249616505.12124014	526807.3044512024	336292466.4187287	2140000000.0	378.790149510352	0.0
81.18811881188118	1807539585.0755262	249615744.6261352	526811.3032873736	336106978.504212	2140000000.0	378.79826451122455	0.0
82.17821782178218	1806573602.694621	249615010.01011768	526815.7782895864	335922148.4924949	2140000000.0	378.8074134446247	0.0
83.16831683168317	1805618252.3623347	249614300.8388165	526820.688655263	335737974.92521954	2140000000.0	378.81750800093783	0.0
84.15841584158416	1804672896.4499292	249613616.68858156	526825.9967931324	335554456.27423114	2140000000.0	378.8284668276141	0.0
85.14851485148515	1803736947.2389162	249612957.1459338	526831.6680717983	335371590.9477752	2140000000.0	378.8402149787038	0.0
86.13861386138613	1802809862.9476132	249612321.80705574	526837.6705852168	335189377.2961985	2140000000.0	378.8526834102292	0.0
87.12871287128712	1801891144.0670767	249611710.2773181	526843.9749373173	335007813.6172117	2140000000.0	378.865808511624	0.0
88.11881188118812	1800980330.0054126	249611122.17084178	526850.5540456516	334826898.1607134	2140000000.0	378.8795316781668	0.0
89.10891089108911	1800076995.9979079	249610557.11009136	526857.3829585218	334646629.1332359	2140000000.0	378.8937989171602	0.0
90.0990099009901	1799180750.2640092	249610014.72549665	526864.4386874756	334467004.7020384	2140000000.0	378.90856048368613	0.0
91.08910891089108	1798291231.3928823	249609494.65510145	526871.7000538501	334288022.99887335	2140000000.0	378.92377054698136	0.0
92.07920792079207	1797408105.9384444	249608996.5442368	526879.1475457773	334109682.1234522	2140000000.0	378.9393868831892	0.0
93.06930693069307	1796531066.2068877	249608520.04521668	526886.7631876422	333931980.1466349	2140000000.0	378.9553705911343	0.0
94.05940594059406	1795659828.220942	249608064.81705478	526894.5304202363	333754915.1133648	2140000000.0	378.9716858322472	0.0
95.04950495049505	1794794129.8469746	249607630.5252002	526902.4339889803	333578485.04536974	2140000000.0	378.9882995906191	0.0
96.03960396039604	1793933729.0712059	249607216.8412912	526910.4598421593	333402687.94364655	2140000000.0	379.0051814511794	0.0
97.02970297029702	1793078402.4141526	249606823.44292504	526918.5950370845	333227521.7907469	2140000000.0	379.0223033968152	0.0
98.01980198019803	1792227943.49465	249606450.01344594	526926.8276544717	333052984.5528464	2140000000.0	379.03963962394334	0.0
99.00990099009901	1791382161.651582	249606096.24173996	526935.1467165208	332879074.1817292	2140000000.0	379.0571663649538	0.0
100.0	1790540880.638032	249605761.8220382	526943.5421093613	332705788.6166686	2140000000.0	379.0748617201744	0.0
