time	FH2f	DHFRf	FH4	CH2FH4	CH3FH4	CHOFH4	FFH2	HCHO	FGAR	AICAR	MTX1	MTX2	MTX3	MTX4	MTX5	MTX1b	MTX2b	MTX3b	MTX4b	MTX5b	EMTX	dUMP	GAR	serine	formate	ATP	glutamine	glycine	NADP	NADPH	homocysteine	FH2b	DHFRtot
68.0	0.001214481732394327	0.637895359263754	0.4599915853496907	0.2624640331967023	1.6308386346969357	1.0016287084994933	0.00033017702431525957	0.007378249363744725	16.51457228934356	3.6949515896358736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024209758156404546	0.6403163350793944
69.0	0.001214522077056186	0.637886049020074	0.4600026641087436	0.2624693986905427	1.6308720651226403	1.0016514123783102	0.0003301881176824581	0.007378222493349428	16.51493414891623	3.694950060266328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.002421020903690701	0.6403070699237646
70.0	0.0012145619070592513	0.6378770096251527	0.4600137429420397	0.26247476418062876	1.6309054976761135	1.0016741160679092	0.00033019907101736385	0.007378195622951606	16.515296008805354	3.6949485312634076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.002421065991498681	0.6402980756166514
71.0	0.0012146012402635036	0.637868231619924	0.46002482185795235	0.26248012967106144	1.6309389322952885	1.0016968195949765	0.0003302098891795326	0.00737816875253065	16.515657869305066	3.694947002614007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.002421111078907023	0.640289342698831
72.0	0.0012146400942537234	0.6378597056894498	0.4600359008647561	0.2624854951658975	1.6309723689189082	1.0017195229858553	0.00033022057695363823	0.007378141882066158	16.516019730706148	3.694945474305235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024211561657477678	0.6402808618551976
73.0	0.0012146784863394902	0.6378514226629196	0.4600469799706274	0.26249086066914906	1.6310058074865244	1.001742226266545	0.0003302311390494726	0.007378115011537928	16.51638159329604	3.6949439463244107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024212012518427676	0.6402726239147624
74.0	0.0012147164335551827	0.6378433735136506	0.46005805918364395	0.2624962261847843	1.6310392479384974	1.0017649294627011	0.00033024158010194564	0.007378088140925959	16.516743457358828	3.6949424186590694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.002421246337004087	0.6402646198506547
75.0	0.0012147539174886465	0.6378355685040965	0.4600691384721732	0.2625015916971059	1.6310726904185764	1.001787632500029	0.00033025189510175546	0.007378061270316352	16.5171053218129	3.6949408913196296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.002421291423606091	0.6402568599277026
76.0	0.0012147909592617543	0.6378279963712589	0.4600802178493195	0.2625069572125805	1.6311061348420266	1.0018103354166317	0.0003302620897959151	0.007378034399675545	16.51746718711529	3.6949393642910633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024213365111120135	0.6402493328823708
77.0	0.0012148275833560552	0.6378206440176738	0.46009129733218257	0.2625123227396579	1.6311395811039853	1.0018330382605631	0.00033027217084552425	0.007378007528959231	16.5178290538605	3.69493783755621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024213815987081046	0.6402420256163819
78.0	0.001214863802276273	0.6378135048596161	0.4601023769245846	0.2625176882802159	1.6311730291677984	1.0018557410463933	0.00033028214165305126	0.007377980658158542	16.518190922186403	3.6949363111056672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024214266864278416	0.6402349315460439
79.0	0.0012148996280401776	0.6378065725727536	0.4601134566300109	0.2625230538359696	1.63120647899884	1.0018784437877502	0.0003302920054884691	0.007377953787265443	16.51855279221934	3.6949347849303806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.002421471774313184	0.6402280443470668
80.0	0.0012149350721785833	0.6377998410921474	0.4601245364516097	0.26252841940847177	1.6312399305645127	1.0019011464973169	0.00033030176548925507	0.007377926916272746	16.518914664074092	3.694933259021647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024215168624149284	0.6402213579545623
81.0	0.0012149701457353497	0.6377933046122513	0.4601356163921924	0.26253378499911256	1.631273383834248	1.0019238491868343	0.00033031142466039123	0.007377900045174094	16.519276537853894	3.6949317333711114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024215619507930537	0.6402148665630443
82.0	0.0012150048592673819	0.6377869575869125	0.46014669645423345	0.2625391506091198	1.631306838779505	1.0019465518670998	0.0003303209858743639	0.007377873173963974	16.519638413650426	3.6949302079707698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024216070395170573	0.6402085646264296
83.0	0.00121503922284463	0.6377807947293713	0.4601577766398702	0.2625445162395586	1.6313402953737732	1.0019692545479668	0.00033033045187116396	0.007377846302637711	16.520000291543827	3.694928682812967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.002421652128666268	0.6402024468580376
84.0	0.0012150732483912831	0.637774809696638	0.46016885696017645	0.26254988189566497	1.6313737535590667	1.00199195725806	0.00033033982589562264	0.007377819431168023	16.520362171906108	3.694927157889234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024216972180007073	0.6401965069146387
85.0	0.001215106947855365	0.6377689961180805	0.4601799374279124	0.26255524758345755	1.6314072132721191	1.0020146600293611	0.00033034911119912577	0.007377792559523345	16.520724055163917	3.6949256331911973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024217423072181903	0.6401907384252986
86.0	0.0012151403273475997	0.6377633508890611	0.46019101803430873	0.26256061329889013	1.6314406745282564	1.002037362847857	0.0003303583094440569	0.0073777656877265455	16.521085941038955	3.6949241087134927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024217873967801117	0.6401851382858412
87.0	0.001215173395417105	0.637757869520449	0.4602020987818463	0.26256597904316825	1.6314741373029706	1.0020600657232235	0.00033036742295666224	0.007377738815772026	16.521447829620488	3.6949225844496514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.002421832486747322	0.6401797020071963
88.0	0.0012152061601529414	0.637752547767392	0.46021317967277564	0.2625713448173848	1.6315076015733982	1.0020827686644198	0.0003303764539380145	0.007377711943654762	16.521809720989733	3.6949210603935407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.002421877577188024	0.64017442534458
89.0	0.001215238629184111	0.6377473816293161	0.4602242607091169	0.2625767106225199	1.6315410673183188	1.0021054716796882	0.00033038540446401316	0.007377685071370299	16.522171615219833	3.694919536539365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024219226681780194	0.6401693042974941
90.0	0.0012152708096795585	0.6377423673499262	0.46023534189265963	0.262582076459441	1.631574534518156	1.0021281747765542	0.00033039427648538403	0.007377658198914749	16.52253351237587	3.6949180128816637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024219677598009475	0.6401643351097271
91.0	0.0012153027083481704	0.6377375014172054	0.46024642322496323	0.2625874423289028	1.631608003154977	1.002150877961826	0.0003304030718276796	0.007377631326284796	16.522895412514863	3.6949164894153133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024220128521485152	0.6401595142693539
92.0	0.0012153343314387755	0.6377327805634155	0.4602575047073564	0.26259280823154735	1.6316414732124922	1.0021735812415957	0.00033041179219127885	0.007377604453477693	16.523257315685765	3.6949149661355265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024220579453207184	0.6401548385087362
93.0	0.0012153656905865905	0.6377281986491582	0.46026858634575163	0.2625981741702509	1.6316749446496535	1.0021962846341526	0.00033042044074201607	0.0073775775804789554	16.523619222094638	3.6949134430337636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024221030392430516	0.6401503016884013
94.0	0.0012153968644282127	0.6377237138248719	0.4602796682013785	0.2626035401748572	1.6317084171223935	1.0022189883060881	0.0003304290388746257	0.007377550707132632	16.52398113384531	3.6949119200546425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024221481317320756	0.640145861956604
95.0	0.0012154278035201086	0.6377193525020338	0.46029075023015403	0.2626089062238683	1.6317418908646333	1.0022416921413708	0.00033043757313737805	0.007377523833552034	16.52434304942819	3.694910397232367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024221932246056652	0.6401415457266395
96.0	0.0012154585144226145	0.6377151112432222	0.4603018324342571	0.26261427231833906	1.6317753658569405	1.0022643961479778	0.0003304460453153769	0.007377496959732164	16.52470496892075	3.6949088745619902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024222383179266847	0.6401373495611489
97.0	0.0012154890031988571	0.6377109868750951	0.4603129148156057	0.2626196384591967	1.6318088420816947	1.0022871003330875	0.00033045445705844496	0.0073774700856686715	16.52506689239138	3.6949073520389266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.002422283411768027	0.6401332702868631
98.0	0.0012155192754147537	0.637706976488389	0.4603239973758568	0.26262500464724114	1.6318423195230871	1.0023098047030798	0.00033046280988112344	0.007377443211357853	16.525428819899332	3.6949058296589543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024223285062128126	0.6401293049946019
99.0	0.0012155493361390107	0.63770307743792	0.4603350801164061	0.26263037088314434	1.6318757981671197	1.0023325092635353	0.0003304711051626724	0.007377416336796656	16.525790751494753	3.694904307418212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.0024223736013545866	0.6401254510392745
100.0	0.001215579189943126	0.637699287342583	0.46034616303838866	0.2626357371674507	1.6319092780016065	1.0023552140192358	0.0003304793441470705	0.0073773894619826716	16.526152687218683	3.694902785313202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.76	689.6	123.3	500.0	2980.0	7170.0	1600.0	6.73	294.0	10.0	0.002422418697297518	0.6401217060398805
