time	species_0	species_1	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9	species_10	species_11	species_12	species_13	species_14	species_15	species_16	species_17	species_19	species_20	species_21	species_22	PIP3Active	PIP3Inactive	IRS1Active	IRS1Inactive	PDK1Inactive	PDK1Active	mTORC1Active	mTORC1Inactive	S6K1Active	S6K1Inactive	bRafMutated	Dabrafenib	bRafMutatedInactive	species_25	species_26	species_27	species_28	species_29	species_30	PTENActive	HSP90_Cdc37Active	PHLPPActive	mTORC2Active	TCL1Active	CTMPActive	probRafMutated
0.0	0.0	80000.0000000001	0.0	120000.0	0.0	120000.0	0.0	120000.0	0.0	600000.0	0.0	600000.0	0.0	120000.0	0.0	120000.0	0.0	120000.0	0.0	120000.0	0.0	120000.0	0.0	120000.0	0.0	120000.0	120000.0	0.0	0.0	120000.0	0.0	120000.0	120000.0	1.25e-10	1.0	10002000.0	120000.0	120000.0	120000.0	120000.0	1.0	120000.0	120000.0	120000.0	120000.0	120000.0	120000.0	1.0
0.9900990099009901	65748.13474580695	36.894779203406245	102392.17665169915	17607.82334830105	19596.261374377027	100403.7386256228	2644.5832552454144	117355.4167447543	556113.3550804236	43886.64491957554	556199.1115355683	43800.88846443178	983.6624484047948	119016.33755159508	116344.34929550008	3655.650704499722	169.53757820572704	119830.46242179388	90343.14219087381	29656.8578091265	17328.948177596452	102671.05182240377	570.0285768337397	119429.97142316605	116340.65198005458	3659.348019945202	119861.06107590852	138.938924091296	1117.9112281537343	118882.08877184633	1.4724621521784502	119998.52753784758	116255.16376807155	1.249976172628095e-10	3844.846132918622	10002000.0	120000.0	120000.0	120000.0	120000.0	1.0	120000.0	120000.0	120000.0	120000.0	120000.0	120000.0	1.0
1.9801980198019802	54032.37644072911	30.40193252307334	72865.48673488598	47134.51326511417	14090.650599508117	105909.34940049172	1814.0764589626813	118185.92354103702	560363.136036147	39636.86396385128	571333.7220678283	28666.277932172223	2587.302046531339	117412.69795346852	119707.09015614746	292.90984385244366	171.53188824004602	119828.46811175947	85805.4163823091	34194.58361769129	16484.81428912192	103515.18571087821	1055.3334824822819	118944.66651751753	119601.64510047743	398.3548995224077	119633.42880029582	366.57119970396724	2391.856229642192	117608.14377035793	6.513947308097177	119993.4860526916	112513.71633274459	1.2499523457103802e-10	7685.3034692357305	10002000.0	120000.0	120000.0	120000.0	120000.0	1.0	120000.0	120000.0	120000.0	120000.0	120000.0	120000.0	1.0
2.9702970297029703	44420.26421751856	25.07492173006216	51130.81537787348	68869.18462212668	9954.386551425107	110045.61344857473	761.58189906798	119238.41810093171	558726.181432662	41273.81856733701	571600.7083639777	28399.291636022626	4172.7330790988435	115827.26692090093	119777.99855208112	222.00144791883883	171.73892508862744	119828.2610749109	80885.35354279134	39114.64645720907	15565.987235558849	104434.01276444124	1312.4733529482107	118687.52664705172	119164.76548790274	835.2345120970316	119492.62991112522	507.37008887451304	3663.8680265293906	116336.13197347072	15.215734047618685	119984.78426595208	108775.87224156392	1.2499285192468525e-10	11522.157461406547	10002000.0	120000.0	120000.0	120000.0	120000.0	1.0	120000.0	120000.0	120000.0	120000.0	120000.0	120000.0	1.0
3.9603960396039604	36534.07375628808	20.704412863002265	36070.503869258755	83929.49613074142	7052.3966353614705	112947.60336463833	420.2531643482802	119579.7468356515	557158.4164064077	42841.5835935914	571621.9690421902	28378.030957810148	5731.923435641349	114268.0765643584	119741.49772407292	258.5022759270756	171.81354874447305	119828.18645125508	75639.87015713219	44360.129842868264	14582.429453217614	105417.57054678252	1446.2634148058673	118553.73658519403	118154.98164746532	1845.018352534445	119417.43082550805	582.5691744916936	4929.798457647235	115070.20154235286	27.56316741051651	119972.43683258921	105041.86733943739	1.2499046932375017e-10	15355.172264523178	10002000.0	120000.0	120000.0	120000.0	120000.0	1.0	120000.0	120000.0	120000.0	120000.0	120000.0	120000.0	1.0
4.9504950495049505	30063.90377215071	17.11865933269189	25742.65507091058	94257.34492908957	5046.886208533752	114953.11379146604	266.2800293806234	119733.71997061916	555582.2630718271	44417.73692817219	571584.3472096771	28415.652790323307	7264.891785510093	112735.10821448965	119692.08256104824	307.9174389517122	171.8396590551964	119828.1603409443	70143.27894405839	49856.721055942005	13547.502105451362	106452.49789454877	1515.6514551476287	118484.34854485234	116487.71687146628	3512.283128533417	119378.24791478134	621.7520852184415	6189.025363640223	113810.97463635981	43.5367710186435	119956.46322898108	101311.96165747261	1.2498808676823202e-10	19184.08784747806	10002000.0	120000.0	120000.0	120000.0	120000.0	1.0	120000.0	120000.0	120000.0	120000.0	120000.0	120000.0	1.0
5.9405940594059405	24755.497916452823	14.176752847382337	18613.887124881436	101386.11287511866	3655.7933470571015	116344.20665294271	179.133364005629	119820.86663599413	553926.7072910451	46073.29270895372	571524.2532140532	28475.746785946823	8771.920945229283	111228.07905477048	119633.72556125702	366.2744387429432	171.8396509015609	119828.16034909786	64486.48784259589	55513.51215740446	12477.940487470085	107522.05951253008	1551.4479604978694	118448.5520395021	113945.72477821333	6054.275221786381	119357.97339834564	642.0266016540996	7441.246590060272	112558.75340993973	63.1155636086672	119936.88443639108	97586.4428047659	1.2498570425812988e-10	23008.616601174817	10002000.0	120000.0	120000.0	120000.0	120000.0	1.0	120000.0	120000.0	120000.0	120000.0	120000.0	120000.0	1.0
6.930693069306931	20400.2533405239	11.763086181469486	13631.325231603349	106368.67476839677	2680.396211656294	117319.60378834349	125.16258616846359	119874.83741383132	552165.5581244506	47834.441875548306	571449.8086499405	28550.191350059617	10253.342420194707	109746.65757980506	119565.77655480872	434.2234451912639	171.82398373181485	119828.17601626761	58771.535477898105	61228.464522102244	11392.89038742032	108607.10961257979	1569.6923376811396	118430.30766231882	110280.6892569128	9719.310743087019	119347.57273792895	652.4272620708375	8686.277972839422	111313.72202716062	86.27761578855815	119913.72238421119	93865.62997120792	1.249833217934429e-10	26828.439335723047	10002000.0	120000.0	120000.0	120000.0	120000.0	1.0	120000.0	120000.0	120000.0	120000.0	120000.0	120000.0	1.0
7.920792079207921	16827.023291445836	9.782810192661593	10100.316160355484	109899.68383964465	1987.6785808252794	118012.32141917454	89.82897686667773	119910.1710231331	550279.8828989008	49720.11710109813	571363.8342325578	28636.16576744241	11709.499501397264	108290.50049860257	119487.17554260687	512.824457393068	171.79779706762227	119828.20220293182	53104.56054338604	66895.4394566143	10312.604575269837	109687.39542473028	1578.7303294787916	118421.26967052117	105243.53661097765	14756.463389022134	119342.3386118253	657.661388174479	9923.992828218112	110076.00717178195	113.00029626515477	119886.99970373459	90149.87867726383	1.249809393741702e-10	30643.200530657316	10002000.0	120000.0	120000.0	120000.0	120000.0	1.0	120000.0	120000.0	120000.0	120000.0	120000.0	120000.0	1.0
8.910891089108912	13895.391609042877	8.158106563465106	7564.388087944409	112435.6119120557	1489.4487364991153	118510.55126350072	65.7891534761447	119934.21084652367	548251.7049539348	51748.29504606426	571267.2049207875	28732.79507921291	13140.737951788667	106859.2620482111	119396.78245951611	603.2175404838481	171.76351982356726	119828.2364801758	47588.183879294986	72411.81612070533	9256.977794622864	110743.02220537724	1582.9014939411977	118417.09850605874	98631.83557986746	21368.164420132332	119339.82336915615	660.1766308436039	11154.292894909044	108845.70710509097	143.26039633219486	119856.73960366753	86439.58644306952	1.2497855700031095e-10	34452.50266584178	10002000.0	120000.0	120000.0	120000.0	120000.0	1.0	120000.0	120000.0	120000.0	120000.0	120000.0	120000.0	1.0
