time	GlcX	Glc	ATP	G6P	ADP	F6P	FBP	GAP	DHAP	NAD	BPG	NADH	PEP	Pyr	ACA	EtOH	EtOHX	Glyc	GlycX	ACAX	CNX	AMP	P	CNX0	GlcX0
0.0	6.7	0.573074	2.1	4.2	1.5	0.49	4.64	0.115	2.95	0.65	0.00027	0.33	0.04	8.7	1.48153	19.2379	16.4514	4.196	1.68478	1.28836	5.20358	0.33	0.0	5.6	24.0
1.0	6.664467977003369	2.763300494386862	1.978300888961627	4.130138433779696	1.5684651267988845	0.4761936519469995	5.59523874529634	0.12706319642411087	3.231895585054951	0.6190115424020805	0.0002540478225556533	0.3609884575979196	0.041052767513356236	9.483420465997243	1.4557535417003997	19.280731896217905	16.457627765975598	4.397719667800747	1.6881227713798297	1.2829990486270293	5.203616845854961	0.38323398423949157	0.0	5.6	24.0
2.0	6.6657155592605735	2.698572211443248	2.1921813645879116	4.433647475815736	1.4447069583773007	0.5209622359329044	5.343781022933833	0.12380167290088032	3.172573739689716	0.6371387532066721	0.00029437013700944515	0.3428612467933276	0.04080780304154255	10.32317050721029	1.4690682006792826	19.27333438505574	16.465793506113982	4.4865397143044525	1.6958434253598471	1.2782994430085066	5.203729629473238	0.2931116770347902	0.0	5.6	24.0
3.0	6.665219546119491	2.7545935607408785	1.9799343309498363	4.154353048374192	1.5676014120208335	0.47893366828125394	5.634040124715555	0.1275195154685517	3.2431630343383024	0.6183483791052224	0.00025465413034376914	0.36165162089477637	0.041107706751254317	11.043936005642166	1.456885781135346	19.297635203718805	16.472929849403886	4.489139811907262	1.7039781194612535	1.276210109140592	5.203883232257349	0.38246425702933257	0.0	5.6	24.0
4.0	6.66626772979769	2.6975756963380726	2.202520904254508	4.442729151804207	1.43830631727388	0.5225986444266039	5.331880671156967	0.12363273853601318	3.1700620970472935	0.6382051671513157	0.0002966660983111816	0.3417948328486831	0.040809896918796544	11.707260229460777	1.472218840041241	19.288900528674734	16.480710627955222	4.514073659497498	1.7120597984149184	1.274810981046231	5.204055263216597	0.2891727784716153	0.0	5.6	24.0
5.0	6.665716930583946	2.754818743611971	1.9721181868043596	4.1508625395663445	1.5718310180086943	0.47821046464397304	5.613494487508772	0.12726307878527338	3.237033594300057	0.6186845913789475	0.00025332739274433745	0.3613154086210506	0.04111495799448185	12.270576840300302	1.460483092000529	19.313363497918694	16.487345326856172	4.49895475345809	1.7194584822141015	1.2752548810819173	5.204223283041196	0.38605079518694857	0.0	5.6	24.0
6.0	6.666771215404326	2.6966022650342603	2.211526727429491	4.4513814434779695	1.4327081694028083	0.5241153172728525	5.302427290492817	0.1232424730149076	3.1623509380253676	0.639725117750536	0.00029863340874436466	0.34027488224946156	0.040803948534969194	12.814161250357593	1.4771026568602244	19.3037688497808	16.494795293646565	4.521536129867086	1.7266091112737456	1.2755948958475318	5.204378676480708	0.2857651031677005	0.0	5.6	24.0
7.0	6.66617110807812	2.755775839370348	1.9653455385487233	4.145623523832827	1.5754700556898602	0.4773423251138785	5.590047655958666	0.12696537754718562	3.2302217189420643	0.619209598677412	0.00025220995519085896	0.36079040132258466	0.041125179382310244	13.271931526801945	1.4651327104161496	19.328814827661844	16.501057648333532	4.501955930277053	1.7330346268743226	1.2773795536051284	5.20450879740556	0.38918440576141516	0.0	5.6	24.0
8.0	6.667252512816379	2.694566823782435	2.219510755622094	4.46293260706637	1.427733291273377	0.5259024234548041	5.261579982891237	0.12270821516355945	3.151182393556933	0.6415322488150916	0.00030034777287389836	0.3384677511849055	0.0407923490681994	13.73099495011166	1.4829717694547828	19.317921855436154	16.508259184695525	4.524062471920914	1.7392315876853388	1.2786133059223188	5.204612442033579	0.28275595310452584	0.0	5.6	24.0
9.0	6.666586057467884	2.7577541134285064	1.960080152977026	4.137926405063856	1.57827556900324	0.47626862781870594	5.570063536276078	0.12670524545290668	3.2245521160677817	0.6197514488725229	0.0002513875652106127	0.360248551127474	0.04113984237088609	14.114235129532947	1.4701540165102698	19.34406517095395	16.514233346381364	4.502143594329758	1.7447117340401253	1.2810812173498511	5.204681967290322	0.39164427801973245	0.0	5.6	24.0
10.0	6.667719745706726	2.69115502265927	2.2256085923591864	4.477927201642176	1.42393569959941	0.5279669032020341	5.21068701679689	0.12204813206166769	3.1368055762525446	0.6435221646189253	0.0003015972350746458	0.33647783538107173	0.04077397683916823	14.507713185648763	1.489355308065874	19.331263421200333	16.52121425416665	4.5231670732565155	1.7500100461395576	1.2827541698025826	5.204720316968475	0.2804557080414026	0.0	5.6	24.0
11.0	6.666964851718517	2.760882326536731	1.9572476714623113	4.127742095729546	1.579760951701243	0.4750229761264459	5.557031280238832	0.1265258864198985	3.2210726930880664	0.6202433185995156	0.0002510169507138133	0.35975668140048134	0.04115935409815834	14.837696079663267	1.4751375734169243	19.359115411518406	16.526956101767894	4.500936124076783	1.7546108132197225	1.285513905776656	5.204722352102202	0.3929913768364445	0.0	5.6	24.0
12.0	6.668176937771381	2.6862441046306142	2.2290335297712685	4.496344764339915	1.4218232469859997	0.5302552700997784	5.150973279855773	0.1212778506264845	3.119451803671854	0.6456087025306441	0.0003021903521316703	0.3343912974693531	0.04074849711093214	15.17592989401004	1.4959519264695702	19.34372899882071	16.53370866152475	4.519663622597585	1.7590896304034707	1.2873822422373238	5.204693466719611	0.27914322324272844	0.0	5.6	24.0
13.0	6.667311735927149	2.7650665256646283	1.9576033652229115	4.115636041272374	1.5795311863824217	0.47369769291052916	5.552096874755485	0.12644180680530562	3.2201500889080434	0.6206780259438119	0.00025122226137889173	0.3593219740561856	0.04118321138159953	15.468657759777344	1.4798653055438487	19.37391129801718	16.53925869016128	4.499221234408409	1.762892919163772	1.2901886028046072	5.204629606560214	0.39286544839466286	0.0	5.6	24.0
