time	FeDuo	FeRBC	FeSpleen	FeLiver	Tf	Hepcidin	Fe2Tf	Fe1Tf	NTBI	FeRest	FeBM	FeOutside
0.0	4.522709658297896e-07	3.000419111816154e-05	2.6535386983253474e-07	2.323937591254054e-06	2.05683830088178e-08	2.9902269360981806e-11	1.7582265578416237e-08	1.2159351412765894e-08	4.33045736047067e-11	5.649279300692685e-06	6.509657569052975e-07	0.0
0.9900990099009901	4.759677919579685e-07	2.9991902941158025e-05	2.987579151137957e-07	2.3278053582392005e-06	2.24428949224438e-08	3.506911972721542e-11	1.5440717191890525e-08	1.2426387885665633e-08	3.715873601201999e-11	5.646515413444754e-06	6.233603451223822e-07	0.0
1.9801980198019802	5.072038683957332e-07	2.9949778801092532e-05	3.3236731655353387e-07	2.33898697375313e-06	2.2588694291230848e-08	3.750934751633423e-11	1.527457970915169e-08	1.2446725999617407e-08	3.6753523552882455e-11	5.647805597988101e-06	6.020438869652858e-07	0.0
2.9702970297029703	5.38797466079668e-07	2.9894755481445227e-05	3.519996859813722e-07	2.3546854119021204e-06	2.250443591631384e-08	3.8661430234901293e-11	1.5367198541749053e-08	1.2438365541937057e-08	3.7012254353477985e-11	5.654648647881017e-06	5.957402002360411e-07	0.0
3.9603960396039604	5.684143667494799e-07	2.9838205784204887e-05	3.622297027384918e-07	2.3725508168365016e-06	2.2405084831550513e-08	3.9205660905908304e-11	1.547668597770447e-08	1.2428229190744966e-08	3.730338614815667e-11	5.664895215479989e-06	5.957157208747696e-07	0.0
4.9504950495049505	5.953257809003526e-07	2.9784220339087492e-05	3.671828738143725e-07	2.3912582162334473e-06	2.2320897716636595e-08	3.946677512006963e-11	1.5570414779836026e-08	1.2418687503527333e-08	3.7555118989540415e-11	5.676971499762508e-06	5.974484281735465e-07	0.0
5.9405940594059405	6.194981941118882e-07	2.9733567826936646e-05	3.6936599035839287e-07	2.410149180477395e-06	2.226093478920679e-08	3.9593843746864546e-11	1.5638442474366048e-08	1.2410622736427138e-08	3.774960883403715e-11	5.689970719628683e-06	5.993232604919823e-07	0.0
6.930693069306931	6.411143283747604e-07	2.9685947605314628e-05	3.7007166752460143e-07	2.428888444638643e-06	2.2208833848347774e-08	3.9652783639618395e-11	1.5695744936383113e-08	1.2405421215269098e-08	3.790734253961269e-11	5.703390596946192e-06	6.010292348644503e-07	0.0
7.920792079207921	6.603820335155116e-07	2.964106477023857e-05	3.700416276570381e-07	2.4472743394436403e-06	2.2168616428172992e-08	3.967924221695599e-11	1.5741174992132918e-08	1.2400208579694096e-08	3.802546407624849e-11	5.716923823228071e-06	6.024853778598328e-07	0.0
8.910891089108912	6.77549201944295e-07	2.9598609603720906e-05	3.697052790893219e-07	2.465204778378747e-06	2.213833783250624e-08	3.9690764741632756e-11	1.5779584345019816e-08	1.239207782247394e-08	3.817052262541907e-11	5.730384038464593e-06	6.036643830875937e-07	0.0
9.900990099009901	6.928587096926384e-07	2.9558279727906176e-05	3.692652877984476e-07	2.482630921877123e-06	2.2107983461297276e-08	3.969633000056126e-11	1.580923882659229e-08	1.2392777712110425e-08	3.8200038652978324e-11	5.743663259112727e-06	6.046276532495253e-07	0.0
10.89108910891089	7.065366191270524e-07	2.951983255813819e-05	3.687664567794945e-07	2.4995442931713455e-06	2.208267212954894e-08	3.969953395105223e-11	1.5837727537697645e-08	1.2389600332753403e-08	3.830431244882774e-11	5.756714112330212e-06	6.054516854766107e-07	0.0
11.881188118811881	7.187798724241893e-07	2.948308977583428e-05	3.68219555270008e-07	2.515948132507059e-06	2.2059540670996643e-08	3.9701512504382215e-11	1.586187357931527e-08	1.238858574968807e-08	3.833256843645348e-11	5.769508974641837e-06	6.061787805795175e-07	0.0
12.871287128712872	7.297517105603992e-07	2.9447912968632925e-05	3.67661758715014e-07	2.5318436323784284e-06	2.204172376805657e-08	3.9702643762092546e-11	1.5884379494024737e-08	1.2383896737918684e-08	3.842213859647908e-11	5.782019755231562e-06	6.068160951738518e-07	0.0
13.861386138613861	7.395947635739917e-07	2.941417790279064e-05	3.671294952555056e-07	2.547231923392471e-06	2.2024096849929502e-08	3.9703213841815805e-11	1.5901853999120504e-08	1.2384049150949989e-08	3.844111767109043e-11	5.7942212982209396e-06	6.073699771302702e-07	0.0
14.85148514851485	7.4843340115793e-07	2.9381775808038697e-05	3.6663051112476726e-07	2.562120255137708e-06	2.200891516931373e-08	3.970346827195183e-11	1.5918016597508187e-08	1.2383068233178073e-08	3.847907697509941e-11	5.806100735008462e-06	6.078567364199346e-07	0.0
15.841584158415841	7.563870471663146e-07	2.9350604194016265e-05	3.6616945051882284e-07	2.576516538899211e-06	2.199647814338313e-08	3.9703609300006186e-11	1.5934496996574352e-08	1.2379024860042515e-08	3.8562620900554603e-11	5.81764698024391e-06	6.082912946277173e-07	0.0
16.831683168316832	7.635434878357973e-07	2.9320595109138323e-05	3.65720139391093e-07	2.5904351296246835e-06	2.1983295820017017e-08	3.970367582171396e-11	1.5948553228768623e-08	1.2378150951214355e-08	3.8585040478494043e-11	5.8288638611054e-06	6.086901570410403e-07	0.0
17.821782178217823	7.699906166932649e-07	2.9291680222339147e-05	3.6527440400389384e-07	2.603888071707502e-06	2.1971176447389758e-08	3.970372714224216e-11	1.596176362277538e-08	1.2377059929834863e-08	3.8610444626667186e-11	5.839750678738925e-06	6.090592243747259e-07	0.0
18.81188118811881	7.758040505631251e-07	2.9263802328130214e-05	3.6482151606020054e-07	2.616888585627812e-06	2.196127717265489e-08	3.970377146673027e-11	1.5974776259741482e-08	1.2373946567603671e-08	3.867564927181171e-11	5.850310018563496e-06	6.094015613915379e-07	0.0
19.801980198019802	7.810449295192628e-07	2.9236907482348906e-05	3.64376619338746e-07	2.6294470921399187e-06	2.19515047854009e-08	3.9703800335871976e-11	1.5984945143199575e-08	1.2373550071399593e-08	3.869218985783639e-11	5.860540505459128e-06	6.097091314297733e-07	0.0
20.792079207920793	7.857753239415793e-07	2.921093710246378e-05	3.6394806535677985e-07	2.6415744070995165e-06	2.1942926378947343e-08	3.9703822257915915e-11	1.5993595296175642e-08	1.2373478324877086e-08	3.8701287333915526e-11	5.870441841207592e-06	6.099821620850688e-07	0.0
21.78217821782178	7.900462121147855e-07	2.9185836107101095e-05	3.635502965518737e-07	2.6532807183439896e-06	2.1936616579779256e-08	3.970383483806787e-11	1.6002341281868616e-08	1.237104213835221e-08	3.874823051229347e-11	5.880013951591454e-06	6.102199142558522e-07	0.0
22.77227722772277	7.938942683612622e-07	2.9161561956910897e-05	3.631724652967689e-07	2.664578748629335e-06	2.192994344111824e-08	3.97038425193244e-11	1.6009378457002286e-08	1.2370678101879555e-08	3.8760131651481016e-11	5.889264794994911e-06	6.104339678957083e-07	0.0
23.762376237623762	7.973767694001809e-07	2.913805859407938e-05	3.6282582057177864e-07	2.6754790918944034e-06	2.1923529704974286e-08	3.97038456430021e-11	1.6015555308284503e-08	1.237091498674129e-08	3.87611731400014e-11	5.8981941945041655e-06	6.106229668909302e-07	0.0
24.752475247524753	8.005221019954757e-07	2.9115296874483772e-05	3.6249114987070513e-07	2.6859958566891663e-06	2.191755146368014e-08	3.970384607403367e-11	1.6021502653682665e-08	1.2370945882637278e-08	3.87655596941473e-11	5.906813771669357e-06	6.107957476696629e-07	0.0
25.742574257425744	8.033596442612614e-07	2.9093246667208564e-05	3.6215031570548175e-07	2.696143023924645e-06	2.1912177687354824e-08	3.970384563976223e-11	1.6027840838244026e-08	1.2369981474401225e-08	3.878717219584175e-11	5.915134732631964e-06	6.109608384179706e-07	0.0
26.73267326732673	8.059341746716538e-07	2.9071862478925728e-05	3.61806226605211e-07	2.7059319125257537e-06	2.190741318520266e-08	3.9703845278817574e-11	1.6034728746963506e-08	1.2367858067833907e-08	3.882871190489717e-11	5.923160634950538e-06	6.11119490133571e-07	0.0
27.722772277227723	8.082575829282719e-07	2.9051131241947293e-05	3.6146739214287125e-07	2.715371627216127e-06	2.190299087049713e-08	3.970384428302996e-11	1.603983584143164e-08	1.2367173288071303e-08	3.884523753816598e-11	5.9308974677576266e-06	6.112595487582373e-07	0.0
28.712871287128714	8.103696144689733e-07	2.903101250348132e-05	3.611272099824387e-07	2.7244747683221955e-06	2.1899001624422908e-08	3.970384406610152e-11	1.6043652810915465e-08	1.2367345564661703e-08	3.884682904367645e-11	5.938352012395275e-06	6.113861512472593e-07	0.0
29.7029702970297	8.122848479950119e-07	2.9011479251669983e-05	3.607949079307353e-07	2.7332506044108314e-06	2.1895656437952297e-08	3.9703844208761916e-11	1.6046868077286895e-08	1.2367475484760883e-08	3.884805286033303e-11	5.9455296025697945e-06	6.114978750401092e-07	0.0
30.693069306930692	8.140178518423486e-07	2.899250447790238e-05	3.6047972075541575e-07	2.7417084026415132e-06	2.1893166441361287e-08	3.970384429100287e-11	1.6050170700180247e-08	1.2366662858458542e-08	3.886348825225484e-11	5.952435571243019e-06	6.115932967101891e-07	0.0
31.683168316831683	8.155947482285486e-07	2.8974057884829455e-05	3.6018163199130254e-07	2.749859106449125e-06	2.1891463828159173e-08	3.970384477923397e-11	1.6053350397550974e-08	1.236518577428993e-08	3.8888447294027245e-11	5.959076397267689e-06	6.116727111170288e-07	0.0
32.67326732673267	8.170176994275719e-07	2.8956120124683192e-05	3.599011660899713e-07	2.7577115261186778e-06	2.1889514213642657e-08	3.970384509994207e-11	1.605570740356372e-08	1.2364778382793694e-08	3.889608489466758e-11	5.96546013195175e-06	6.117422567616946e-07	0.0
33.663366336633665	8.183090301478525e-07	2.8938661779950067e-05	3.596422551889918e-07	2.7652759887263106e-06	2.1887416711716174e-08	3.970384538931511e-11	1.60574416901072e-08	1.2365141598176704e-08	3.889107060797419e-11	5.971592685221315e-06	6.118012056389566e-07	0.0
34.65346534653465	8.194786007004927e-07	2.8921666844959117e-05	3.5939646476570554e-07	2.7725624603337116e-06	2.1885462214394566e-08	3.9703845623854576e-11	1.6059001952183636e-08	1.2365535833421874e-08	3.888609933850322e-11	5.977483224383627e-06	6.118529625661481e-07	0.0
35.64356435643565	8.205359898911214e-07	2.8905119766947816e-05	3.5915486684680007e-07	2.77958091088557e-06	2.188396457378697e-08	3.970384578227991e-11	1.6060859303262675e-08	1.2365176122950436e-08	3.889462139546001e-11	5.98314103067179e-06	6.119010233607667e-07	0.0
36.633663366336634	8.214955353276832e-07	2.8888997614243566e-05	3.5891755118594226e-07	2.7863411093842834e-06	2.188275841963274e-08	3.9703845814495564e-11	1.606296756619334e-08	1.2364274014174003e-08	3.891324873480956e-11	5.988573240129893e-06	6.11946732940833e-07	0.0
