time	TGFbR	TGFb_TGFbR	TGFb_TGFbR_P	I_Smad_TGFb_TGFbR_P	Smad	Smad_P	CoSmad	Smad_P_Smad_P	Smad_P_CoSmad	I_Smad_mRNA2	I_Smad	Smad_N	Smad_P_Smad_P_N	Smad_P_N	Smad_P_CoSmad_N	CoSmad_N	I_Smad_mRNA1	TGFb
0.0	2323.0	0.0	0.0	0.0	16099.999999999998	0.0	27599.999999999996	0.0	0.0	0.0	0.0	82000.0	0.0	0.0	0.0	135000.0	0.0	460.0
0.9900990099009901	2320.985487514738	1.7233037012552654	0.2912087840457837	2.9523377898381627e-33	16088.834581133366	0.006446764602234233	27576.743913200153	1.3341677423424336e-13	9.938758246968653e-07	2.041979788713925e-25	6.744144287464734e-28	82011.15896377827	4.197358608477826e-18	7.31970252671287e-06	1.0162897697446664e-08	135023.25608579587	1.1633031277062806e-22	460.0
1.9801980198019802	2318.979217156843	2.967583310395438	1.0531995327942223	1.8816759063892345e-28	16077.692435449802	0.04770046080403354	27553.60888343537	1.486448987506018e-11	1.4893004747307553e-05	9.167027551653104e-22	6.014660248389251e-24	82022.25973912724	1.017391821725949e-15	0.00010976154950490404	3.075592680904956e-07	135046.3911013641	2.6161743489125257e-19	460.0
2.9702970297029703	2316.9793784176068	3.866477685949995	2.1541438964757265	1.1663229681791266e-25	16066.547566151463	0.14942647599851078	27530.59425144112	2.224044406481137e-10	7.078876177647675e-05	1.217959482996779e-19	1.2048228384949402e-21	82033.30241228858	2.4736005750552555e-14	0.0005220818672412632	2.2128900625019515e-06	135069.40567555727	2.3016762734293913e-17	460.0
3.9603960396039604	2314.9846654609737	4.516342484824293	3.4989920542342894	1.0705801163659347e-23	16055.381398177831	0.3298574022623146	27507.699348603037	1.4670195032830782e-09	0.0002105533732672695	3.814524576117439e-18	5.060470314391896e-20	82044.2869710418	2.346167200548083e-13	0.001553970821797267	8.851008726332068e-06	135092.30043199263	5.368885230790846e-16	460.0
4.9504950495049505	2312.9941363279436	4.986651607479417	5.019212064609127	3.456286932578387e-22	16044.180703501717	0.6018717566964198	27484.923500966186	6.19087110040045e-09	0.0004848564937303918	5.4162518680720206e-17	9.032379325704375e-19	82055.21333322469	1.329148737075804e-12	0.0035809673993926748	2.568065679329035e-05	135115.07598849674	6.057807657731115e-15	460.0
5.9405940594059405	2311.007111420734	5.327496803097269	6.665391776201017	5.77029284227948e-21	16032.936106362567	0.9744916273713555	27462.266032108044	1.9726920363131776e-08	0.0009503032092062266	4.666301022703185e-16	9.38758903619168e-18	82066.08136727638	5.43735465858388e-12	0.007023540961956736	6.085012687216732e-05	135137.73295673874	4.321521097006138e-14	460.0
6.930693069306931	2309.0231003084505	5.574994989100713	8.401904702481295	6.1215737182316e-20	16021.641006288683	1.4539617120512645	27439.726265193705	5.1843545560053534e-08	0.001667379226694542	2.849700530036909e-15	6.721779872359223e-17	82076.89090703233	1.7773183016525194e-11	0.012332056159872987	0.00012542795031694447	135160.27194199924	2.248423440504758e-13	460.0
7.920792079207921	2307.041748952804	5.7551870150515905	10.20306403217669	4.665756512051903e-19	16010.290802112233	2.0445267752701506	27417.303524442614	1.1844001432609644e-07	0.002698977055614859	1.353536048082642e-14	3.6658415845119277e-16	82087.64176237841	4.931129096270254e-11	0.019975976234524868	0.00023354398450940882	135182.69354303647	9.290539881546576e-13	460.0
8.910891089108912	2305.0628016570226	5.88684873281973	12.050349610189661	2.765111605775861e-18	15998.882332845318	2.7489918206458466	27394.997136171693	2.4331487412025144e-07	0.004109340368856828	5.308305398188183e-14	1.6244801614155076e-15	82098.33372692097	1.2074049591167362e-10	0.030436119616719083	0.00040246638399245494	135204.99835202168	3.2208735188698636e-12	460.0
