time	AF1	AF2	E2	FSH_R	FSH_bld	FSH_pit	GnRH	GnRH_R_a	GnRH_R_i	InhA	InhA_delay	InhB	LH_Pit	LH_R	LH_bld	Lut1	Lut2	Lut3	Lut4	OvF	P4	PrF	R_FSH	R_FSH_des	R_Foll	R_GnRH_a	R_GnRH_i	R_LH	R_LH_des	Sc1	Sc2	AF3	AF4	Ago_c	Ago_d	Ago_R_i	Ago_R_a	Ant_d	Ant_c	Ant_p	Ant_R	s113	s114	s115	s116	csa1_degraded	s33	s38	s62	s64	s66	s67	s69	s71	s72	s74	s76	s78	s82	s85	s87	s92	s93	s94	s95	sa1_degraded	sa28_degraded	sa31_degraded	sa35_degraded	sa3_degraded	sa52_degraded	sa53_degraded	sa61_degraded	sa75_degraded	sa78_degraded	sa86_degraded	s102	s106	s108	s107
0.0	2.26	19.92	45.0	0.662	4.1	48627.2	0.00326	1.447e-05	1.294e-05	1.07	86.84	52.18	261119.0	0.263	2.667	2.762e-05	0.0003772	0.00334	0.01385	7.652e-19	2.41	0.244	6.341	1.497	0.119	0.00928	0.0009409	8.41	0.699	1.098e-08	2.171e-06	0.504	1.604e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
0.9900990099009901	2.450183396914986	21.92940441349257	37.85933348705854	0.7468013635543943	4.83060975188897	55544.89549391289	0.005936097649826428	2.62488946384194e-05	2.3463515258394642e-05	0.8566439446477518	74.98735115351079	57.386452171004706	263795.25523788185	0.2655510880802918	2.704980399894908	1.1869017184331263e-05	0.00018971478055159434	0.0019735929911066726	0.009278585438868706	1.024974192546694e-18	1.6809710708111363	0.24406897883272527	6.0640674377948365	1.6891311986507698	0.1480222793512335	0.009254611659255273	0.0009487499744306875	8.400357039949304	0.7060918719704109	3.27906773144184e-09	8.452905885683087e-07	0.5487804450328364	1.8063732387622936e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1.9801980198019802	2.544620864792873	24.320483574680374	33.43676749921526	0.8349885692810981	5.669907710013642	60578.06170996657	0.01031623911342928	4.540134890653485e-05	4.068119487076491e-05	0.7159849901165927	64.58480554730905	63.584802790615484	267086.1019828703	0.2692722031304089	2.747435598673353	5.067368042894644e-06	9.456632762862227e-05	0.0011528029741777557	0.006118049925446556	1.5281400019695697e-18	1.1741979333809665	0.24417301234342517	5.776146481218362	1.8888649495005374	0.2057969582793677	0.009209461975241133	0.0009612715180323481	8.386826670087265	0.7159011267823266	9.792610197435411e-10	3.2870794368302623e-07	0.6042156130319569	2.0925444296823874e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
2.9702970297029703	2.551159724221887	27.032249098039813	31.09858735509791	0.9265549291183482	6.63471920004505	62346.88254865307	0.016081697125029215	7.03167603551191e-05	6.322816944464305e-05	0.6246403408353142	55.60418641988103	70.61655871187047	270912.15571971075	0.2788341222591897	2.857399565808029	2.151281030206947e-06	4.678134547443612e-05	0.0006668508975343731	0.00397950617152229	2.9869734020180404e-18	0.8298040205652424	0.24436935881324698	5.477131730849111	2.0963133400325384	0.3312480279864501	0.009147991225364532	0.0009775505213132762	8.352270055375607	0.7408958223652061	2.924465802849286e-10	1.2770263481725094e-07	0.6743917975460504	2.6560328801798295e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
3.9603960396039604	2.4963479456415643	29.97892806762245	30.548955293420956	1.010133828018543	7.612135177597419	61429.2267384309	0.022098676520236546	9.59557052560059e-05	8.658320454084457e-05	0.5661752863725726	47.94667515848981	78.25957190225057	275111.197754408	0.3084040681182889	3.2029962239533125	9.086674057261653e-07	2.2990699845172955e-05	0.000382551503764517	0.002558072549133838	8.345893122125349e-18	0.6000653838708677	0.24486152794366017	5.2034159694371285	2.2864502025443283	0.512091512356512	0.00908273972002345	0.000994376468652296	8.245156578531143	0.8184393533505739	8.73362674383172e-11	4.9576050514856857e-08	0.7675319958560329	4.4779740952584505e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
4.9504950495049505	2.4259323573206593	33.02708386738165	31.843560498743933	1.06254923953399	8.279501455806221	58856.57403017602	0.027096191569051985	0.00011696097838853903	0.00010584278917327818	0.5296181919848775	41.47902064053525	86.16827466251851	279432.8680180017	0.36688366122734983	3.9122909741549234	3.819577054480183e-07	1.1232133906303982e-05	0.0002178616354023208	0.0016272800620320545	3.4791386093031284e-17	0.44916641616508657	0.2466052615920855	5.030740543730016	2.4067102167359926	0.7160483272713362	0.009027625988080335	0.0010082212486545905	8.032070173640292	0.9730461651323614	2.608210909073299e-11	1.9235359024934948e-08	0.9041815597923679	0.00010636270945532149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
5.9405940594059405	2.3822661759849266	36.016470291998445	35.08539138496063	1.0737973883900302	8.428928388926689	55431.288689177956	0.030343813539214254	0.00013045809688050385	0.00011831375808676744	0.5089682674318475	36.05935094952143	93.92687874342313	283658.01460038364	0.43215005690682157	4.748342320992929	1.5981867658693523e-07	5.458101697827673e-06	0.00012327264443440185	0.0010255918303429166	1.5893573704003015e-16	0.35135899204431503	0.2534998365552677	4.992504450354404	2.4336981612555664	0.9274259589137311	0.008990591422633372	0.001017127523731766	7.792823716307422	1.1470262267857578	7.789162906092414e-12	7.460045194014612e-09	1.1337660365904942	0.00025992902286206695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6.930693069306931	2.3793296370943358	38.817319683229016	40.17890315758073	1.0505975478337706	8.123627703617691	51718.959994004144	0.03184560190853847	0.00013663958070618423	0.00012409926474743387	0.5034483207679373	31.558499471541555	101.19769432053175	287748.3395197002	0.473811405761499	5.3085783022424	6.660243136308597e-08	2.64009482847439e-06	6.936725226265627e-05	0.0006411361393525347	7.484762868418242e-16	0.2887115553330128	0.2746633272109306	5.067220795221789	2.3821816569444394	1.1409713615477939	0.008971789305476216	0.0010211563460102695	7.639167316830906	1.259021277407595	2.326156161872279e-12	2.892268972102977e-09	1.5159191119894624	0.0005060672289206913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
7.920792079207921	2.408704094445419	41.38617070225174	46.61748434075572	1.006719061825048	7.570158645662988	48064.71279171731	0.03213702713931859	0.00013780399561869744	0.00012525165845740148	0.5153381232435896	27.874825352189763	107.86654589268886	291803.0111279549	0.4871785786368806	5.492722906043501	2.7666031933464842e-08	1.2722927868089132e-06	3.8857644334674616e-05	0.0003980059573832741	4.733706339750247e-15	0.24900834454374926	0.32017135865868995	5.2100203473695945	2.2832605908053574	1.354866215281781	0.00896581528937513	0.0010217859403949038	7.589370544116791	1.2954508772463298	6.946833337681795e-13	1.1210503811957566e-09	2.058084322262602	0.0007704673119555221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
8.910891089108912	2.454312831258569	43.74331218582742	53.8223330139345	0.9553337307447509	6.959428356342326	44627.35208051675	0.03190203952655217	0.00013679464735124615	0.00012436016103892813	0.5459443361172349	24.93251359092257	113.98566827130955	295908.07608913624	0.48648912554924995	5.482924838359763	1.1462345467187596e-08	6.113226179770575e-07	2.1686772263514437e-05	0.00024559441603016916	4.357071687327079e-14	0.2240744868416044	0.39522876147113783	5.377761924278029	2.1669043449772163	1.5682229139527195	0.008965602301829013	0.0010208972157539206	7.591646455542235	1.2938644189085202	2.0746028827176756e-13	4.3443654563854907e-10	2.7206977146748383	0.0010136185829677374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
