time	TF	TF_VII	VII	TF_VIIa	VIIa	Xa	IIa	TF_VIIa_X	X	TF_VIIa_Xa	IX	TF_VIIa_IX	IXa	II	VIII	VIIIa	IXa_VIIIa	IXa_VIIIa_X	VIIIa1_L	VIIIa2	V	Va	Xa_Va	Xa_Va_II	mIIa	TFPI	Xa_TFPI	TF_VIIa_Xa_TFPI	ATIII	Xa_ATIII	mIIa_ATIII	IXa_ATIII	IIa_ATIII	TF_VIIa_ATIII
0.0	0.0	0.0	1e-08	0.0	1e-10	9.4e-11	1e-09	0.0	1.6e-07	0.0	9e-08	0.0	2.1e-10	1.4e-06	7e-10	0.0	0.0	0.0	0.0	0.0	2e-08	0.0	0.0	0.0	0.0	2.5e-09	0.0	0.0	3.4e-06	0.0	0.0	0.0	0.0	0.0
0.9900990099009901	0.0	0.0	9.989124783703569e-09	0.0	1.1087521629643332e-10	8.275782721379853e-11	9.775354825570815e-10	0.0	1.599996550010113e-07	0.0	9e-08	0.0	2.0962709487425832e-10	1.3996829078424114e-06	6.867025300217948e-10	1.3192444225852813e-11	9.914700217745874e-15	1.720802937840965e-14	7.79035557494407e-14	7.79035557494407e-14	1.9602409669778694e-08	3.8662282421360883e-10	5.975145237774888e-12	4.99192298126208e-12	3.0399886125929446e-10	2.499815511345589e-09	1.8448865441098695e-13	0.0	3.3999684346893308e-06	4.183478121249277e-13	7.1986410516262935e-12	3.4578178132054783e-13	2.33672702732288e-11	0.0
1.9801980198019802	0.0	0.0	9.980445326891123e-09	0.0	1.1955467310887994e-10	6.575045521657645e-11	9.556569106336732e-10	0.0	1.5999901583001976e-07	0.0	9e-08	0.0	2.0922903697464099e-10	1.3988728802328156e-06	6.739441999424421e-10	2.5745291971973274e-11	2.856763244276252e-14	5.149250961637889e-14	2.304483542244339e-13	2.304483542244339e-13	1.9177489718238448e-08	7.944697335203102e-10	1.5298078309007105e-11	1.2803823088780026e-11	1.0795919558208489e-09	2.4996689088591163e-09	3.310911408836297e-13	0.0	3.3999188797722575e-06	7.50947790761697e-13	3.2854775122195196e-11	6.909022670689974e-13	4.621123550567062e-11	0.0
2.9702970297029703	0.0	0.0	9.974012817898042e-09	0.0	1.2598718210195935e-10	4.832741923966203e-11	9.34611568024802e-10	0.0	1.599979521386267e-07	0.0	9e-08	0.0	2.088072746683577e-10	1.3975439475571726e-06	6.616927953147959e-10	3.7695745774715166e-11	5.545089446161165e-14	1.0194388709644492e-13	4.5407826214013057e-13	4.5407826214013057e-13	1.8718619123035352e-08	1.2353254543265017e-09	2.513608398505808e-11	2.105178627756993e-11	2.3432006918532484e-09	2.4995611754887223e-09	4.388245112777115e-13	0.0	3.3998476401962487e-06	9.955314055283587e-13	8.863444535298322e-11	1.0353201754815233e-12	6.85516427667163e-11	0.0
3.9603960396039604	0.0	0.0	9.969445487189311e-09	0.0	1.3055451281069177e-10	3.3863564128262247e-11	9.150152916472448e-10	0.0	1.599963406966276e-07	0.0	9e-08	0.0	2.0836318299022802e-10	1.395764245040335e-06	6.499107754054166e-10	4.9085972736843756e-11	9.011575481615395e-14	1.6768204124290676e-13	7.454869779079431e-13	7.454869779079431e-13	1.8193995248097494e-08	1.7444287845703301e-09	3.3725532364021374e-11	2.8232280488680974e-11	4.01770857909567e-09	2.4994857379943766e-09	5.142620056231642e-13	0.0	3.399739135314815e-06	1.1669598767328657e-12	1.8436927306028507e-10	1.3789949354283068e-12	9.042277156220266e-11	0.0
4.9504950495049505	0.0	0.0	9.966190710736077e-09	0.0	1.3380928926392572e-10	2.3700887140264387e-11	8.974212288961458e-10	0.0	1.599940648384623e-07	0.0	9e-08	0.0	2.0789803660267767e-10	1.393637471413045e-06	6.38556309441738e-10	5.996205998227104e-11	1.321484386622527e-13	2.478906087881473e-13	1.1016405790517769e-12	1.1016405790517769e-12	1.7583872898552773e-08	2.342736538591753e-09	4.038533768997994e-11	3.3769304361907676e-11	5.992211453239594e-09	2.4994330192694628e-09	5.669807305367553e-13	0.0	3.3995813650715837e-06	1.2869215733693508e-12	3.2724088412963354e-10	1.7218868970368707e-12	1.1187211499149326e-10	0.0
5.9405940594059405	0.0	0.0	9.963833078380656e-09	0.0	1.3616692161934753e-10	1.676155199277639e-11	8.820923186254729e-10	0.0	1.5999101392525023e-07	0.0	9e-08	0.0	2.0741300366677615e-10	1.391233362652705e-06	6.27586855736402e-10	7.037043834064111e-11	1.8116930811858735e-13	3.4181915083762944e-13	1.5197798020463686e-12	1.5197798020463686e-12	1.6888598064851166e-08	3.028488025130986e-09	4.5742277300527665e-11	3.819411073554086e-11	8.190774909892633e-09	2.4993958080947396e-09	6.041919052601445e-13	0.0	3.3993697361032316e-06	1.3717544714690067e-12	5.226043435638789e-10	2.0639579138037756e-12	1.3295347378996687e-10	0.0
6.930693069306931	0.0	0.0	9.961821192603395e-09	0.0	1.3817880739660736e-10	1.2979453625609471e-11	8.689031753627357e-10	0.0	1.5998724928768653e-07	0.0	9e-08	0.0	2.0691254235835637e-10	1.3886700894298304e-06	6.168960207989379e-10	8.043530636109699e-11	2.3563329881625877e-13	4.464300288899285e-13	1.986684611634505e-12	1.986684611634505e-12	1.613002419457128e-08	3.7800451224263116e-09	4.978539080342561e-11	4.150022774737272e-11	1.050239643751773e-08	2.4993645675859208e-09	6.354324140789993e-13	0.0	3.399112189751912e-06	1.4430686619018394e-12	7.633045612091908e-10	2.4053301307359938e-12	1.5378205431511422e-10	0.0
7.920792079207921	0.0	0.0	9.960160435312843e-09	0.0	1.3983956468716084e-10	1.0803769575957953e-11	8.579003518637424e-10	0.0	1.5998272132028738e-07	0.0	9e-08	0.0	2.063970484232994e-10	1.3859331534935424e-06	6.064657944772694e-10	9.017587828737452e-11	2.9541465060038213e-13	5.614728883399354e-13	2.501526935961188e-12	2.501526935961188e-12	1.5313074604307735e-08	4.590734643652812e-09	5.3382244775346526e-11	4.441647185864287e-11	1.2938488010849107e-08	2.4993393875452317e-09	6.606124547681948e-13	0.0	3.398807462103931e-06	1.500657293173781e-12	1.051628491568007e-09	2.7459841678846687e-12	1.7438457901292895e-10	0.0
8.910891089108912	0.0	0.0	9.959896778043382e-09	0.0	1.4010322195662172e-10	-1.5835294842406837e-12	8.488697922361418e-10	0.0	1.5997721382444245e-07	0.0	9e-08	0.0	2.0586502181445485e-10	1.3827417934047375e-06	5.963098742030235e-10	9.957112441962776e-11	3.610764223044209e-13	6.88041585554383e-13	3.069975717944689e-12	3.069975717944689e-12	1.4440643353732596e-08	5.4439439387591285e-09	6.30762231417463e-11	5.244148816836418e-11	1.5758946685192412e-08	2.4993383236117362e-09	6.616763882635191e-13	0.0	3.3984451948396068e-06	1.503581434828593e-12	1.4031733965103654e-09	3.085771530173455e-12	1.9477385266031276e-10	0.0
