time	Rec	SOCS1	IFN	aRecIFN	USP18	STAT1c	STAT2c	pSTAT1pSTAT2c	pSTAT1pSTAT2n	STAT1n	STAT2n	ISGF3c	ISGF3n	IRF9n	pSTAT1dimc	pSTAT1dimn	OccGAS_ISREbs	OccGASbs	IRF9c	SOCS3	STAT1mRNA	STAT2mRNA	IRF9mRNA	IRF2mRNA	IRF2	USP18mRNA	SOCS1mRNA	SOCS3mRNA	STAT1_LC_1	STAT1_LC_2	STAT1_LC_3	STAT2_LC_1	STAT2_LC_2	STAT2_LC_3	STAT2_LC_4	STAT2_LC_5	IRF9_LC_1	IRF9_LC_2	USP18_LC_1	USP18_LC_2	SOCS1_LC_1
0.0	1989.0	0.8286	50000.0	0.0	1746.0	486300.0	30390.0	0.0	0.0	48630.0	3039.0	0.0	0.0	140.0	0.0	0.0	0.0	0.0	1400.0	1.081	1.012	0.8458	0.8606	0.9258	1.781	0.7077	0.8286	1.081	460600.0	460600.0	460600.0	2520.0	2520.0	2520.0	2520.0	2520.0	249.7	249.7	1745.0	1745.0	0.8286
0.9900990099009901	1088.4991757247892	0.8724016118974767	49093.61325319635	0.004152270718464572	1748.6736549340515	450089.904318675	2852.845688010478	27483.845081482392	2989.7417528271403	70285.22854862492	2338.132323566725	1498.8596060798588	351.67952874189075	1.0811815608452497	1773.1164396917009	820.1955073401033	0.5017186430429762	820.9281513440179	6.79428359523358	12.728861007474972	1.619545567630015	1.1242808823807509	8.751780259036279	1.0249808097492	1.807628986801605	1.2245942185743723	1.9821487345913382	12.726997790186765	490922.3997796876	463927.6222074922	460897.9536588093	2805.8850330603022	2604.344615427257	2541.639289614002	2524.8952621606313	2520.98842042125	970.0222048730003	425.7179084149667	1946.4508562008868	1770.8165819979429	1.0792242705693345
1.9801980198019802	871.3177090785578	1.458536808808601	48870.337157242124	0.0019051479976532025	1853.0033687727812	470549.84021376324	5268.938003211914	25999.9968517042	3819.700265190974	66334.88988471375	3411.225370876973	2390.262618990273	518.40988490074	2.158635588134939	894.0702170365308	397.35380080693176	1.2097543526356207	397.59983746620145	15.667641383995582	8.573171942353142	3.294600056811114	2.2692386825056627	19.269678673555998	1.3442270252304847	2.008699322804542	3.4699786845488556	5.140931970622879	8.571169690762643	662197.874685415	508151.81183364417	469615.24828980793	4899.369496763332	3722.832212298068	3068.5500009342977	2746.4811714490643	2605.061644087544	3292.380260473777	1679.8504764540899	3788.4942505601953	2252.6233203409024	2.654273193850624
2.9702970297029703	727.8778608022226	2.982642347182652	48727.33080703568	0.0005195445586486194	2481.644631556945	494174.503651594	10828.474058085265	20273.332023864194	3664.7527183620514	62844.43341709742	4615.536193912223	4886.230187612744	1021.1491815398285	5.408494979553853	292.3994995200472	134.68202671503715	1.7701195303568567	134.79829223422243	42.43219598694764	5.047269036362359	5.159916304894951	4.043695055393241	26.989182391143633	1.7163915761769581	2.4174560927118347	7.208629984710294	7.793431527333235	5.0457431652138265	917170.6674357833	626113.2138004772	508939.7443310861	9149.081249124854	6822.628639695982	5114.4630890418675	3970.6255270127144	3272.004615696298	5784.201799654879	3782.6214125276642	8475.461993026069	4141.483528514092	5.089906286298935
3.9603960396039604	616.6353822117883	4.966579413357044	48626.20064857706	0.00014630465443923144	4284.389647712797	534060.4703659135	20508.567945274186	9485.670074270789	2669.691851850498	62564.943097139796	6371.687311697487	9281.097075008147	1996.319043882955	17.842599691839368	92.62134625363784	42.226111991694424	2.1617033240869308	42.25964755780903	155.7092937110199	2.837316395679465	6.880875435563908	6.083536160831735	32.34281765001716	2.0374603689758075	2.9368947116648	11.873212133620646	8.959924153746087	2.836533309816087	1172235.3133285188	801762.5024433533	594046.5887800354	14737.255375338735	11643.623311775245	8986.727646008425	6853.335920739856	5258.108159602872	7820.122471779199	5979.2157997876475	16036.711209961682	8182.071761650372	7.151002745626367
4.9504950495049505	521.8537571520924	6.687205658001122	48548.4123701993	4.596464918508107e-05	7812.043021493701	602183.5196982189	35785.47400932356	23.669333517967644	1085.7736770792787	66538.8640812199	8664.641462834586	10065.596995499967	2804.780943321517	559.5643811845757	34.79687777237868	15.535134865065986	2.3719432082095873	15.545248930262815	5568.516470025234	1.8055399014210498	8.362725058998889	8.104256336451673	35.989250178612664	2.2717579643752686	3.461078559903051	16.947326592485197	9.016975489411085	1.8052051538346259	1391486.7206161236	1002398.4026563815	722587.183082914	20751.94790847874	17378.896691123224	14182.419789537826	11301.19388910269	8841.539058522398	9322.547563414855	7851.217309088766	25838.33400758159	14571.059229432627	8.281575783058381
5.9405940594059405	446.0633624470296	7.722846727466985	48491.460440789095	1.6713078347728672e-05	13301.997317541423	701422.2883078811	55749.690963231464	4.515482029544785	336.1219615949668	71112.76635378935	8901.226374559103	4868.864977059407	1553.5519261652182	1803.2951773841048	16.11188391671143	7.0324693446910365	2.0904656160489306	7.035938081779469	18018.690361673274	1.3792654902058665	9.526049296375723	9.656980439936799	38.387168873218826	2.3294369885273274	3.8868532960027533	21.537087240997543	7.84366767851525	1.379131540810778	1566324.4538345854	1200857.5996377221	880717.6421220086	26168.6255717043	23123.51864467467	19899.222171329795	16701.251948932968	13692.467858799118	10374.888165207529	9288.054629204602	36772.407136755	22986.76965152067	8.389943021253355
6.930693069306931	389.11679640482333	7.82619437292597	48450.981734427245	7.752830049600144e-06	20560.456915994782	826056.7537981811	78076.82367698847	2.312223101382127	104.09484240018402	77362.60547901526	8989.300915851958	2480.319875942394	782.097299553687	2682.8312078017875	9.602528937227616	4.074013350016581	1.5499247735218862	4.075194917475975	26821.93309137143	1.2108241246654985	10.25302299471573	10.249838396832036	39.78307360188739	2.1536609417547443	4.071510959123109	24.53775597375969	5.9028442678364454	1.2107719938135162	1697021.4330592921	1379875.1690153577	1051389.3851126193	29447.72961384153	27549.679387622797	25038.236060502917	22144.714496476787	19092.663165942995	11066.818453039457	10316.713208443205	46890.75044427147	32490.491293085794	7.409324791167267
7.920792079207921	347.17932098075113	7.090193233746814	48420.33397128681	4.882163769599638e-06	28883.12494440046	968165.7377387041	103151.2932977127	1.8016436838231829	32.34824576033866	86899.25155073972	10190.170748567325	1412.314917782908	425.8624234889457	3352.200169132173	7.717440298633338	3.1791447915841524	1.0648425709990548	3.179376293628332	33519.15133771445	1.1462975022275705	10.512709372816008	9.994614031438442	40.3440666259272	1.8760838061110372	3.981278325759243	25.89408741294552	4.295131565325781	1.1462781812263896	1786998.6804892034	1530085.9258773534	1219296.0195557293	30082.27675787545	29613.606852970974	28369.897835301414	26444.584698136325	24001.13010484852	11466.051724299914	10997.729809307519	54563.01374979055	41675.49095923066	5.94820636763483
8.910891089108912	315.97597581989515	5.93827793923167	48394.34676722367	4.067540669634334e-06	37250.971492303965	1118323.0466701991	130044.91802409949	1.8831146011808837	10.183314810152707	99139.44888577123	12238.433397456849	997.78761078842	277.5053080094921	3888.462403229067	8.121449531807597	3.2685554000511012	0.711695229999827	3.268217533014959	38883.083941476136	1.1239777526738888	10.341665617664415	9.221013499208269	40.158845257021056	1.6094053079557358	3.703894958229206	26.028224518852554	3.196870530078051	1.1239722332646	1840887.5260939437	1647654.8918469045	1372846.9154471522	28683.23412098395	29364.288662444113	29397.344258586578	28725.643047989022	27371.20878207301	11618.063780451357	11387.642035646297	59271.874381803915	49326.532629225876	4.576838312264001
