time	AS_m	ASL_m	ASoOH_m	ASLpOH_m	ASpOH_m	ASLoOH_m	AS_c	ASL_c	ASpOH_c	ASoOH_c	ASLpOH_c	ASLoOH_c	ASpOH_b	ASoOH_b	ASLpOH_b	ASLoOH_b	AS_b	ASL_b
0.0	17594.3	61.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.9900990099009901	17421.068792503782	54.34229031444643	0.015228379582214615	0.003515649071670601	0.00294926263642185	0.006637664420967016	37.41602032248638	1.4668361810370412	0.15227187517633037	0.3895781769460225	0.12316484393589108	0.09835755078855377	0.538209712410747	1.3770133562671227	0.4354384072772301	0.34773948583935	132.44238338044013	5.193572933464042
1.9801980198019802	17254.964708315612	50.14107452430077	0.10693480056143102	0.022363126309092974	0.02094961234741818	0.04200204838191319	72.102880946315	2.4536283181873313	0.5265474338184848	1.3266629438945283	0.3711759313846003	0.29378967840204495	1.8641126253793536	4.696841700364063	1.31434098589062	1.040330652589795	255.43737316034955	8.694283195918644
2.9702970297029703	17095.558319965134	47.67201409424819	0.3242299579974971	0.06211113101474937	0.06419313883995394	0.11604512401653541	104.58591649191146	3.1676730108972118	1.0543256713613605	2.619472252658775	0.6586259637480459	0.5165581848970687	3.7345399499534726	9.278674549165144	2.3333753783790763	1.8300870469836712	370.61667726846906	11.227160820328026
3.9603960396039604	16942.478150691615	46.404478242536	0.7005796837604864	0.12392936624120587	0.14006249094182127	0.23034093560168586	135.15388077133562	3.7110222858963846	1.6980788353430654	4.164716371329598	0.9515538915815269	0.7394358734529739	6.016326848614762	14.755981212736074	3.371961530297992	2.6203330292722793	479.0047722543722	13.154395685075885
4.9504950495049505	16795.39155037617	45.986431832368496	1.260289426658264	0.20716281046878862	0.2542545301827841	0.3830770132269633	164.0089728338658	4.142388489826365	2.433409650709684	5.896898862752237	1.2349971693857595	0.9508946918805382	8.622919396873073	20.89639023002279	4.376978480420169	3.3701371278911636	581.3189176735016	14.68432940380788
5.9405940594059405	16653.99492737666	46.176895956817184	2.0215657225237176	0.3103688631628289	0.4113102757056917	0.5710578618093374	191.30521100499251	4.497877264100013	3.242845730974964	7.770393653966158	1.5023725860030497	1.146282951530655	11.492338744866128	27.538047058459597	5.325052059398731	4.062979539796557	678.1054002186415	15.945073130598042
6.930693069306931	16518.007955602698	46.80713075836132	2.9982337563469597	0.431794554790831	0.6149149195396696	0.7906164126733356	217.1665660013582	4.800526527642588	4.113115865560365	9.751500422227103	1.7511415358234719	1.324215203284135	14.577512322546454	34.5614121248119	6.207165000147792	4.693934871355088	769.803897399209	17.01836672163314
7.920792079207921	16387.16977368861	47.756755728090205	4.200816007945041	0.5696105347664853	0.8680892043788124	1.0380510850729305	241.69669016844708	5.065401817375361	5.033752093143756	11.814354861180284	1.980802449037273	1.4849022460713297	17.841312510483952	41.87474609451774	7.021530490627824	5.263743990141836	856.7820053739968	17.957661656122617
8.910891089108912	16261.236301580942	48.93847989880555	5.637264397476151	0.7220280722334236	1.1733218110968269	1.309835546469225	264.9846420667041	5.302546591401029	5.996284141846674	13.93858003440987	2.191886457693396	1.6293204028913313	21.2536981419895	49.40577570317196	7.770027363431949	5.775865388961604	939.355552040937	18.79859035954459
