time	EGFR	L_EGFR	L_EGFR_dimer	SOS	L_dpEGFR	pSOS	SOS_Grb2	Grb2	Dok	pDok	Crk	FRS2	Shc	pSOS_Grb2	Rap1_GDP	MEK	MKP3	pShc_dpEGFR	dpEGFR_c_Cbl	B_Raf_Rap1_GTP	pShc_dpEGFR_c_Cbl	pFRS2_dpEGFR_c_Cbl	Shc_dpEGFR	c_Cbl	RasGAP	c_Raf	B_Raf	ERK	PP2A	Ras_GDP	Rap1GAP	C3G	NGFR	pShc	pFRS2_dpEGFR	pTrkA_endo	MEK_ERK	pMEK_ERK	FRS2_dpEGFR_c_Cbl_ubiq	Crk_C3G_pFRS2_dpEGFR_c_Cbl	pShc_dpEGFR_c_Cbl_ubiq	Crk_C3G_pFRS2_dpEGFR	Grb2_SOS_pShc_dpEGFR_c_Cbl_ubiq	Grb2_SOS_pShc_dpEGFR_c_Cbl	Shc_dpEGFR_c_Cbl_ubiq	dpEGFR_c_Cbl_ubiq	proteosome	Grb2_SOS_pShc	Shc_dpEGFR_c_Cbl	Grb2_SOS_pShc_dpEGFR	pFRS2	FRS2_dpEGFR	pDok_RasGAP	pMEK	FRS2_dpEGFR_c_Cbl	pFRS2_dpEGFR_c_Cbl_ubiq	Ras_GTP	Crk_C3G_pFRS2_dpEGFR_c_Cbl_ubiq	c_Raf_Ras_GTP	B_Raf_Ras_GTP	ppMEK	ppERK	pTrkA	Crk_C3G	Rap1_GTP	L_NGFR	ppMEK_ERK	dppERK	Shc_pTrkA	Shc_pTrkA_endo	pShc_pTrkA	pFRS2_pTrkA	FRS2_pTrkA	pShc_pTrkA_endo	FRS2_pTrkA_endo	pFRS2_pTrkA_endo	Crk_C3G_pFRS2_pTrkA_endo	Grb2_SOS_pShc_pTrkA	Crk_C3G_pFRS2_pTrkA	Grb2_SOS_pShc_pTrkA_endo	c_Raf_Ras_GTP_MEK	c_Raf_Ras_GTP_pMEK	c_Raf_Ras_GTP_MEK_ERK	c_Raf_Ras_GTP_pMEK_ERK	B_Raf_Ras_GTP_MEK	B_Raf_Ras_GTP_pMEK	B_Raf_Ras_GTP_MEK_ERK	B_Raf_Ras_GTP_pMEK_ERK	B_Raf_Rap1_GTP_MEK	B_Raf_Rap1_GTP_pMEK	B_Raf_Rap1_GTP_MEK_ERK	B_Raf_Rap1_GTP_pMEK_ERK	ppERK_MKP3	dppERK_MKP3	pro_TrkA	NGF	EGF	pro_EGFR	degradation
10.0	0.28927885219491856	0.0065574873334211916	0.00010533579157736451	0.0763005196122589	5.816037597071717e-05	3.554644739718794e-20	0.023212752614639502	0.9763005196122586	0.29913279139963656	0.0008441890397230052	0.5035822649473807	0.9997672548756777	0.9976770587794451	1.0794899667188498e-20	0.19999666372140923	0.4393501294880102	0.017999999492243082	0.0005571123219600445	1.146783320811987e-05	7.47471682225394e-07	0.0003132363394300437	2.4347899208708425e-05	0.0003841219636721767	0.4992966038988566	0.09997698043935949	0.49936447927192784	0.19975105947409724	0.020064782541896403	0.24	0.09910594549122138	0.012	0.0035822649473810125	0.06189398898510565	0.00039560023374492367	4.4814863490415036e-05	0.0	0.23954556702465823	0.00014986996271666787	1.8560254991561342e-06	2.733054946978376e-05	4.090363625674376e-05	3.7873112328130644e-05	1.0331146891434654e-05	0.00010848689258698703	1.8543401789981604e-05	1.5431654626083232e-06	1.4872907251341624e-07	0.00021282249179852157	0.00012669555052102204	0.00015508724190307303	3.938874289950772e-05	3.848027060810822e-05	2.3019560640590418e-05	0.00027487642327020834	1.2690641160219586e-05	3.1010659038164817e-06	1.2778500452230169e-05	2.861953755139961e-06	0.00013994996630760218	6.431586776539028e-05	7.297998253132009e-08	3.361290747285538e-09	0.0	0.49634966943725006	1.5103294230255517e-07	0.0	3.6172515401894684e-08	3.552004590915629e-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003205455401257917	1.651068314164806e-07	0.00017477009414647158	9.002066065851086e-08	0.00011736795213817253	5.130636577302815e-08	6.39921803802158e-05	2.7973604831338607e-08	1.5768750091391258e-06	7.403917246836559e-10	8.597548839701876e-07	4.0368138875742e-10	5.077569230274405e-10	2.9395805503236774e-18	0.020631	0.0	0.001613	0.3	0.0
11.0	0.2882362048885191	0.006722674079953268	0.00011117099283608232	0.07449783336009083	6.411546516558122e-05	5.813421285583674e-19	0.02479236193051446	0.9744978333600904	0.29882153178450915	0.0011438635054726357	0.5029463758065928	0.9997044064685193	0.9970514216549335	1.9496887571455347e-19	0.19999496098869254	0.4388715628970795	0.017999997944768774	0.0006538099194272113	1.437877408113191e-05	1.1094261864797688e-06	0.00038862282743809057	3.096423380378807e-05	0.0004310848434337065	0.4990914330490303	0.09996539528998165	0.4989943240012652	0.1996062526618807	0.02006478153644595	0.24	0.09858739670123444	0.012	0.002946375806593261	0.061893987885298124	0.0005274199815238639	5.3425942531328516e-05	0.0	0.23928463435266017	0.0002686447417807276	2.5562177083459965e-06	3.7380927874292447e-05	5.838935072409561e-05	4.918527864929344e-05	1.6832957590826147e-05	0.00015343648516543144	2.5531891506976243e-05	2.1865679029495766e-06	2.411922376994203e-07	0.0003305233230511195	0.0001539148215389839	0.000209011943666367	5.4501994440182915e-05	4.320704083894871e-05	3.460471001840945e-05	0.0004927215230825523	1.542487358360635e-05	4.477571985726689e-06	1.801285531350704e-05	4.469450065768146e-06	0.00021777717144878618	9.845963569821721e-05	2.4082967938845934e-07	1.228769414321614e-08	0.0	0.4969625885370012	2.0611790545542047e-07	0.0	1.1855156991314838e-07	5.292031236050356e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005094124630426494	4.794912033979518e-07	0.0002777454417593848	2.614312803798138e-07	0.00018781810458933185	1.509148142144544e-07	0.00010240350685895565	8.228275669029278e-08	2.4075794507732338e-06	2.077611164720142e-09	1.3126773849550822e-06	1.132768617382518e-09	2.055231185505326e-09	4.8758564535925365e-17	0.020631	0.0	0.001613	0.3	0.0
12.0	0.2871979180097213	0.006845398251119016	0.00011562509844669592	0.07277600913688274	6.955486899824209e-05	6.973602768793584e-18	0.026238992156762557	0.9727760091368824	0.2984514618861651	0.00149856043843809	0.5025637127410184	0.9996344135832215	0.9963554919153987	2.555705600302442e-18	0.1999927500096082	0.43818889544774536	0.017999992892393398	0.0007465993147918187	1.747924282213439e-05	1.5732491844883127e-06	0.0004658882438631579	3.8138637118505793e-05	0.0004744942303528965	0.49886487414659175	0.09995002232460304	0.4984985465894386	0.19941227803870154	0.02006477838008576	0.24	0.09789359511336677	0.012	0.002563712741018958	0.061893986785796065	0.0006768719244630618	6.213068358132597e-05	0.0	0.23891240865702815	0.0004494103487477825	3.3949936927317294e-06	4.896787750949757e-05	7.967894091688697e-05	6.16493036713477e-05	2.5763819609527254e-05	0.00020578562942210032	3.389904989846914e-05	2.9797765216420413e-06	3.7142791933392845e-07	0.0004843758462404215	0.00018207767388128088	0.0002690734111617469	7.264755189684963e-05	4.75854011562904e-05	4.997767539703735e-05	0.000824264872860607	1.8257693856904985e-05	6.1977180625103395e-06	2.4208781677554122e-05	6.616556233260546e-06	0.00032068490403305285	0.00014292573974809987	6.911469009454973e-07	3.873600101873056e-08	0.0	0.4973190535217503	2.70723487645662e-07	0.0	3.3804719575571896e-07	5.819784426859974e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000762916807008676	1.2223842207406662e-06	0.0004159628398013469	6.664754973671258e-07	0.00028294559335297585	3.8944622671841725e-07	0.0001542695788591642	2.123362074853943e-07	3.4933668792881755e-06	5.159690524422465e-09	1.9046779527093738e-06	2.8131971354022334e-09	7.1076060197733025e-09	5.924443169176982e-16	0.020631	0.0	0.001613	0.3	0.0
13.0	0.286163864111618	0.0069352723692119944	0.00011895639943812708	0.07113020706526119	7.453051759437729e-05	6.484262975187206e-17	0.027557151794978668	0.971130207065261	0.29802150865889704	0.0019087323197176434	0.5023332329662206	0.9995575699824085	0.9955924508315215	2.569665266379216e-17	0.19998997560948806	0.43725868403160434	0.01799997843013416	0.0008346756529951759	2.0714432857676923e-05	2.149208194345299e-06	0.0005435805993740571	4.577402909720254e-05	0.0005145367582245565	0.49861971859795007	0.09993024097861454	0.497863018206955	0.19916353798655773	0.02006476988288374	0.24	0.09700492835821843	0.012	0.0023332329662213683	0.06189398568659938	0.0008428223247890467	7.085942992132979e-05	0.0	0.23840518382277553	0.0007099623230420715	4.37613768552495e-06	6.194664326521157e-05	0.00010482441700125	7.51035670409042e-05	3.746340384948566e-05	0.0002643901245793398	4.368047403052865e-05	3.930721966717514e-06	5.479251018839438e-07	0.0006769559452112821	0.00021078780222547603	0.00033383166619858706	9.392339910179723e-05	5.1634195362207125e-05	6.975902138552053e-05	0.0013021467577354353	2.1150013161779747e-05	8.286596022537668e-06	3.1307441818718354e-05	9.376006933528827e-06	0.0004512731639640396	0.0001986244686578357	1.767014114404401e-06	1.0801004394724022e-07	0.0	0.4975203408167219	3.4478398766041455e-07	0.0	8.590844301130149e-07	4.9802654851592016e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010881147236062707	2.798602961526503e-06	0.0005932694345244056	1.5258679884471847e-06	0.00040561298938438645	9.02016233415304e-07	0.00022115113072725703	4.918019152096687e-07	4.861742024640269e-06	1.158641405037492e-08	2.650752688388649e-06	6.317202892110939e-09	2.156986027646685e-08	5.569482012638104e-15	0.020631	0.0	0.001613	0.3	0.0
14.0	0.28513394175691037	0.00699996933555211	0.00012139615767291193	0.06955584279073249	7.909967872497199e-05	4.875140241286695e-16	0.02875234193938959	0.9695558427907326	0.2975313395789275	0.0023740975156737497	0.5021943364254136	0.9994741642996905	0.9947654342220555	2.0682871017292436e-16	0.1999865899240664	0.43603835985834005	0.01799994135188146	0.0009178085665847402	2.4035662036584102e-05	2.8463483022097133e-06	0.0006206548515778443	5.378126245748045e-05	0.0005515139206079047	0.4983585761191358	0.09990543709460115	0.49707704896337257	0.198855751659274	0.02006474924144338	0.24	0.09590654575380614	0.012	0.0021943364254143694	0.061893984587707986	0.0010243501281134869	7.956982514301019e-05	0.0	0.23773970654982282	0.0010688483517456954	5.501638377810354e-06	7.615592364311218e-05	0.00013381556787357403	8.939940120532724e-05	5.2209837519057e-05	0.00032797040111062976	5.489355704754821e-05	5.044734068654396e-06	7.795598577855527e-07	0.0009097329520663592	0.00023971391618672324	0.00040190207925693786	0.00011839744588756228	5.538367463022829e-05	9.456290539892155e-05	0.001960388807710906	2.4069163504239786e-05	1.0764610333411278e-05	3.923675219968593e-05	1.2812755127947932e-05	0.0006115190037235146	0.00026622028396175023	4.100357786416917e-06	2.7168980962633053e-07	0.0	0.49762729549479034	4.2819257440064525e-07	0.0	1.9823326009520876e-06	3.44974219029696e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014899965035834804	5.856531632592896e-06	0.000812385880358546	3.193117329043673e-06	0.0005579097600873263	1.9085078679827694e-06	0.00030418734174817596	1.0405637017177435e-06	6.53533716914681e-06	2.3917103211275446e-08	3.563240617768775e-06	1.304016688398463e-08	5.8648076322478434e-08	4.223002993161168e-14	0.020631	0.0	0.001613	0.3	0.0
15.0	0.2841080700748744	0.007045502820339332	0.00012313995186208045	0.06804859011168275	8.331758492382421e-05	3.0103026868784773e-15	0.02983067802563709	0.9680485901116854	0.2969812012078745	0.002893809689515736	0.5021105652013163	0.999384474501308	0.9938774731696274	1.3628549124607614e-15	0.1999825522642669	0.43448761835431465	0.017999854805164143	0.0009961290926414489	2.74014547407226e-05	3.6725721298605997e-06	0.0006964051510935475	6.208053019017577e-05	0.0005857629964071716	0.4980837782537402	0.09987501089739013	0.49613338820038694	0.19848595914361677	0.020064703510330354	0.24	0.09458835349963876	0.012	0.0021105652013170715	0.061893983489121805	0.0012207729836957275	8.823729577924812e-05	0.0	0.23689391376769758	0.0015445541809712506	6.772001678586137e-06	9.14305866203064e-05	0.00016659877853953683	0.00010440371854846454	7.021650067443657e-05	0.00039524603707239656	6.754065688768506e-05	6.324882064409796e-06	1.0754538391801716e-06	0.0011832248089310576	0.00026858530836370545	0.00047204451606625036	0.00014611388907214497	5.886761846899993e-05	0.00012498910260993126	0.0028329026343304805	2.6988453285104e-05	1.36479199653518e-05	4.792074584039674e-05	1.6983485084365152e-05	0.0008027975627542392	0.00034614990522772906	8.763752595850459e-06	6.260924287005832e-07	0.0	0.49767661700860727	5.208342576989787e-07	0.0	4.214693578520027e-06	1.984360486095618e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019714020325858426	1.1359009925667753e-05	0.0010748600272062082	6.193167140838325e-06	0.0007411109594892153	3.740462032825372e-06	0.0004040732482338123	2.0393799243927238e-06	8.531622238444398e-06	4.597548587677811e-08	4.651664817292362e-06	2.5066803941720092e-08	1.4519457282066675e-07	2.630455920981846e-13	0.020631	0.0	0.001613	0.3	0.0
16.0	0.2830861842204649	0.007076524799065571	0.0001243471738109136	0.06660437794108416	8.723385273617343e-05	1.5817787319558954e-14	0.03079857193796897	0.9666043779410997	0.2963717824912365	0.0034666005246640455	0.5020600154550622	0.9992887659083594	0.9929314711216822	7.642997666023033e-15	0.1999778287120068	0.43256957735431045	0.017999668329202	0.0010699689405927325	3.0777637431531434e-05	4.634750657560893e-06	0.0007703877539670046	7.060159647257389e-05	0.000617612408813127	0.49779734314149365	0.0998383830159005	0.49502800237257216	0.1980524402200943	0.020064609527667435	0.24	0.09304470571850655	0.012	0.002060015455063034	0.06189398239084074	0.0014316200493375611	9.684794264484828e-05	0.0	0.2358475335938926	0.0021547070986907154	8.186535546064493e-06	0.00010761011990037624	0.00020309206623385725	0.00011999887873027916	9.163452029079622e-05	0.00046502462365836987	8.16119849901378e-05	7.772343282595088e-06	1.4448540172416717e-06	0.0014971880950400245	0.00029718555339610715	0.0005432028819983853	0.00017709800715096522	6.21188878588073e-05	0.00016161698409955915	0.003952032237027413	2.9886540893780555e-05	1.6948919726489207e-05	5.7285556298324095e-05	2.1936662717239167e-05	0.0010259360359314252	0.000438648836010299	1.7457323811422326e-05	1.3384417469038934e-06	0.0	0.4976904388837656	6.226058548398934e-07	0.0	8.354606905906038e-06	9.779398782071144e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025330658780954246	2.064737529188454e-05	0.001381091046233361	1.1257291875467123e-05	0.000955686992312751	6.866568870978339e-06	0.0005210649250844253	3.7437754889383893e-06	1.0862777952227716e-05	8.315466434321433e-08	5.9226615065314615e-06	4.5337357686190895e-08	3.316694022266204e-07	1.3957878326431406e-12	0.020631	0.0	0.001613	0.3	0.0
17.0	0.28206823169281686	0.007096599290386732	0.00012514447208830122	0.06521938311367437	9.089115666752866e-05	7.246031168712083e-14	0.03166249227637512	0.9652193831137461	0.2957041027359335	0.004090896211059292	0.5020294807240715	0.9991872909621791	0.991930199089013	3.7186773918117725e-14	0.1999723915905045	0.4302517219426737	0.017999293385358186	0.0011397502993317652	3.4136863795523424e-05	5.7388445827065425e-06	0.0008423515567333426	7.928339904917114e-05	0.0006473589859649492	0.49750097773579655	0.0997949989469927	0.49375974367504233	0.197554590871749	0.02006442860214739	0.24	0.09127394690408487	0.012	0.0020294807240724367	0.06189398129286472	0.0016565853835741199	0.00010539365250945422	0.0	0.23458255736540753	0.0029153380245834043	9.743601348789528e-06	0.00012454378775683005	0.00024319643261716967	0.00013608133173275902	0.00011655857690697112	0.0005362512795453069	9.708815763985691e-05	9.386759355779267e-06	1.8970335112206941e-06	0.0018508030111586875	0.00032534548522462805	0.0006145117422902733	0.0002113597404295805	6.51671607645135e-05	0.00020500105300735538	0.005347206468135411	3.274673871584857e-05	2.0676713597758642e-05	6.726262500709109e-05	2.7712911917090856e-05	0.0012812811587980374	0.0005437797575664124	3.272207356770182e-05	2.6813704058155114e-06	0.0	0.49768218124469626	7.334271948874993e-07	0.0	1.558843274350138e-05	4.2154521194527745e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031737393408190996	3.549080103395414e-05	0.0017303950750839612	1.9349949222364034e-05	0.0012013439256610156	1.1913754930888955e-05	0.000655001183319086	6.495524472890987e-06	1.3535676754784452e-05	1.426955467713641e-07	7.379966190054535e-06	7.77992262776897e-08	7.066081908595277e-07	6.450966998494368e-12	0.020631	0.0	0.001613	0.3	0.0
18.0	0.2810541694264363	0.007108437920008648	0.00012563071352573557	0.06389002030961607	9.432521785400209e-05	2.9427656413497415e-13	0.03242880008406083	0.9638900203099086	0.2949794223668841	0.004764909863577724	0.502011009847317	0.9990802898412652	0.9908762999441384	1.5972599033840956e-13	0.19996621888495886	0.427506652356489	0.017998583536917395	0.0012059169776939146	3.745782382445791e-05	6.990026778561536e-06	0.0009121813233679799	8.807331094638662e-05	0.00067525980983244	0.49719610270394615	0.09974433223046171	0.4923299787586238	0.19699278398709935	0.020064099504819348	0.24	0.08927790078637146	0.012	0.002011009847317839	0.06189398019519365	0.0018954798162493598	0.0001138690381106003	0.0	0.2330835912240568	0.003840227244743321	1.1440829773941836e-05	0.00014209328156271543	0.0002868040337878712	0.00015255977575561066	0.00014503442417528343	0.0006080277624849481	0.00011394238928319201	1.116656020635459e-05	2.441212388413933e-06	0.0022428346650903855	0.00035293609971880606	0.0006852827541776212	0.00024889634418201576	6.803812148190291e-05	0.0002556677695383485	0.007043749210354306	3.555631098189989e-05	2.4837559282571047e-05	7.778982817216756e-05	3.434558665801725e-05	0.001568769154388873	0.0006614594859611051	5.816867553272173e-05	5.0760032925644465e-06	0.0	0.49765999150888107	8.532462206775398e-07	0.0	2.759270104834182e-05	1.615941719632733e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003890358516833972	5.8114343706538836e-05	0.002121095256563065	3.168396988347043e-05	0.0014770821055457874	1.9681247156146267e-05	0.0008053350185965417	1.0730286820356017e-05	1.6551951990700102e-05	2.339143506211093e-07	9.02444508983938e-06	1.2753061069205397e-07	1.4164366746189392e-06	2.640799841758173e-11	0.020631	0.0	0.001613	0.3	0.0
19.0	0.28004396152947897	0.007114093389111383	0.0001258821222864039	0.0626129303406977	9.756542511215699e-05	1.0760165545162067e-12	0.0331036466807504	0.9626129303417696	0.2941991731632643	0.005486713458039787	0.5019998083571858	0.9989679913943015	0.9897722963563886	6.156940249228707e-13	0.1999592936690747	0.4243126565960966	0.01799730872396764	0.0012688955656795407	4.0724342945099624e-05	8.392800836703416e-06	0.0009798544852450371	9.692625735441072e-05	0.0007015316151739783	0.49688388760733904	0.09968588662130395	0.4907422306575143	0.19636823455834096	0.020063529877344236	0.24	0.08706137824092883	0.012	0.0019998083571866163	0.06189397909782745	0.0021481910078262503	0.00012226967419364052	0.0	0.231338099460003	0.004940351223829081	1.3275302140692195e-05	0.00016013370307281917	0.00033380384121041174	0.0001693533665133933	0.00017706680749455806	0.0006796117497988212	0.00013214233593160143	1.3109244396931618e-05	3.0864960979984292e-06	0.0026717628150711237	0.00037986181562480283	0.0007549816045553828	0.00028969439269107276	7.075340228696653e-05	0.0003141133786960874	0.009061881652116006	3.830580769818896e-05	2.9435270593003765e-05	8.881126523459008e-05	4.186142915518897e-05	0.0018879904038510812	0.0007914824866099424	9.870672932706082e-05	9.143027164353537e-06	0.0	0.4976288431442472	9.820406172326443e-07	0.0	4.663524515414154e-05	5.591563247234384e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0046782341995796305	9.12007454898735e-05	0.0025506226592024906	4.972133436227827e-05	0.0017812635430352526	3.114543040521222e-05	0.0009711694982530379	1.6980193047047318e-05	1.9908144600751772e-05	3.68356629308599e-07	1.0854164549611572e-05	2.0082369166915763e-07	2.6911787773411465e-06	9.725502937861547e-11	0.020631	0.0	0.001613	0.3	0.0
20.0	0.27903757754570047	0.00711511380177399	0.00012595692352177786	0.06138496771479074	0.00010063570305360789	3.5896156043437056e-12	0.03369291772559451	0.9613849677183791	0.2933649045091782	0.006254292972511617	0.5019929910488106	0.9988506141179937	0.9886205995591584	2.1611352281027116e-12	0.19995160356369832	0.4206541246726792	0.017995123473696556	0.0013290760978197827	4.392448919655387e-05	9.95111420969495e-06	0.0010454095483398596	0.00010580380776593761	0.0007263543005027255	0.4965652890672547	0.09961919748168958	0.4890018609327901	0.19568287973935242	0.02006258611931676	0.24	0.08463174101662262	0.012	0.0019929910488113043	0.061893978000766035	0.0024146545345656418	0.0001305911993393541	0.0	0.22933655129891958	0.006223439646416151	1.5243699561821262e-05	0.00017855347841141416	0.00038408543672360665	0.00018639014573406732	0.0002126270186457288	0.0007504045888613496	0.0001516516131702675	1.5211613932365803e-05	3.841828895916318e-06	0.003135880580611894	0.00040605435580143935	0.0008232023657995703	0.00033373133404696157	7.333093481209731e-05	0.0003808025183104534	0.011415936549503476	4.0988460266945604e-05	3.447157434202602e-05	0.00010027627439877691	5.02812477265912e-05	0.002238245394504961	0.0009335403426504352	0.00016075780592829028	1.576033261833865e-05	0.0	0.4975917840794921	1.1198174228992137e-06	0.0	7.566754943373139e-05	1.7681557770456122e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005531251330620016	0.0001378633204729648	0.0030156210270663466	7.515799454530325e-05	0.0021116832789459753	4.74540945913835e-05	0.0011512953416582142	2.5870583922264892e-05	2.359592851897298e-05	5.598610481533013e-07	1.2864497269523714e-05	3.052178324374116e-07	4.876199716711912e-06	3.26586735034989e-10	0.020631	0.0	0.001613	0.3	0.0
21.0	0.27803499111848967	0.007112664300977913	0.00012589933965504685	0.0602031881110911	0.0001035554347228395	1.1003428147340854e-11	0.034202208013150506	0.9602031881221201	0.29247824209120205	0.007065590501559349	0.5019888117945563	0.998728367075613	0.9874235178208542	6.940618648979504e-12	0.19994314023911694	0.41652182117273717	0.017991529586988988	0.0013868045684922482	4.7049753584780125e-05	1.1668466850223784e-05	0.0011089233678376496	0.00011467329989052886	0.0007498758896394394	0.4962410875295837	0.09954383259276127	0.4871158026760124	0.19493927791252758	0.020061082029970805	0.24	0.08199853566996368	0.012	0.001988811794556988	0.06189397690400932	0.002694834615705667	0.00013882893433993134	0.0	0.22707248475315328	0.007693643900439363	1.7342424338537775e-05	0.00019725367560021714	0.0004375414931851678	0.00020360575303777448	0.00025165969982993846	0.0008199337566752025	0.0001724310329764058	1.7469967030392298e-05	4.7159592811540366e-06	0.003633367473219887	0.000431467353485777	0.0008896429280986096	0.00038097674487748916	7.578544632106045e-05	0.0004561674072387803	0.01411378990174322	4.3599648945243314e-05	3.994642330477172e-05	0.00011213806770914075	5.9620573732384364e-05	0.0026185911344174624	0.001087237345811122	0.0002524366543680075	2.6124873104476737e-05	0.0	0.4975507082032482	1.2666117502630712e-06	0.0	0.0001184011525503983	5.149320600281534e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006442072274840078	0.0002015895652624906	0.003512051926037181	0.00010989242343023027	0.0024656424428809174	6.990967005795545e-05	0.001344228832550237	3.8110647038962786e-05	2.760241686903916e-05	8.245234984219365e-07	1.5048264760992734e-05	4.494771541040376e-07	8.469406652412562e-06	1.0063585510120193e-09	0.020631	0.0	0.001613	0.3	0.0
22.0	0.2770361789864514	0.007107620323398793	0.00012574279960504207	0.05906483614941177	0.0001063403104648921	3.1223629191282044e-11	0.03463681699706323	0.9590648361807281	0.2915408569607445	0.007918535537137701	0.501986215506445	0.9986014507024973	0.9861832640322072	2.05728255500264e-11	0.19993389896662161	0.4119130191078003	0.017985833935215478	0.0014423825044046718	5.009433640385191e-05	1.3548015535873055e-05	0.0011704954128729137	0.00012350703791544438	0.0007722179186909258	0.49591192036442044	0.09945939249788203	0.4850923492018686	0.194140528668377	0.020058766518653105	0.24	0.07917320421358814	0.012	0.0019862155064455343	0.06189397580755722	0.0029887127283980694	0.00014697782223500267	0.0	0.22454249469270127	0.009351322897598819	1.9567695995415978e-05	0.00021614698422181433	0.0004940692651135671	0.0002209424062407772	0.0002940887024537812	0.0008878336226773548	0.0001944395836268617	1.9880251456012438e-05	5.717415685677903e-06	0.0041623409503635635	0.0004560717530624074	0.0009540835261287806	0.00043139336246838926	7.812899864590194e-05	0.0005406075021179974	0.017156525206275246	4.613644897406942e-05	4.585826598704581e-05	0.0001243522049699327	6.989027481967084e-05	0.003027877564506254	0.001252102307930499	0.0003836836791844741	4.18160448277302e-05	0.0	0.4975068048284477	1.422485065974631e-06	0.0	0.00017936017403042212	1.39296766795608e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007402341244623363	0.0002861557072278164	0.004035298487474454	0.00015597779429959126	0.0028400222920808324	9.994101160051184e-05	0.0015482495307700813	5.447764092820828e-05	3.1910555526249484e-05	1.180553046443246e-06	1.7395917305294873e-05	6.435068985613114e-07	1.4163196209401279e-05	2.8685749350158383e-09	0.020631	0.0	0.001613	0.3	0.0
23.0	0.2760411202385203	0.00710063777645006	0.00012551245537201515	0.0579673337278065	0.00010900305672069834	8.283143441858625e-11	0.03500175625018088	0.9579673338108361	0.2905544427807927	0.008811067705867181	0.5019845758497471	0.9984700574954951	0.9849019623249882	5.690524807053304e-11	0.19992387822059876	0.4068315023272003	0.017977102866044058	0.0014960701973948066	5.305455378947352e-05	1.559267470529762e-05	0.001230237114084263	0.00013228158018850237	0.000793480341046497	0.49557831004397757	0.09936551048665962	0.4829409974927071	0.19329021341575608	0.02005531088990487	0.24	0.07616887011586743	0.012	0.001984575849747802	0.061893974711409644	0.003296281551160929	0.00015503252644634796	0.0	0.22174615625613509	0.011192947146626279	2.1915625333700633e-05	0.0002351565759108232	0.0005535713826606051	0.00023834811631008907	0.00033982194358071527	0.0009538271474019513	0.00021763518678409813	2.2438183120450973e-05	6.8544904539524455e-06	0.004720891756949976	0.00047985201988964853	0.0010163690340584696	0.0004849379580465224	8.037147899077935e-05	0.0006344895133404211	0.020538335511673982	4.85972568214678e-05	5.220427618950775e-05	0.00013687504856727602	8.109711026785985e-05	0.0034647744613106684	0.0014275969275466755	0.0005663317764870829	6.485653224763352e-05	0.0	0.4974608223479389	1.5875234297368122e-06	0.0	0.00026390195327512375	3.531170351208459e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00840288638531147	0.0003955161630676977	0.00458026578916006	0.00021555970844322906	0.003231358405023753	0.0001390646283732452	0.0017614372630103746	7.579510431793373e-05	3.649960070824716e-05	1.6480232723453064e-06	1.9895748020686135e-05	8.982092649392209e-07	2.288949352452615e-05	7.640431012418995e-09	0.020631	0.0	0.001613	0.3	0.0
