time	D	CDK5	D_CDK5	D75	CK1	D_CK1	D137	PKA	D_PKA	D34	D34_CDK5	D34_CK1	PP2B	D34_PP2B	D34_75	D34_137	D75CK1	D75_PKA	PP2A	D75_PP2A	PP2AP	D75_PP2AP	D75_137	D137_CDK5	D137_PKA	D137_PP2C	PP2C	D34_75_CK1	D34_137_CDK5	D34_75_137	D75_137_PKA	D34_75_PP2B	D34_137_PP2B	D34_75_137_PP2B	D34_75_PP2A	D75_137_PP2A	D34_75_134_PP2A	D34_75_PP2AP	D75_137_PP2AP	D34_75_137_PP2AP	D34_137_PP2C	D75_137_PP2C	PDE	PP2Binactive	D34_75_137_PP2C	CK1P	CK1P_PP2B	PDE_PKA	PDEP	PP2A_PKA	Ca	PP2BinactiveCa2	R2C2	cAMP	cAMP_R2C2	cAMP2_R2C2	cAMP3_R2C2	cAMP4_R2C2	cAMP4_R2C	cAMP4_R2	cAMP_PDE	AMP	cAMP_PDEP	Empty
0.0	4.98e-21	2e-22	0.0	0.0	1.6600000000000002e-22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3300000000000002e-22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0000000000000002e-21	3.3200000000000004e-22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.6400000000000005e-21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.9900990099009901	-2.774475590326421e-20	-4.873748843008126e-21	7.148599030440727e-21	3.678224699883882e-20	-5.8512508233999874e-21	-1.0328160990110395e-21	3.808339038416038e-21	0.0	0.0	1.4773164515557016e-37	-5.869443925285182e-38	5.886917222995191e-38	1.9306176886076216e-23	0.0	1.4138948373776976e-36	9.23425905583457e-38	-4.2126271704784303e-22	0.0	-3.205805423949657e-22	7.880107792790922e-22	0.0	0.0	-1.1985778833387947e-20	-2.5114385073986424e-21	0.0	1.2191099478743073e-22	8.065545428632648e-22	1.1280968517655452e-37	5.475328335581003e-39	4.813203869894829e-37	0.0	0.0	0.0	0.0	2.8120676355382413e-38	-2.6743023688409866e-22	1.066660780092052e-38	0.0	0.0	0.0	1.1096925811290481e-38	-7.95465537650688e-22	2.0000000000000002e-21	2.8638153263396573e-22	3.1391964800322465e-38	-1.9133642239673717e-20	1.0783195924699968e-28	0.0	0.0	0.0	-1.6921358241473713e-23	2.6312182647682304e-23	6.6400000000000005e-21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.9801980198019802	-7.372377258934574e-20	-1.140672977788488e-20	1.6841261359189795e-20	9.174946478235473e-20	-1.428625744786844e-20	-3.376708064039364e-21	8.968071507498634e-21	0.0	0.0	3.726786511034073e-37	-1.4806688455265561e-37	1.4850767873822354e-37	4.870317358568057e-23	0.0	3.566794509335525e-36	2.3295017159281226e-37	-1.1049228376348696e-21	0.0	-1.0904275714786347e-21	1.9664958074717748e-21	0.0	0.0	-3.0305672082961266e-20	-6.375282155834226e-21	0.0	2.7201035155350866e-22	1.8715512757937834e-21	2.845819611548082e-37	1.381246364855536e-38	1.2142140052858346e-36	0.0	0.0	0.0	0.0	7.093927452850988e-38	-6.760682359930701e-22	2.6908364845663247e-38	0.0	0.0	0.0	2.799391652608554e-38	-2.010561627347273e-21	2.0000000000000002e-21	2.2617242107227257e-22	7.919166597616885e-38	-4.810667331038769e-20	2.7202478566231073e-28	0.0	0.0	0.0	-3.9155789399566833e-23	5.712413331644424e-23	6.6400000000000005e-21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.9702970297029703	-1.1970278927542728e-19	-1.793971071276163e-20	2.653392368793887e-20	1.4671668256587069e-19	-2.272126407233689e-20	-5.7206000290676884e-21	1.4127803976581235e-20	0.0	0.0	5.976256570512445e-37	-2.3743932985245945e-37	2.3814618524649517e-37	7.810017028528494e-23	0.0	5.719694181293353e-36	3.7355775262727887e-37	-1.7885829582218966e-21	0.0	-1.860274600562304e-21	3.1449808356644577e-21	0.0	0.0	-4.862556533253459e-20	-1.0239125804269813e-20	0.0	4.2210970831958663e-22	2.9365480087243023e-21	4.56354237133062e-37	2.2149598961529718e-38	1.9471076235821866e-36	0.0	0.0	0.0	0.0	1.1375787270163738e-37	-1.0847062351020416e-21	4.3150121890405975e-38	0.0	0.0	0.0	4.4890907240880604e-38	-3.225657717043858e-21	2.0000000000000002e-21	1.659633095105794e-22	1.2699136715201528e-37	-7.707970438110167e-20	4.362176120776219e-28	0.0	0.0	0.0	-6.139022055765994e-23	8.793608398520619e-23	6.6400000000000005e-21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3.9603960396039604	8.750374641216522e-18	-1.2206156483273178e-18	-4.773330575961713e-19	2.258691726812085e-18	-7.446177484640756e-19	4.434165956902891e-19	-1.350192763267273e-19	0.0	0.0	-7.758703641482122e-34	-7.229515398832861e-35	-4.1223617684093627e-35	1.6120348514546044e-20	3.0779326532133936e-38	-4.370498316286805e-34	-6.420819489391822e-34	-1.1695171300043565e-18	0.0	1.6556243857907029e-19	6.18519195336351e-21	0.0	0.0	-8.338929675855919e-18	-1.422595055874896e-19	0.0	1.598161507766908e-20	6.283062783680856e-19	-7.56442249764932e-35	-4.7924591138855914e-35	-5.538975393135668e-34	0.0	3.678399327364476e-39	1.6107583286517665e-38	1.2547388716823904e-40	-1.0947741324332749e-35	-1.7154763053241352e-19	-1.4950689805695902e-35	0.0	0.0	0.0	-4.6707733946568454e-35	-6.441548934457723e-19	2.0000000000000002e-21	1.0315006700011662e-21	-2.1620760992347508e-35	-2.2787383525169514e-17	-7.93327725893558e-21	0.0	0.0	0.0	-3.2569737118665106e-22	-8.88657193154926e-21	6.6400000000000005e-21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4.9504950495049505	4.842298260030816e-17	-6.555637557277389e-18	-2.755407805997785e-18	1.1477064845987507e-17	-3.9313280303123765e-18	2.4522971677411183e-18	-8.172540887850781e-19	0.0	0.0	-4.235599506371013e-33	-3.9298375958465555e-34	-2.2623408470158866e-34	8.748260805493257e-20	1.6789278752971876e-37	-2.4169043540353252e-33	-3.504530851221661e-33	-6.369065795141731e-18	0.0	9.140443342801321e-19	1.565715628478948e-20	0.0	0.0	-4.520667134458521e-17	-7.170255813090298e-19	0.0	8.477639345613148e-20	3.410477699094025e-18	-4.152448671568859e-34	-2.615429781857375e-34	-3.032564993178749e-33	0.0	2.0064659831783985e-38	8.786245064580089e-38	6.844256535916049e-40	-6.037161405640722e-35	-9.295014905648257e-19	-8.180024667122974e-35	0.0	0.0	0.0	-2.550362340720004e-34	-3.495121092550326e-18	2.0000000000000002e-21	5.095238281473669e-21	-1.1866617008091522e-34	-1.238554667317856e-16	-4.3273854908062336e-20	0.0	0.0	0.0	-1.4262993990203968e-21	-4.8971991460723686e-20	6.6400000000000005e-21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5.9405940594059405	8.809559055939941e-17	-1.1890659466227412e-17	-5.033482554399386e-18	2.0695437965162832e-17	-7.118038312160665e-18	4.461177739791935e-18	-1.4994889012434227e-18	0.0	0.0	-7.695328648593769e-33	-7.1367236518097985e-34	-4.112445517190823e-34	1.5884486759531833e-19	3.0500624852730296e-37	-4.396758876441948e-33	-6.366979753504117e-33	-1.1568614460279105e-17	0.0	1.662526229981194e-18	2.512912061621545e-20	0.0	0.0	-8.207441301331431e-17	-1.2917916570305669e-18	0.0	1.535711718345931e-19	6.192649119819939e-18	-7.548455093372758e-34	-4.7516136523261774e-34	-5.511232447043909e-33	0.0	3.645092033620341e-38	1.5961731800508345e-37	1.2433774200149655e-39	-1.0979548678848134e-34	-1.6874553505972347e-18	-1.4864980353676289e-34	0.0	0.0	0.0	-4.633647341974296e-34	-6.346087291654843e-18	2.0000000000000002e-21	9.158975892946146e-21	-2.1571157916948293e-34	-2.249235499384005e-16	-7.861443255718871e-20	0.0	0.0	0.0	-2.5269014268541365e-21	-8.905741098989792e-20	6.6400000000000005e-21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6.930693069306931	1.2776819851849103e-16	-1.7225681375177434e-17	-7.311557302800987e-18	2.9913811084338205e-17	-1.0304748594008954e-17	6.4700583118427645e-18	-2.1817237137017708e-18	0.0	0.0	-1.1155057790816551e-32	-1.0343609707773054e-33	-5.96255018736576e-34	2.3020712713570447e-19	4.421197095248878e-37	-6.376613398848571e-33	-9.229428655786585e-33	-1.676816312541648e-17	0.0	2.4110081256822528e-18	3.4601084947641425e-20	0.0	0.0	-1.1894215468204362e-16	-1.866557732752107e-18	0.0	2.223659502130555e-19	8.974820540545866e-18	-1.0944461515176672e-33	-6.88779752279498e-34	-7.98989990090908e-33	0.0	5.283718084062284e-38	2.31372185364366e-37	1.8023291864383313e-39	-1.592193595205558e-34	-2.4454092106296438e-18	-2.1549936040229603e-34	0.0	0.0	0.0	-6.716932343228602e-34	-9.197053490759384e-18	2.0000000000000002e-21	1.3222713504418626e-20	-3.12756988258051e-34	-3.2599163314501577e-16	-1.1395501020631527e-19	0.0	0.0	0.0	-3.627503454687876e-21	-1.2914283051907235e-19	6.6400000000000005e-21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7.920792079207921	1.674408064775825e-16	-2.256070328412748e-17	-9.589632051202601e-18	3.913218420351358e-17	-1.3491458875857256e-17	8.478938883893581e-18	-2.863958526160118e-18	0.0	0.0	-1.461478693303933e-32	-1.355049576373631e-33	-7.812654857540703e-34	3.015693866760906e-19	5.7923317052247265e-37	-8.356467921255204e-33	-1.2091877558069063e-32	-2.1967711790553853e-17	0.0	3.1594900213833146e-18	4.407304927906738e-20	0.0	0.0	-1.5580989635077272e-16	-2.4413238084736473e-18	0.0	2.911607285915175e-19	1.1756991961271793e-17	-1.4340467936980585e-33	-9.023981393263782e-34	-1.0468567354774263e-32	0.0	6.922344134504226e-38	3.031270527236489e-37	2.3612809528616945e-39	-2.086432322526301e-34	-3.203363070662056e-18	-2.8234891726782953e-34	0.0	0.0	0.0	-8.800217344482908e-34	-1.2048019689863913e-17	2.0000000000000002e-21	1.728645111589113e-20	-4.098023973466187e-34	-4.2705971635163105e-16	-1.4929558785544183e-19	0.0	0.0	0.0	-4.728105482521622e-21	-1.6922825004824677e-19	6.6400000000000005e-21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8.910891089108912	2.0711341443667394e-16	-2.789572519307753e-17	-1.1867706799604202e-17	4.835055732268895e-17	-1.6678169157705556e-17	1.048781945594441e-17	-3.546193338618466e-18	0.0	0.0	-1.8074516075262108e-32	-1.6757381819699565e-33	-9.662759527715647e-34	3.7293164621647637e-19	7.163466315200568e-37	-1.0336322443661838e-32	-1.4954326460351528e-32	-2.7167260455691227e-17	0.0	3.9079719170843765e-18	5.354501361049336e-20	0.0	0.0	-1.9267763801950202e-16	-3.0160898841951844e-18	0.0	3.5995550696997954e-19	1.453916338199772e-17	-1.7736474358784498e-33	-1.1160165263732584e-33	-1.2947234808639434e-32	0.0	8.560970184946169e-38	3.748819200829318e-37	2.9202327192850578e-39	-2.5806710498470457e-34	-3.961316930694465e-18	-3.49198474133363e-34	0.0	0.0	0.0	-1.0883502345737213e-33	-1.4898985888968442e-17	2.0000000000000002e-21	2.1350188727363608e-20	-5.068478064351868e-34	-5.281277995582467e-16	-1.8463616550456842e-19	0.0	0.0	0.0	-5.8287075103553615e-21	-2.09313669577421e-19	6.6400000000000005e-21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
