time	S_a	I_a	S_h	I_h	R_h
57.42574257425743	49997.04393886308	1010.5568785458778	999131.9499519926	13.62341059740935	74.78934112055286
58.415841584158414	49997.04339201391	1010.7144644501228	999116.9754258419	13.625330829962834	76.13536734983131
59.4059405940594	49997.042867132586	1010.8720749186502	999102.0006339146	13.627251326310963	77.48153160299046
60.396039603960396	49997.042358708124	1011.0297099556127	999087.0255761049	13.629172086504296	78.82783390080817
61.386138613861384	49997.041862922786	1011.1873695650635	999072.0502523067	13.631093110587381	80.17427426406667
62.37623762376238	49997.04137790192	1011.3450537509415	999057.0746624144	13.63301439859709	81.52085271355286
63.366336633663366	49997.04090020612	1011.5027625172786	999042.0988063217	13.634935950581346	82.86756927005332
64.35643564356435	49997.0404266873	1011.6604958680899	999027.1226839231	13.636857766588193	84.21442395435719
65.34653465346534	49997.03996210265	1011.8182538069248	999012.1462951124	13.638779846620253	85.56141678726839
66.33663366336634	49997.03949913872	1011.9760363380456	998997.1696397838	13.640702190751032	86.90854778957429
67.32673267326733	49997.039031582884	1012.1338434656501	998982.1927178311	13.642624799047281	88.25581698206656
68.31683168316832	49997.038564589406	1012.2916751932656	998967.2155291487	13.644547671510654	89.60322438555704
69.3069306930693	49997.03809571195	1012.4495315248687	998952.2380736301	13.646470808185025	90.95077002084858
70.29702970297029	49997.037625403835	1012.6074124642655	998937.2603511699	13.648394209101829	92.29845390875009
71.2871287128713	49997.037157083236	1012.7653180150876	998922.2823616617	13.650317874273	93.64627607007819
72.27722772277228	49997.03669031942	1012.9232481811947	998907.3041049996	13.652241803735103	94.99423652564546
73.26732673267327	49997.036225624295	1013.0812029663919	998892.3255810776	13.654165997520204	96.34233529626829
74.25742574257426	49997.035763262895	1013.239182374498	998877.3467897895	13.656090455661014	97.69057240276531
75.24752475247524	49997.03530185174	1013.3971864094299	998862.3677310295	13.658015178199443	99.03894786595528
76.23762376237623	49997.0348418592	1013.5552150749967	998847.3884046914	13.659940165167137	100.38746170666221
77.22772277227723	49997.03438589936	1013.7132683748828	998832.4088106691	13.661865416582078	101.73611394571624
78.21782178217822	49997.03393042735	1013.8713463131342	998817.4289488567	13.663790932498115	103.08490460394044
79.20792079207921	49997.03347067445	1014.0294488938696	998802.4488191479	13.66571671297539	104.4338337021586
80.1980198019802	49997.03300758495	1014.1875761208722	998787.4684214367	13.667642758041293	105.78290126120592
81.18811881188118	49997.03254337065	1014.345727997851	998772.487755617	13.669569067715681	107.13210730192213
82.17821782178218	49997.032076368356	1014.503904528743	998757.5068215827	13.671495642040284	108.4814518451436
83.16831683168317	49997.031607385754	1014.6621057173418	998742.5256192276	13.673422481044899	109.83093491171248
84.15841584158416	49997.031139358856	1014.8203315673151	998727.5441484455	13.675349584745954	111.18055652247702
85.14851485148515	49997.0306728967	1014.978582082469	998712.5624091303	13.677276953174086	112.53031669828427
86.13861386138613	49997.030207135605	1015.1368572666983	998697.580401176	13.67920458636895	113.8802154599813
87.12871287128712	49997.02974372543	1015.2951571237493	998682.5981244761	13.681132484356574	115.23025282842147
88.11881188118812	49997.02928176108	1015.4534816575169	998667.6155789248	13.683060647174843	116.58042882445736
89.10891089108911	49997.02882009686	1015.6118308719125	998652.6327644157	13.68498907486536	117.93074346894312
90.0990099009901	49997.028358151154	1015.7702047708146	998637.6496808425	13.686917767465095	119.28119678273663
91.08910891089108	49997.02789626993	1015.9286033580483	998622.6663280991	13.68884672500478	120.63178878669996
92.07920792079207	49997.02743286242	1016.0870266375521	998607.6827060793	13.69077594752603	121.98251950169472
93.06930693069307	49997.02696882001	1016.2454746131216	998592.6988146767	13.692705435058093	123.33338894858855
94.05940594059406	49997.02650423107	1016.403947288599	998577.7146537853	13.694635187632635	124.68439714825078
95.04950495049505	49997.02603942036	1016.5624446678141	998562.7302232987	13.696565205281166	126.03554412155339
96.03960396039604	49997.025574299994	1016.7209667546202	998547.7455231105	13.698495488038668	127.38682988936999
97.02970297029702	49997.025110001625	1016.879513552801	998532.7605531146	13.700426035932699	128.73825447257877
98.01980198019803	49997.024645799116	1017.038085066248	998517.7753132047	13.702356849000815	130.08981789205762
99.00990099009901	49997.02418198288	1017.1966812987938	998502.7898032744	13.70428792727617	131.4415201686883
100.0	49997.023718425255	1017.3553022542965	998487.8040232175	13.706219270793627	132.7933613233545
