time	S_a	I_a	S_h	I_h	R_h
0.0	100000.0	1000.0	1000000.0	0.0	0.0
0.9900990099009901	71623.9297205934	1000.7322391335695	999985.0474281724	4.807719685578558	0.25537132723501066
1.9801980198019802	62582.017405344755	1001.1826112866944	999970.0921687133	7.9062349059212025	0.8959487021377712
2.9702970297029703	58090.134036714684	1001.519322458286	999955.1352785402	9.903284669556836	1.78477015871814
3.9603960396039604	55465.956667394064	1001.7946699086926	999940.1772547604	11.190655121559963	2.8335829937485513
4.9504950495049505	53800.33847603916	1002.0326275214884	999925.2183829014	12.020802394394027	3.9855274380202963
5.9405940594059405	52690.27566934309	1002.2462640091227	999910.258842812	12.55637864364684	5.203970866722571
6.930693069306931	51927.18633720724	1002.4434410614821	999895.2987538514	12.902171386725131	6.465312179652964
7.920792079207921	51391.68878220875	1002.6291907531063	999880.338197854	13.125688165763291	7.754345664786118
8.910891089108912	51010.54975125378	1002.8068697923825	999865.3772321375	13.270419845349705	9.061274202746832
9.900990099009901	50736.573290941305	1002.9787818529811	999850.4158974321	13.364385505447112	10.37978512222087
10.89108910891089	50538.23713067766	1003.1465398162352	999835.4542229713	13.42563715017954	11.705810650221961
11.881188118811881	50393.93032836214	1003.3112891105478	999820.4922298818	13.465805798697183	13.036729378637586
12.871287128712872	50288.54983519549	1003.4738515728795	999805.5299335028	13.492385843650363	14.370851825850306
13.861386138613861	50211.39045706785	1003.634821263286	999790.5673450069	13.510206613255875	15.707089012330474
14.85148514851485	50154.78473509571	1003.7946299245665	999775.6044725456	13.52238035350896	17.044738933279582
15.841584158415841	50113.198530393965	1003.9535925771386	999760.6413220713	13.530912956102117	18.383348977322477
16.831683168316832	50082.61475086502	1004.1119397414491	999745.6778979297	13.537097389513578	19.722627282322254
17.821782178217823	50060.10524447599	1004.2698404635958	999730.7142032882	13.541767199712302	21.062385608141984
18.81188118811881	50043.52900582701	1004.4274189032018	999715.7502404512	13.545459837848224	22.40250252202535
19.801980198019802	50031.317001273055	1004.5847663571612	999700.7860110874	13.548521902083255	23.74289967061237
20.792079207920793	50022.31743427608	1004.7419500146265	999685.8215163989	13.551176954870947	25.083526485194742
21.78217821782178	50015.683726307994	1004.8990193549187	999670.8567572439	13.553569240444995	26.424350318782135
22.77227722772277	50010.79308657536	1005.0560108313713	999655.8917342272	13.555791841934415	27.76535009117188
23.762376237623762	50007.18703628634	1005.2129513104385	999640.926447767	13.55790485010231	29.106512186497437
24.752475247524753	50004.52789054719	1005.3698605981081	999625.9608981442	13.559947070461321	30.447827808418975
25.742574257425744	50002.56684219369	1005.5267532983054	999610.995085538	13.561943572803287	31.78929127356087
26.73267326732673	50001.12052202575	1005.6836401808075	999596.0290100529	13.563910560026482	33.13089891017154
27.722772277227723	50000.05375828424	1005.8405291890941	999581.0626717384	13.565858510450987	34.472648346773475
28.712871287128714	49999.26688532226	1005.9974261832222	999566.0960706032	13.5677942060087	35.81453805261976
29.7029702970297	49998.68642631852	1006.154335485761	999551.1292066262	13.56972203546061	37.15656704211162
30.693069306930692	49998.25819604821	1006.3112602862283	999536.1620797638	13.571644843538293	38.49873468199066
31.683168316831683	49997.94223678984	1006.468202938228	999521.1946899564	13.57356447492944	39.84104056765312
32.67326732673267	49997.70908053463	1006.6251651788731	999506.2270371321	13.575482127273675	41.18348444277243
33.663366336633665	49997.5369945243	1006.7821482905479	999491.2591212105	13.577398578886894	42.52606614735744
34.65346534653465	49997.40995204964	1006.9391532201199	999476.2909421043	13.579314336105202	43.86878558408072
35.64356435643565	49997.316134686786	1007.0961806669559	999461.3224997214	13.581229728731547	45.21164269641916
36.633663366336634	49997.246815496714	1007.2532311485655	999446.3537939661	13.583144972859019	46.554637454232385
37.62376237623762	49997.195565363894	1007.41030504727	999431.3848247405	13.585060209102624	47.897769844956606
38.613861386138616	49997.15764498242	1007.5674026459495	999416.415591944	13.586975529401611	49.24103986741795
39.603960396039604	49997.12955484163	1007.724524154514	999401.4460954751	13.588890994442366	50.58444752779651
40.59405940594059	49997.10871531602	1007.8816697287256	999386.4763352312	13.590806644037144	51.927992837208755
41.584158415841586	49997.09322415703	1008.0388394844647	999371.5063111087	13.592722504436013	53.27167580999994
42.57425742574257	49997.081677392336	1008.1960335082711	999356.5360230035	13.594638593083909	54.61549646262758
43.56435643564356	49997.07304069066	1008.3532518649155	999341.5654708113	13.596554921514343	55.95945481297721
44.554455445544555	49997.0665517715	1008.5104946031446	999326.594654427	13.59847149739903	57.30355087987601
45.54455445544554	49997.061645893584	1008.6677617600666	999311.6235737457	13.60038832594607	58.647784682759095
46.53465346534654	49997.05790535676	1008.8250533641269	999296.652228662	13.6023054106877	59.99215624147907
47.524752475247524	49997.05502395434	1008.9823694372006	999281.6806190707	13.604222753957973	61.33666557618956
48.51485148514851	49997.052777376746	1009.1397099963372	999266.7087448658	13.606140357305076	62.6813127072446
49.504950495049506	49997.05099975037	1009.2970750551409	999251.7366059424	13.608058221807072	64.0260976551217
50.495049504950494	49997.049567795795	1009.4544646247057	999236.7642021944	13.60997634823656	65.37102044038066
51.48514851485149	49997.0483903638	1009.611878714231	999221.7915335164	13.611894737136511	66.71608108364367
52.475247524752476	49997.04740077444	1009.7693173314743	999206.8185998024	13.613813388876146	68.06127960558098
53.46534653465346	49997.04655040826	1009.9267804831279	999191.8454009468	13.615732303717618	69.40661602689404
54.45544554455446	49997.04580310993	1010.0842681751493	999176.871936844	13.617651481853947	70.75209036830564
55.445544554455445	49997.04513116708	1010.2417804129985	999161.8982073878	13.619570923441332	72.09770265055154
56.43564356435643	49997.04451511619	1010.3993172016495	999146.9242124726	13.621490628592499	73.44345289438193
