time	R	JAK	RJ	IFNRJ	IFNRJ2	IFNRJ2_star	STAT1c	IFNRJ2_star_STAT1c	STAT1c_star	IFNRJ2_star_STAT1c_star	STAT1c_star_STAT1c_star	SHP2	IFNRJ2_star_SHP2	PPX	STAT1c_star_PPX	STAT1c_STAT1c_star	STAT1n_star_STAT1n_star	STAT1n_star	PPN	STAT1n_star_PPN	STAT1n	STAT1n_STAT1n_star	mRNAn	mRNAc	SOCS1	IFNRJ2_star_SOCS1	IFNRJ2_star_SHP2_SOCS1_STAT1c	STAT1c_star_STAT1c_star_PPX	STAT1n_star_STAT1n_star_PPN	IFNRJ2_star_SOCS1_STAT1c	IFNRJ2_star_SHP2_STAT1c	IFNRJ2_star_SHP2_SOCS1	IFNR	IFN
10.0	0.3891154814099311	1.7235902988951193	1.3433822692575466	3.4285970485990913	1.7136045952741736	0.004999031180628453	999.9361321417301	0.027194975114214613	0.028982071767863226	6.557861133437805e-07	1.7831121137533746e-05	99.99358411215648	0.001053249413260784	49.99772739350279	0.002271802663652814	9.126158580606785e-06	8.394920697408165e-08	1.5445457289628802e-08	59.99999999520642	6.866432906162928e-10	4.9773274688441965e-12	1.5420244818255303e-11	2.014816287682636e-12	1.7271972193577046e-15	1.339345695458173e-17	4.975168306963139e-22	9.904586525129493e-22	8.038335519746636e-07	4.106928669154338e-09	4.388577925472639e-21	0.005362638430332929	1.1261264884636912e-22	1.3344748174845706	10.0
11.0	0.34315771276759194	1.6699013466200465	1.1615836740825625	3.4306882464394612	1.8214783490587572	0.005935066474752928	999.9165131561546	0.03303330740974968	0.039823951547447195	1.1522348076526238e-06	3.75865958079415e-05	99.9915345551736	0.0013557362856169467	49.996586215545875	0.0034119048389542276	1.3713758039738079e-05	1.9744432499051195e-07	4.089679957223299e-08	59.999999987270826	2.014831821964409e-09	1.6290273376926303e-11	4.465754215830471e-11	5.35888974156277e-12	5.178163824564055e-15	4.513240036166018e-17	2.235030571894347e-21	4.9087959795866924e-21	1.8796151743099037e-06	1.0714333968933693e-08	2.003013113733923e-20	0.00710970854087878	5.487321126553571e-22	1.3267436338518364	10.0
12.0	0.3057397893465745	1.6245214948665603	1.0124020166611691	3.4304699718351745	1.9095618820521645	0.00689216878361906	999.8940862480129	0.03908436469950461	0.052679520104738455	1.8862865590274105e-06	7.260128554043452e-05	99.98923708992791	0.0016883896995352721	49.99511597400887	0.004880042755651005	1.9627034508031144e-05	4.2092937944922776e-07	9.713726579097628e-08	59.99999996968394	5.2486516011374306e-09	4.6858024080955433e-11	1.1478563920260871e-10	1.2784821793872684e-11	1.37835554723948e-14	1.3369261095412375e-16	8.544574238613853e-21	2.040982977375462e-20	3.983235485660451e-06	2.5067402236710905e-08	7.754460367527057e-20	0.009074520372639387	2.2511096430324625e-21	1.31878170551937	10.0
13.0	0.2749972112380075	1.585946116247913	0.8902081270845337	3.4288201628247914	1.9810745516539414	0.00786352246691613	999.8688598571157	0.045291024628727326	0.06757226417238689	2.9166170164997126e-06	0.00013061369346659986	99.98671926486844	0.002047234196289047	49.993284561406654	0.0067076493560277685	2.6996766308145378e-05	8.281890739343836e-07	2.1106539825196046e-07	59.999999933960595	1.2399128831502322e-08	1.2119680673431365e-10	2.6749227061435873e-10	2.7900837096706894e-11	3.327494857746859e-14	3.561828343886165e-16	2.862101190000452e-20	7.350368862667731e-20	7.789237335609695e-06	5.3640268943132384e-08	2.624101327901099e-19	0.011233500935363048	8.01947714502463e-21	1.3109489050092824	10.0
14.0	0.2495889680398549	1.5530475193741602	0.7902244069767442	3.4262260510066116	2.038801717078379	0.008844082634531082	999.8408494759409	0.051609481662090846	0.08450569354948072	4.3034028742095214e-06	0.0002215705779682121	99.98400861987926	0.002428494386919563	49.9910648160626	0.00892093480828991	3.5934498570065283e-05	1.524540875541249e-06	4.2585246687618937e-07	59.99999986644284	2.6994032971899524e-08	2.8675214157060793e-10	5.74363155261952e-10	5.6534500336350866e-11	7.402971300869627e-14	8.681049349316205e-16	8.573199405319015e-20	2.34347151224469e-19	1.4249129128769372e-05	1.0656311908118813e-07	7.925977841161521e-19	0.013562885733922664	2.5344201756962088e-20	1.3034585513336805	10.0
15.0	0.22850604932276414	1.5249354072863859	0.7084597557770943	3.4229734489643078	2.085104563830159	0.009830137484813952	999.8100747385315	0.05800632461316768	0.10346745775095648	6.10701719744817e-06	0.00035779528595588305	99.98113148538198	0.0028286971310572803	49.988434317481335	0.011541038077616595	4.653363659671241e-05	2.6535870485921357e-06	8.071514081686076e-07	59.99999974630686	5.4848427197442814e-08	6.291278786903802e-10	1.150833686941653e-09	1.0760277586461304e-10	1.537074709615534e-13	1.9619370127667808e-15	2.337362382741272e-19	6.744924897949884e-19	2.4644441069259753e-05	1.988447105210538e-07	2.1758795954488424e-18	0.016039817487068214	7.241861637327584e-20	1.2964293579629982	10.0
16.0	0.21096971688217772	1.500887538445242	0.6416053088751134	3.4192383892106513	2.121963114342114	0.010818970677485964	999.7765574982124	0.06445614644403873	0.12443237052192099	8.387004633872787e-06	0.0005541000735167885	99.97811228315643	0.0032447192755885768	49.98537505074299	0.014584312997830317	5.887113243760818e-05	4.403854692209563e-06	1.4504367596125414e-06	59.999999543201966	1.0506353846964323e-07	1.2940034261441977e-09	2.173530666539824e-09	1.941511995263423e-10	3.0085004549233075e-13	4.156787014115382e-15	5.880824086331575e-19	1.7794560694771874e-18	4.063625920494954e-05	3.517344940582023e-07	5.5065341073844005e-18	0.018642997568074138	1.8989727197614361e-19	1.28991782156244	10.0
17.0	0.19636380982300758	1.4803043491495385	0.586933540858964	3.4151379723324005	2.151025728577463	0.011808602309086697	999.7403205297826	0.070939647691296	0.14736467280284118	1.1201288612357937e-05	0.000827843596885286	99.9749731574596	0.003673801944777209	49.981873017112484	0.018062673514933077	7.30094387739536e-05	7.015098011371478e-06	2.4893689215080682e-06	59.99999921455679	1.9126355661609155e-07	2.5170285567325e-09	3.900808874553277e-09	3.3454995539580184e-10	5.59580578246838e-13	8.328570547672297e-15	1.3804298337593578e-18	4.354757825345254e-18	6.430937260029634e-05	5.941796572446931e-07	1.2990044667510407e-17	0.021353040595727703	4.623363179032184e-19	1.2839405393259071	10.0
18.0	0.18419047500446056	1.4626793868465457	0.5422065889086312	3.4107536715551423	2.173659611636361	0.01279759632127777	999.7013867205944	0.07744217445318044	0.1722196950407453	1.4605573806162417e-05	0.0011989326460002938	99.97173385806248	0.004113540454507954	49.97791782226186	0.021983968226857446	8.899859146806726e-05	1.0784082518304058e-05	4.1051343677909294e-06	59.999998702569386	3.330874352800388e-07	4.663293342503427e-09	6.696372660158823e-09	5.538428424739852e-10	9.955839342368589e-13	1.5893067444551758e-14	3.050212170150314e-18	9.982750337385241e-18	9.820951129899564e-05	9.64343189847867e-07	2.8825778822080015e-17	0.024152601483118846	1.0551892129157997e-18	1.278488911841461	10.0
19.0	0.17404273607355775	1.4475814419867519	0.505592569165654	3.406145292703603	2.190995907339175	0.013784916263399467	999.6597785635179	0.08395259633413024	0.19894513840615313	1.86528894164478e-05	0.0016897715713936074	99.9684117711768	0.004561861531648388	49.973502277124474	0.026352350416029006	0.00010687826087513713	1.6069677144650744e-05	6.536613539620343e-06	59.99999793093118	5.579340918804268e-07	8.277634469313395e-09	1.1055530135763093e-08	8.852303571628339e-10	1.7034989273207676e-12	2.905473367120885e-14	6.3910890042018875e-18	2.16091583000294e-17	0.0001453724595128256	1.5111347406083948e-06	6.062260343523061e-17	0.027026367291645	2.275448744562632e-18	1.27353870591257	10.0
20.0	0.16558418360411634	1.4346408299380211	0.47559524987715346	3.401358448414189	2.2039690698766274	0.014769818424036208	999.6155178635524	0.09046245283090795	0.22748209632915148	2.3393240792910772e-05	0.0023251614902859374	99.96502204490973	0.005016993428150628	49.968622023499755	0.03116863227758833	0.00012667970579247835	2.3297121009613375e-05	1.0091234038552483e-05	59.99999680133314	9.029555245276716e-07	1.4146948682499576e-08	1.7633569436365423e-08	1.3716683870060116e-09	2.8158484771937128e-12	5.1135648171539146e-14	1.2776370611043542e-17	4.4466980163650094e-17	0.00020934422267099087	2.2957113428596065e-06	1.2158304755198757e-16	0.02996096166221569	4.666936327369733e-18	1.2690566463332809	10.0
21.0	0.15853526750200053	1.4235399658787502	0.45099413205859107	3.3964288145468817	2.213350308232968	0.015751773494904288	999.5686255900652	0.09696531058895333	0.2577659091486822	2.8873342234628525e-05	0.0031321519537602306	99.96157776832386	0.005477433146317466	49.963275192212414	0.036430616349354496	0.00014842758078097864	3.296132700281817e-05	1.5156352860821422e-05	59.99999518980756	1.4172898933854678e-06	2.3375814983876504e-08	2.7275652171741608e-08	2.067561979377185e-09	4.51365653911447e-12	8.700301238832121e-14	2.449771673427302e-17	8.749345652357813e-17	0.00029419143824156973	3.392902555084917e-06	2.337925303175968e-16	0.03294479852993337	9.156101228890261e-18	1.2650046983761256	10.0
22.0	0.15266267394297695	1.414005720378621	0.4307941361660456	3.391385048504843	2.2197758601377897	0.016730407757725288	999.5191218147496	0.1034562691154343	0.2897269301022386	3.513640938512604e-05	0.00413985250896633	99.95809017236776	0.005941913678406265	49.957462093573916	0.042133403889816755	0.00017214158416040855	4.5629218381161854e-05	2.221095932568208e-05	59.9999929429748	2.1644967721580245e-06	3.7475027191021555e-08	4.104745190612856e-08	3.0405235499461887e-09	7.038694881713284e-12	1.436026714770125e-13	4.524676116336322e-17	1.653753997034836e-16	0.00040450253627959224	4.8925284299601795e-06	4.3290152773475575e-16	0.03596791395394156	1.7262256271488124e-17	1.2613430464350197	10.0
23.0	0.14777104618570122	1.4058031507115816	0.41418385235155813	3.386250480826931	2.2237707830311466	0.01770545968452714	999.467025710427	0.10993158518560239	0.3232912368213279	4.2221996248929904e-05	0.005379207708145094	99.95456883826523	0.006409372541447958	49.95118493925872	0.0482696813179917	0.0001978379371788863	6.194102568676524e-05	3.183754451016586e-05	59.99998987424749	3.225176322111629e-06	5.846369277926849e-08	6.02659059171651e-08	4.373174039909853e-09	1.0707446322364597e-11	2.306159082723822e-13	8.077865178350977e-17	3.014131236654718e-16	0.0005453794232931343	6.900576192156192e-06	7.745936259724332e-16	0.039021789193428864	3.13911637319935e-17	1.2580321045252558	10.0
24.0	0.14369693584310883	1.3987305699915256	0.4005024915898162	3.381044133243572	2.2257679322229995	0.018676750813212305	999.4123555974126	0.11638840954053886	0.3583813094688882	5.016590020491328e-05	0.006882732992057058	99.95102190231209	0.006878922885313677	49.94444759932484	0.054829982582902934	0.00022553065963616092	8.261031560933323e-05	4.4733990923318274e-05	59.99998576004365	4.699777738033838e-06	8.898755724280272e-08	8.652938873339989e-08	6.16496937367757e-09	1.5927134366510197e-11	3.612780568977595e-13	1.398707006643051e-16	5.316906275402012e-16	0.000722418092243379	9.540178615172075e-06	1.3439147538696216e-15	0.04209917480270392	5.5263243675750617e-17	1.2550336341477923	10.0
25.0	0.14030362070884003	1.3926151751398805	0.3892121643341371	3.375781643490273	2.226123965788094	0.019644162973745497	999.3551289991946	0.12282457681886273	0.39491671216110197	5.900008062353551e-05	0.008684228563996445	99.94745624356615	0.0073498277533660126	49.93725538337088	0.06180293599347972	0.00025523268027533556	0.00010842294824412688	6.172519033639649e-05	59.999980336103995	6.7115117727789645e-06	1.324505748586799e-07	1.2174625034365584e-07	8.534005466903303e-09	2.321347427932005e-11	5.533567342470985e-13	2.3557514962111697e-16	9.106247414228058e-16	0.0009416806356158319	1.2952384229850331e-05	2.2675415031094083e-15	0.04519392868058897	9.447981696808589e-17	1.252311554430416	10.0
26.0	0.13747662057604618	1.387309115935361	0.3798744257874481	3.370475981015473	2.2251330389948296	0.020607620362709956	999.295362703638	0.1292384359886498	0.43281477706723487	6.875261667247762e-05	0.010818477081539756	99.94387765575468	0.007821477063199692	49.92961484075578	0.06917549936999065	0.00028695680127432477	0.00014023506177716306	8.377425696635973e-05	59.99997329395632	9.409326220373598e-06	1.9315828567084193e-07	1.681612263018634e-07	1.1618780301968712e-08	3.321000101094242e-11	8.302930047351512e-13	3.8684979906373915e-16	1.5182138311884913e-15	0.0012096598741935653	1.729671745406518e-05	3.729689943862421e-15	0.048300867182220986	1.5726552597082899e-16	1.2498324953586901	10.0
27.0	0.135120176865019	1.3826861815213287	0.37213176600391645	3.3651378933871516	2.2230377797809235	0.021567077587013213	999.2330728331368	0.13562873044380874	0.4719912824993616	7.944772079868787e-05	0.013320925095791539	99.94029100241141	0.00829336758041501	49.921533582608156	0.07693318187739713	0.0003207164900040616	0.0001789699092781645	0.00011199316701343148	59.99996427758532	1.2970935452935387e-05	2.764749485475021e-07	2.2837894626965757e-07	1.5579890990540643e-08	4.6709278483292716e-11	1.2225497669090291e-12	6.207061193348422e-16	2.4696774422530234e-15	0.0015332355144100083	2.275147922253126e-05	5.99313026625508e-15	0.051415630008260396	2.5545303930218413e-16	1.2475660046556853	10.0
28.0	0.13315435890370636	1.3786389239705577	0.3656927380561341	3.3597762495388244	2.2200382249474018	0.02252251145042082	999.1682749154246	0.1419945104596536	0.5123611230441151	9.110578658544937e-05	0.016227358241195318	99.9367003548495	0.008765085593844807	49.913020120649456	0.08506025577564365	0.00035652651998449976	0.00022561370411400915	0.00014765267313529483	59.99995288035599	1.7605849830918055e-05	3.8899213928225496e-07	3.0538402193237117e-07	2.060164054747702e-08	6.467576081888449e-11	1.7691697009130162e-12	9.749424713028602e-16	3.927814855901384e-15	0.0019196235748497276	2.9513794177983004e-05	9.425954364815687e-15	0.054534559556745216	4.057441596001059e-16	1.245484565066227	10.0
29.0	0.1315125171183816	1.3750760701571376	0.3603197213172725	3.354398377086526	2.216299259239621	0.02347391457654973	999.1009839471154	0.1483350633150084	0.5538389703576999	0.00010374346211264615	0.01957357893977154	99.93310911129646	0.009236292210853161	49.904083719407865	0.09353996017045327	0.0003944034719740941	0.0002812105736172868	0.00019219130568998296	59.999938642251536	2.3558352186005643e-05	5.38707215705672e-07	4.0255702483333047e-07	2.6893524751244413e-08	8.827018122869138e-11	2.519558798531493e-12	1.5015774822338378e-15	6.11862371984218e-15	0.002376320421626078	3.779939628266029e-05	1.45352021952073e-14	0.057654596492786946	6.313035062278056e-16	1.2435635530381315	10.0
30.0	0.13013910800297282	1.3719202352875195	0.355818764192668	3.3490103358425722	2.211956864495431	0.02442129054919488	999.0312144517571	0.15464985787993493	0.5963399142094014	0.00011737376220641259	0.02339509194675977	99.92952010077086	0.009706710750883488	49.89473425930828	0.1023546978248969	0.00043436611139155537	0.00034685677041977636	0.0002472233914103207	59.999921047446335	3.111038412403013e-05	7.35209582370307e-07	5.2368616744659e-07	3.4691586233926225e-08	1.1887527205739604e-10	3.5354959903842444e-12	2.2710725905619766e-15	9.350612927519357e-15	0.002911042866769916	4.784216954344261e-05	2.2008249458184618e-14	0.060773188478356686	9.637276930593158e-16	1.241781127283922	10.0
31.0	0.12898792074446502	1.3691059636462257	0.35203150868187366	3.3436171218393604	2.2071231673474254	0.02536465066756613	998.9589805330572	0.16093850434566317	0.6397800711166612	0.00013200622089084763	0.0277268035283226	99.92593567208799	0.010176116184520821	49.88498211098886	0.1114862240256348	0.0004764356358426172	0.0004236941658777088	0.0003145459014221812	59.999899522275214	4.058429847524521e-05	9.898739993542095e-07	6.72973978494938e-07	4.425960753014869e-08	1.5812283599935733e-10	4.893402887259384e-12	3.377550076007211e-15	1.4038786857137842e-14	0.003531664985454474	5.9893426313842996e-05	3.27639794308557e-14	0.06388821172757235	1.445489590985048e-15	1.2401180429011363	10.0
32.0	0.12802057081926713	1.3665780102651606	0.34882863584891294	3.3382228410107033	2.201890597999924	0.026304011675459676	998.8842959227222	0.16720072369649217	0.6840771525200031	0.00014764706945270475	0.032602740199226515	99.92235777042644	0.010644326214062041	49.87483801885868	0.12091582772728905	0.0005206358125120747	0.0005129032283497877	0.0003961441062191672	59.99987343360255	5.2345441235716185e-05	1.3160581207821628e-06	8.550390380490276e-07	5.589013639374457e-08	2.0792188606366774e-10	6.6868666852829494e-12	4.945097634960398e-15	2.0733751465418777e-14	0.004246153413971317	7.422095622130777e-05	4.80146357644988e-14	0.0669979033595648	2.1329034066294902e-15	1.238557439445269	10.0
33.0	0.12720520163916915	1.36428983153288	0.34610450054141867	3.3328308661863244	2.1963353398225203	0.027239394023389853	998.8071740219137	0.17343632333900605	0.7291509856280544	0.00016429943711319587	0.03805579198087371	99.9187880021751	0.011111193835322795	49.86431299322995	0.13062450438814255	0.0005669930132467292	0.0006156956134791581	0.0004941959541526083	59.9998420876159	6.680452522111812e-05	1.7293022859044985e-06	1.0749125681905002e-06	6.990532908546511e-08	2.7048770117513983e-10	9.029427591920606e-12	7.135319790493671e-15	3.015671565819331e-14	0.005062502381853914	9.110785888473268e-05	6.933993659812787e-14	0.07010080398964581	3.099689017484083e-15	1.2370846298930864	10.0
34.0	0.12651540550072898	1.3622022904569184	0.34377277395008426	3.3274439635030495	2.190520166846261	0.028170820620406215	998.7276279374037	0.1796451782390268	0.7749239767625826	0.00018196357663960192	0.0441174849226816	99.91522768966016	0.01157660116356474	49.85341821096924	0.14059311917671735	0.000615536154542979	0.0007333065101656558	0.0006110750845931953	59.99980472906963	8.44197526783783e-05	2.2475292202769952e-06	1.3380296943240122e-06	8.665759638915317e-08	3.483716294697236e-10	1.205764753574332e-11	1.0156357489201569e-14	4.3241455411539644e-14	0.0059886698539986915	0.00011085117769943934	9.877563633634198e-14	0.07319570917633722	4.441243610638805e-15	1.2356868849555653	10.0
35.0	0.12592931836459775	1.3602825371969394	0.3417628869354596	3.322064395261919	2.1844967921317857	0.029098315970320657	998.6456705134564	0.18582721641878946	0.8213215166578888	0.00020063710709748386	0.05081778302569127	99.911677917748	0.012040454262437049	49.84216492398334	0.1508025602701217	0.0006662965585726439	0.0008669868873955332	0.0007493525624768292	59.99976054094637	0.00010569868041722971	2.891241629280231e-06	1.6502158735787429e-06	1.06530063011661e-07	4.4449141282259477e-10	1.593444375499902e-11	1.4273407880007242e-14	6.118341326126743e-14	0.007032515746500156	0.00013376037322109378	1.3891686137531057e-13	0.07628162798960719	6.2796376089872194e-15	1.2343532188317174	10.0
36.0	0.1254288425742977	1.358503031014089	0.3400170208709281	3.3166940086721395	2.1783078696624965	0.03002190552337246	998.5613143601945	0.19198240715156112	0.8682723338713765	0.0002203152587894723	0.05818491665002479	99.90813957429769	0.012502678713317643	49.830564374540906	0.1612338825009737	0.0007193077549624082	0.0010179957823703459	0.0009117974869815096	59.99970864448209	0.0001311998354888331	3.683715804187706e-06	2.017669257662361e-06	1.299368611305129e-07	5.621617857499127e-10	2.085265577371035e-11	1.982090887792852e-14	8.549658490298246e-14	0.008201742958094522	0.0001601556824237565	1.9303760632158832e-13	0.07935774698899362	8.769412552212133e-15	1.2330741884391674	10.0
37.0	0.12499898186230601	1.3568406813315042	0.3384878118707636	3.3113343146873513	2.171988573844431	0.03094161525157929	998.4745718775092	0.19811075228559402	0.9157087549042993	0.00024099115326506722	0.06624525827634206	99.90461338290267	0.01296321610445068	49.81862771999521	0.17186843714749364	0.0007746052080908452	0.0011875927332530747	0.0011013761156185226	59.9996480996676	0.00016153398922017764	4.651188732880841e-06	2.4469378235381644e-06	1.573232047608471e-07	7.051253356175097e-10	2.7038932212618015e-11	2.7216424386714427e-14	1.180789910697046e-13	0.009503842857319807	0.00019036634318126997	2.652276713467991e-13	0.08242340099285995	1.21042166863298e-14	1.2318416994685741	10.0
38.0	0.12462733073521472	1.3552761686121413	0.33713636697168997	3.3059865432835127	2.165567938547561	0.03185747136333344	998.3854552761529	0.2042122792006366	0.9635669378045552	0.0002626560377470129	0.07502321198068336	99.90109993100606	0.013422021056231496	49.8063659644652	0.1826879904626497	0.0008322260027583656	0.0013770304634838084	0.001321249884064409	59.9995779060988	0.00019736514673759125	5.8230374761647725e-06	2.9448928962102226e-06	1.8916529917969694e-07	8.775833203598936e-10	3.47578497526567e-11	3.697716999977077e-14	1.61289853671322e-13	0.010946045072272427	0.00022472875446152385	3.6055415041938853e-13	0.08547804793764797	1.6524699541505195e-14	1.2306488378763027	10.0
