time	p	mm	m	pm
0.0	1.0	1.0	1.0	1.0
0.9900990099009901	0.38833007877400877	425.20450772556467	345.7760790220278	93.10513661175563
1.9801980198019802	0.19617550404293752	234.7489958120441	668.3726889777181	90.9129903866238
2.9702970297029703	0.17425880687617243	129.6013320082655	752.393322458065	90.90800642986011
3.9603960396039604	0.18144266987733454	71.55121098890227	722.5890565054093	90.90615150003103
4.9504950495049505	0.2036976066571785	39.50293909601868	643.6327131248044	90.90473396170587
5.9405940594059405	0.2389059445661056	21.809951512466053	548.7693302067294	90.90321688259088
6.930693069306931	0.28855645527860524	12.04244860585934	454.3358779432006	90.90134157748281
7.920792079207921	0.3565377391399579	6.650775999719989	367.69729265575813	90.89885316571264
8.910891089108912	0.4496217254721798	3.675464101490892	291.56277343363075	90.89538364433987
9.900990099009901	0.5792161093794737	2.0351758350195794	226.31557984952804	90.89030319752689
10.89108910891089	0.7653699303631997	1.1338681074023182	171.25605990252765	90.88240557777333
11.881188118811881	1.0463183035375785	0.6446537624517363	125.25350178339562	90.86908908334789
12.871287128712872	1.5045569905061975	0.39284261927883757	87.08114023650036	90.84378850581224
13.861386138613861	2.355175511505749	0.30096974050212777	55.59441441204607	90.78559881833822
14.85148514851485	4.369038871974184	0.4161266974070538	29.906444828273614	90.59691415409111
15.841584158415841	12.370954138613032	1.664531415169431	10.42984976367018	89.4634265994152
16.831683168316832	40.673643769725935	19.973325435244465	3.146051983589862	88.72267897202835
17.821782178217823	7.093099811978562	25.79636597594245	18.755604745958347	92.24315491006853
18.81188118811881	5.2454953738669845	14.933824181016695	24.977839023037877	90.8456196187999
19.801980198019802	6.893714415253752	9.03696024639043	18.952153565472177	90.58881206501836
20.792079207920793	13.378040543314945	7.205799262591318	9.68628798000737	89.84899133781565
21.78217821782178	28.367902822167242	14.982896814575616	4.555384361084502	89.6009266890406
22.77227722772277	13.625800469342622	20.386471226057413	9.797059806281492	92.55979303491853
23.762376237623762	9.244513646404089	13.51644470811232	14.164061472839354	90.78930593276276
24.752475247524753	12.817781324945702	10.07445865212301	10.155064606029221	90.25233714435451
25.742574257425744	21.7655535154171	12.598419701656614	5.956107474716237	89.88645017447276
26.73267326732673	18.988630404721548	18.016300219967448	6.971098590599089	91.78184026722754
27.722772277227723	12.117608769541148	14.517851892362675	10.826862560501405	90.96672672666428
28.712871287128714	14.194310658765144	11.696261780509033	9.18492175880231	90.39669249533392
29.7029702970297	19.785728710539843	13.19301304766905	6.580279266206559	90.27312451307255
30.693069306930692	18.403682963029958	16.25520655759035	7.152447404948661	91.26862557915844
31.683168316831683	14.025207734795739	14.394991186463384	9.351532097715314	90.93999675470172
32.67326732673267	15.397855040816255	12.607731879105783	8.476286965410528	90.49582415779437
33.663366336633665	18.76505332313474	13.725483583441285	6.956684006425901	90.51368575386023
34.65346534653465	17.580842512157044	15.334102071025221	7.469240789601906	91.0496853873022
35.64356435643565	15.113761217364102	14.180881233717178	8.67057576193315	90.8621911077095
36.633663366336634	16.149988303024024	13.176464496052878	8.088563486518318	90.57454883409557
