time	PIP2_PHGFP_PM	PH_GFP_Cyt	PI_PM	IP3_PHGFP_Cyt	PIP2_PM	PIP_PM	DAG_PM	PLC_PM	PLC_act_PM	IP3_Cyt	stim_PM	hv_Cytosol	IP3X_Cytosol
0.0	0.0	0.0	79365.00000000634	0.0	2222.2222222224	1587.2222222223493	1111.1111111112	55.55555555556	0.0	96.32	0.5555555555556	0.0	0.0
1.0	0.0	0.0	78445.61229799237	0.0	3013.786960046764	1605.0888983802747	1221.0673991290312	55.53942737880975	0.016128176750264026	203.4333526879184	0.5555555555556	0.0	0.0
2.0	0.0	0.0	78082.08893772218	0.0	3118.1751471351527	1607.3212397891334	1477.9702309020372	55.53455500003155	0.021000555528462313	442.5486843803665	0.5555555555556	0.0	0.0
3.0	0.0	0.0	77948.78450991327	0.0	2969.052107307692	1607.6265725859528	1760.0923657417218	55.53419658235628	0.021358973203730636	686.9981903863426	0.5555555555556	0.0	0.0
4.0	0.0	0.0	77899.80158485625	0.0	2759.879786407424	1607.676872331938	2018.1973119530678	55.53536209805671	0.020193457503308438	889.4205573154647	0.5555555555556	0.0	0.0
5.0	0.0	0.0	77881.79013408796	0.0	2555.0943506043154	1607.6873302028578	2240.9837406535776	55.536964791141706	0.018590764418314976	1042.3237467007787	0.5555555555556	0.0	0.0
6.0	0.0	0.0	77875.16690658651	0.0	2372.7132579749627	1607.6901489442844	2429.985242043074	55.538616625888544	0.01693892967147924	1151.028322295971	0.5555555555556	0.0	0.0
7.0	0.0	0.0	77872.73032246095	0.0	2215.218332951218	1607.6751613601223	2589.9317387765886	55.540185417521926	0.015370138038096195	1223.4844861966637	0.5555555555556	0.0	0.0
8.0	0.0	0.0	77871.83382829007	0.0	2081.8762589899375	1606.1211674319864	2725.7243008369214	55.54163219823068	0.01392335732933756	1267.186859452908	0.5555555555556	0.0	0.0
9.0	0.0	0.0	77871.50400400086	0.0	1970.4100575537916	1601.9543635066077	2841.6871304876468	55.54295133781511	0.012604217744915096	1288.4971372914226	0.5555555555556	0.0	0.0
10.0	0.0	0.0	77871.38249094918	0.0	1877.3013971812215	1595.519191687359	2941.3524757311393	55.544148634704776	0.011406920855245646	1292.5266493790753	0.5555555555556	0.0	0.0
11.0	0.0	0.0	77871.32911031235	0.0	1799.5517737659782	1587.13128702188	3027.5433844486674	55.5452333543658	0.010322201194218537	1283.3128981517789	0.5555555555556	0.0	0.0
12.0	0.0	0.0	77870.57588379676	0.0	1734.6539783094402	1577.812794146711	3102.5128992960026	55.54621535018986	0.009340205370143049	1264.0361160842137	0.5555555555556	0.0	0.0
13.0	0.0	0.0	77868.35223370434	0.0	1680.5592477031596	1568.5766314913453	3168.067442650044	55.547104081082445	0.008451474477556889	1237.203526639807	0.5555555555556	0.0	0.0
14.0	0.0	0.0	77864.6931601412	0.0	1635.5877495146344	1559.6096521841982	3225.6649937088496	55.54790830588645	0.007647249673552654	1204.7953185021959	0.5555555555556	0.0	0.0
15.0	0.0	0.0	77859.63766730965	0.0	1598.3570060912539	1551.070047637865	3276.490834510116	55.54863602361668	0.006919531943317466	1168.3777520512683	0.5555555555556	0.0	0.0
16.0	0.0	0.0	77853.25524048608	0.0	1567.7242279853897	1543.0607453375885	3321.5153417398456	55.549294498853456	0.006261056706541698	1129.1901959153138	0.5555555555556	0.0	0.0
17.0	0.0	0.0	77845.62934085332	0.0	1542.7382036279432	1535.6479213405155	3361.540089727112	55.54989031520136	0.005665240358639507	1088.2151939398798	0.5555555555556	0.0	0.0
18.0	0.0	0.0	77836.85445803973	0.0	1522.603856999229	1528.8663951369517	3397.2308453729825	55.550429433318186	0.005126122241809498	1046.2291380337158	0.5555555555556	0.0	0.0
19.0	0.0	0.0	77827.03102544139	0.0	1506.652105309566	1522.7272211715235	3429.145203626423	55.55091724792053	0.0046383076394662	1003.8450522714205	0.5555555555556	0.0	0.0
20.0	0.0	0.0	77816.260139742	0.0	1494.316837199936	1517.2253566552045	3457.753221951756	55.551358640987075	0.004196914572921268	961.5449075817717	0.5555555555556	0.0	0.0
21.0	0.0	0.0	77804.64139968953	0.0	1485.1169474660644	1512.3439328538475	3483.4532755394685	55.55175803000899	0.003797525551003738	919.7046502926885	0.5555555555556	0.0	0.0
