time	SPB_B	SPB_T	Bfa1	Bfa1P4	Bfa1P5	Tem1GTP	Tem1GDP	B_Bfa1	B_Bfa1P4	B_Bfa1P5	T_Tem1GTP	T_Tem1GDP	B_Bfa1_Tem1GTP	B_Bfa1P4_Tem1GTP	B_Bfa1P5_Tem1GTP	B_Bfa1_Tem1GDP	B_Bfa1P4_Tem1GDP	B_Bfa1P5_Tem1GDP	Bfa1_Tem1GTP	Bfa1P4_Tem1GTP	Bfa1P5_Tem1GTP	Bfa1_Tem1GDP	Bfa1P4_Tem1GDP	Bfa1P5_Tem1GDP	Active_Bfa1_at_the_SPB	Active_Bfa1_at_the_Cytosol	Active_Tem1_at_the_SPB	Active_Tem1_in_the_Cytosol	Inactive_Bfa1_at_the_SPB	Inactive_Bfa1_in_the_cytosol	Inactive_Tem1_at_the_SPB	Inactive_Tem1_in_the_cytosol	Total_Bfa1_at_the_SPB	Total_Bfa1_in_the_Cytosol	Total_Tem1_at_the_SPB	Total_Tem1_in_the_Cytosol
0.0	2.499e-22	4.979999999999999e-22	2.0300000000000002e-21	0.0	0.0	4.910000000000001e-21	7.990000000000001e-22	2.499e-22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9568714765000005e-10	4.51479948255e-16	1.2224947245000003e-10	0.0	4.811691058500001e-11	4.51479948255e-16	1.2224947245000003e-10	0.0	3.4380405823500004e-10
0.9900990099009901	2.5037341700181606e-22	4.985644456090792e-22	-9.807327774949227e-22	5.870352166621927e-23	-4.011084538161026e-26	1.9903157257373605e-21	3.903212963637599e-22	-4.091596900618598e-23	-7.967820608491515e-23	-3.1431933834809116e-23	-1.5756278068528177e-24	9.777489299509842e-25	3.5717111437508596e-23	6.605853294922583e-23	2.726719288770602e-23	5.812918824968951e-24	2.3438016245538565e-22	4.490461726116253e-24	2.4019106364248793e-21	1.9080908293798667e-23	3.4746271973978654e-26	4.645813982700939e-22	6.926312626599027e-23	5.9241350427920066e-27	3.9883527128773506e-16	8.855411908222275e-12	2.302876716071858e-16	2.6565725829631455e-10	1.6978501187289195e-18	1.1356312451552945e-10	4.4382211833418244e-16	5.5654930189020114e-11	4.00533121406464e-16	1.2241853642375171e-10	6.741097899413683e-16	3.213121884853347e-10
1.9801980198019802	2.4961581540641427e-22	5.2081812829223305e-22	-4.241764687038525e-21	1.0152349121658905e-22	-9.555580529087242e-26	-1.1864756010501708e-21	-2.809087300262071e-23	-3.017648379252251e-23	-4.959139388083153e-22	-6.266439617739472e-23	-2.236734768896505e-23	-5.346062825879483e-25	2.6318987992283666e-23	1.235369360651799e-22	5.415685915866004e-23	4.2866193439612806e-24	5.524180258054486e-22	8.935644930886946e-24	5.003469666872371e-21	2.2602020684877473e-23	8.268076009061044e-26	9.985944459989782e-22	1.5131407160660895e-22	1.4126849516178056e-26	3.252697550058039e-16	1.658736146586697e-11	3.281683546721028e-16	2.3123088851028457e-10	1.5487107376585452e-18	1.0600779763276739e-10	1.0209439170852182e-15	6.755829666882513e-11	3.2681846574346244e-16	1.2259515909863439e-10	1.349112271757321e-15	2.9878918517910973e-10
2.9702970297029703	2.488582138110125e-22	5.430718109753869e-22	-7.502796596582128e-21	1.4434346076695885e-22	-1.510007652001346e-25	-4.363266927837704e-21	-4.465030423690015e-22	-1.943699857885904e-23	-9.121496715317159e-22	-9.389685851998031e-23	-4.3159067571077294e-23	-2.0469614951268807e-24	1.6920864547058733e-23	1.8101533918113395e-22	8.104652542961406e-23	2.76031986295361e-24	8.704558891555117e-22	1.338082813565764e-23	7.605028697319864e-21	2.6123133075956275e-23	1.3061524820724225e-25	1.532607493727863e-21	2.3336501694722763e-22	2.2329563989564106e-26	2.517042387238726e-16	2.431931102351167e-11	4.2604903773701973e-16	1.9680451872425455e-10	1.3995713565881725e-18	9.845247075000554e-11	1.598065715836254e-15	7.946166314863013e-11	2.5310381008046077e-16	1.227717817735172e-10	2.024114753573274e-15	2.7626618187288467e-10
3.9603960396039604	-6.595754901665795e-22	9.79960138378432e-22	-2.2907168687773555e-20	-1.9117014614396197e-22	-6.589292118570221e-25	-1.8923729072573583e-20	-1.44787166974161e-21	-9.931733458858802e-24	-3.0446946090601616e-21	-2.380289089395197e-22	-4.707599930669449e-22	-1.4871947522915564e-23	8.502258658165034e-24	2.7516015123146005e-22	2.0904293645717481e-22	1.5063199875371328e-24	1.5139540350847647e-21	2.661765104370555e-23	2.105084720401736e-20	-1.494034575725219e-23	5.404066848984196e-25	3.400007930184889e-21	-1.69214645435051e-22	3.7121058416134733e-26	-2.2683848911181416e-15	-2.2602610855459222e-11	3.964740681563288e-17	1.272308790408493e-10	-4.139878269661446e-18	9.295808000863894e-11	2.759115295351467e-15	1.0737229797254484e-10	-2.2725247693878033e-15	7.035546915317973e-11	2.7987627021670996e-15	2.3460317701339414e-10
4.9504950495049505	-4.703781272231149e-21	2.849297483782235e-21	-8.026345179257948e-20	-1.8337225328095637e-21	-2.730064048783236e-24	-7.281165285629135e-20	-4.463195031582572e-21	-4.690360378943676e-24	-1.1106617292313456e-20	-7.721980827228706e-22	-2.3037751899360277e-21	-6.677897145725036e-23	3.4676173741322164e-24	4.959773533979996e-22	6.863354303957407e-22	1.1930405936293773e-24	3.281828226565518e-21	7.022717874125242e-23	7.196060905339794e-20	-2.100313636069853e-22	2.2003146693578403e-24	9.87389622268823e-21	-2.2460601873478836e-21	7.467498114904814e-26	-1.3240542347588589e-14	-2.583386742112227e-10	-2.0198168442673327e-15	-6.376694188518093e-11	-2.8301371943009164e-17	9.458365859325769e-11	5.937475263158184e-15	1.9058365624634345e-10	-1.3268843719531596e-14	-1.63755015617965e-10	3.917658418890851e-15	1.2681671436116252e-10
5.9405940594059405	-8.747987054295694e-21	4.718634829186014e-21	-1.3761973489738463e-19	-3.4762749194751414e-21	-4.801198885709438e-24	-1.2669957664000835e-19	-7.478518393423509e-21	5.510127009714256e-25	-1.916853997556675e-20	-1.3063672565062186e-21	-4.1367903868050985e-21	-1.1868599539158422e-22	-1.5670239099005777e-24	7.167945555645362e-22	1.1636279243343005e-21	8.797611997216235e-25	5.049702418046259e-21	1.138367064387989e-22	1.2287037090277833e-19	-4.0512238145671687e-22	3.8602226538172374e-24	1.63477845151915e-20	-4.322905729260716e-21	1.1222890388196118e-25	-2.421269980405906e-14	-4.940747375669845e-10	-4.079281095350292e-15	-2.547647628111754e-10	-5.2462865616362486e-17	9.620923717790715e-11	9.11583523096488e-15	2.7379501452013914e-10	-2.4265162669675424e-14	-3.9786550038907733e-10	5.0365541356145875e-15	1.9030251708963715e-11
6.930693069306931	-1.279219283636024e-20	6.587972174589817e-21	-1.9497601800219017e-19	-5.118827306140725e-21	-6.87233372263564e-24	-1.8058750042372574e-19	-1.049384175526447e-20	5.792385780886528e-24	-2.7230462658819997e-20	-1.8405364302895665e-21	-5.969805583674181e-21	-1.7059301932591864e-22	-6.601665193933395e-24	9.376117577310743e-22	1.6409204182728666e-21	5.664818058138696e-25	6.817576609527012e-21	1.5744623413634578e-22	1.737801327521589e-19	-6.0021339930645e-22	5.520130638276652e-24	2.2821672807694817e-20	-6.399751271173536e-21	1.497828266148744e-25	-3.518485726052942e-14	-7.298108009227463e-10	-6.13874534643326e-15	-4.4576258373718136e-10	-7.662435928970455e-17	9.783481576254772e-11	1.2294195198771596e-14	3.5700637279393704e-10	-3.5261481619819125e-14	-6.319759851601985e-10	6.155449852338336e-15	-8.875621094324434e-11
7.920792079207921	-1.6836398618424785e-20	8.457309519993608e-21	-2.523323011069955e-19	-6.7613796928063156e-21	-8.943468559561855e-24	-2.344754242074431e-19	-1.3509165117105422e-20	1.103375886080163e-23	-3.529238534207329e-20	-2.3747056040729144e-21	-7.802820780543264e-21	-2.2250004326025287e-22	-1.1636306477966188e-23	1.1584289598976116e-21	2.1182129122114292e-21	2.532024119061158e-25	8.585450801007759e-21	2.0105576183389248e-22	2.246898946015395e-19	-7.953044171561825e-22	7.180038622736067e-24	2.929556110019811e-20	-8.47659681308637e-21	1.8733674934778763e-25	-4.615701471699989e-14	-9.655468642785091e-10	-8.198209597516236e-15	-6.367604046631901e-10	-1.007858529630525e-16	9.946039434719848e-11	1.5472555166578302e-14	4.4021773106773355e-10	-4.625780056996295e-14	-8.660864699313107e-10	7.274345569062065e-15	-1.9654267359545647e-10
8.910891089108912	-2.088060440048933e-20	1.0326646865397399e-20	-3.0968858421180086e-19	-8.403932079471899e-21	-1.1014603396488057e-23	-2.883633479911605e-19	-1.652448847894637e-20	1.627513194071673e-23	-4.3354308025326586e-20	-2.9088747778562654e-21	-9.635835977412335e-21	-2.744070671945871e-22	-1.6670947761999007e-23	1.379246162064149e-21	2.595505406149992e-21	-6.007698200163801e-26	1.0353324992488506e-20	2.4466528953143913e-22	2.7559965645092007e-19	-9.903954350059148e-22	8.839946607195476e-24	3.5769449392701404e-20	-1.0553442354999202e-20	2.2489067208070086e-25	-5.712917217347035e-14	-1.2012829276342711e-09	-1.025767384859919e-14	-8.277582255891972e-10	-1.249473466364064e-16	1.0108597293184795e-10	1.865091513438501e-14	5.234290893415301e-10	-5.725411952010675e-14	-1.1001969547024232e-09	8.393241285785816e-15	-3.0432913624766707e-10
9.900990099009901	-2.49248101825539e-20	1.2195984210801195e-20	-3.670448673166064e-19	-1.0046484466137488e-20	-1.3085738233414272e-23	-3.422512717748779e-19	-1.953981184078732e-20	2.1516505020631833e-23	-5.141623070857988e-20	-3.443043951639613e-21	-1.1468851174281412e-20	-3.263140911289215e-22	-2.1705589046031825e-23	1.6000633642306869e-21	3.072797900088556e-21	-3.733563759093918e-25	1.212119918396926e-20	2.882748172289858e-22	3.2650941830030065e-19	-1.1854864528556479e-21	1.049985459165489e-23	4.224333768520472e-20	-1.2630287896912023e-20	2.624445948136141e-25	-6.81013296299408e-14	-1.4370189909900332e-09	-1.2317138099682148e-14	-1.0187560465152044e-09	-1.4910884030975147e-16	1.027115515164898e-10	2.1829275102191728e-14	6.066404476153284e-10	-6.825043847025056e-14	-1.3343074394735433e-09	9.512137002509582e-15	-4.121155988998761e-10
