time	FITC_Dextran_three_compartment_model_compartment_1	FITC_Dextran_three_compartment_model_compartment_2	FITC_Dextran_three_compartment_model_compartment_3	FITC_Dextran_nine_compartment_model_compartment_4	FITC_Dextran_nine_compartment_model_compartment_5	FITC_Dextran_nine_compartment_model_compartment_6	FITC_Dextran_nine_compartment_model_compartment_7	FITC_Dextran_nine_compartment_model_compartment_8	FITC_Dextran_nine_compartment_model_compartment_9
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.9900990099009901	6.441417689027389	0.27933643493987953	0.011629664333877236	0.0002843429593479994	5.057506342862323e-06	7.74726885032967e-08	1.0734620939935072e-09	1.3026350967164362e-11	1.6001252514539404e-13
1.9801980198019802	12.333678382861361	1.0412189864725254	0.08609542792341007	0.00419995733256848	0.00014909443857519375	4.5565842510058575e-06	1.2592456742573104e-07	3.0390494108443932e-09	7.416800344431106e-11
2.9702970297029703	17.723599943833342	2.1846779856214056	0.2690141044312532	0.01963473182140253	0.0010432683359535636	4.771925067625003e-05	1.97472252401456e-06	7.127848754903803e-08	2.6062072424042174e-09
3.9603960396039604	22.65400882133936	3.62442131948898	0.5906269651260339	0.05732318187644355	0.004051962572537231	0.00024655342706106863	1.3580671967101925e-05	6.518025798266675e-07	3.175166947585442e-08
4.9504950495049505	27.164080336183847	5.2886625376778085	1.0689779209706007	0.12931765395175335	0.01139961541803758	0.0008650317912619634	5.945629388651359e-05	3.557182831499813e-06	2.1644273672425697e-07
5.9405940594059405	31.28964995411422	7.117232822337456	1.7125524766197806	0.24786156419728006	0.02615600923797854	0.00237605886308534	0.000195629291349727	1.4006162242743865e-05	1.0219016922809582e-06
6.930693069306931	35.063498022014706	9.059940957816556	2.5224595757220816	0.42458383241067293	0.052141334964788406	0.0055125590967713516	0.0005285547353904201	4.4025916091285925e-05	3.7446302567256165e-06
7.920792079207921	38.5156102291865	11.075149872737247	3.4942267675984082	0.6699476968890776	0.09378245343798011	0.011303135709957406	0.0012363005990840008	0.00011735756414933023	1.1398776869364899e-05
8.910891089108912	41.6734158631285	13.128542222695309	4.619269025799697	0.992898905500574	0.15594384818798268	0.02109054340946584	0.002590269162348644	0.00027583608875365396	3.011591122183092e-05
9.900990099009901	44.562005753509574	15.192050895228563	5.886082839228148	1.400668196552036	0.24375045574051504	0.036533150980156644	0.0049758118378524455	0.0005870622091728222	7.115771129035921e-05
10.89108910891089	47.20433163487187	17.242933333045237	7.281209653947345	1.8986913112059833	0.3624145802542404	0.059590829310806226	0.008910326556599579	0.0011530620054826185	0.0001536061817145247
11.881188118811881	49.62138851323533	19.26297118692476	8.79000629081163	2.49061671733585	0.5170752049265918	0.09249745999049919	0.015057729297682199	0.0021195457829730683	0.00030775336813005765
12.871287128712872	51.83238148516662	21.237779132627374	10.39725436167196	3.1783770328528935	0.712655001156447	0.13772264469859324	0.02423851723370625	0.00368533155590371	0.0005791670806506826
13.861386138613861	53.85487833482131	23.156208708620085	12.087635912617246	3.9623049493556053	0.953738040644471	0.19792531555052767	0.03743495927594746	0.006111486866407129	0.0010333647893018911
14.85148514851485	55.704949121473724	25.00983480863513	13.846098396828298	4.841278446148515	1.244469494526766	0.2759018801015459	0.0557912404786175	0.009729760314559821	0.00176098792657402
