time	P2	Target
0.0	10.0	10.0
0.9900990099009901	10.524421893213793	10.524421893213793
1.9801980198019802	11.050691396888302	11.050691396888302
2.9702970297029703	11.58078019612146	11.58078019612146
3.9603960396039604	12.116621771568523	12.116621771568523
4.9504950495049505	12.660133028930044	12.660133028930044
5.9405940594059405	13.213233129219036	13.213233129219036
6.930693069306931	13.77785985046717	13.77785985046717
7.920792079207921	14.355983650143662	14.355983650143662
8.910891089108912	14.94961944475773	14.94961944475773
9.900990099009901	15.56083597516117	15.56083597516117
10.89108910891089	16.19176247858866	16.19176247858866
11.881188118811881	16.844592239185722	16.84459223918572
12.871287128712872	17.52158243760537	17.52158243760537
13.861386138613861	18.225049572847634	18.225049572847634
14.85148514851485	18.95735959366537	18.95735959366537
15.841584158415841	19.72091176754942	19.72091176754942
16.831683168316832	20.518115254488396	20.518115254488396
17.821782178217823	21.351357366521086	21.35135736652109
18.81188118811881	22.222962620165404	22.222962620165408
19.801980198019802	23.135141961661766	23.13514196166177
20.792079207920793	24.089932002967664	24.089932002967668
21.78217821782178	25.089124774963572	25.089124774963576
22.77227722772277	26.134189385641466	26.13418938564147
23.762376237623762	27.226188041705687	27.226188041705687
24.752475247524753	28.36569004445867	28.36569004445867
25.742574257425744	29.55268853062899	29.55268853062899
26.73267326732673	30.78652568767755	30.78652568767755
27.722772277227723	32.06583258587026	32.06583258587026
28.712871287128714	33.388489902842224	33.388489902842224
29.7029702970297	34.751614641145146	34.751614641145146
30.693069306930692	36.151576639479536	36.151576639479536
31.683168316831683	37.584045849932984	37.584045849932984
32.67326732673267	39.04406527754961	39.04406527754961
33.663366336633665	40.515785131004016	40.515785131004016
34.65346534653465	41.88111411114584	41.88111411114584
35.64356435643565	43.11776081518462	43.11776081518462
36.633663366336634	44.23783906738159	44.23783906738159
37.62376237623762	45.252334358460836	45.252334358460836
38.613861386138616	46.17119847923764	46.17119847923764
39.603960396039604	47.0034457311069	47.003445731106886
40.59405940594059	47.75724082334732	47.7572408233473
41.584158415841586	48.43997897691066	48.439978976910645
42.57425742574257	49.058358348367285	49.05835834836727
43.56435643564356	49.618445715193886	49.61844571519387
44.554455445544555	50.12573598753493	50.12573598753492
45.54455445544554	50.5852061037298	50.58520610372978
46.53465346534654	51.00136385782802	51.001363857828
47.524752475247524	51.37829211612975	51.37829211612973
48.51485148514851	51.71968887616304	51.719688876163026
49.504950495049506	52.02890354105554	52.02890354105553
50.495049504950494	52.30896978334039	52.30896978334037
51.48514851485149	52.562635303201276	52.56263530320126
52.475247524752476	52.792388789007546	52.79238878900753
53.46534653465346	53.000484329772945	53.00048432977293
54.45544554455446	53.188963532632556	53.18896353263254
55.445544554455445	53.35967554976925	53.359675549769236
56.43564356435643	53.514295222730894	53.51429522273087
57.42574257425743	53.65433951163266	53.65433951163264
58.415841584158414	53.781182380003536	53.78118238000352
59.4059405940594	53.89606827256935	53.89606827256934
60.396039603960396	54.00012432612451	54.00012432612449
61.386138613861384	54.09437142617265	54.094371426172636
62.37623762376238	54.17973422402666	54.179734224026646
63.366336633663366	54.25705020740129	54.25705020740127
64.35643564356435	54.32707791775212	54.3270779177521
65.34653465346534	54.39050439161052	54.390504391610506
66.33663366336634	54.44795190151132	54.4479519015113
67.32673267326733	54.49998406070484	54.49998406070482
68.31683168316832	54.547111352953124	54.54711135295311
69.3069306930693	54.58979614069168	54.589796140691675
70.29702970297029	54.62845720130647	54.62845720130646
71.2871287128713	54.66347383570123	54.663473835701225
72.27722772277228	54.69518958956555	54.695189589565544
73.26732673267327	54.72391562393017	54.723915623930154
74.25742574257426	54.749933767860675	54.74993376786066
75.24752475247524	54.77349928166689	54.77349928166688
76.23762376237623	54.79484336516764	54.79484336516762
77.22772277227723	54.81417542678463	54.81417542678462
78.21782178217822	54.83168513166656	54.83168513166655
79.20792079207921	54.84754426531266	54.847544265312656
80.1980198019802	54.86190842080095	54.861908420800944
81.18811881188118	54.87491852404521	54.874918524045206
82.17821782178218	54.8867022160586	54.886702216058595
83.16831683168317	54.89737510565993	54.897375105659926
84.15841584158416	54.90704190406479	54.90704190406478
85.14851485148515	54.915797451456065	54.91579745145605
86.13861386138613	54.923727647716326	54.92372764771631
87.12871287128712	54.93091029566663	54.930910295666614
88.11881188118812	54.93741586367962	54.9374158636796
89.10891089108911	54.94330817728585	54.943308177285836
90.0990099009901	54.94864504574534	54.94864504574532
91.08910891089108	54.95347882862539	54.953478828625386
92.07920792079207	54.95785694972753	54.95785694972752
93.06930693069307	54.96182236263851	54.9618223626385
94.05940594059406	54.9654139716808	54.965413971680796
95.04950495049505	54.96866701380463	54.96866701380463
96.03960396039604	54.971613404493745	54.971613404493745
97.02970297029702	54.97428205052202	54.97428205052202
98.01980198019803	54.97669913374573	54.97669913374573
99.00990099009901	54.978888368077854	54.978888368077854
100.0	54.98087123143181	54.98087123143181
