time	GLCi	G6P	F6P	F16P	TRIO	BPG	P3G	P2G	PEP	PYR	ACE	P	NAD	NADH	SUM_P	F26BP	ATP	ADP	AMP	Glyc	Trh	CO2	SUCC	GLCo	ETOH	GLY
0.0	0.087	2.45	0.62	5.51	0.96	0.0	0.9	0.12	0.07	1.85	0.17	6.31	1.2	0.39	4.1	0.02	2.5091904762788237	1.2916190474423517	0.2991904762788242	0.0	0.0	1.0	0.0	50.0	50.0	0.15
1.0	0.09497102642979224	1.1083600558131008	0.12519169980943276	0.628350773691219	0.795585146196745	0.0003804758221624755	0.384457354723028	0.04877236172716001	0.08321378343169553	9.595877579613344	0.19361240512938188	6.444766316178684	1.5503042364401782	0.03969576355982292	4.1	0.02	2.606608718509654	1.2315488791593754	0.2618424023309702	0.0	0.0	1.0	0.0	50.0	50.0	0.15
2.0	0.09869121725954856	1.0343713576193871	0.11299990785020762	0.6022717893015269	0.7777763777401948	0.00033041371174946784	0.35699603820028886	0.04491513566809248	0.07378714321624345	8.54613984871918	0.17073403433987114	6.311211181984529	1.5457034563253873	0.04429654367461423	4.1	0.02	2.510056869969109	1.2910974420463117	0.2988456879845791	0.0	0.0	1.0	0.0	50.0	50.0	0.15
3.0	0.09875747419237145	1.0332659132303879	0.11281618744968712	0.6019142189948016	0.7775281040598387	0.000329588920219977	0.3564931539228273	0.044844982854558804	0.07361987533707251	8.523557689522205	0.17012535234729828	6.3089236544740706	1.5455623025055107	0.044437697494491196	4.1	0.02	2.5084206727214373	1.2920823090311961	0.2994970182473662	0.0	0.0	1.0	0.0	50.0	50.0	0.15
4.0	0.0987586664906607	1.0332460433277224	0.11281288587978261	0.6019077801449713	0.7775236341005078	0.0003295742062052562	0.356484234239672	0.04484373849986821	0.07361690759602257	8.523161343469031	0.17011468808501215	6.308882520560381	1.5455598224009457	0.04444017759905627	4.1	0.02	2.5083912562692854	1.2921000080218104	0.2995087357089039	0.0	0.0	1.0	0.0	50.0	50.0	0.15
5.0	0.09875867539919855	1.033245896864143	0.11281286160447776	0.601907737642014	0.7775236046609545	0.00032957409914677164	0.3564841699282429	0.04484372950218702	0.0736168858988545	8.523158439562415	0.17011460990233632	6.308882215082236	1.5455598032938629	0.04444019670613871	4.1	0.02	2.5083910378107603	1.2921001394607157	0.29950882272852364	0.0	0.0	1.0	0.0	50.0	50.0	0.15
6.0	0.09875869116613116	1.0332456085934063	0.1128128141164875	0.6019076318085613	0.7775235314262455	0.0003295738851201763	0.3564840358080174	0.04484371084345298	0.0736168419375946	8.523152325179725	0.1701144467108174	6.3088816572677375	1.5455597702890067	0.04444022971099511	4.1	0.02	2.508390638897363	1.2921003794730113	0.29950898162962547	0.0	0.0	1.0	0.0	50.0	50.0	0.15
7.0	0.09875869242154568	1.0332456015144755	0.11281281246463577	0.6019076344093736	0.7775235330689696	0.00032957387853321547	0.3564840340870552	0.04484371059086746	0.07361684118656055	8.523152426482655	0.1701144533863584	6.308881618212618	1.5455597666417533	0.044440233358248475	4.1	0.02	2.5083906109676306	1.292100396277357	0.2995089927550121	0.0	0.0	1.0	0.0	50.0	50.0	0.15
8.0	0.09875869061723729	1.0332456433264032	0.1128128196289593	0.6019076519328576	0.7775235452552365	0.0003295739031845635	0.3564840423039475	0.044843711745688034	0.07361684402245809	8.523152155986816	0.1701144381268615	6.308881689046284	1.5455597651964925	0.04444023480350921	4.1	0.02	2.508390661623355	1.2921003657995744	0.2995089725770701	0.0	0.0	1.0	0.0	50.0	50.0	0.15
9.0	0.09875869134784206	1.0332456257834666	0.11281281661603647	0.6019076429315947	0.7775235388760168	0.0003295738946099697	0.35648404069518463	0.04484371152151147	0.0736168434849966	8.523152441542978	0.1701144498122196	6.3088816600392015	1.5455597674993171	0.044440232500684615	4.1	0.02	2.5083906408793375	1.2921003782805263	0.2995089808401359	0.0	0.0	1.0	0.0	50.0	50.0	0.15
