time	Rs_0	Cs_0	Ri_0	Ci_0	Li_0	Ld_0	L_0	Y_0
0.0	1500.0	1.0	300.0	1.0	0.01	1.0	10.0	250000000.0
0.9900990099009901	1482.356325313219	18.81485157518557	300.04425587165775	1.252375382899104	0.3670301369037835	1.0370855467270603	9.992439869898808	250000000.0
1.9801980198019802	1465.3140248082273	35.48464717941631	300.02446480362477	2.1113979987923974	0.6180632059254771	1.0937964915674416	9.98507177344967	250000000.0
2.9702970297029703	1448.844769241322	51.07644476972313	300.0003943141731	3.4595715510869907	1.0141032501357277	1.1890637302962814	9.977886199898855	250000000.0
3.9603960396039604	1432.9217630127434	65.65345178780504	300.0188182751396	5.196706112440694	1.525304825942945	1.338056017360827	9.970874156216755	250000000.0
4.9504950495049505	1417.519657063633	79.27524594661716	300.1156808688077	7.237471904052647	2.12592475673157	1.552733830677204	9.96402713685285	250000000.0
5.9405940594059405	1402.6144668357092	91.99798328461165	300.3178291405541	9.509401859108511	2.7937272827379878	1.8423289208664595	9.957337096721016	250000000.0
6.930693069306931	1388.1834949927638	103.8745942300303	300.64450349985043	11.9511525791813	3.509530529470133	2.213759220524873	9.950796425648292	250000000.0
7.920792079207921	1374.2052586213097	114.95496837416648	301.1086180720369	14.510990803021398	4.256848743626253	2.6719874855302903	9.944397924231822	250000000.0
8.910891089108912	1360.6594206451057	125.28612861075042	301.7178587065799	17.14547666202966	5.021599028946231	3.2203309737182657	9.938134781039512	250000004.35264418
9.900990099009901	1347.5267252231135	134.9123952423513	302.47562289544237	19.818318600412837	5.791851397998062	3.860728541348164	9.93200050580312	250005355.2963118
10.89108910891089	1334.788937042944	143.87554048805185	303.3818226426205	22.499378110582754	6.557608163030596	4.593970699238906	9.92598880333829	250020030.4669127
11.881188118811881	1322.4287840583204	152.21493418248636	304.4335687881577	25.16380499398459	7.310603706149772	5.419897511487242	9.920093704026497	250042993.2131655
12.871287128712872	1310.4299033508976	159.96768127885025	305.6257526687039	27.79128657093796	8.044119309254953	6.337568532349939	9.914309580675337	250073346.5322714
