time	mw15abaa48_d7d0_4845_ae04_c573d289d495	mwfcfaf604_14d4_47a6_b021_226d1fb5497c	mw8796c919_9251_4970_8f87_0bca9ecfeb5c	mw849ed3fd_87d9_44d2_9f3e_4d631b900d41	mwcb834e43_dc57_45ae_9452_f4c10955caf1	mwf166ad55_4ff0_49fb_95d2_b657ad7653d5	mwee54b5b4_b8c0_41df_8dda_5b160c5e10a5	mw812f63db_4cb0_40ad_b92b_9874be969dfe	mw73259e20_240e_4f3a_b2e0_9ca248658898	mw919f8a86_e702_4b24_9cd7_adad694fcf9b	mw08818dfe_fb12_45cc_8c1d_d965f142d0ce
15.841584158415841	6.125149281307569e-06	9.284011459618976e-08	3.568823693635145e-06	1.617155245528795e-06	2.0960679395229606e-07	1.8958357906272718e-07	8.307031908660824e-09	1.0528137265108516e-06	0.0001	5e-05	0.0
16.831683168316832	6.309823133461799e-06	1.0282939932574284e-07	3.821953248734251e-06	1.8412912958739685e-06	2.404413119899768e-07	2.3106662128128224e-07	9.911887811578077e-09	1.109461924439001e-06	0.0001	5e-05	0.0
17.821782178217823	6.482142348374302e-06	1.1324873672598715e-07	4.068754749413839e-06	2.0763225002802195e-06	2.737524715174346e-07	2.779175894709896e-07	1.1705823657131245e-08	1.165164092501585e-06	0.0001	5e-05	0.0
18.81188118811881	6.642989277180164e-06	1.241102892379406e-07	4.308971684161117e-06	2.321318182559807e-06	3.0957109218758326e-07	3.303534439261104e-07	1.3697035736015813e-08	1.219939216336726e-06	0.0001	5e-05	0.0
19.801980198019802	6.793273050692776e-06	1.3542648571376187e-07	4.542250239654871e-06	2.575454888820893e-06	3.4791933676468073e-07	3.885646823437338e-07	1.5892575795186784e-08	1.2738058932746655e-06	0.0001	5e-05	0.0
20.792079207920793	6.933720196384676e-06	1.4721419133615256e-07	4.7685051918255285e-06	2.8378490532145654e-06	3.8881216455559195e-07	4.527212864743624e-07	1.8299075439637067e-08	1.3267821439998208e-06	0.0001	5e-05	0.0
21.78217821782178	7.06507180062428e-06	1.5949042621794662e-07	4.98757620720679e-06	3.107708301839571e-06	4.322570783950279e-07	5.229698107404445e-07	2.0922134972258924e-08	1.3788856081612405e-06	0.0001	5e-05	0.0
22.77227722772277	7.187995214841053e-06	1.722741865085279e-07	5.199382268885107e-06	3.3842616582681156e-06	4.78254564090268e-07	5.994355010421452e-07	2.37666122634561e-08	1.4301334621824034e-06	0.0001	5e-05	0.0
23.762376237623762	7.303097321038008e-06	1.8558589917199947e-07	5.403895704403744e-06	3.6667605943341488e-06	5.267992252278031e-07	6.822250484230089e-07	2.68366999581773e-08	1.480542444224715e-06	0.0001	5e-05	0.0
24.752475247524753	7.410950751331812e-06	1.9944677363879614e-07	5.60110920104037e-06	3.954502263364031e-06	5.778795654793341e-07	7.714254948251887e-07	3.013579514411599e-08	1.5301288914993806e-06	0.0001	5e-05	0.0
25.742574257425744	7.512050180390703e-06	2.1387947252447205e-07	5.791114305368121e-06	4.246786484959682e-06	6.314792091577806e-07	8.671078117944456e-07	3.366675515945439e-08	1.5789087130882388e-06	0.0001	5e-05	0.0
26.73267326732673	7.606862303606025e-06	2.2890706439478847e-07	5.974006283060679e-06	4.542958323668191e-06	6.875765536189794e-07	9.693255090515363e-07	3.743173379340608e-08	1.6268974343784387e-06	0.0001	5e-05	0.0
27.722772277227723	7.695798744374571e-06	2.4455335796298435e-07	6.149940674577234e-06	4.842380887843388e-06	7.461456427975954e-07	1.0781170193370678e-06	4.143233575318992e-08	1.674110188766365e-06	0.0001	5e-05	0.0
28.712871287128714	7.77928518156311e-06	2.608411980685563e-07	6.318997592290751e-06	5.144484580313424e-06	8.071570403076762e-07	1.193507500400614e-06	4.5669573582070775e-08	1.7205618029304858e-06	0.0001	5e-05	0.0
29.7029702970297	7.857660828853111e-06	2.7779505254763355e-07	6.481378177780389e-06	5.448697523832904e-06	8.705761982175955e-07	1.3155052925591371e-06	5.014388002364314e-08	1.7662666642769126e-06	0.0001	5e-05	0.0
30.693069306930692	7.931230082856134e-06	2.9543961094929245e-07	6.637305609193087e-06	5.754479546415045e-06	9.363645434827169e-07	1.444104353701748e-06	5.485512792495155e-08	1.811238794779049e-06	0.0001	5e-05	0.0
31.683168316831683	8.00037225770828e-06	3.137959145942268e-07	6.786840474424195e-06	6.061369810763553e-06	1.0044850604759272e-06	1.5792975934473398e-06	5.980299497491448e-08	1.8554920801045157e-06	0.0001	5e-05	0.0
32.67326732673267	8.065319330366308e-06	3.328891161912366e-07	6.930257081997112e-06	6.368888069544357e-06	1.0748912805275347e-06	1.721050607824236e-06	6.498625378265552e-08	1.899039812041758e-06	0.0001	5e-05	0.0
33.663366336633665	8.126318809471882e-06	3.52742604939108e-07	7.067772435921344e-06	6.676601291717762e-06	1.1475361063439173e-06	1.8693229122167942e-06	7.04033814728458e-08	1.9418950426240215e-06	0.0001	5e-05	0.0
34.65346534653465	8.183676265652031e-06	3.733757464042536e-07	7.199493602911615e-06	6.9841188185995046e-06	1.22237704432936e-06	2.024081201374358e-06	7.605306868237005e-08	1.9840707500106347e-06	0.0001	5e-05	0.0
35.64356435643565	8.237578030991017e-06	3.9481188180630476e-07	7.325672677991036e-06	7.291068969635317e-06	1.2993601299692502e-06	2.1852591907531767e-06	8.193278317201833e-08	2.025579290816822e-06	0.0001	5e-05	0.0
36.633663366336634	8.288236604010153e-06	4.1707165079063666e-07	7.446499860301974e-06	7.597109669137335e-06	1.3784340318456598e-06	2.352793178508195e-06	8.804007714586574e-08	2.066432865986619e-06	0.0001	5e-05	0.0
37.62376237623762	8.33588924569605e-06	4.4017289017316705e-07	7.562108531513429e-06	7.901916217650178e-06	1.4595512205020176e-06	2.5266254249324643e-06	9.437275785908575e-08	2.1066435399914346e-06	0.0001	5e-05	0.0
38.613861386138616	8.380700996862157e-06	4.6413556754667145e-07	7.672704348643341e-06	8.205209325598896e-06	1.5426547814012108e-06	2.706669650563518e-06	1.0092748495355708e-07	2.14622286146586e-06	0.0001	5e-05	0.0
39.603960396039604	8.422851402861138e-06	4.889771651097201e-07	7.778462824289943e-06	8.506715203276732e-06	1.6276917571821667e-06	2.8928464117262007e-06	1.0770124443854342e-07	2.1851822560704696e-06	0.0001	5e-05	0.0
40.59405940594059	8.462516660926869e-06	5.147135767250446e-07	7.87955379873822e-06	8.80616991352762e-06	1.7146108045392357e-06	3.085076995560744e-06	1.146911024432415e-07	2.223532959576701e-06	0.0001	5e-05	0.0
41.584158415841586	8.499841075250377e-06	5.413610289484861e-07	7.97614956850337e-06	9.103361671849715e-06	1.8033547568701791e-06	3.2832628886721296e-06	1.218932883932167e-07	2.2612857831852974e-06	0.0001	5e-05	0.0
42.57425742574257	8.534971745125291e-06	5.68933856924577e-07	8.068422980206048e-06	9.398070379403101e-06	1.8938703041946876e-06	3.4873131637682826e-06	1.2930443575639875e-07	2.2984514374704696e-06	0.0001	5e-05	0.0
43.56435643564356	8.568045059429165e-06	5.974453332057348e-07	8.156545491508293e-06	9.690094213632617e-06	1.986104008451891e-06	3.6971329973726258e-06	1.3692105638603678e-07	2.3350403932200274e-06	0.0001	5e-05	0.0
44.554455445544555	8.599178657873296e-06	6.269081144106938e-07	8.240682645501598e-06	9.97926928863403e-06	2.0799996602296556e-06	3.9126158048123315e-06	1.4473917409285607e-07	2.371062782213827e-06	0.0001	5e-05	0.0
45.54455445544554	8.628495562436792e-06	6.573333819983613e-07	8.320993460021027e-06	1.0265425051756466e-05	2.175504457266991e-06	4.133662439608699e-06	1.5275520676890808e-07	2.406528656321529e-06	0.0001	5e-05	0.0
46.53465346534654	8.656103976405473e-06	6.887313697967457e-07	8.397636591095368e-06	1.0548415882766287e-05	2.272564531571986e-06	4.360166877300977e-06	1.6096531468074793e-07	2.441447786036301e-06	0.0001	5e-05	0.0
47.524752475247524	8.682098589944333e-06	7.211113365629489e-07	8.47076973847258e-06	1.0828119250775696e-05	2.3711252142353204e-06	4.592017079753458e-06	1.6936543957886074e-07	2.475829672959993e-06	0.0001	5e-05	0.0
48.51485148514851	8.706585110227992e-06	7.544813480178714e-07	8.540532032666198e-06	1.1104407796160744e-05	2.4711350855681957e-06	4.829108970483832e-06	1.7795189978690672e-07	2.509683764938198e-06	0.0001	5e-05	0.0
49.504950495049506	8.729648856723565e-06	7.888484620628407e-07	8.607068615596712e-06	1.1377182956714362e-05	2.5725410816867834e-06	5.071329256568942e-06	1.8672067239528889e-07	2.543019186764883e-06	0.0001	5e-05	0.0
50.495049504950494	8.751369087697291e-06	8.242186673169466e-07	8.670519151544323e-06	1.1646359914146954e-05	2.6752906739416118e-06	5.318563149780304e-06	1.9566771258958783e-07	2.5758448623622403e-06	0.0001	5e-05	0.0
51.48514851485149	8.771834958504627e-06	8.605970880434202e-07	8.731010521109511e-06	1.1911845073020911e-05	2.7793344041549355e-06	5.570703950488011e-06	2.0478931841374265e-07	2.6081696757323295e-06	0.0001	5e-05	0.0
52.475247524752476	8.791114869999171e-06	8.979876098424697e-07	8.788671241862547e-06	1.2173578911509195e-05	2.884621022704968e-06	5.827634708977954e-06	2.1408143079778158e-07	2.640002163566998e-06	0.0001	5e-05	0.0
53.46534653465346	8.80927694031695e-06	9.363931813988531e-07	8.843622945620687e-06	1.243150619529632e-05	2.9911007636919657e-06	6.089240688390251e-06	2.2354010628387747e-07	2.6713507260228654e-06	0.0001	5e-05	0.0
54.45544554455446	8.826392900004186e-06	9.758161379670658e-07	8.895984583166201e-06	1.2685564169957951e-05	3.098726125757023e-06	6.355412892729051e-06	2.331616402593325e-07	2.702223696372382e-06	0.0001	5e-05	0.0
55.445544554455445	8.842520360057858e-06	1.0162573921767929e-06	8.945867810198437e-06	1.2935721003220094e-05	3.2074487106319855e-06	6.626034890276139e-06	2.429420889583023e-07	2.732629097601152e-06	0.0001	5e-05	0.0
56.43564356435643	8.857716647041327e-06	1.057717139171164e-06	8.9933812860652e-06	1.3181945059828298e-05	3.3172216573890345e-06	6.900993178890732e-06	2.528776437313802e-07	2.7625748379906666e-06	0.0001	5e-05	0.0
57.42574257425743	8.872039868739099e-06	1.100195081195826e-06	9.038632617455412e-06	1.3424200847557463e-05	3.4279997550949296e-06	7.1801781793151674e-06	2.629646629159481e-07	2.7920687392723454e-06	0.0001	5e-05	0.0
58.415841584158414	8.885538067719678e-06	1.1436894492032042e-06	9.0817209578407e-06	1.3662477322446541e-05	3.5397377214759183e-06	7.463475621834887e-06	2.7319937081341297e-07	2.821118350579992e-06	0.0001	5e-05	0.0
59.4059405940594	8.898259402338961e-06	1.1881979964937646e-06	9.122743590888945e-06	1.3896761753500119e-05	3.652391690329167e-06	7.750774411177746e-06	2.835781279856423e-07	2.8497311254474622e-06	0.0001	5e-05	0.0
60.396039603960396	8.910251408203727e-06	1.2337179734678053e-06	9.161795226978135e-06	1.4127041888207145e-05	3.7659190237886142e-06	8.04196591910627e-06	2.940974040206361e-07	2.8779144104400916e-06	0.0001	5e-05	0.0
61.386138613861384	8.9215539271553e-06	1.2802452487114205e-06	9.19896434161721e-06	1.4353323017215638e-05	3.880277601133093e-06	8.336939073849909e-06	3.047536205511134e-07	2.905675316294287e-06	0.0001	5e-05	0.0
62.37623762376238	8.93220765953724e-06	1.3277754426492093e-06	9.23433719222734e-06	1.457560789662614e-05	3.995426540532323e-06	8.63558601571989e-06	3.1554332291101407e-07	2.9330208753605812e-06	0.0001	5e-05	0.0
63.366336633663366	8.942251503106634e-06	1.3763035666954755e-06	9.267996615567265e-06	1.4793902930815092e-05	4.111325990360257e-06	8.937800369886404e-06	3.2646312881369023e-07	2.9599579924319425e-06	0.0001	5e-05	0.0
64.35643564356435	8.951718677861391e-06	1.4258234420484574e-06	9.30002060146141e-06	1.5008226732860081e-05	4.227936934525753e-06	9.243474954934592e-06	3.375096679837723e-07	2.9864933718846225e-06	0.0001	5e-05	0.0
65.34653465346534	8.960644657238008e-06	1.4763290666908502e-06	9.330486313541624e-06	1.5218591957359752e-05	4.345221390472256e-06	9.55250626360214e-06	3.486796835208235e-07	3.0126336804088856e-06	0.0001	5e-05	0.0
66.33663366336634	8.969061617555388e-06	1.5278135829282852e-06	9.359466804949865e-06	1.5425018290732094e-05	4.4631423561966095e-06	9.864791416274934e-06	3.599699704368919e-07	3.0383854273110578e-06	0.0001	5e-05	0.0
67.32673267326733	8.97699739162716e-06	1.5802690733751455e-06	9.387030340986949e-06	1.562753493430839e-05	4.581663810849122e-06	1.0180227597707717e-05	3.7137736524190076e-07	3.063754941229032e-06	0.0001	5e-05	0.0
68.31683168316832	8.98447819830358e-06	1.6336870931332895e-06	9.413242166008925e-06	1.5826174127088678e-05	4.700750713168271e-06	1.0498713526359591e-05	3.828987731105514e-07	3.0887484308707506e-06	0.0001	5e-05	0.0
69.3069306930693	8.991529111604591e-06	1.688058783687942e-06	9.438164832169527e-06	1.6020969923641853e-05	4.82036898082904e-06	1.0820149641436529e-05	3.945311688291923e-07	3.113371994241226e-06	0.0001	5e-05	0.0
70.29702970297029	8.998182586556528e-06	1.7433766667873137e-06	9.46186386543756e-06	1.6211937323570165e-05	4.940485365962936e-06	1.1144442308138815e-05	4.062716598125363e-07	3.1376318012490475e-06	0.0001	5e-05	0.0
71.2871287128713	9.004456618521342e-06	1.7996300530835845e-06	9.484393255439715e-06	1.6399125716090465e-05	5.06106777037677e-06	1.1471493033293929e-05	4.1811732400468777e-07	3.161533625704734e-06	0.0001	5e-05	0.0
72.27722772277228	9.010371793030909e-06	1.8568086283740314e-06	9.505806785009201e-06	1.6582577148954298e-05	5.1820849976475105e-06	1.1801206878247563e-05	4.30065336086717e-07	3.1850832105555046e-06	0.0001	5e-05	0.0
73.26732673267327	9.015946806541764e-06	1.9149015128707508e-06	9.526155055341017e-06	1.6762337284891036e-05	5.303506816952351e-06	1.2133490244500044e-05	4.421129340829487e-07	3.208286171855449e-06	0.0001	5e-05	0.0
74.25742574257426	9.0212037437662e-06	1.973898782427361e-06	9.545492609454742e-06	1.6938441017597024e-05	5.425303366793261e-06	1.2468253219939674e-05	4.5425742308314075e-07	3.2311481722892928e-06	0.0001	5e-05	0.0
75.24752475247524	9.026162032843766e-06	2.0337897295798976e-06	9.56386978494323e-06	1.7110928932036375e-05	5.547445834423608e-06	1.2805406883631548e-05	4.664961704837591e-07	3.253674722440124e-06	0.0001	5e-05	0.0
76.23762376237623	9.030836224313673e-06	2.0945622256410264e-06	9.581329724056305e-06	1.727985334777977e-05	5.669906704435536e-06	1.3144862313239151e-05	4.788266040934842e-07	3.2758711077780978e-06	0.0001	5e-05	0.0
77.22772277227723	9.035241758303615e-06	2.1562043829799746e-06	9.597916157857072e-06	1.7445262600502192e-05	5.792659107290757e-06	1.3486533149377781e-05	4.912462162223189e-07	3.297742578290003e-06	0.0001	5e-05	0.0
78.21782178217822	9.03939328591937e-06	2.2187040644453995e-06	9.613670870421926e-06	1.760720575653988e-05	5.915677007317461e-06	1.3830334769831906e-05	5.037525615923956e-07	3.319294288858737e-06	0.0001	5e-05	0.0
79.20792079207921	9.04330830571028e-06	2.282049809103531e-06	9.628634756593026e-06	1.776572476638065e-05	6.038934798610292e-06	1.417618486756979e-05	5.163432514862341e-07	3.340531357145533e-06	0.0001	5e-05	0.0
80.1980198019802	9.046999066274613e-06	2.346228783518375e-06	9.642845715865928e-06	1.7920871789277684e-05	6.162408199046764e-06	1.4524002214173779e-05	5.290159665321854e-07	3.3614587384406566e-06	0.0001	5e-05	0.0
81.18811881188118	9.050478937013685e-06	2.4112284006144127e-06	9.656340447403247e-06	1.807269548122623e-05	6.286073543693009e-06	1.4873707660699359e-05	5.417684465097508e-07	3.382081326196649e-06	0.0001	5e-05	0.0
82.17821782178218	9.053760875933471e-06	2.4770359351917587e-06	9.669154114132051e-06	1.822124423611601e-05	6.409907952512807e-06	1.5225223916381075e-05	5.545984927073592e-07	3.4024039292867477e-06	0.0001	5e-05	0.0
83.16831683168317	9.056855455871399e-06	2.543638276416863e-06	9.681319367543844e-06	1.8366571534325522e-05	6.533889017645965e-06	1.5578473914914716e-05	5.675039258413989e-07	3.4224312575067318e-06	0.0001	5e-05	0.0
84.15841584158416	9.05977261980778e-06	2.6110221778861633e-06	9.692867313748359e-06	1.85087312049268e-05	6.657995030175105e-06	1.593338217516607e-05	5.804826192472358e-07	3.4421679380279095e-06	0.0001	5e-05	0.0
85.14851485148515	9.062524151098981e-06	2.6791746030819818e-06	9.703828851694991e-06	1.8647770754177278e-05	6.782205310320532e-06	1.6289876735956535e-05	5.935325465010078e-07	3.4616185377839127e-06	0.0001	5e-05	0.0
86.13861386138613	9.06512037141468e-06	2.7480823006291284e-06	9.714233006503583e-06	1.878374030685785e-05	6.906499702554333e-06	1.6647886455738812e-05	6.066517125269847e-07	3.4807875379478254e-06	0.0001	5e-05	0.0
87.12871287128712	9.067571246688392e-06	2.8177319659538882e-06	9.724107568245832e-06	1.8916689612000076e-05	7.0308587116490345e-06	1.7007341859719954e-05	6.198381739447169e-07	3.499679344732951e-06	0.0001	5e-05	0.0
88.11881188118812	9.069881526404755e-06	2.888109365135781e-06	9.733478102802868e-06	1.90466794212542e-05	7.155263218334371e-06	1.736817227303463e-05	6.330899751631051e-07	3.5182982146204147e-06	0.0001	5e-05	0.0
89.10891089108911	9.072061164885596e-06	2.959201253169218e-06	9.742370298273352e-06	1.9173757051909633e-05	7.2796950218524374e-06	1.7730311858447725e-05	6.464052798514543e-07	3.5366484190980705e-06	0.0001	5e-05	0.0
90.0990099009901	9.074117620333695e-06	3.0309939784588054e-06	9.750808355900652e-06	1.929797442174227e-05	7.404136401930845e-06	1.809369509457186e-05	6.597822707216554e-07	3.5547341253736115e-06	0.0001	5e-05	0.0
91.08910891089108	9.07605786077661e-06	3.103473862282586e-06	9.758815499692479e-06	1.941938333448169e-05	7.528570205989533e-06	1.8458257910110554e-05	6.732191734109454e-07	3.5725594292217236e-06	0.0001	5e-05	0.0
92.07920792079207	9.07788834489812e-06	3.1766270433162132e-06	9.766413073681208e-06	1.9538036049315485e-05	7.652980002505013e-06	1.8823937698571662e-05	6.867142617543356e-07	3.5901283426981333e-06	0.0001	5e-05	0.0
93.06930693069307	9.079615063163977e-06	3.2504395534509816e-06	9.773620950593495e-06	1.9653984989384635e-05	7.777350002516939e-06	1.9190673287215925e-05	7.002658540874109e-07	3.607444800718778e-06	0.0001	5e-05	0.0
94.05940594059406	9.081243658717213e-06	3.324897699614341e-06	9.780459675518464e-06	1.9767281311161244e-05	7.901664674386251e-06	1.9558404845458303e-05	7.138722976822827e-07	3.6245126925976098e-06	0.0001	5e-05	0.0
95.04950495049505	9.082779346764783e-06	3.39998767258687e-06	9.786948226735535e-06	1.9877976351390957e-05	8.02590913344121e-06	1.9927073946219642e-05	7.275319831607962e-07	3.641335830535537e-06	0.0001	5e-05	0.0
96.03960396039604	9.08422697129034e-06	3.4756956826133885e-06	9.793104763403867e-06	1.998612111300399e-05	8.150069003545131e-06	2.0296623523044272e-05	7.412433384785424e-07	3.657917961076535e-06	0.0001	5e-05	0.0
97.02970297029702	9.085593102182728e-06	3.552007735620366e-06	9.798942619206777e-06	2.009176419652389e-05	8.2741310517134e-06	2.0666998950871487e-05	7.55004895084639e-07	3.6742627580090814e-06	0.0001	5e-05	0.0
98.01980198019803	9.086881586831564e-06	3.6289101602326136e-06	9.80447913332687e-06	2.0194956073059917e-05	8.398081766203986e-06	2.103814565345554e-05	7.6881514100059e-07	3.6903738425204743e-06	0.0001	5e-05	0.0
99.00990099009901	9.088096671019436e-06	3.706389266560829e-06	9.809729636248869e-06	2.0295746023851078e-05	8.521908312788507e-06	2.14100107273918e-05	7.826726203073026e-07	3.7062547718357423e-06	0.0001	5e-05	0.0
100.0	9.089242466373833e-06	3.7844314240536127e-06	9.81470860081875e-06	2.0394182619414536e-05	8.645598343156976e-06	2.178254262746465e-05	7.965759136993244e-07	3.7219090430679644e-06	0.0001	5e-05	0.0
