time	EGF	R	Ra	R2	RP	PLCg	RPLCg	RPLCgP	PLCgP	Grb	RG	SOS	RGS	GS	Shc	RSh	RShP	ShP	RShG	ShG	RShGS	ShGS	PLCgl
0.0	2.04e-09	3e-10	0.0	0.0	0.0	3.15e-10	0.0	0.0	0.0	2.55e-10	0.0	1.0200000000000001e-10	0.0	0.0	4.5e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.9900990099009901	1.7867938220257635e-09	4.6793822025762886e-11	9.513843631629308e-11	5.951543719012966e-11	2.2595547437947672e-12	3.090303056812742e-10	4.330140173034809e-12	1.485773505872314e-12	1.1608752743521657e-13	2.531731573498753e-10	2.2596368621213957e-13	1.010318820034487e-10	2.8963691301459366e-14	8.461955774511563e-13	4.375125138029979e-10	3.6234339009534907e-12	7.396628064849655e-12	7.419911253328074e-13	5.451082166257194e-13	8.73295665897301e-14	6.2884657135371e-14	3.0110665515316297e-14	3.769311238343138e-14
1.9801980198019802	1.7438599381623394e-09	3.859938162339333e-12	7.835134202752021e-11	5.616519298772218e-11	2.595909431927119e-12	2.9633111730693983e-10	1.0081439960282016e-11	7.120209498041363e-12	9.073779769207268e-13	2.4738074056954954e-10	6.50866435249533e-13	9.899145600248384e-11	1.6960768754807682e-13	1.6020830776226548e-12	4.1042074654215927e-10	5.361603634679626e-12	2.4180711380504065e-11	4.839846601514393e-12	3.112589441352633e-12	8.47748804853559e-13	6.915414062702734e-13	5.452121886662044e-13	5.598552578160394e-13
2.9702970297029703	1.748206964383708e-09	8.20696438370761e-12	5.7480293947416115e-11	3.9156901552055835e-11	2.2177793212963278e-12	2.8478568283839784e-10	1.1785327885292567e-11	1.3811639556249543e-11	2.3865666111025475e-12	2.37820101743403e-10	9.41506490040139e-13	9.484692933518556e-11	3.951435017102276e-13	2.257958569018147e-12	3.8462271776324823e-10	4.77921297726842e-12	3.533212060528674e-11	1.1678883896703072e-11	6.533896466573092e-12	2.5538580769327207e-12	2.1759717252275016e-12	2.3233384887601996e-12	2.2307831089574525e-12
3.9603960396039604	1.7501148516479603e-09	1.0114851647959483e-11	5.264432672238776e-11	3.174820955956166e-11	2.090942599163002e-12	2.761307612492765e-10	1.1187402202849465e-11	1.7232021842973715e-11	3.703332123551101e-12	2.2591891270370684e-10	1.0658612403338495e-12	8.696201781671176e-11	6.317822667394675e-13	3.1228067809226046e-12	3.657938291642687e-10	4.19046418334345e-12	3.706081379486018e-11	1.8687133739232774e-11	8.14568734562766e-12	4.844443264241942e-12	3.8983727253584455e-12	7.379255783066816e-12	6.746482581349205e-12
4.9504950495049505	1.7501223316022962e-09	1.0122331602295463e-11	5.352404604403235e-11	2.5337658695941977e-11	1.987053813506927e-12	2.679754452035563e-10	1.0450310231693139e-11	1.9904623648849333e-11	4.908454580035864e-12	2.1389886777532691e-10	1.1679968844890705e-12	7.849781552394877e-11	8.621394858499176e-13	4.045229005072007e-12	3.483220569221686e-10	3.676151783892945e-12	3.749379669534565e-11	2.5468662053512705e-11	9.303977225188058e-12	7.152519947630656e-12	5.5663645120196935e-12	1.3016470860241681e-11	1.1761166335865349e-11
5.9405940594059405	1.7487636551184789e-09	8.763655118478333e-12	4.5406122145166674e-11	2.31245588529901e-11	2.0063011113240334e-12	2.59140214201459e-10	1.0221390307029493e-11	2.212813630161538e-11	5.9421380654696984e-12	2.012453754730945e-10	1.2941323404870615e-12	6.962023430664738e-11	1.0718827229101426e-12	5.025789747197439e-12	3.2956251192639747e-10	3.5068057976549233e-12	3.8384028178962115e-11	3.216698354196451e-11	1.0315652961262842e-11	9.796547450030176e-12	6.975867899899512e-12	1.929160224382843e-11	1.7568121124426448e-11
6.930693069306931	1.7461296368416229e-09	6.129636841622528e-12	2.888866938013333e-11	2.4829886330212047e-11	2.1404990759159853e-12	2.4967026528905255e-10	1.0466861916780646e-11	2.3932412804138438e-11	6.815778909643226e-12	1.8800054393107722e-10	1.4426722314482449e-12	6.035675334602086e-11	1.262382283261467e-12	6.060624275025189e-12	3.0960079830130494e-10	3.659494734854582e-12	3.970111284834038e-11	3.8787629341541224e-11	1.1190460664207717e-11	1.275419358930357e-11	8.144065791003813e-12	2.6162244729443717e-11	2.4114681080385104e-11
7.920792079207921	1.7437721200444343e-09	3.772120044433438e-12	1.3551518228144798e-11	2.6548431475546138e-11	2.2991749173500283e-12	2.397421804209828e-10	1.0769955160415455e-11	2.568507100075813e-11	7.660118564189073e-12	1.752109479023166e-10	1.6090809016455322e-12	5.17998496813045e-11	1.4306350655827996e-12	6.707801814958426e-12	2.8945444055875926e-10	3.789686847252353e-12	4.106447906936566e-11	4.563182879499617e-11	1.1965905432205759e-11	1.6042375018399442e-11	9.04120698865879e-12	3.3010077290362506e-11	3.1142674853654516e-11
8.910891089108912	1.742326617794466e-09	2.3266177944654444e-12	2.1074827386941622e-12	2.8310573876175746e-11	2.538588770717975e-12	2.2830297649245222e-10	1.1263108031940441e-11	2.7267470991369204e-11	8.407810955857543e-12	1.6392290409310358e-10	1.8344280868339584e-12	4.557352585067428e-11	1.5255089089682274e-12	6.07632864850897e-12	2.6869905127909825e-10	3.845675264572846e-12	4.25805007062712e-11	5.3213399291337116e-11	1.2413610752894774e-11	2.0420796518005586e-11	9.044292762648756e-12	3.9782673425171386e-11	3.9758633528380596e-11
9.900990099009901	1.7408811155444982e-09	8.811155444974491e-13	-9.336552750756485e-12	3.007271627680536e-11	2.778002624085921e-12	2.168637725639216e-10	1.175626090346543e-11	2.884987098198028e-11	9.155503347526014e-12	1.5263486028389057e-10	2.059775272022385e-12	3.934720202004403e-11	1.6203827523536554e-12	5.444855482059514e-12	2.4794366199943724e-10	3.9016636818933386e-12	4.409652234317674e-11	6.079496978767807e-11	1.2861316073583792e-11	2.479921801761173e-11	9.04737853663872e-12	4.6555269559980273e-11	4.837459220310667e-11
10.89108910891089	1.7394356132945301e-09	-5.643867054705399e-13	-2.078058824020708e-11	3.1834858677434964e-11	3.0174164774538663e-12	2.0542456863539103e-10	1.2249413774990416e-11	3.043227097259135e-11	9.903195739194482e-12	1.413468164746776e-10	2.28512245721081e-12	3.312087818941382e-11	1.715256595739083e-12	4.8133823156100605e-12	2.271882727197763e-10	3.9576520992138305e-12	4.561254398008228e-11	6.8376540284019e-11	1.3309021394272806e-11	2.917763951721786e-11	9.050464310628686e-12	5.332786569478915e-11	5.6990550877832716e-11
