time	BLL	IL	AL	A	BL	B	DLL	D	ILL	DL	I	ALL
0.0	0.0	0.0	0.0	0.0	0.0	1.6605778811026199e-21	0.0	0.0	0.0	0.0	0.0	0.0
0.9900990099009901	5.829353468438277e-23	8.666362294583923e-23	2.978899375447945e-23	8.655056281033834e-26	6.517100408365617e-22	1.7375370942360874e-21	9.991403567446308e-22	7.105014746546219e-27	1.621826102379549e-20	5.328754089099332e-24	1.1588963802560783e-25	2.4416395661184317e-21
1.9801980198019802	4.67795140598162e-23	1.0007449688822016e-22	2.3805285257982205e-23	6.894943590011028e-26	5.185796367491108e-22	1.3826941225718282e-21	2.143944898395653e-21	1.5245841663820546e-26	1.8742837490217258e-20	1.1434376534404008e-23	1.3366083719614823e-25	1.9671208496835674e-21
2.9702970297029703	3.526549343524961e-23	1.1348537083060107e-22	1.7821576761484962e-23	5.1348308989882224e-26	3.854492326616598e-22	1.0278511509075691e-21	3.288749440046676e-21	2.3386668581094876e-26	2.1267413956639026e-20	1.7539998979708688e-23	1.5143203636668863e-25	1.4926021332487029e-21
3.9603960396039604	2.610151698030779e-23	1.2278220856116856e-22	1.3063701845238494e-23	3.736243341752548e-26	2.7968942927741006e-22	7.459572477685561e-22	4.085728606184755e-21	2.9054071797964775e-26	2.301838479759007e-20	2.1790553149250553e-23	1.6374224618380441e-25	1.1145865587013895e-21
4.9504950495049505	2.505629882476354e-23	1.178661791165563e-22	1.2540745864549871e-23	3.5866260031675925e-26	2.68487547182824e-22	7.160823760919298e-22	3.6810664624755804e-21	2.617647426329921e-26	2.2096760300363272e-20	1.963235502619047e-23	1.5718623501277707e-25	1.069962881312586e-21
5.9405940594059405	2.40110806692193e-23	1.1295014967194408e-22	1.2017789883861252e-23	3.437008664582638e-26	2.572856650882381e-22	6.862075044153037e-22	3.2764043187664105e-21	2.329887672863367e-26	2.1175135803136487e-20	1.7474156903130398e-23	1.5063022384174982e-25	1.025339203923783e-21
6.930693069306931	2.2965862513675057e-23	1.0803412022733184e-22	1.149483390317263e-23	3.287391325997682e-26	2.460837829936521e-22	6.563326327386775e-22	2.871742175057237e-21	2.0421279193968117e-26	2.0253511305909696e-20	1.5315958780070315e-23	1.4407421267072253e-25	9.807155265349797e-22
7.920792079207921	2.192064435813081e-23	1.0311809078271957e-22	1.0971877922484007e-23	3.137773987412727e-26	2.3488190089906616e-22	6.264577610620514e-22	2.467080031348065e-21	1.7543681659302575e-26	1.9331886808682912e-20	1.3157760657010232e-23	1.3751820149969523e-25	9.360918491461763e-22
8.910891089108912	2.0875426202586563e-23	9.820206133810733e-23	1.0448921941795385e-23	2.988156648827772e-26	2.2368001880448015e-22	5.965828893854251e-22	2.062417887638892e-21	1.4666084124637023e-26	1.841026231145612e-20	1.0999562533950148e-23	1.3096219032866794e-25	8.914681717573731e-22
9.900990099009901	1.9830208047042316e-23	9.328603189349509e-23	9.925965961106763e-24	2.8385393102428166e-26	2.124781367098942e-22	5.66708017708799e-22	1.6577557439297185e-21	1.178848658997147e-26	1.748863781422933e-20	8.841364410890065e-24	1.2440617915764065e-25	8.468444943685699e-22
10.89108910891089	1.8784989891498075e-23	8.837000244888287e-23	9.403009980418143e-24	2.6889219716578615e-26	2.0127625461530824e-22	5.368331460321729e-22	1.2530936002205483e-21	8.910889055305929e-27	1.6567013317002545e-20	6.683166287829993e-24	1.1785016798661337e-25	8.022208169797665e-22
11.881188118811881	1.7739771735953834e-23	8.345397300427061e-23	8.880053999729521e-24	2.5393046330729066e-26	1.9007437252072225e-22	5.069582743555467e-22	8.48431456511375e-22	6.0332915206403766e-27	1.5645388819775757e-20	4.52496816476991e-24	1.1129415681558608e-25	7.575971395909633e-22
12.871287128712872	1.6694553580409587e-23	7.853794355965837e-23	8.357098019040898e-24	2.3896872944879508e-26	1.7887249042613629e-22	4.770834026789205e-22	4.437693128022017e-22	3.1556939859748342e-27	1.4723764322548966e-20	2.3667700417098265e-24	1.0473814564455879e-25	7.129734622021601e-22
13.861386138613861	1.5649335424865343e-23	7.362191411504612e-23	7.834142038352276e-24	2.240069955902996e-26	1.6767060833155032e-22	4.472085310022943e-22	3.9107169093029945e-23	2.7809645130928183e-28	1.3802139825322178e-20	2.0857191864974307e-25	9.818213447353149e-26	6.6834978481335675e-22
14.85148514851485	1.4604117269321102e-23	6.870588467043388e-23	7.311186057663657e-24	2.0904526173180413e-26	1.5646872623696436e-22	4.1733365932566835e-22	-3.6555497461614183e-22	-2.5995010833562594e-27	1.288051532809539e-20	-1.9496262044103344e-24	9.162612330250422e-26	6.237261074245536e-22
15.841584158415841	1.3558899113776855e-23	6.378985522582164e-23	6.788230076975034e-24	1.9408352787330856e-26	1.452668441423784e-22	3.8745878764904216e-22	-7.702171183253152e-22	-5.477098618021812e-27	1.1958890830868603e-20	-4.107824327470418e-24	8.507011213147692e-26	5.791024300357502e-22
16.831683168316832	1.251368095823261e-23	5.88738257812094e-23	6.265274096286411e-24	1.7912179401481304e-26	1.3406496204779243e-22	3.5758391597241597e-22	-1.1748792620344869e-21	-8.354696152687353e-27	1.1037266333641815e-20	-6.266022450530495e-24	7.851410096044963e-26	5.344787526469471e-22
17.821782178217823	1.1468462802688366e-23	5.395779633659716e-23	5.742318115597791e-24	1.6416006015631753e-26	1.2286307995320646e-22	3.277090442957898e-22	-1.5795414057436602e-21	-1.1232293687352906e-26	1.0115641836415024e-20	-8.424220573590579e-24	7.195808978942236e-26	4.898550752581437e-22
18.81188118811881	1.042324464714412e-23	4.904176689198491e-23	5.219362134909169e-24	1.49198326297822e-26	1.1166119785862045e-22	2.978341726191636e-22	-1.9842035494528334e-21	-1.410989122201846e-26	9.194017339188236e-21	-1.0582418696650662e-23	6.540207861839506e-26	4.452313978693404e-22
19.801980198019802	9.378026491599878e-24	4.412573744737268e-23	4.696406154220548e-24	1.342365924393265e-26	1.0045931576403454e-22	2.679593009425376e-22	-2.3888656931620037e-21	-1.6987488756684e-26	8.272392841961448e-21	-1.274061681971074e-23	5.884606744736779e-26	4.006077204805373e-22
20.792079207920793	9.058695887403923e-26	1.33765156359056e-21	9.025438244167948e-25	6.318332465480155e-25	6.053240982539225e-25	5.7775799355114815e-21	-3.986265078211493e-22	-1.4081132560904426e-21	1.227174592162156e-21	-5.597233241895767e-22	9.918546547690916e-22	5.030633904256688e-24
21.78217821782178	7.575691736659698e-26	1.1274116393346052e-21	7.603787995111597e-25	6.087335147833038e-25	5.079247203193317e-25	6.325022000387488e-21	-3.3392242227658125e-22	-1.5462965929368235e-21	1.0276821565678104e-21	-4.731419551304288e-22	8.462682915368947e-22	4.208421827574971e-24
22.77227722772277	6.09268758591548e-26	9.171717150786514e-22	6.182137746055255e-25	5.856337830185921e-25	4.105253423847412e-25	6.872464065263493e-21	-2.6921833673201343e-22	-1.6844799297832036e-21	8.281897209734656e-22	-3.8656058607128133e-22	7.00681928304698e-22	3.386209750893257e-24
23.762376237623762	4.609683435171256e-26	7.069317908226966e-22	4.760487496998905e-25	5.625340512538803e-25	3.131259644501502e-25	7.419906130139501e-21	-2.0451425118744533e-22	-1.8226632666295842e-21	6.286972853791198e-22	-2.9997921701213346e-22	5.550955650725008e-22	2.5639976742115397e-24
24.752475247524753	3.126679284427032e-26	4.966918665667418e-22	3.3388372479425553e-25	5.3943431948916855e-25	2.1572658651555934e-25	7.967348195015507e-21	-1.3981016564287726e-22	-1.9608466034759653e-21	4.292048497847742e-22	-2.133978479529856e-22	4.095092018403037e-22	1.7417855975298226e-24
25.742574257425744	1.643675133682808e-26	2.864519423107871e-22	1.9171869988862056e-25	5.163345877244568e-25	1.1832720858096845e-25	8.514790259891514e-21	-7.510608009830918e-23	-2.099029940322346e-21	2.297124141904285e-22	-1.268164788938377e-22	2.6392283860810666e-22	9.195735208481054e-25
26.73267326732673	1.6067098293858387e-27	7.621201805483238e-23	4.95536749829856e-26	4.93234855959745e-25	2.0927830646377547e-26	9.062232324767522e-21	-1.0401994553741113e-23	-2.2372132771687266e-21	3.0219978596082794e-23	-4.023510983468983e-23	1.1833647537590954e-22	9.736144416638825e-26
27.722772277227723	1.045444221121744e-27	6.742984108129002e-23	4.36457289116068e-26	4.918067925567313e-25	1.7081423193480014e-26	9.082617319404925e-21	-7.900699043682223e-24	-2.240202210615302e-21	2.253668006489678e-23	-3.64825404163451e-23	1.1127409502508962e-22	6.611500984652226e-26
28.712871287128714	1.0283948457765765e-27	6.633133487902118e-23	4.2934676720661506e-26	4.912052943615677e-25	1.6803159604756225e-26	9.082900168257345e-21	-7.77184026602568e-24	-2.2380347810038375e-21	2.2169050848971035e-23	-3.588909113810367e-23	1.09495069088503e-22	6.503628895183239e-26
29.7029702970297	1.011345470431409e-27	6.523282867675235e-23	4.222362452971621e-26	4.906037961664042e-25	1.6524896016032438e-26	9.083183017109765e-21	-7.642981488369138e-24	-2.2358673513923732e-21	2.1801421633045294e-23	-3.5295641859862247e-23	1.077160431519164e-22	6.395756805714253e-26
