time	E	E_P_1	P	M	M1	E_M1	E_M	T	E_P_2	P2	P21	E_P21	E_P2	E_P1
0.0	0.00015	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.9900990099009901	7.937068323643089e-05	6.258390406137625e-05	0.9945906650436241	0.00507081704470314	7.815785393641877e-11	5.883162128122529e-15	2.88851597576489e-07	3.0118138312197218e-05	7.525916969626857e-06	0.0002379991459556946	8.410385443361268e-14	1.4681170746204507e-25	2.034210023616915e-09	0.0
1.9801980198019802	7.929485452107802e-05	6.218906481268531e-05	0.9892612391228539	0.01007043830059995	3.1171381544529566e-10	2.4074411073366494e-14	5.744926948184229e-07	0.000120289626117688	7.478436495533899e-06	0.0004777866716044225	3.403943993690968e-13	1.1943745364804964e-24	4.130424559552551e-09	0.0
2.9702970297029703	7.922121489222925e-05	6.179868163779572e-05	0.9839653498301278	0.01497926776841008	6.973818118885566e-10	5.4289636471875267e-14	8.544231775668248e-07	0.0002693147999802703	7.431489355882966e-06	0.0007159762579642904	7.677619462081914e-13	4.043470894950655e-24	6.208824336784096e-09	0.0
3.9603960396039604	7.914972202625662e-05	6.141266373695827e-05	0.9787026203983026	0.019798839395321226	1.231932141288177e-09	9.624188073878725e-14	1.1287678568756724e-06	0.0004760187482943522	7.385067207942888e-06	0.0009525856137965679	1.3650687723489587e-12	9.581391887110336e-24	8.269771899471991e-09	0.0
4.9504950495049505	7.908033568269773e-05	6.103092437406454e-05	0.9734726816925234	0.02453065390543779	1.9121935201372236e-09	1.496516081524136e-13	1.3976478163188471e-06	0.0007392525095456065	7.339159628941e-06	0.0011876320902619614	2.131189893058286e-12	1.8681746595344106e-23	1.031361920872044e-08	0.0
5.9405940594059405	7.901301672965099e-05	6.065337922421066e-05	0.9682751719661437	0.029176179880218645	2.7350515793293894e-09	2.142464188507816e-13	1.6611806588301291e-06	0.0010578922249470757	7.293756486522823e-06	0.0014211326909635863	3.0650127614788783e-12	3.220481956851065e-23	1.2340708284372271e-08	0.0
6.930693069306931	7.894772709087384e-05	6.027994624285558e-05	0.9631097364848367	0.03373685542222017	3.69744633092928e-09	2.897607084461772e-13	1.919480700456478e-06	0.001430837832856294	7.248847911788823e-06	0.0016531040896401996	4.165436745897975e-12	5.099817274219399e-23	1.4351371897813492e-08	0.0
7.920792079207921	7.888442971786853e-05	5.9910545617396886e-05	0.957976027416706	0.03821408865193532	4.796371567649556e-09	3.75935529745566e-13	2.172659037421794e-06	0.001857012676636585	7.204424303635226e-06	0.0018835626353330558	5.43137301949741e-12	7.589679311606865e-23	1.6345933688032645e-08	0.0
8.910891089108912	7.882308855623419e-05	5.9545099683834876e-05	0.9528737037217768	0.042609258197114655	6.028874114776159e-09	4.725183627240913e-13	2.4208236658724913e-06	0.002335363120614831	7.160476320928472e-06	0.002112524357588018	6.861744406213969e-12	1.0772326889075965e-22	1.8324708518072952e-08	0.0
9.900990099009901	7.876366850059829e-05	5.918353284016705e-05	0.9478024308754817	0.04692371443686394	7.3920522322656375e-09	5.792628631434789e-13	2.6640796112019884e-06	0.002864857569454356	7.116994872486496e-06	0.0023400049794682037	8.455485077831361e-12	1.4728817696544237e-22	2.0288002803272264e-08	0.0
10.89108910891089	7.870613537109621e-05	5.882577149244792e-05	0.9427618807050698	0.05115878022800258	8.883054545355431e-09	6.959287266071899e-13	2.902529010170439e-06	0.003444485897669582	7.073971105111581e-06	0.002566019925255332	1.0211540337521968e-11	1.9539033778925734e-22	2.2236114763911653e-08	0.0
11.881188118811881	7.865045587511758e-05	5.847174397629058e-05	0.9377517312389957	0.05531575157376993	1.0499079061806001e-08	8.222814501227257e-13	3.136271225031077e-06	0.004073258924413991	7.0313963994339836e-06	0.0027905843275365817	1.2128866421355856e-11	2.5281704973874705e-22	2.416933470986966e-08	0.0
12.871287128712872	7.859659758205672e-05	5.81213804976093e-05	0.9327716665515458	0.059395898315142914	1.2237372175782792e-08	9.580921676582006e-13	3.3654029301133443e-06	0.004750207870204172	6.989262360854012e-06	0.0030137130345182597	1.4206430299180512e-11	3.2034432703478813e-22	2.6087945303005894e-08	0.0
13.861386138613861	7.854452888736594e-05	5.777461306087681e-05	0.9278213765662215	0.06340046500628838	1.4095227417455618e-08	1.1031374430700844e-12	3.5900182192202473e-06	0.005474383668805759	6.9475608110444316e-06	0.0032354206192793957	1.6443209425929047e-11	3.9873719878451145e-22	2.7992221836510596e-08	0.0
14.85148514851485	7.849421900209536e-05	5.743137544453481e-05	0.9229005570032719	0.06733067114779677	1.6069985113903885e-08	1.2571992014966501e-12	3.8102086411769908e-06	0.006244856783988095	6.906283785077761e-06	0.003455721382241422	1.8838191673780956e-11	4.887497898269024e-22	2.988243233837017e-08	0.0
15.841584158415841	7.844563790608336e-05	5.7091603093892e-05	0.9180089091389838	0.07118771225738275	1.815903084162591e-08	1.4200644339867568e-12	4.026063355697846e-06	0.007060716368169194	6.865423518606178e-06	0.003674629362498611	2.1390375023203583e-11	5.911256900004247e-22	3.175883801845298e-08	0.0
