time	s1	species_10	species_11	species_12	species_13	species_14	species_15	species_16	species_17	s9	s13	s15	s16	s19	s21	s22	s25	s17	s6	species_1	species_18	species_19	s2	s3	species_5	s4	s26	s27	s28	s29	s30	s31	s33	species_20	species_7	species_2	species_3	species_4	species_6	species_8	species_9
0.0	5.34e-08	1.0	1.0	1.0	150000.0	1.0	150000.0	1.0	150000.0	1.0	0.0	0.0	0.0	0.0	0.0	1000000.0	0.0	1198199.01671451	0.0	1000000.0	1.0	1.0	10000.0	0.0	0.0	4501139.56260765	0.0	0.0	10000000.0	41775201.8460542	0.0	0.0	0.0	1.0	0.0534	5501140.56260765	1000000.0	1198199.01671451	0.0	51775201.8460542	51775.201846054195
0.9900990099009901	-6.030014187759521e-19	0.9317478302510598	1.0	101739.49382118694	145759.09887509156	83734.16809079319	118709.50444847591	135066.76447243142	162008.69395033972	305953.7038706738	526590.2293543892	803214.7491137731	415934.49850334524	553601.5752041484	209237.80710097743	17667.985084400138	488142.91100525734	432918.9208076882	-1.3102713416882634e-19	1667386.7434835332	0.3715399030720251	1.0	9999.525956580756	1.4085474309616198e-16	0.4740434192405065	1225214.3052468416	171781.11584328962	274072.8494369962	66317614.688712396	34917561.010011636	1414519.5093330648	1697875.1389283193	3182861.4385477607	0.739401193241431	0.0534	3686697.6636063056	780507.367389526	2178658.3977791956	445853.9652802858	107530431.78553317	164187.7365668155
1.9801980198019802	1.2824330667226936e-12	0.8681540191775572	1.0	265547.87889883685	156157.10168990478	218264.80073254046	106631.29061681048	351793.5072650393	187200.28106003665	279590.3224441296	2151325.9962352277	3544318.422345641	1954505.4655361753	613805.7539847841	223163.9996609054	13350.319191878454	446080.9936695725	104715.62134296408	3.1739744874406284e-13	1075184.382875781	0.13804189956654206	1.0	9997.8199410756	-1.1997063948340847e-13	2.1800589243887076	789067.0496338409	339467.7025199425	541613.7267641041	87072196.51752944	17696748.54562821	4459783.450787497	4732781.7195158	8355614.126688504	0.41139219577775454	0.0534	2589922.748623324	850320.0728375679	7754865.505460009	881081.4292840466	122317124.36014944	280250.73803307564
2.9702970297029703	5.112475775873909e-15	1.7419667479451848	1.0	428180.1199017414	182841.26496019523	351475.851404555	111206.25971602071	566053.4268043175	230160.5966765068	309432.5757803542	4308297.049911031	7297972.0597859	4034004.298455405	663796.1845684451	242223.65161081785	13252.247154953278	493693.8980683143	54774.72487802836	-5.639980602537711e-17	668659.4312425284	0.05128807398882185	1.0	9994.647524402739	-4.371756823954824e-14	5.352475597260349	487918.161544996	450021.2068712771	717999.9944317933	94720807.39374277	6440917.124517463	5143342.211124629	5243430.938931928	9054810.698633604	0.20362888780469102	0.0534	1959704.0666361928	919272.0833342163	15695048.133030362	1168021.2013030704	120603308.3669504	295577.5630051619
3.9603960396039604	3.771537120356736e-11	1.623073737767418	1.0	570907.5870826402	223603.98184544002	468034.43557166425	127438.0798585759	753193.6262861608	289774.5069714701	257093.7979536958	5966319.108615019	10218516.898526529	5601331.028548963	711556.0739267467	261912.30865196916	13296.795587255483	410188.3927088196	65334.15313352403	-1.5842981906132497e-11	556089.0294841159	0.019055566050170985	1.0	9991.079471308454	-1.4309461056070351e-13	8.920528691550262	405397.65307633777	494136.4968682289	788385.3070433387	97539514.98933205	1979186.6838675572	4136493.0016831984	4142636.268471884	7080890.3708627485	0.09452315429283777	0.0534	1628768.873222969	986765.1781659714	21851501.18882403	1282521.8039115677	114878721.31421745	253118.89808337792
4.9504950495049505	-3.9012068620430274e-18	2.446681716959971	1.0	690535.6619020469	275394.62983958935	565414.8854493027	150728.2556325796	909240.8164458731	363097.2178217145	265842.834567582	6821247.418942568	11722659.140673626	6396093.122288688	759100.2299809998	280446.86264268804	13258.1543104928	424147.338716941	77481.22983262064	1.5108424222099926e-17	442014.9033717347	0.007079903164289532	1.0	9988.280632333777	-5.615836247145178e-14	11.719367666216217	320600.34350816597	510085.995420866	813832.5722294799	98578281.26051302	658504.3611646122	2852577.6261484334	2837507.6700380794	4830733.11625526	0.0421289286957674	0.0534	1452605.4201644238	1052805.2469341806	25017480.9117375	1323918.5676503459	109757604.03411941	204444.96974609536
5.9405940594059405	-2.946132130111888e-19	2.2796903810923843	1.0	788888.5306118082	335317.1969371225	645207.2914815831	177551.1544952921	1036845.6896833839	446824.06419914716	242762.89236285462	7037507.9540299075	12111918.324363386	6567112.765886762	805086.6706205028	299066.98112750676	13283.124057612597	387323.72278884624	83203.34183177644	8.877886238444075e-19	425927.23028828093	0.002630466539581575	1.0	9986.663868289148	-2.083559769311736e-14	13.336131710850347	308999.78188579227	508809.755680208	811796.4458492189	98961093.37224807	297873.57419589686	1863018.5162714354	1849961.1505168094	3146178.7377917534	0.018257000400135583	0.0534	1365013.627325774	1117436.775805622	25799742.386111833	1320606.201529427	106118125.35102396	167850.55099224392
6.930693069306931	-1.1840884334774752e-22	2.124096566227035	1.0	869068.4534204381	400907.1283142046	710031.22896756	205432.22113708642	1140297.4965975408	537841.6077415225	224688.9593186043	6853674.876618419	11793352.632413717	6359326.399047719	850035.3894106661	317302.0976606604	13315.4317852806	358487.097884826	83184.2458531736	4.2125593414594116e-22	434424.30785794463	0.0009773232846671768	1.0	9986.09891810376	-7.7303155375061e-15	13.90108189624057	315407.75878168526	491607.8202767043	784351.133122121	99102172.44420297	203883.54559076935	1200750.1923666482	1193888.9304545908	2031913.1793666668	0.0077508509768985405	0.0534	1333008.1238430603	1180652.918856607	25089538.15393303	1275958.9533988254	103732608.29198165	143571.57901167282
7.920792079207921	-2.192362900333165e-19	1.9791223668257627	1.0	934186.0190826082	470159.9613351146	762492.576013955	232742.9874704807	1223843.3112192485	633419.2097188088	212589.23988742518	6451676.627547041	11086080.957033344	5951574.28847797	894090.9604117981	335055.2937455975	13340.433005035553	339182.21919413394	78783.53356767318	5.051728042706873e-19	449015.38317271776	0.0003631146003275078	1.0	9986.274227509275	-2.868226388403281e-15	13.725772490720908	326283.3828671452	469719.15962304897	749428.2148764401	99154168.13935599	177548.40806510753	779706.7482572754	778474.254629558	1328086.1117106753	0.0032392698304146185	0.0534	1327070.225121422	1242486.687162431	23568115.40662603	1219147.374499489	102217983.6620186	128194.3876933962
8.910891089108912	4.3398846520412554e-18	1.8440429710912458	1.0	986980.2999769375	541482.5786435261	804875.0536119288	258482.9764024354	1291194.6272788448	731255.9203096604	203656.47108203443	5948261.757194876	10198443.418940736	5455112.200881788	937248.2901209716	352365.03691669024	13360.65753253419	324930.1513268372	72038.12478104312	-7.505696294943376e-18	465257.95591402793	0.00013491156503946583	1.0	9986.898085812189	-1.0643147738135972e-15	13.101914187806505	338371.0952542893	448420.4517257985	715446.5414191943	99173334.4248251	166739.95269362372	516080.94186731277	519507.85219341324	890479.2057608815	0.0013370938104173484	0.0534	1332215.6735771887	1302973.9845701961	21673855.501798443	1163866.9931449927	101266142.37734033	118600.7543757348
