time	M	MpY	MpT	Mpp	MEK	MKP3
0.0	800.0	0.0	0.0	0.0	180.0	100.0
1.0	789.9323814095575	8.737557114325668	1.322679057515087	0.007382418695442795	180.0	100.0
2.0	780.0710582380503	17.290318045345856	2.609374537976355	0.02924918038936243	180.0	100.0
3.0	770.4112429407842	25.662358052615637	3.861211072257777	0.06518793492268646	180.0	100.0
4.0	760.9482973420486	33.857631951739634	5.079273863800496	0.11479684532259886	180.0	100.0
5.0	751.6777290170845	41.87997685851436	6.264609663570047	0.1776844666456711	180.0	100.0
6.0	742.5951809635081	49.73312057993835	7.418229376790528	0.25346908927811307	180.0	100.0
7.0	733.6964257693977	57.42068632346781	8.541109539754217	0.34177837964442653	180.0	100.0
8.0	724.9773612520736	64.94619613414345	9.634193463882237	0.44224916833331385	180.0	100.0
9.0	716.4340023403215	72.31307732999193	10.698393339083848	0.5545270216095893	180.0	100.0
10.0	708.0624794951602	79.52466381194793	11.734590613495536	0.6782661158713439	180.0	100.0
11.0	699.8590280226699	86.58420463058734	12.743638807187365	0.8131286378269478	180.0	100.0
12.0	691.8199968032482	93.49485699098179	13.726361224070871	0.9587852750186778	180.0	100.0
13.0	683.9418197407518	100.25970905894151	14.683558223939528	1.1149135288527525	180.0	100.0
14.0	676.221039927454	106.88176065377175	15.616001113931961	1.281199164445384	180.0	100.0
15.0	668.65426403441	113.36395964227192	16.52444388518763	1.457333583704257	180.0	100.0
16.0	661.2382222938926	119.70915409412119	17.409607705291634	1.6430172420831806	180.0	100.0
17.0	653.9697219664811	125.92012937967782	18.272193019223817	1.8379570125360294	180.0	100.0
18.0	646.8455994363641	131.99964633832684	19.112892096281428	2.041863482744084	180.0	100.0
19.0	639.8628546949361	137.95033410305493	19.9323539011978	2.2544585583455294	180.0	100.0
20.0	633.0185371226597	143.7747811090918	20.731214002963043	2.4754690003835655	180.0	100.0
21.0	626.3096964517624	149.47557413875276	21.510107552516242	2.704623624983255	180.0	100.0
22.0	619.7335456846766	155.05516855100592	22.26962639802471	2.9416625825080955	180.0	100.0
23.0	613.2873349075124	160.51598873153705	23.01035209226033	3.1863300962374552	180.0	100.0
24.0	606.968349250483	165.8604295058868	23.732855520577623	3.4383740508179144	180.0	100.0
25.0	600.7739675930981	171.09080980490774	24.437683386089375	3.6975499538952628	180.0	100.0
26.0	594.7016167624561	176.2094088047558	25.125369070507197	3.963617923031485	180.0	100.0
27.0	588.7487818855069	181.21845766116235	25.796431250271638	4.2363436240476755	180.0	100.0
28.0	582.9129977774373	186.12014651223535	26.451374075624088	4.515497260432781	180.0	100.0
29.0	577.1918536955128	190.91662057858326	27.090687461281263	4.800854224578925	180.0	100.0
30.0	571.5830109431494	195.60996625895007	27.71484246423173	5.0921961412257675	180.0	100.0
31.0	566.0841589589077	200.2022458772505	28.32430220564799	5.3893081184228615	180.0	100.0
32.0	560.6930439040153	204.69547502577853	28.919514819837783	5.691980527814522	180.0	100.0
33.0	555.4074726070104	209.09161922579943	29.500912170753892	6.000009000319048	180.0	100.0
34.0	550.2252870377074	213.39261452081607	30.068916923857145	6.313193333373168	180.0	100.0
35.0	545.1443793852402	217.60035524177897	30.62393835002116	6.63133807299461	180.0	100.0
36.0	540.16268763023	221.71669742284348	31.16637321902095	6.954252061647404	180.0	100.0
37.0	535.278192669512	225.74346131717246	31.6966072214865	7.28174873118741	180.0	100.0
38.0	530.4889179068964	229.68243153576424	32.21501468229357	7.613645745878916	180.0	100.0
39.0	525.7929266343746	233.53535922636408	32.72195968353911	7.949764859596889	180.0	100.0
40.0	521.1883229151871	237.30396117416666	33.21779516321649	8.289932070151544	180.0	100.0
41.0	516.6732487062073	240.9899221854707	33.70286415701623	8.633977361066783	180.0	100.0
42.0	512.2458828923355	244.59489580221256	34.1774999505173	8.981734653105637	180.0	100.0
43.0	507.9044440687816	248.12050220047556	34.64202584790455	9.3330419626019	180.0	100.0
44.0	503.6471928960223	251.56832641473426	35.09675500231806	9.687741534123843	180.0	100.0
45.0	499.472411091848	254.93993437077165	35.54199361576086	10.045678569814607	180.0	100.0
46.0	495.3784180291996	258.23686025310826	35.97803871524284	10.406702217572894	180.0	100.0
47.0	491.3635644525102	261.46061131414	36.40517922905022	10.770665184827106	180.0	100.0
48.0	487.42624977691077	264.61265438163804	36.82369231448495	11.13742458589129	180.0	100.0
49.0	483.56490302534206	267.6944307209241	37.233847569021364	11.506840963559185	180.0	100.0
50.0	479.7779649851023	270.70736994614714	37.635910977085224	11.878777371926851	180.0	100.0
51.0	476.0639146163612	273.6528694244653	38.03013926286633	12.253100681132285	180.0	100.0
52.0	472.4212589092358	276.53230218255305	38.416782167598654	12.629681046826034	180.0	100.0
53.0	468.8485609774531	279.346994928778	38.79607548528726	13.008393119227831	180.0	100.0
54.0	465.3443885363123	282.09826834442686	39.16825396162643	13.389113747597323	180.0	100.0
55.0	461.90733512446576	284.7874204805201	39.53354604418107	13.771722886798852	180.0	100.0
56.0	458.5360259530576	287.4157221778809	39.89217246786379	14.156103827181285	180.0	100.0
57.0	455.2291126593089	289.98442117050655	40.24434759718917	14.542142930126609	180.0	100.0
58.0	451.9852940170789	292.49472616879746	40.590273679353636	14.929730188778615	180.0	100.0
59.0	448.80326830942516	294.94784347965634	40.93015413396476	15.318757809198628	180.0	100.0
60.0	445.68176833216165	297.3449501015509	41.264183824576875	15.7091211851249	180.0	100.0
61.0	442.6195515072972	299.6872013301908	41.592551835091555	16.100718572382775	180.0	100.0
62.0	439.61540108329046	301.9757299067603	41.915441090742405	16.49345107310778	180.0	100.0
63.0	436.6681297469914	304.21164339907654	42.23302721879309	16.8872226748517	180.0	100.0
64.0	433.77656458822696	306.3960352459094	42.54548328783291	17.281939865329324	180.0	100.0
65.0	430.93955888724594	308.5299761478416	42.85297609113926	17.677511857575062	180.0	100.0
