time	mwa2c44a01_28c9_4dbd_b034_364f9b5b6cc3	mwfed0682b_39f1_4b09_94e8_c45a51744092	mwaf471bc1_f98a_4115_b0ee_45c189ea20b5	mw8e34c23f_1891_4dc9_8f97_dc2f12a1706c	mw351f6cee_3e64_4b8e_8e60_24b1aca99a92	mw0b46978f_b522_4cde_97f0_574cd7dbbae7	mw1c97b02d_169a_4eb8_bc84_1be57c51a255	mw724f1afe_8032_40ae_96ca_808ab7b8b943	mwfe9ed415_d5af_469c_a549_d8981f1eb01f	mw4b358131_010c_4545_ac4a_13a6c8bc34c4	mw65a14789_ffcf_4bfd_9d53_d2eb2f4d0896	mw8a4a0733_64dd_4474_9aaf_7d750b27ae5b	mw219e8fae_a38b_4620_8726_e6bd1829a351	mwc783c5e7_7bc8_425a_9bb6_1f01d463365c	mw74e54eed_0d25_4fb0_b677_1192f238c03b	mwffd5a553_8e03_443d_a67e_0cf39d03f89f	mwcfcf2e7f_907a_4d25_812f_6c10a7293859	mw68d3f409_9462_4515_8c07_bc105fa0eaf1	mw25023179_9334_438e_bf3e_4e850f84406a	mw4855b1cd_d7bc_4072_9736_dca30bbe448d	mwfaf786e2_00b7_4e0c_b164_5aa1f4ef6356	mwd1171b65_ed6c_4413_bf47_5ed80038a7bd	mw24435476_9c30_4878_b26f_4b3c5a0685c6	mw4179e1ff_9035_4c67_a67c_099e25beb9b0	mw2f3e9c55_e57f_416e_b4b1_cc49a26192c0	mw522cacf1_5e61_4b95_8742_cf61cb824893	mwe8cc261d_af39_4e88_8a65_a4994dcea2ff	mw9417144e_14b1_40d9_bd4b_ccd9f4714305	mw32351ce4_eaaf_4827_8efa_342224548d8a	mw06380287_79c9_4f85_aed6_fa34e7bcdff1	mw0130a500_18e9_470f_9fac_70af44dc4a9e	mw1184c368_03fc_435a_9086_dc6ed3067935	mwb320746f_6a8c_4c8b_ae55_23db454339d8	mw3fcd1ec2_a459_49d4_89f7_361e276096d6	mw3a3e53fb_bbbf_4433_9f75_a12610dbc312	mw0459271f_3b39_40a4_948f_aed773482cfc	mw9bfd7713_4c48_492c_8583_006bf1b54a1b	mwc57c3c2e_69d5_4336_aff5_d1f429420df2	mwcf1bb70c_9d0b_4e82_b58a_6f8e73208af9	mwa9e7a93f_2393_4220_9ac8_79a02d068dc3	mw7df45520_98cc_4c0b_91a7_c6e7297de98a	mw42919ead_5972_4151_85ac_fcc88ca105a6	mw29ba9e7c_6865_4817_8775_be2dbc29651e	mwed1b3928_8d78_44d1_aee7_9d11d6437cfc	mw081c9f7b_011e_440f_971d_d0316d2a1e6c	mwde741b91_d5bf_44a9_ad45_404d7259d051	mw8825a609_0983_4fb4_a264_e2f7e43d17b3	mwf46d3666_f0f3_4f05_9603_d7e6bb69005e	mwd794c746_c826_4ba1_9e09_a9d1e122d925	mw2badefa3_32e8_4b66_9e69_245d9ec74e33	mwf82770b9_766a_4c4e_851a_d76da19e8517	mw9d5c5c9d_301d_4e43_ba7b_7d21ccbdc2c2	mwd86ce0dc_7329_4b27_9de0_ee6bffee3083	mwd8ea533a_c66e_4de4_8c5c_0d4201d8c8a2	mwe4e36b8e_18b8_4c76_bd46_13614b71da5c	mwb80e4fa1_4849_4ed5_b3b0_3e3025c61ad8	mw9bcba6bc_9788_4f7f_afb5_1c8f3b33c3d1	mw1041345b_f015_436c_9eff_98211008aa1c	mw3d9e6efb_8e12_49c9_a87f_e067914b951d	mw6e845d87_603e_4463_874d_866f554303df	mw1f3b8982_3b8c_42b6_8b0f_49b037cbda43	mw0a10f9cb_3f4b_4bfa_ace9_0ecd2bd74b5e	mw2075d2cf_955e_4150_98b8_847103c53845	mw166e3335_56c3_41ef_af0f_b583860991c1	mw7086a13a_619e_4069_b163_d8a05fc55f42	mwbae3bd11_0ab4_4587_a931_9c5dc5e777ba	mw56dff932_134c_4d88_a611_daad00623fd0	mw07c7392b_8d89_4b94_97c5_59f7e256b6f2	mw619502c3_e319_4e29_a677_b2b5f74fc2cf	A2ARAdnGolf	A2ARAdn	A2AR	mwccd3a17c_e207_4663_9b16_327b78882497	mw9710c658_a2a1_4f49_b494_af109853f251	mw46dccec6_6f0f_40f6_a10c_2f34ae7a005a	mwbe974953_e869_4622_b4a8_745555c8d7fd	mw3e1a2fbf_37b1_490c_9528_6cb6bbf11b21	totalActivePKA
0.0	1.0153725531908301e-13	5.3163794241717406e-17	2.3813035919241303e-13	4.05536821102806e-14	5.589825425556141e-13	3.6068738686449704e-13	1.74626297500174e-13	1.2871019154252501e-17	7.070185778057701e-16	5.76194480051912e-12	2.49610539967081e-13	2.66057727607432e-15	1.26415245670154e-12	1.0463853774711099e-12	4.750886509878901e-14	2.87051883488477e-15	1.03235238595214e-13	1.1122244202449401e-14	1.42159177622785e-14	4.00245527991333e-13	2.7238059216480904e-12	8.60894886021872e-13	3.6783700875103106e-11	2.2728739100152403e-15	3.3489306651641403e-15	2.85044742516553e-13	4.946412858802951e-14	8.244021429864141e-13	2.36187426115463e-13	3.73906510515608e-13	1.5638125738845401e-12	9.811356453848701e-12	4.03759918947167e-14	1.71026845509875e-14	4.4936129367500405e-13	3.0234330531086e-13	1.11867022960323e-14	6.260934894843921e-13	8.377465764281051e-16	7.954958992978181e-14	8.585156613133671e-19	4.7200065172783806e-17	1.86281966630368e-15	1.2425781612639801e-16	3.5578523672509e-13	3.2098719802546503e-13	4.772975395785311e-15	7.358475432984571e-13	2.87554044888205e-17	1.91770645875004e-18	1.1786286843799602e-12	7.562335679433011e-15	5.09673857745172e-13	1.5776209230968402e-12	3.0413512219543203e-13	6.08570096962554e-13	2.99852185311676e-16	7.525580937645851e-16	2.2210751256206003e-13	7.757162513137151e-13	1.42367803045989e-15	7.19411431239488e-15	4.659764882325661e-13	1.77248405413735e-13	3.21952737331881e-15	1.1816494866480401e-14	3.10650293784667e-14	4.79606941354312e-16	2.14634710512781e-16	4.2199711387476e-14	3.86371717183793e-13	2.1074118456423402e-13	6.000000000000001e-14	0.0	5e-09	1.5000000000000002e-13	1.0000000000000002e-14	6.285924670049731e-14
0.9900990099009901	1.0153725528850177e-13	5.316379422986032e-17	2.381303591891751e-13	4.055368210866751e-14	5.589825425319133e-13	3.60687386893057e-13	1.7462629753218466e-13	1.2871019158149164e-17	7.070185778993366e-16	5.761944800519157e-12	2.496105399670967e-13	2.660577276020557e-15	1.264152456640908e-12	1.0463853774671216e-12	4.7508865101927664e-14	2.870518834930964e-15	1.0323523859601724e-13	1.1122244202283147e-14	1.4215917762276723e-14	4.0024552799131464e-13	2.7238059216481563e-12	8.608948860218267e-13	3.6783700875104256e-11	2.2728739099874747e-15	3.3489306651609194e-15	2.8504474251657917e-13	4.9464128586555166e-14	8.244021429867297e-13	2.3618742611546073e-13	3.7390651051548357e-13	1.5638125738845423e-12	9.811356453844198e-12	4.03759918971883e-14	1.7102684550760294e-14	4.4936129367529253e-13	3.0234330531074953e-13	1.1186702296302599e-14	6.260934894845167e-13	8.377465764278884e-16	7.95495899298442e-14	8.585156615651701e-19	4.7200065173849156e-17	1.862819666306688e-15	1.242578161254736e-16	3.557852367256679e-13	3.209871980257574e-13	4.7729753957641796e-15	7.358475433590891e-13	2.875540448491765e-17	1.91770645832599e-18	1.1786286842278717e-12	7.562335679592759e-15	5.096738577206308e-13	1.5776209229761619e-12	3.041351223718439e-13	6.085700969313605e-13	2.9985218521905507e-16	7.525580938678781e-16	2.2210751253302664e-13	7.757162513423698e-13	1.423678030735292e-15	7.194114311419419e-15	4.659764882333662e-13	1.7724840541284176e-13	3.2195273742938044e-15	1.1816494866750147e-14	3.106502937823575e-14	4.796069412482915e-16	2.1463471057573498e-16	4.219971138585468e-14	3.863717171854902e-13	2.107411845355981e-13	6.000000000000001e-14	0.0	5e-09	1.5000000000000002e-13	1.0000000000000002e-14	6.285924669882894e-14
1.9801980198019802	1.0153725528800583e-13	5.3163794229949253e-17	2.381303591879178e-13	4.05536821085247e-14	5.589825425292794e-13	3.6068738689704406e-13	1.7462629753693257e-13	1.2871019158244846e-17	7.070185778948425e-16	5.761944800519162e-12	2.496105399670918e-13	2.660577276020461e-15	1.2641524566209203e-12	1.0463853774641253e-12	4.750886510393375e-14	2.8705188350095513e-15	1.0323523859692885e-13	1.1122244202453435e-14	1.421591776227681e-14	4.002455279913068e-13	2.7238059216481757e-12	8.608948860218121e-13	3.678370087510584e-11	2.272873910019523e-15	3.348930665175323e-15	2.850447425165142e-13	4.946412858579867e-14	8.244021429871602e-13	2.3618742611545205e-13	3.7390651051526123e-13	1.5638125738845512e-12	9.811356453840658e-12	4.037599189865408e-14	1.710268455076428e-14	4.4936129367537477e-13	3.0234330531057843e-13	1.1186702296315846e-14	6.26093489484739e-13	8.377465764311071e-16	7.954958993005917e-14	8.585156615666134e-19	4.720006517425194e-17	1.8628196663114093e-15	1.2425781612506408e-16	3.5578523672584515e-13	3.209871980258238e-13	4.772975395767995e-15	7.35847543379077e-13	2.875540448454642e-17	1.9177064583177693e-18	1.1786286842271971e-12	7.56233567961528e-15	5.096738577205859e-13	1.577620922975011e-12	3.041351223725396e-13	6.085700969318595e-13	2.9985218521905744e-16	7.52558093909645e-16	2.221075125274084e-13	7.75716251347818e-13	1.4236780308635328e-15	7.194114311326682e-15	4.659764882345548e-13	1.772484054117251e-13	3.219527374317786e-15	1.1816494866851431e-14	3.106502937813339e-14	4.796069412462407e-16	2.14634710576096e-16	4.219971138575882e-14	3.8637171718561106e-13	2.1074118453158613e-13	6.000000000000001e-14	0.0	5e-09	1.5000000000000002e-13	1.0000000000000002e-14	6.285924669827476e-14
2.9702970297029703	1.0153725528750988e-13	5.3163794230038185e-17	2.3813035918666053e-13	4.055368210838188e-14	5.589825425266456e-13	3.60687386901031e-13	1.7462629754168045e-13	1.2871019158340528e-17	7.070185778903483e-16	5.761944800519167e-12	2.4961053996708697e-13	2.6605772760203656e-15	1.2641524566009324e-12	1.046385377461129e-12	4.750886510593983e-14	2.8705188350881384e-15	1.0323523859784047e-13	1.1122244202623724e-14	1.421591776227689e-14	4.0024552799129904e-13	2.723805921648195e-12	8.608948860217973e-13	3.678370087510742e-11	2.272873910051571e-15	3.3489306651897262e-15	2.8504474251644917e-13	4.946412858504216e-14	8.244021429875906e-13	2.3618742611544337e-13	3.7390651051503883e-13	1.56381257388456e-12	9.811356453837117e-12	4.037599190011987e-14	1.710268455076826e-14	4.49361293675457e-13	3.023433053104074e-13	1.1186702296329094e-14	6.260934894849613e-13	8.377465764343255e-16	7.954958993027415e-14	8.585156615680566e-19	4.7200065174654725e-17	1.8628196663161306e-15	1.2425781612465453e-16	3.5578523672602236e-13	3.2098719802589013e-13	4.772975395771812e-15	7.358475433990649e-13	2.8755404484175193e-17	1.9177064583095487e-18	1.1786286842265226e-12	7.562335679637801e-15	5.09673857720541e-13	1.57762092297386e-12	3.041351223732353e-13	6.085700969323583e-13	2.9985218521905985e-16	7.52558093951412e-16	2.2210751252179016e-13	7.757162513532663e-13	1.4236780309917735e-15	7.194114311233945e-15	4.659764882357432e-13	1.7724840541060842e-13	3.219527374341768e-15	1.1816494866952716e-14	3.106502937803102e-14	4.796069412441897e-16	2.1463471057645704e-16	4.219971138566297e-14	3.8637171718573187e-13	2.1074118452757418e-13	6.000000000000001e-14	0.0	5e-09	1.5000000000000002e-13	1.0000000000000002e-14	6.28592466977206e-14
3.9603960396039604	1.0153725528711692e-13	5.3163794230109306e-17	2.3813035918567603e-13	4.0553682108271223e-14	5.589825425246057e-13	3.606873869041293e-13	1.746262975453587e-13	1.2871019158416089e-17	7.070185778868216e-16	5.76194480051917e-12	2.496105399670832e-13	2.66057727602029e-15	1.264152456585414e-12	1.0463853774587088e-12	4.750886510750712e-14	2.8705188351537574e-15	1.0323523859862776e-13	1.1122244202766659e-14	1.4215917762276954e-14	4.0024552799129293e-13	2.72380592164821e-12	8.608948860217857e-13	3.678370087510917e-11	2.2728739100786868e-15	3.3489306652038204e-15	2.8504474251637753e-13	4.9464128584477704e-14	8.244021429880519e-13	2.361874261154337e-13	3.7390651051469527e-13	1.5638125738845694e-12	9.811356453833671e-12	4.0375991901301563e-14	1.7102684550770804e-14	4.493612936755581e-13	3.023433053102306e-13	1.118670229633822e-14	6.26093489485305e-13	8.377465764375526e-16	7.954958993050403e-14	8.585156615691981e-19	4.7200065174973024e-17	1.8628196663198363e-15	1.2425781612432987e-16	3.5578523672607345e-13	3.2098719802584116e-13	4.77297539577871e-15	7.358475434145833e-13	2.8755404483884005e-17	1.917706458303222e-18	1.1786286842259996e-12	7.562335679655267e-15	5.096738577205063e-13	1.5776209229729677e-12	3.0413512237377493e-13	6.085700969327452e-13	2.998521852190618e-16	7.525580939839008e-16	2.2210751251743522e-13	7.75716251357489e-13	1.4236780310914506e-15	7.194114311161203e-15	4.65976488236676e-13	1.7724840540973204e-13	3.219527374360706e-15	1.1816494867032749e-14	3.106502937794986e-14	4.796069412426115e-16	2.1463471057674256e-16	4.2199711385588926e-14	3.8637171718582537e-13	2.1074118452445632e-13	6.000000000000001e-14	0.0	5e-09	1.5000000000000002e-13	1.0000000000000002e-14	6.28592466973262e-14
4.9504950495049505	1.0153725528707971e-13	5.316379423011891e-17	2.3813035918563347e-13	4.055368210827167e-14	5.589825425246183e-13	3.60687386904158e-13	1.746262975453416e-13	1.2871019158422146e-17	7.070185778866373e-16	5.761944800519171e-12	2.4961053996708313e-13	2.6605772760202883e-15	1.2641524565853361e-12	1.046385377458279e-12	4.7508865107558465e-14	2.870518835174578e-15	1.0323523859898551e-13	1.1122244202815101e-14	1.4215917762276944e-14	4.0024552799129247e-13	2.723805921648208e-12	8.608948860217848e-13	3.6783700875111475e-11	2.2728739100887645e-15	3.3489306652168457e-15	2.8504474251628276e-13	4.9464128584576683e-14	8.24402142988619e-13	2.3618742611542085e-13	3.739065105139332e-13	1.5638125738845823e-12	9.81135645383055e-12	4.0375991901501814e-14	1.7102684550768368e-14	4.4936129367572425e-13	3.0234330531003403e-13	1.1186702296333104e-14	6.260934894860669e-13	8.3774657644081e-16	7.954958993078535e-14	8.585156615692969e-19	4.7200065174999476e-17	1.862819666320034e-15	1.2425781612429831e-16	3.5578523672568854e-13	3.2098719802539354e-13	4.772975395796258e-15	7.358475434146612e-13	2.875540448386934e-17	1.9177064583034404e-18	1.1786286842259994e-12	7.56233567965527e-15	5.096738577205064e-13	1.5776209229729679e-12	3.041351223737751e-13	6.085700969327448e-13	2.998521852190623e-16	7.525580939843367e-16	2.2210751251744468e-13	7.757162513574782e-13	1.423678031092448e-15	7.194114311157532e-15	4.659764882367254e-13	1.772484054096858e-13	3.2195273743622207e-15	1.1816494867039369e-14	3.106502937794197e-14	4.79606941242666e-16	2.1463471057676723e-16	4.2199711385590194e-14	3.8637171718582457e-13	2.1074118452442734e-13	6.000000000000001e-14	0.0	5e-09	1.5000000000000002e-13	1.0000000000000002e-14	6.28592466974837e-14
5.9405940594059405	1.0153725528704251e-13	5.316379423012851e-17	2.381303591855909e-13	4.0553682108272113e-14	5.589825425246308e-13	3.606873869041866e-13	1.746262975453245e-13	1.2871019158428202e-17	7.07018577886453e-16	5.761944800519171e-12	2.496105399670831e-13	2.6605772760202867e-15	1.2641524565852582e-12	1.046385377457849e-12	4.7508865107609816e-14	2.8705188351953975e-15	1.0323523859934327e-13	1.1122244202863542e-14	1.4215917762276935e-14	4.00245527991292e-13	2.723805921648206e-12	8.608948860217839e-13	3.678370087511377e-11	2.2728739100988418e-15	3.3489306652298706e-15	2.85044742516188e-13	4.946412858467567e-14	8.244021429891863e-13	2.3618742611540803e-13	3.7390651051317116e-13	1.5638125738845953e-12	9.81135645382743e-12	4.037599190170207e-14	1.7102684550765932e-14	4.493612936758904e-13	3.0234330530983743e-13	1.1186702296327988e-14	6.260934894868292e-13	8.377465764440672e-16	7.954958993106668e-14	8.585156615693956e-19	4.720006517502593e-17	1.8628196663202315e-15	1.2425781612426676e-16	3.5578523672530357e-13	3.2098719802494587e-13	4.772975395813805e-15	7.358475434147391e-13	2.875540448385467e-17	1.9177064583036584e-18	1.1786286842259994e-12	7.562335679655273e-15	5.096738577205065e-13	1.577620922972968e-12	3.0413512237377523e-13	6.085700969327445e-13	2.9985218521906296e-16	7.525580939847726e-16	2.2210751251745412e-13	7.757162513574674e-13	1.4236780310934453e-15	7.194114311153862e-15	4.659764882367748e-13	1.7724840540963954e-13	3.2195273743637353e-15	1.1816494867045989e-14	3.106502937793408e-14	4.796069412427206e-16	2.1463471057679193e-16	4.2199711385591456e-14	3.863717171858237e-13	2.1074118452439836e-13	6.000000000000001e-14	0.0	5e-09	1.5000000000000002e-13	1.0000000000000002e-14	6.28592466976412e-14
6.930693069306931	1.0153725528700529e-13	5.316379423013811e-17	2.3813035918554835e-13	4.0553682108272555e-14	5.589825425246435e-13	3.6068738690421524e-13	1.7462629754530742e-13	1.2871019158434257e-17	7.070185778862689e-16	5.761944800519171e-12	2.49610539967083e-13	2.660577276020285e-15	1.2641524565851802e-12	1.046385377457419e-12	4.750886510766116e-14	2.8705188352162175e-15	1.0323523859970102e-13	1.1122244202911984e-14	1.4215917762276925e-14	4.002455279912916e-13	2.7238059216482043e-12	8.608948860217831e-13	3.678370087511608e-11	2.2728739101089195e-15	3.3489306652428962e-15	2.8504474251609323e-13	4.946412858477465e-14	8.244021429897536e-13	2.3618742611539515e-13	3.7390651051240906e-13	1.563812573884608e-12	9.811356453824309e-12	4.0375991901902316e-14	1.71026845507635e-14	4.4936129367605655e-13	3.023433053096409e-13	1.1186702296322873e-14	6.260934894875911e-13	8.377465764473246e-16	7.954958993134801e-14	8.585156615694944e-19	4.720006517505238e-17	1.8628196663204287e-15	1.242578161242352e-16	3.557852367249186e-13	3.2098719802449825e-13	4.772975395831353e-15	7.358475434148172e-13	2.8755404483839995e-17	1.9177064583038764e-18	1.178628684225999e-12	7.562335679655276e-15	5.096738577205066e-13	1.577620922972968e-12	3.041351223737754e-13	6.085700969327441e-13	2.9985218521906355e-16	7.525580939852085e-16	2.221075125174636e-13	7.757162513574568e-13	1.4236780310944426e-15	7.19411431115019e-15	4.659764882368241e-13	1.772484054095933e-13	3.21952737436525e-15	1.181649486705261e-14	3.106502937792619e-14	4.796069412427751e-16	2.1463471057681664e-16	4.219971138559274e-14	3.863717171858229e-13	2.1074118452436938e-13	6.000000000000001e-14	0.0	5e-09	1.5000000000000002e-13	1.0000000000000002e-14	6.28592466977987e-14
7.920792079207921	1.0153725528696808e-13	5.316379423014772e-17	2.381303591855058e-13	4.0553682108272997e-14	5.589825425246561e-13	3.6068738690424387e-13	1.7462629754529033e-13	1.2871019158440314e-17	7.070185778860846e-16	5.761944800519171e-12	2.4961053996708293e-13	2.6605772760202835e-15	1.264152456585102e-12	1.0463853774569889e-12	4.7508865107712513e-14	2.8705188352370375e-15	1.0323523860005877e-13	1.1122244202960425e-14	1.4215917762276916e-14	4.0024552799129116e-13	2.7238059216482023e-12	8.608948860217822e-13	3.678370087511838e-11	2.2728739101189968e-15	3.348930665255922e-15	2.8504474251599847e-13	4.9464128584873636e-14	8.244021429903211e-13	2.3618742611538233e-13	3.7390651051164706e-13	1.563812573884621e-12	9.811356453821187e-12	4.0375991902102566e-14	1.7102684550761063e-14	4.4936129367622265e-13	3.023433053094443e-13	1.1186702296317758e-14	6.260934894883532e-13	8.377465764505819e-16	7.954958993162933e-14	8.585156615695932e-19	4.7200065175078824e-17	1.8628196663206263e-15	1.2425781612420365e-16	3.5578523672453374e-13	3.209871980240506e-13	4.7729753958489e-15	7.35847543414895e-13	2.875540448382533e-17	1.917706458304095e-18	1.178628684225999e-12	7.562335679655281e-15	5.096738577205066e-13	1.5776209229729683e-12	3.0413512237377554e-13	6.085700969327437e-13	2.9985218521906414e-16	7.525580939856445e-16	2.2210751251747303e-13	7.75716251357446e-13	1.42367803109544e-15	7.194114311146519e-15	4.659764882368734e-13	1.7724840540954705e-13	3.219527374366765e-15	1.181649486705923e-14	3.10650293779183e-14	4.796069412428297e-16	2.1463471057684134e-16	4.219971138559401e-14	3.8637171718582204e-13	2.107411845243404e-13	6.000000000000001e-14	0.0	5e-09	1.5000000000000002e-13	1.0000000000000002e-14	6.28592466979562e-14
8.910891089108912	1.0153725528693086e-13	5.316379423015732e-17	2.381303591854633e-13	4.0553682108273445e-14	5.589825425246689e-13	3.6068738690427245e-13	1.7462629754527324e-13	1.287101915844637e-17	7.070185778859003e-16	5.761944800519171e-12	2.496105399670829e-13	2.660577276020282e-15	1.2641524565850243e-12	1.0463853774565591e-12	4.7508865107763865e-14	2.870518835257857e-15	1.0323523860041653e-13	1.1122244203008866e-14	1.4215917762276906e-14	4.0024552799129076e-13	2.7238059216482003e-12	8.608948860217813e-13	3.678370087512069e-11	2.2728739101290745e-15	3.348930665268947e-15	2.850447425159037e-13	4.946412858497262e-14	8.244021429908882e-13	2.3618742611536945e-13	3.73906510510885e-13	1.5638125738846336e-12	9.811356453818068e-12	4.037599190230282e-14	1.7102684550758624e-14	4.493612936763888e-13	3.0234330530924774e-13	1.1186702296312643e-14	6.260934894891152e-13	8.377465764538392e-16	7.954958993191066e-14	8.58515661569692e-19	4.7200065175105275e-17	1.8628196663208236e-15	1.242578161241721e-16	3.557852367241489e-13	3.2098719802360296e-13	4.772975395866448e-15	7.358475434149729e-13	2.875540448381066e-17	1.917706458304313e-18	1.178628684225999e-12	7.562335679655284e-15	5.096738577205067e-13	1.5776209229729685e-12	3.041351223737757e-13	6.085700969327433e-13	2.9985218521906473e-16	7.525580939860803e-16	2.221075125174825e-13	7.757162513574353e-13	1.4236780310964376e-15	7.19411431114285e-15	4.659764882369228e-13	1.772484054095008e-13	3.219527374368279e-15	1.1816494867065851e-14	3.106502937791041e-14	4.796069412428843e-16	2.1463471057686601e-16	4.219971138559529e-14	3.863717171858213e-13	2.107411845243114e-13	6.000000000000001e-14	0.0	5e-09	1.5000000000000002e-13	1.0000000000000002e-14	6.285924669811371e-14
