time	U	M	E
69.3069306930693	181664454.87977403	1.0	0.3966767299506922
70.29702970297029	181664454.87999317	1.0	0.396676729946516
71.2871287128713	181664454.88009977	1.0	0.3966767299444757
72.27722772277228	181664454.88005608	1.0	0.3966767299452895
73.26732673267327	181664454.8798208	1.0	0.3966767299497431
74.25742574257426	181664454.87934905	1.0	0.3966767299586901
75.24752475247524	181664454.87859237	1.0	0.3966767299730515
76.23762376237623	181664454.8782328	1.0	0.3966767299798617
77.22772277227723	181664454.87859035	1.0	0.3966767299730372
78.21782178217822	181664454.87895367	1.0	0.39667672996610265
79.20792079207921	181664454.8793097	1.0	0.3966767299593068
80.1980198019802	181664454.87964386	1.0	0.396676729952929
81.18811881188118	181664454.87993985	1.0	0.39667672994727887
82.17821782178218	181664454.88017985	1.0	0.3966767299426967
83.16831683168317	181664454.88034442	1.0	0.39667672993955305
84.15841584158416	181664454.88041255	1.0	0.39667672993824904
85.14851485148515	181664454.88036162	1.0	0.3966767299392163
86.13861386138613	181664454.88016734	1.0	0.39667672994291686
87.12871287128712	181664454.87980396	1.0	0.3966767299498432
88.11881188118812	181664454.879244	1.0	0.3966767299605183
89.10891089108911	181664454.87845847	1.0	0.3966767299754955
90.0990099009901	181664454.87798846	1.0	0.3966767299844589
91.08910891089108	181664454.8779718	1.0	0.3966767299847793
92.07920792079207	181664454.87795097	1.0	0.39667672998518144
93.06930693069307	181664454.877925	1.0	0.39667672998568293
94.05940594059406	181664454.8778929	1.0	0.3966767299863032
95.04950495049505	181664454.8778536	1.0	0.39667672998706344
96.03960396039604	181664454.87780586	1.0	0.3966767299879867
97.02970297029702	181664454.8777484	1.0	0.39667672998909786
98.01980198019803	181664454.87767982	1.0	0.3966767299904235
99.00990099009901	181664454.87759864	1.0	0.3966767299919922
100.0	181664454.87750328	1.0	0.39667672999383424
